game_id,event_id,home_team_name,away_team_name,home_team_id,away_team_id,capture_type,captured_at_utc,pulled_at_utc,verification_status,verification_notes,home_spread_open,home_spread_current,line_movement,total_open,total_current,pinnacle_spread,draftkings_spread,home_tickets_pct,away_tickets_pct,home_money_pct,away_money_pct,steam_flag,rlm_flag,rlm_sharp_side,rlm_note,book_disagreement_flag,book_spread_diff,book_sharp_side,book_note,line_freeze_flag,home_win_prob,away_win_prob,home_ats_wins,home_ats_losses,away_ats_wins,away_ats_losses,home_ml,away_ml,spread,dk_spread,total,over_under,book,market_type,source
401825560,401825560,Iowa Hawkeyes,Michigan Wolverines,2294,130,pregame,2026-03-05T18:14:58+00:00,2026-03-05T18:14:58.775223+00:00,verified,matched_espn_event,,8.5,,,145.5,8.5,8.5,,,,,False,False,,,False,0.0,,,False,,,,,,,,,,,,,consensus,spread,ESPN
401825561,401825561,Michigan State Spartans,Rutgers Scarlet Knights,127,164,pregame,2026-03-05T18:15:00+00:00,2026-03-05T18:15:00.073137+00:00,verified,matched_espn_event,,-19.5,,,141.5,-19.5,-19.5,,,,,False,False,,,False,0.0,,,False,,,,,,,,,,,,,consensus,spread,ESPN
