layer_name,scenario,market,status,hit_rate,lift,p_value,n,season_consistent,last_backtest_date,prune_reason,notes,registry_version_utc
underdog_odi_defensive,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
efficiency_gap_under_8,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
both_within_8_adj_efficiency,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_top50_adj_eff_despite_odds,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
pei_gap_under_5,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_elite_def_vs_favorite_halfcourt_struggles,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_slow_tempo_elite_def,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_3pt_heavy_vs_poor_perimeter,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_superior_ft_drawing_vs_foul_prone,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_top25_oreb_vs_poor_dreb,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
efficiency_gap_under_10_elimination,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_tourney_experience_advantage,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_physical_conf_vs_finesse_conf,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_elite_perimeter_scorer_vs_poor_perimeter_def,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
revenge_game_large_prior_loss,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
letdown_spot_favorite,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
rested_underdog_fatigued_favorite,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
neutral_site_underdog,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
public_80pct_plus_on_favorite,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
reverse_line_movement_underdog,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
mti_momentum_crossover,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_odi_defensive_favorite_odi_offensive,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
underdog_sci_highest_quartile,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
low_spr_underdog_high_spr_favorite,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
double_digit_seed_dog,upset_validation,ml,pruned,0.2514619883040935,-0.0330568401477893,0.8518027294117729,171,False,2026-03-12T18:00:16Z,negative_or_zero_lift,FAILED,2026-03-12T18:00:16Z
eight_nine_seed_dog,upset_validation,ml,pruned,0.55,0.2654811715481172,0.0113322166063832,20,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
twelve_over_five_profile,upset_validation,ml,pruned,0.35,0.0654811715481171,0.3335255614268214,20,False,2026-03-12T18:00:16Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:16Z
one_possession_seed_gap,upset_validation,ml,pruned,0.45,0.1654811715481171,0.0046198724043781,60,False,2026-03-12T18:00:16Z,failed_thresholds,VALIDATED,2026-03-12T18:00:16Z
ane_gap_plus_rest,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
back_to_back_one_team,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
blue_blood_favorite_inflated,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
blue_blood_favorite_inflated,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
blue_blood_favorite_inflated,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
blue_blood_opponent,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
blue_blood_opponent,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_bottom25_tempo,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_coming_off_high_scoring_games,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_coming_off_low_scoring_games,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_coming_off_ot,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_def_rating_bottom50,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_efg_above_52,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_efg_above_54,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_efg_allowed_above_54,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_efg_below_48,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_force_high_tov,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_high_foul_rate,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_high_ft_dependency,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_high_halfcourt_rate,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_high_live_tov,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_high_spr,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_low_3pa_rate,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_low_dpc,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_low_ft_rate,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_low_halfcourt_rate,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_low_spr,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_mti_flat_or_declining,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_mti_trending_up,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_mti_trending_up,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_odi_defensive,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_odi_offensive,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_odi_offensive,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_poor_defenses,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_poor_interior_defense,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_poor_oreb,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_poor_perimeter_defense,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_ppp_above_threshold,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_teams_fast_tempo,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_teams_top25_fastbreak,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_teams_top50_tempo,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_top25_adj_def_efficiency,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_top25_block_rate,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_top25_efg_allowed,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_top25_force_slow_pace,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_top25_opponent_3pt_allowed,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_top50_off_opponent_bottom50_def,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_true_neutral,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_true_neutral,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_true_neutral,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
both_within_8_adj_efficiency,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
cinderella_narrative_overreaction,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
cinderella_narrative_overreaction,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
cinderella_narrative_overreaction,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
combined_possessions_below_implied,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
combined_possessions_exceed_implied,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
depth_advantage,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
double_digit_seed_dog,upset_validation,ml,pruned,0.25146198830409355,-0.03305684014778931,0.8518027294117729,171,False,2026-03-12T18:00:37Z,negative_or_zero_lift,FAILED,2026-03-12T18:00:37Z
double_digit_seed_high_efficiency,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
double_digit_seed_high_efficiency,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
double_digit_seed_high_efficiency,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
early_conf_tourney,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
early_tournament_round,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_closer_than_spread,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_closer_than_spread,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_gap_under_10_elimination,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_gap_under_8,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_gap_under_8_rd1,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_gap_under_8_rd1,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_gap_under_8_rd1,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_gap_under_8_rd2,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_gap_under_8_rd2,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
efficiency_gap_under_8_rd2,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
eight_nine_matchup,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
eight_nine_matchup,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
eight_nine_matchup,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
eight_nine_seed_dog,upset_validation,ml,pruned,0.55,0.2654811715481172,0.011332216606383236,20,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
elimination_game,situational_underdog,ats,watchlist,0.5263157894736842,0.050509337860780934,0.14486478437347822,76,True,2026-03-12T18:00:37Z,,INCONCLUSIVE,2026-03-12T18:00:37Z
elimination_game,situational_underdog,ml,pruned,0.2631578947368421,-0.031196943972835345,0.7631767410748298,76,False,2026-03-12T18:00:37Z,negative_or_zero_lift,FAILED,2026-03-12T18:00:37Z
fast_efficient_vs_slow_poor,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
fast_efficient_vs_slow_poor,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
fast_efficient_vs_slow_poor,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
favorite_coach_low_tourney_experience,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
favorite_coach_low_tourney_experience,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
favorite_coach_low_tourney_experience,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
favorite_soft_schedule,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
favorite_soft_schedule,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
first_meeting_cross_conf,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
first_meeting_cross_conf,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
first_meeting_cross_conf,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
first_meeting_different_conf,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
first_meeting_different_conf,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
five_twelve_matchup,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
five_twelve_matchup,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
five_twelve_matchup,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
four_way_3pt_confirmation,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
high_combined_3pa_rate,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
high_combined_spr,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
high_pmi,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
high_pmi_both_fast,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
high_stakes_elimination_both,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
large_ane_gap,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
letdown_spot_favorite,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_combined_pmi,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_foul_rate_both,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_ft_rate_both,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_spr_underdog_high_spr_favorite,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_spr_underdog_high_spr_favorite,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_spr_underdog_high_spr_favorite,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_spr_underdog_high_spr_favorite,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_tov_high_oreb_neutral_site,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_tov_high_oreb_neutral_site,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
low_tov_high_oreb_neutral_site,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
market_anchored_low,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
mid_major_sci_battle_tested,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
mid_major_sci_battle_tested,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
mid_major_sci_battle_tested,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
mid_major_top100_efficiency_underdog,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
mid_major_top100_efficiency_underdog,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
mid_major_top100_efficiency_underdog,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
mid_major_underdog,situational_underdog,ats,pruned,0.47580645161290325,0.0,,248,False,2026-03-12T18:00:37Z,negative_or_zero_lift,FAILED,2026-03-12T18:00:37Z
mid_major_underdog,situational_underdog,ml,pruned,0.29435483870967744,0.0,,248,False,2026-03-12T18:00:37Z,negative_or_zero_lift,FAILED,2026-03-12T18:00:37Z
mti_crossover,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
mti_momentum_crossover,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
name_brand_inflation,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
name_brand_inflation,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
name_brand_inflation,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
neither_elite_interior_d,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
neither_team_defensive_identity,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
neither_team_forces_turnovers,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
neither_team_slows,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
neither_team_true_home_court,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
neutral_site_underdog,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
neutral_site_underdog,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
neutral_site_underdog,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
no_tournament_implications_opponent,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
odi_extreme_mismatch,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,2026-03-12T18:00:37Z
one_possession_seed_gap,upset_validation,ml,pruned,0.45,0.16548117154811715,0.004619872404378102,60,False,2026-03-12T18:00:37Z,failed_thresholds,VALIDATED,2026-03-12T18:00:37Z
