event_id,team_id,game_datetime_utc,home_away,h1_pts,h2_pts,h1_pts_against,h2_pts_against,h1_margin,h2_margin,h1_ortg,h2_ortg,h1_drtg,h2_drtg,h1_pts_l5,h2_pts_l5,h1_pts_against_l5,h2_pts_against_l5,h1_margin_l5,h2_margin_l5,h1_pts_l10,h2_pts_l10,h1_pts_against_l10,h2_pts_against_l10,h1_margin_l10,h2_margin_l10,h2_comeback_rate,pipeline_run_id
401808260,2579,2026-02-25T00:00Z,home,21.0,42.0,28.0,44.0,-7.0,-2.0,58.8,117.5,78.3,123.1,37.5,42.0,39.0,43.5,-1.5,-1.5,37.5,42.0,39.0,43.5,-1.5,-1.5,,22422478712
401820750,258,2026-02-19T02:00Z,away,59.0,35.0,27.0,41.0,32.0,-6.0,149.9,88.9,68.6,104.2,,,,,,,,,,,,,,22422478712
401820760,258,2026-02-21T19:00Z,home,39.0,47.0,44.0,39.0,-5.0,8.0,124.0,149.4,139.9,124.0,59.0,35.0,27.0,41.0,32.0,-6.0,59.0,35.0,27.0,41.0,32.0,-6.0,,22422478712
401820763,258,2026-02-25T00:00Z,home,32.0,58.0,19.0,42.0,13.0,16.0,90.2,163.6,53.6,118.4,49.0,41.0,35.5,40.0,13.5,1.0,49.0,41.0,35.5,40.0,13.5,1.0,,22422478712
401827033,2582,2026-02-17T01:00Z,away,41.0,32.0,27.0,47.0,14.0,-15.0,114.9,89.7,75.7,131.7,,,,,,,,,,,,,,22422478712
401827034,2582,2026-02-21T23:00Z,home,48.0,39.0,24.0,49.0,24.0,-10.0,127.8,103.8,63.9,130.5,41.0,32.0,27.0,47.0,14.0,-15.0,41.0,32.0,27.0,47.0,14.0,-15.0,,22422478712
401827035,2582,2026-02-27T01:30Z,home,,,,,,,,,,,44.5,35.5,25.5,48.0,19.0,-12.5,44.5,35.5,25.5,48.0,19.0,-12.5,,22422478712
401820751,259,2026-02-18T01:00Z,away,34.0,32.0,31.0,36.0,3.0,-4.0,110.9,104.4,101.1,117.4,,,,,,,,,,,,,,22422478712
401820761,259,2026-02-21T17:00Z,home,43.0,39.0,33.0,30.0,10.0,9.0,143.2,129.9,109.9,99.9,34.0,32.0,31.0,36.0,3.0,-4.0,34.0,32.0,31.0,36.0,3.0,-4.0,,22422478712
401812376,2598,2026-02-20T00:00Z,home,38.0,51.0,43.0,48.0,-5.0,3.0,99.0,132.8,112.0,125.0,,,,,,,,,,,,,,22422478712
401812398,2598,2026-02-21T19:00Z,home,31.0,25.0,31.0,34.0,0.0,-9.0,97.7,78.8,97.7,107.1,38.0,51.0,43.0,48.0,-5.0,3.0,38.0,51.0,43.0,48.0,-5.0,3.0,,22422478712
401858739,2598,2026-02-24T23:00Z,away,41.0,32.0,32.0,35.0,9.0,-3.0,131.2,102.4,102.4,112.0,34.5,38.0,37.0,41.0,-2.5,-3.0,34.5,38.0,37.0,41.0,-2.5,-3.0,,22422478712
401812399,2598,2026-02-27T00:00Z,away,,,,,,,,,,,36.67,36.0,35.33,39.0,1.33,-3.0,36.67,36.0,35.33,39.0,1.33,-3.0,0.333,22422478712
401822949,2599,2026-02-19T02:00Z,away,44.0,32.0,35.0,35.0,9.0,-3.0,130.3,94.7,103.6,103.6,,,,,,,,,,,,,,22422478712
401822952,2599,2026-02-21T17:00Z,home,42.0,39.0,27.0,25.0,15.0,14.0,113.3,105.2,72.9,67.5,44.0,32.0,35.0,35.0,9.0,-3.0,44.0,32.0,35.0,35.0,9.0,-3.0,,22422478712
401822959,2599,2026-02-26T00:00Z,away,12.0,,33.0,,-21.0,,105.4,,290.0,,43.0,35.5,31.0,30.0,12.0,5.5,43.0,35.5,31.0,30.0,12.0,5.5,,22422478712
401825521,26,2026-02-18T01:30Z,away,23.0,36.0,43.0,39.0,-20.0,-3.0,71.6,112.0,133.8,121.3,,,,,,,,,,,,,,22422478712
401825532,26,2026-02-22T01:00Z,home,43.0,43.0,50.0,36.0,-7.0,7.0,118.9,118.9,138.2,99.5,23.0,36.0,43.0,39.0,-20.0,-3.0,23.0,36.0,43.0,39.0,-20.0,-3.0,,22422478712
401825539,26,2026-02-25T04:00Z,home,38.0,43.0,29.0,33.0,9.0,10.0,114.9,130.0,87.7,99.8,33.0,39.5,46.5,37.5,-13.5,2.0,33.0,39.5,46.5,37.5,-13.5,2.0,,22422478712
401828436,2603,2026-02-19T00:00Z,away,28.0,43.0,30.0,35.0,-2.0,8.0,81.5,125.1,87.3,101.9,,,,,,,,,,,,,,22422478712
401828441,2603,2026-02-21T17:00Z,home,35.0,40.0,20.0,41.0,15.0,-1.0,108.6,124.1,62.0,127.2,28.0,43.0,30.0,35.0,-2.0,8.0,28.0,43.0,30.0,35.0,-2.0,8.0,,22422478712
401828446,2603,2026-02-26T00:00Z,home,33.0,,19.0,,14.0,,276.4,,159.1,,31.5,41.5,25.0,38.0,6.5,3.5,31.5,41.5,25.0,38.0,6.5,3.5,,22422478712
401829253,2608,2026-02-19T02:00Z,away,35.0,37.0,28.0,42.0,7.0,-5.0,97.4,102.9,77.9,116.9,,,,,,,,,,,,,,22422478712
401829258,2608,2026-02-22T03:07Z,away,40.0,43.0,39.0,28.0,1.0,15.0,130.5,140.3,127.3,91.4,35.0,37.0,28.0,42.0,7.0,-5.0,35.0,37.0,28.0,42.0,7.0,-5.0,,22422478712
401829262,2608,2026-02-26T04:00Z,home,,,,,,,,,,,37.5,40.0,33.5,35.0,4.0,5.0,37.5,40.0,33.5,35.0,4.0,5.0,,22422478712
401812161,261,2026-02-19T23:00Z,away,26.0,36.0,38.0,37.0,-12.0,-1.0,77.2,106.8,112.8,109.8,,,,,,,,,,,,,,22422478712
401812165,261,2026-02-22T00:00Z,away,30.0,40.0,30.0,34.0,0.0,6.0,94.9,126.5,94.9,107.5,26.0,36.0,38.0,37.0,-12.0,-1.0,26.0,36.0,38.0,37.0,-12.0,-1.0,,22422478712
401812168,261,2026-02-27T00:00Z,home,,,,,,,,,,,28.0,38.0,34.0,35.5,-6.0,2.5,28.0,38.0,34.0,35.5,-6.0,2.5,,22422478712
401823851,2612,2026-02-21T00:00Z,away,31.0,30.0,29.0,32.0,2.0,-2.0,82.2,79.6,76.9,84.9,,,,,,,,,,,,,,22422478712
401813431,2612,2026-02-22T19:00Z,away,23.0,40.0,37.0,35.0,-14.0,5.0,75.4,131.1,121.2,114.7,31.0,30.0,29.0,32.0,2.0,-2.0,31.0,30.0,29.0,32.0,2.0,-2.0,,22422478712
401808973,2617,2026-02-17T01:00Z,away,37.0,41.0,16.0,52.0,21.0,-11.0,113.1,125.3,48.9,158.9,,,,,,,,,,,,,,22422478712
401808931,2617,2026-02-21T23:00Z,home,39.0,42.0,34.0,44.0,5.0,-2.0,120.1,129.4,104.7,135.6,37.0,41.0,16.0,52.0,21.0,-11.0,37.0,41.0,16.0,52.0,21.0,-11.0,,22422478712
401808916,2617,2026-02-24T00:30Z,home,23.0,50.0,31.0,46.0,-8.0,4.0,69.1,150.2,93.1,138.2,38.0,41.5,25.0,48.0,13.0,-6.5,38.0,41.5,25.0,48.0,13.0,-6.5,,22422478712
401812070,2619,2026-02-17T01:00Z,home,36.0,36.0,35.0,34.0,1.0,2.0,111.9,111.9,108.8,105.7,,,,,,,,,,,,,,22422478712
401812078,2619,2026-02-21T21:00Z,home,33.0,46.0,29.0,43.0,4.0,3.0,97.2,135.5,85.4,126.7,36.0,36.0,35.0,34.0,1.0,2.0,36.0,36.0,35.0,34.0,1.0,2.0,,22422478712
401812083,2619,2026-02-27T00:00Z,away,,,,,,,,,,,34.5,41.0,32.0,38.5,2.5,2.5,34.5,41.0,32.0,38.5,2.5,2.5,,22422478712
401804935,2623,2026-02-19T01:00Z,home,34.0,53.0,44.0,47.0,-10.0,6.0,94.2,146.9,122.0,130.3,,,,,,,,,,,,,,22422478712
401804943,2623,2026-02-21T20:00Z,away,22.0,45.0,29.0,41.0,-7.0,4.0,66.4,135.9,87.6,123.8,34.0,53.0,44.0,47.0,-10.0,6.0,34.0,53.0,44.0,47.0,-10.0,6.0,,22422478712
401804948,2623,2026-02-27T00:30Z,away,,,,,,,,,,,28.0,49.0,36.5,44.0,-8.5,5.0,28.0,49.0,36.5,44.0,-8.5,5.0,,22422478712
401858742,2627,2026-02-17T01:00Z,home,22.0,36.0,26.0,32.0,-4.0,4.0,60.8,99.4,71.8,88.4,,,,,,,,,,,,,,22422478712
401805199,2627,2026-02-20T01:00Z,home,44.0,34.0,36.0,38.0,8.0,-4.0,132.4,102.3,108.3,114.3,22.0,36.0,26.0,32.0,-4.0,4.0,22.0,36.0,26.0,32.0,-4.0,4.0,,22422478712
401805203,2627,2026-02-21T22:00Z,home,32.0,40.0,32.0,48.0,0.0,-8.0,99.1,123.8,99.1,148.6,33.0,35.0,31.0,35.0,2.0,0.0,33.0,35.0,31.0,35.0,2.0,0.0,,22422478712
401805206,2627,2026-02-27T01:00Z,away,,,,,,,,,,,32.67,36.67,31.33,39.33,1.33,-2.67,32.67,36.67,31.33,39.33,1.33,-2.67,0.333,22422478712
401827687,2628,2026-02-18T00:00Z,away,28.0,43.0,42.0,40.0,-14.0,3.0,79.0,121.3,118.5,112.9,,,,,,,,,,,,,,22422478712
401827697,2628,2026-02-21T22:00Z,home,30.0,30.0,25.0,29.0,5.0,1.0,103.7,103.7,86.4,100.2,28.0,43.0,42.0,40.0,-14.0,3.0,28.0,43.0,42.0,40.0,-14.0,3.0,,22422478712
401827703,2628,2026-02-25T02:00Z,home,33.0,57.0,30.0,48.0,3.0,9.0,92.2,159.2,83.8,134.1,29.0,36.5,33.5,34.5,-4.5,2.0,29.0,36.5,33.5,34.5,-4.5,2.0,,22422478712
401806491,2630,2026-02-18T01:50Z,home,16.0,31.0,26.0,21.0,-10.0,10.0,44.6,86.4,72.4,58.5,,,,,,,,,,,,,,22422478712
401806494,2630,2026-02-20T01:20Z,away,32.0,33.0,28.0,39.0,4.0,-6.0,111.5,115.0,97.6,135.9,16.0,31.0,26.0,21.0,-10.0,10.0,16.0,31.0,26.0,21.0,-10.0,10.0,,22422478712
401806507,2630,2026-02-27T01:30Z,home,,,,,,,,,,,24.0,32.0,27.0,30.0,-3.0,2.0,24.0,32.0,27.0,30.0,-3.0,2.0,,22422478712
401808247,2633,2026-02-19T00:00Z,home,45.0,44.0,36.0,30.0,9.0,14.0,136.4,133.3,109.1,90.9,,,,,,,,,,,,,,22422478712
401808255,2633,2026-02-21T19:00Z,away,31.0,38.0,35.0,30.0,-4.0,8.0,99.6,122.1,112.5,96.4,45.0,44.0,36.0,30.0,9.0,14.0,45.0,44.0,36.0,30.0,9.0,14.0,,22422478712
401808257,2633,2026-02-25T02:00Z,away,29.0,40.0,26.0,47.0,3.0,-7.0,87.7,120.9,78.6,142.1,38.0,41.0,35.5,30.0,2.5,11.0,38.0,41.0,35.5,30.0,2.5,11.0,,22422478712
401806493,2634,2026-02-20T01:30Z,home,42.0,47.0,42.0,38.0,0.0,9.0,108.2,121.1,108.2,97.9,,,,,,,,,,,,,,22422478712
401806501,2634,2026-02-21T19:00Z,home,40.0,40.0,26.0,27.0,14.0,13.0,127.6,127.6,82.9,86.1,42.0,47.0,42.0,38.0,0.0,9.0,42.0,47.0,42.0,38.0,0.0,9.0,,22422478712
401806505,2634,2026-02-27T01:30Z,away,,,,,,,,,,,41.0,43.5,34.0,32.5,7.0,11.0,41.0,43.5,34.0,32.5,7.0,11.0,,22422478712
401806495,2635,2026-02-20T01:50Z,home,26.0,36.0,28.0,24.0,-2.0,12.0,78.5,108.7,84.5,72.5,,,,,,,,,,,,,,22422478712
401806498,2635,2026-02-21T21:00Z,home,31.0,41.0,29.0,28.0,2.0,13.0,95.3,126.1,89.2,86.1,26.0,36.0,28.0,24.0,-2.0,12.0,26.0,36.0,28.0,24.0,-2.0,12.0,,22422478712
401806507,2635,2026-02-27T01:30Z,away,,,,,,,,,,,28.5,38.5,28.5,26.0,0.0,12.5,28.5,38.5,28.5,26.0,0.0,12.5,,22422478712
401828235,2636,2026-02-19T01:00Z,home,28.0,24.0,26.0,34.0,2.0,-10.0,83.2,71.3,77.3,101.1,,,,,,,,,,,,,,22422478712
401828243,2636,2026-02-22T21:00Z,away,37.0,37.0,53.0,47.0,-16.0,-10.0,103.0,103.0,147.6,130.8,28.0,24.0,26.0,34.0,2.0,-10.0,28.0,24.0,26.0,34.0,2.0,-10.0,,22422478712
401828245,2636,2026-02-26T01:00Z,home,,,,,,,,,,,32.5,30.5,39.5,40.5,-7.0,-10.0,32.5,30.5,39.5,40.5,-7.0,-10.0,,22422478712
401804939,2638,2026-02-22T02:00Z,away,25.0,38.0,35.0,32.0,-10.0,6.0,88.2,134.0,123.4,112.8,,,,,,,,,,,,,,22422478712
401804946,2638,2026-02-27T00:30Z,away,,,,,,,,,,,25.0,38.0,35.0,32.0,-10.0,6.0,25.0,38.0,35.0,32.0,-10.0,6.0,,22422478712
401825529,264,2026-02-21T20:00Z,away,32.0,28.0,34.0,30.0,-2.0,-2.0,112.1,98.1,119.1,105.1,,,,,,,,,,,,,,22422478712
401825538,264,2026-02-24T23:30Z,away,36.0,43.0,29.0,43.0,7.0,0.0,105.5,126.0,85.0,126.0,32.0,28.0,34.0,30.0,-2.0,-2.0,32.0,28.0,34.0,30.0,-2.0,-2.0,,22422478712
401827033,2640,2026-02-17T01:00Z,home,27.0,47.0,41.0,32.0,-14.0,15.0,73.8,128.5,112.1,87.5,,,,,,,,,,,,,,22422478712
401827148,2640,2026-02-20T02:00Z,away,40.0,43.0,36.0,28.0,4.0,15.0,117.7,126.5,105.9,82.4,27.0,47.0,41.0,32.0,-14.0,15.0,27.0,47.0,41.0,32.0,-14.0,15.0,,22422478712
401829503,2640,2026-02-22T00:30Z,away,34.0,37.0,36.0,36.0,-2.0,1.0,101.0,109.9,107.0,107.0,33.5,45.0,38.5,30.0,-5.0,15.0,33.5,45.0,38.5,30.0,-5.0,15.0,,22422478712
401829691,2640,2026-02-27T01:00Z,home,,,,,,,,,,,33.67,42.33,37.67,32.0,-4.0,10.33,33.67,42.33,37.67,32.0,-4.0,10.33,1.0,22422478712
401827686,2641,2026-02-18T04:10Z,away,36.0,31.0,37.0,35.0,-1.0,-4.0,109.6,94.3,112.6,106.5,,,,,,,,,,,,,,22422478712
401827698,2641,2026-02-21T19:30Z,home,49.0,51.0,35.0,37.0,14.0,14.0,143.9,149.7,102.8,108.6,36.0,31.0,37.0,35.0,-1.0,-4.0,36.0,31.0,37.0,35.0,-1.0,-4.0,,22422478712
401827704,2641,2026-02-25T00:00Z,home,42.0,38.0,34.0,34.0,8.0,4.0,138.2,125.0,111.8,111.8,42.5,41.0,36.0,36.0,6.5,5.0,42.5,41.0,36.0,36.0,6.5,5.0,,22422478712
401809377,2643,2026-02-20T00:00Z,home,34.0,41.0,31.0,47.0,3.0,-6.0,95.1,114.7,86.7,131.4,,,,,,,,,,,,,,22422478712
401809379,2643,2026-02-21T18:00Z,home,29.0,43.0,50.0,43.0,-21.0,0.0,80.5,119.3,138.7,119.3,34.0,41.0,31.0,47.0,3.0,-6.0,34.0,41.0,31.0,47.0,3.0,-6.0,,22422478712
401809384,2643,2026-02-25T23:00Z,away,31.0,13.0,33.0,22.0,-2.0,-9.0,134.2,56.3,142.9,95.2,31.5,42.0,40.5,45.0,-9.0,-3.0,31.5,42.0,40.5,45.0,-9.0,-3.0,,22422478712
401814577,2649,2026-02-21T22:00Z,home,51.0,43.0,29.0,46.0,22.0,-3.0,146.4,123.4,83.2,132.0,,,,,,,,,,,,,,22422478712
401814584,2649,2026-02-25T00:00Z,home,36.0,43.0,31.0,38.0,5.0,5.0,107.2,128.1,92.3,113.2,51.0,43.0,29.0,46.0,22.0,-3.0,51.0,43.0,29.0,46.0,22.0,-3.0,,22422478712
401829251,265,2026-02-19T02:30Z,home,51.0,36.0,40.0,30.0,11.0,6.0,160.6,113.4,125.9,94.5,,,,,,,,,,,,,,22422478712
401829258,265,2026-02-22T03:07Z,home,39.0,28.0,40.0,43.0,-1.0,-15.0,122.4,87.9,125.5,135.0,51.0,36.0,40.0,30.0,11.0,6.0,51.0,36.0,40.0,30.0,11.0,6.0,,22422478712
401829264,265,2026-02-26T04:00Z,away,,,,,,,,,,,45.0,32.0,40.0,36.5,5.0,-4.5,45.0,32.0,40.0,36.5,5.0,-4.5,,22422478712
401808676,2653,2026-02-19T00:30Z,away,35.0,42.0,37.0,39.0,-2.0,3.0,100.8,121.0,106.6,112.3,,,,,,,,,,,,,,22422478712
401808685,2653,2026-02-21T21:00Z,away,26.0,28.0,33.0,32.0,-7.0,-4.0,91.0,98.0,115.5,112.0,35.0,42.0,37.0,39.0,-2.0,3.0,35.0,42.0,37.0,39.0,-2.0,3.0,,22422478712
401808691,2653,2026-02-25T00:00Z,home,27.0,51.0,23.0,36.0,4.0,15.0,95.5,180.3,81.3,127.3,30.5,35.0,35.0,35.5,-4.5,-0.5,30.5,35.0,35.0,35.5,-4.5,-0.5,,22422478712
401828236,2655,2026-02-20T02:10Z,away,34.0,43.0,38.0,33.0,-4.0,10.0,103.7,131.2,115.9,100.7,,,,,,,,,,,,,,22422478712
401828242,2655,2026-02-22T19:00Z,home,36.0,45.0,33.0,42.0,3.0,3.0,109.7,137.1,100.5,128.0,34.0,43.0,38.0,33.0,-4.0,10.0,34.0,43.0,38.0,33.0,-4.0,10.0,,22422478712
401828248,2655,2026-02-26T00:30Z,home,2.0,,2.0,,0.0,,400.0,,400.0,,35.0,44.0,35.5,37.5,-0.5,6.5,35.0,44.0,35.5,37.5,-0.5,6.5,,22422478712
401828430,2670,2026-02-18T01:00Z,home,48.0,41.0,46.0,29.0,2.0,12.0,140.4,119.9,134.5,84.8,,,,,,,,,,,,,,22422478712
401828437,2670,2026-02-21T00:00Z,away,42.0,33.0,33.0,55.0,9.0,-22.0,110.4,86.8,86.8,144.6,48.0,41.0,46.0,29.0,2.0,12.0,48.0,41.0,46.0,29.0,2.0,12.0,,22422478712
401830224,2674,2026-02-19T00:00Z,home,35.0,44.0,35.0,37.0,0.0,7.0,108.5,136.4,108.5,114.7,,,,,,,,,,,,,,22422478712
401830311,2674,2026-02-21T20:00Z,away,31.0,40.0,29.0,38.0,2.0,2.0,98.4,127.0,92.1,120.6,35.0,44.0,35.0,37.0,0.0,7.0,35.0,44.0,35.0,37.0,0.0,7.0,,22422478712
401830314,2674,2026-02-26T01:00Z,home,,,,,,,,,,,33.0,42.0,32.0,37.5,1.0,4.5,33.0,42.0,32.0,37.5,1.0,4.5,,22422478712
401809375,2678,2026-02-18T23:00Z,away,32.0,44.0,44.0,38.0,-12.0,6.0,90.4,124.3,124.3,107.3,,,,,,,,,,,,,,22422478712
401809381,2678,2026-02-21T18:00Z,home,30.0,32.0,38.0,43.0,-8.0,-11.0,95.5,101.8,120.9,136.9,32.0,44.0,44.0,38.0,-12.0,6.0,32.0,44.0,44.0,38.0,-12.0,6.0,,22422478712
401809387,2678,2026-02-27T01:00Z,away,,,,,,,,,,,31.0,38.0,41.0,40.5,-10.0,-2.5,31.0,38.0,41.0,40.5,-10.0,-2.5,,22422478712
401859836,2681,2026-02-17T00:00Z,away,31.0,34.0,37.0,46.0,-6.0,-12.0,98.9,108.5,118.1,146.8,,,,,,,,,,,,,,22422478712
401812416,2681,2026-02-20T00:00Z,away,35.0,35.0,26.0,44.0,9.0,-9.0,94.3,94.3,70.1,118.6,31.0,34.0,37.0,46.0,-6.0,-12.0,31.0,34.0,37.0,46.0,-6.0,-12.0,,22422478712
401812398,2681,2026-02-21T19:00Z,away,31.0,34.0,31.0,25.0,0.0,9.0,95.2,104.4,95.2,76.8,33.0,34.5,31.5,45.0,1.5,-10.5,33.0,34.5,31.5,45.0,1.5,-10.5,,22422478712
401812417,2681,2026-02-27T00:00Z,home,,,,,,,,,,,32.33,34.33,31.33,38.33,1.0,-4.0,32.33,34.33,31.33,38.33,1.0,-4.0,0.333,22422478712
401822949,269,2026-02-19T02:00Z,home,35.0,35.0,44.0,32.0,-9.0,3.0,102.9,102.9,129.3,94.1,,,,,,,,,,,,,,22422478712
401822957,269,2026-02-25T00:00Z,away,40.0,36.0,35.0,25.0,5.0,11.0,123.4,111.0,108.0,77.1,35.0,35.0,44.0,32.0,-9.0,3.0,35.0,35.0,44.0,32.0,-9.0,3.0,,22422478712
401808519,2692,2026-02-20T02:00Z,home,28.0,39.0,29.0,38.0,-1.0,1.0,77.4,107.8,80.2,105.0,,,,,,,,,,,,,,22422478712
401808509,2692,2026-02-22T02:30Z,home,45.0,47.0,32.0,40.0,13.0,7.0,133.8,139.8,95.2,119.0,28.0,39.0,29.0,38.0,-1.0,1.0,28.0,39.0,29.0,38.0,-1.0,1.0,,22422478712
401807750,2698,2026-02-19T00:00Z,away,28.0,41.0,34.0,35.0,-6.0,6.0,71.3,104.4,86.6,89.1,,,,,,,,,,,,,,22422478712
401807756,2698,2026-02-21T20:00Z,away,39.0,45.0,42.0,49.0,-3.0,-4.0,107.8,124.4,116.1,135.4,28.0,41.0,34.0,35.0,-6.0,6.0,28.0,41.0,34.0,35.0,-6.0,6.0,,22422478712
401807761,2698,2026-02-26T00:00Z,home,44.0,,33.0,,11.0,,268.6,,201.5,,33.5,43.0,38.0,42.0,-4.5,1.0,33.5,43.0,38.0,42.0,-4.5,1.0,,22422478712
401823743,27,2026-02-20T03:00Z,home,43.0,50.0,23.0,42.0,20.0,8.0,113.6,132.1,60.8,111.0,,,,,,,,,,,,,,22422478712
401809136,27,2026-02-21T22:00Z,home,31.0,42.0,37.0,41.0,-6.0,1.0,86.0,116.5,102.7,113.8,43.0,50.0,23.0,42.0,20.0,8.0,43.0,50.0,23.0,42.0,20.0,8.0,,22422478712
401826049,27,2026-02-27T02:00Z,away,,,,,,,,,,,37.0,46.0,30.0,41.5,7.0,4.5,37.0,46.0,30.0,41.5,7.0,4.5,,22422478712
401817675,270,2026-02-21T00:00Z,away,48.0,38.0,42.0,49.0,6.0,-11.0,136.4,108.0,119.4,139.3,,,,,,,,,,,,,,22422478712
401817677,270,2026-02-22T20:00Z,away,34.0,36.0,41.0,40.0,-7.0,-4.0,104.7,110.8,126.2,123.2,48.0,38.0,42.0,49.0,6.0,-11.0,48.0,38.0,42.0,49.0,6.0,-11.0,,22422478712
401817685,270,2026-02-26T01:00Z,home,,,,,,,,,,,41.0,37.0,41.5,44.5,-0.5,-7.5,41.0,37.0,41.5,44.5,-0.5,-7.5,,22422478712
401806496,2710,2026-02-20T01:30Z,home,29.0,41.0,30.0,47.0,-1.0,-6.0,88.8,125.6,91.9,144.0,,,,,,,,,,,,,,22422478712
401806500,2710,2026-02-21T21:30Z,home,27.0,32.0,43.0,38.0,-16.0,-6.0,87.7,103.9,139.6,123.4,29.0,41.0,30.0,47.0,-1.0,-6.0,29.0,41.0,30.0,47.0,-1.0,-6.0,,22422478712
401806506,2710,2026-02-27T01:30Z,away,,,,,,,,,,,28.0,36.5,36.5,42.5,-8.5,-6.0,28.0,36.5,36.5,42.5,-8.5,-6.0,,22422478712
401814568,2711,2026-02-18T00:00Z,home,34.0,39.0,53.0,37.0,-19.0,2.0,100.4,115.2,156.5,109.3,,,,,,,,,,,,,,22422478712
401814579,2711,2026-02-21T22:00Z,away,33.0,37.0,40.0,43.0,-7.0,-6.0,88.0,98.7,106.7,114.7,34.0,39.0,53.0,37.0,-19.0,2.0,34.0,39.0,53.0,37.0,-19.0,2.0,,22422478712
401814585,2711,2026-02-25T00:00Z,away,41.0,47.0,38.0,41.0,3.0,6.0,112.9,129.4,104.6,112.9,33.5,38.0,46.5,40.0,-13.0,-2.0,33.5,38.0,46.5,40.0,-13.0,-2.0,,22422478712
401809374,2717,2026-02-19T00:00Z,home,45.0,46.0,36.0,41.0,9.0,5.0,127.3,130.2,101.9,116.0,,,,,,,,,,,,,,22422478712
401809381,2717,2026-02-21T18:00Z,away,38.0,43.0,30.0,32.0,8.0,11.0,121.6,137.6,96.0,102.4,45.0,46.0,36.0,41.0,9.0,5.0,45.0,46.0,36.0,41.0,9.0,5.0,,22422478712
401809385,2717,2026-02-26T00:00Z,home,28.0,,23.0,,5.0,,208.3,,171.1,,41.5,44.5,33.0,36.5,8.5,8.0,41.5,44.5,33.0,36.5,8.5,8.0,,22422478712
401828234,2724,2026-02-19T00:00Z,away,37.0,32.0,33.0,36.0,4.0,-4.0,84.0,72.6,74.9,81.7,,,,,,,,,,,,,,22422478712
401828239,2724,2026-02-21T23:00Z,home,33.0,36.0,27.0,30.0,6.0,6.0,108.6,118.5,88.9,98.7,37.0,32.0,33.0,36.0,4.0,-4.0,37.0,32.0,33.0,36.0,4.0,-4.0,,22422478712
401828249,2724,2026-02-27T02:00Z,away,,,,,,,,,,,35.0,34.0,30.0,33.0,5.0,1.0,35.0,34.0,30.0,33.0,5.0,1.0,,22422478712
401812073,2729,2026-02-20T00:00Z,away,43.0,40.0,35.0,49.0,8.0,-9.0,118.4,110.1,96.4,134.9,,,,,,,,,,,,,,22422478712
401812082,2729,2026-02-27T00:00Z,home,,,,,,,,,,,43.0,40.0,35.0,49.0,8.0,-9.0,43.0,40.0,35.0,49.0,8.0,-9.0,,22422478712
401823953,2737,2026-02-19T23:30Z,home,30.0,38.0,27.0,37.0,3.0,1.0,92.3,116.9,83.1,113.8,,,,,,,,,,,,,,22422478712
401823957,2737,2026-02-21T21:00Z,away,35.0,52.0,42.0,47.0,-7.0,5.0,94.9,140.9,113.8,127.4,30.0,38.0,27.0,37.0,3.0,1.0,30.0,38.0,27.0,37.0,3.0,1.0,,22422478712
401823961,2737,2026-02-27T00:00Z,away,,,,,,,,,,,32.5,45.0,34.5,42.0,-2.0,3.0,32.5,45.0,34.5,42.0,-2.0,3.0,,22422478712
401817674,2739,2026-02-21T00:00Z,away,37.0,36.0,32.0,36.0,5.0,0.0,120.1,116.9,103.9,116.9,,,,,,,,,,,,,,22422478712
401817676,2739,2026-02-22T18:00Z,away,28.0,42.0,31.0,43.0,-3.0,-1.0,82.4,123.7,91.3,126.6,37.0,36.0,32.0,36.0,5.0,0.0,37.0,36.0,32.0,36.0,5.0,0.0,,22422478712
401809375,2747,2026-02-18T23:00Z,home,44.0,38.0,32.0,44.0,12.0,-6.0,134.7,116.4,98.0,134.7,,,,,,,,,,,,,,22422478712
401809382,2747,2026-02-22T00:00Z,home,36.0,31.0,43.0,33.0,-7.0,-2.0,113.6,97.9,135.7,104.2,44.0,38.0,32.0,44.0,12.0,-6.0,44.0,38.0,32.0,44.0,12.0,-6.0,,22422478712
401809383,2747,2026-02-26T00:00Z,away,27.0,,25.0,,2.0,,201.8,,186.8,,40.0,34.5,37.5,38.5,2.5,-4.0,40.0,34.5,37.5,38.5,2.5,-4.0,,22422478712
401825522,275,2026-02-18T01:30Z,away,26.0,43.0,38.0,48.0,-12.0,-5.0,76.4,126.4,111.7,141.1,,,,,,,,,,,,,,22422478712
401825535,275,2026-02-22T21:00Z,home,40.0,44.0,41.0,30.0,-1.0,14.0,125.4,137.9,128.5,94.0,26.0,43.0,38.0,48.0,-12.0,-5.0,26.0,43.0,38.0,48.0,-12.0,-5.0,,22422478712
401825542,275,2026-02-26T04:00Z,away,,,,,,,,,,,33.0,43.5,39.5,39.0,-6.5,4.5,33.0,43.5,39.5,39.0,-6.5,4.5,,22422478712
401817673,2750,2026-02-20T00:00Z,home,40.0,45.0,36.0,37.0,4.0,8.0,111.3,125.2,100.2,102.9,,,,,,,,,,,,,,22422478712
401817679,2750,2026-02-22T19:00Z,home,29.0,39.0,39.0,42.0,-10.0,-3.0,86.0,115.6,115.6,124.5,40.0,45.0,36.0,37.0,4.0,8.0,40.0,45.0,36.0,37.0,4.0,8.0,,22422478712
