event_id,team_id,game_datetime_utc,home_away,h1_pts,h2_pts,h1_pts_against,h2_pts_against,h1_margin,h2_margin,h1_ortg,h2_ortg,h1_drtg,h2_drtg,h1_pts_l5,h2_pts_l5,h1_pts_against_l5,h2_pts_against_l5,h1_margin_l5,h2_margin_l5,h1_pts_l10,h2_pts_l10,h1_pts_against_l10,h2_pts_against_l10,h1_margin_l10,h2_margin_l10,h2_comeback_rate,pipeline_run_id
401818424,2449,2026-02-19T01:00Z,away,37.0,37.0,34.0,32.0,3.0,5.0,114.8,114.8,105.5,99.3,,,,,,,,,,,,,,22422478712
401818431,2449,2026-02-21T19:00Z,home,56.0,39.0,26.0,33.0,30.0,6.0,148.1,103.1,68.7,87.3,37.0,37.0,34.0,32.0,3.0,5.0,37.0,37.0,34.0,32.0,3.0,5.0,,22422478712
401818432,2449,2026-02-27T02:00Z,away,,,,,,,,,,,46.5,38.0,30.0,32.5,16.5,5.5,46.5,38.0,30.0,32.5,16.5,5.5,,22422478712
401808248,245,2026-02-19T00:00Z,home,33.0,47.0,38.0,39.0,-5.0,8.0,97.3,138.6,112.1,115.0,,,,,,,,,,,,,,22422478712
401808256,245,2026-02-22T01:30Z,away,43.0,32.0,41.0,30.0,2.0,2.0,139.2,103.6,132.7,97.1,33.0,47.0,38.0,39.0,-5.0,8.0,33.0,47.0,38.0,39.0,-5.0,8.0,,22422478712
401808259,245,2026-02-26T02:00Z,away,,,,,,,,,,,38.0,39.5,39.5,34.5,-1.5,5.0,38.0,39.5,39.5,34.5,-1.5,5.0,,22422478712
401823053,2450,2026-02-17T00:00Z,away,31.0,39.0,28.0,38.0,3.0,1.0,108.3,136.3,97.8,132.8,,,,,,,,,,,,,,22422478712
401828731,2450,2026-02-21T21:00Z,home,44.0,46.0,35.0,36.0,9.0,10.0,127.1,132.9,101.1,104.0,31.0,39.0,28.0,38.0,3.0,1.0,31.0,39.0,28.0,38.0,3.0,1.0,,22422478712
401807745,2453,2026-02-19T00:00Z,home,33.0,45.0,28.0,57.0,5.0,-12.0,98.8,134.7,83.8,170.7,,,,,,,,,,,,,,22422478712
401807754,2453,2026-02-21T22:30Z,away,26.0,25.0,24.0,49.0,2.0,-24.0,82.0,78.9,75.7,154.6,33.0,45.0,28.0,57.0,5.0,-12.0,33.0,45.0,28.0,57.0,5.0,-12.0,,22422478712
401807758,2453,2026-02-26T01:45Z,home,,,,,,,,,,,29.5,35.0,26.0,53.0,3.5,-18.0,29.5,35.0,26.0,53.0,3.5,-18.0,,22422478712
401807746,2454,2026-02-20T00:00Z,home,43.0,33.0,29.0,48.0,14.0,-15.0,113.0,86.8,76.2,126.2,,,,,,,,,,,,,,22422478712
401807755,2454,2026-02-21T20:30Z,away,40.0,31.0,29.0,47.0,11.0,-16.0,128.7,99.7,93.3,151.2,43.0,33.0,29.0,48.0,14.0,-15.0,43.0,33.0,29.0,48.0,14.0,-15.0,,22422478712
401807760,2454,2026-02-27T00:00Z,home,,,,,,,,,,,41.5,32.0,29.0,47.5,12.5,-15.5,41.5,32.0,29.0,47.5,12.5,-15.5,,22422478712
401808530,2458,2026-02-22T01:00Z,home,43.0,35.0,41.0,36.0,2.0,-1.0,129.0,105.0,123.0,108.0,,,,,,,,,,,,,,22422478712
401808468,2458,2026-02-27T02:00Z,away,,,,,,,,,,,43.0,35.0,41.0,36.0,2.0,-1.0,43.0,35.0,41.0,36.0,2.0,-1.0,,22422478712
401814573,2459,2026-02-17T23:30Z,away,29.0,43.0,35.0,35.0,-6.0,8.0,88.4,131.1,106.7,106.7,,,,,,,,,,,,,,22422478712
401814578,2459,2026-02-21T20:00Z,home,25.0,41.0,37.0,37.0,-12.0,4.0,77.8,127.6,115.1,115.1,29.0,43.0,35.0,35.0,-6.0,8.0,29.0,43.0,35.0,35.0,-6.0,8.0,,22422478712
401814584,2459,2026-02-25T00:00Z,away,31.0,38.0,36.0,43.0,-5.0,-5.0,93.9,115.1,109.0,130.2,27.0,42.0,36.0,36.0,-9.0,6.0,27.0,42.0,36.0,36.0,-9.0,6.0,,22422478712
401830307,2460,2026-02-19T00:00Z,away,36.0,45.0,34.0,26.0,2.0,19.0,111.4,139.2,105.2,80.4,,,,,,,,,,,,,,22422478712
401830310,2460,2026-02-21T23:00Z,home,30.0,27.0,33.0,26.0,-3.0,1.0,98.4,88.6,108.3,85.3,36.0,45.0,34.0,26.0,2.0,19.0,36.0,45.0,34.0,26.0,2.0,19.0,,22422478712
401830312,2460,2026-02-26T00:00Z,home,20.0,,19.0,,1.0,,175.7,,167.0,,33.0,36.0,33.5,26.0,-0.5,10.0,33.0,36.0,33.5,26.0,-0.5,10.0,,22422478712
401823268,2463,2026-02-20T02:00Z,away,32.0,44.0,27.0,49.0,5.0,-5.0,77.9,107.1,65.7,119.2,,,,,,,,,,,,,,22422478712
401823269,2463,2026-02-22T02:00Z,away,46.0,32.0,38.0,38.0,8.0,-6.0,127.9,89.0,105.7,105.7,32.0,44.0,27.0,49.0,5.0,-5.0,32.0,44.0,27.0,49.0,5.0,-5.0,,22422478712
401809119,2463,2026-02-27T03:00Z,home,,,,,,,,,,,39.0,38.0,32.5,43.5,6.5,-5.5,39.0,38.0,32.5,43.5,6.5,-5.5,,22422478712
401808530,2464,2026-02-22T01:00Z,away,41.0,36.0,43.0,35.0,-2.0,1.0,126.4,111.0,132.6,107.9,,,,,,,,,,,,,,22422478712
401808485,2464,2026-02-27T02:00Z,away,,,,,,,,,,,41.0,36.0,43.0,35.0,-2.0,1.0,41.0,36.0,43.0,35.0,-2.0,1.0,,22422478712
401808885,2466,2026-02-17T00:40Z,home,29.0,35.0,43.0,32.0,-14.0,3.0,93.7,113.1,139.0,103.4,,,,,,,,,,,,,,22422478712
401808944,2466,2026-02-21T21:30Z,home,37.0,34.0,25.0,28.0,12.0,6.0,118.7,109.0,80.2,89.8,29.0,35.0,43.0,32.0,-14.0,3.0,29.0,35.0,43.0,32.0,-14.0,3.0,,22422478712
401808945,2466,2026-02-24T00:30Z,home,18.0,36.0,23.0,26.0,-5.0,10.0,60.6,121.3,77.5,87.6,33.0,34.5,34.0,30.0,-1.0,4.5,33.0,34.5,34.0,30.0,-1.0,4.5,,22422478712
401817674,2473,2026-02-21T00:00Z,home,32.0,36.0,37.0,36.0,-5.0,0.0,100.8,113.4,116.6,113.4,,,,,,,,,,,,,,22422478712
401817677,2473,2026-02-22T20:00Z,home,41.0,40.0,34.0,36.0,7.0,4.0,126.5,123.5,104.9,111.1,32.0,36.0,37.0,36.0,-5.0,0.0,32.0,36.0,37.0,36.0,-5.0,0.0,,22422478712
401817684,2473,2026-02-25T23:30Z,away,43.0,18.0,33.0,16.0,10.0,2.0,196.2,82.1,150.5,73.0,36.5,38.0,35.5,36.0,1.0,2.0,36.5,38.0,35.5,36.0,1.0,2.0,,22422478712
401820819,248,2026-02-17T02:00Z,away,40.0,27.0,43.0,27.0,-3.0,0.0,133.7,90.2,143.7,90.2,,,,,,,,,,,,,,22422478712
401827695,248,2026-02-21T20:00Z,home,31.0,35.0,36.0,37.0,-5.0,-2.0,95.9,108.2,111.3,114.4,40.0,27.0,43.0,27.0,-3.0,0.0,40.0,27.0,43.0,27.0,-3.0,0.0,,22422478712
401820820,248,2026-02-24T02:00Z,away,27.0,29.0,31.0,38.0,-4.0,-9.0,83.1,89.3,95.4,117.0,35.5,31.0,39.5,32.0,-4.0,-1.0,35.5,31.0,39.5,32.0,-4.0,-1.0,,22422478712
401825523,2483,2026-02-18T03:45Z,home,17.0,27.0,22.0,39.0,-5.0,-12.0,56.8,90.2,73.5,130.3,,,,,,,,,,,,,,22422478712
401825533,2483,2026-02-21T21:00Z,away,35.0,36.0,32.0,38.0,3.0,-2.0,100.2,103.0,91.6,108.8,17.0,27.0,22.0,39.0,-5.0,-12.0,17.0,27.0,22.0,39.0,-5.0,-12.0,,22422478712
401825542,2483,2026-02-26T04:00Z,home,,,,,,,,,,,26.0,31.5,27.0,38.5,-1.0,-7.0,26.0,31.5,27.0,38.5,-1.0,-7.0,,22422478712
401828236,249,2026-02-20T02:10Z,home,38.0,33.0,34.0,43.0,4.0,-10.0,119.2,103.5,106.6,134.9,,,,,,,,,,,,,,22422478712
401828241,249,2026-02-22T21:00Z,home,32.0,41.0,34.0,38.0,-2.0,3.0,100.4,128.6,106.6,119.2,38.0,33.0,34.0,43.0,4.0,-10.0,38.0,33.0,34.0,43.0,4.0,-10.0,,22422478712
401828244,249,2026-02-26T00:00Z,away,22.0,,23.0,,-1.0,,211.9,,221.6,,35.0,37.0,34.0,40.5,1.0,-3.5,35.0,37.0,34.0,40.5,1.0,-3.5,,22422478712
401829252,2492,2026-02-19T03:00Z,away,45.0,50.0,43.0,44.0,2.0,6.0,134.1,149.0,128.1,131.1,,,,,,,,,,,,,,22422478712
401829256,2492,2026-02-22T01:00Z,away,42.0,31.0,36.0,47.0,6.0,-16.0,114.4,84.4,98.0,128.0,45.0,50.0,43.0,44.0,2.0,6.0,45.0,50.0,43.0,44.0,2.0,6.0,,22422478712
401829263,2492,2026-02-26T02:00Z,home,,,,,,,,,,,43.5,40.5,39.5,45.5,4.0,-5.0,43.5,40.5,39.5,45.5,4.0,-5.0,,22422478712
401820754,25,2026-02-21T23:00Z,home,39.0,33.0,25.0,41.0,14.0,-8.0,114.5,96.9,73.4,120.4,,,,,,,,,,,,,,22422478712
401820765,25,2026-02-26T03:00Z,home,,,,,,,,,,,39.0,33.0,25.0,41.0,14.0,-8.0,39.0,33.0,25.0,41.0,14.0,-8.0,,22422478712
401805200,250,2026-02-20T01:00Z,home,33.0,30.0,26.0,24.0,7.0,6.0,106.2,96.5,83.7,77.2,,,,,,,,,,,,,,22422478712
401805204,250,2026-02-21T20:00Z,home,32.0,22.0,27.0,39.0,5.0,-17.0,94.3,64.8,79.6,114.9,33.0,30.0,26.0,24.0,7.0,6.0,33.0,30.0,26.0,24.0,7.0,6.0,,22422478712
401805207,250,2026-02-27T03:00Z,away,,,,,,,,,,,32.5,26.0,26.5,31.5,6.0,-5.5,32.5,26.0,26.5,31.5,6.0,-5.5,,22422478712
401829252,2501,2026-02-19T03:00Z,home,43.0,44.0,45.0,50.0,-2.0,-6.0,121.3,124.1,126.9,141.0,,,,,,,,,,,,,,22422478712
401829257,2501,2026-02-22T03:00Z,away,20.0,39.0,29.0,42.0,-9.0,-3.0,59.0,115.1,85.6,124.0,43.0,44.0,45.0,50.0,-2.0,-6.0,43.0,44.0,45.0,50.0,-2.0,-6.0,,22422478712
401829260,2501,2026-02-26T02:00Z,away,,,,,,,,,,,31.5,41.5,37.0,46.0,-5.5,-4.5,31.5,41.5,37.0,46.0,-5.5,-4.5,,22422478712
401808483,2502,2026-02-20T02:00Z,home,41.0,36.0,27.0,40.0,14.0,-4.0,120.2,105.5,79.1,117.2,,,,,,,,,,,,,,22422478712
401808467,2502,2026-02-21T22:00Z,home,30.0,25.0,31.0,36.0,-1.0,-11.0,91.5,76.2,94.5,109.8,41.0,36.0,27.0,40.0,14.0,-4.0,41.0,36.0,27.0,40.0,14.0,-4.0,,22422478712
401808520,2502,2026-02-27T02:00Z,away,,,,,,,,,,,35.5,30.5,29.0,38.0,6.5,-7.5,35.5,30.5,29.0,38.0,6.5,-7.5,,22422478712
401827077,2504,2026-02-17T00:00Z,home,35.0,33.0,33.0,30.0,2.0,3.0,100.3,94.6,94.6,86.0,,,,,,,,,,,,,,22422478712
401827078,2504,2026-02-20T01:50Z,away,40.0,32.0,34.0,28.0,6.0,4.0,123.3,98.6,104.8,86.3,35.0,33.0,33.0,30.0,2.0,3.0,35.0,33.0,33.0,30.0,2.0,3.0,,22422478712
401827149,2504,2026-02-21T23:30Z,away,40.0,42.0,45.0,39.0,-5.0,3.0,117.1,123.0,131.7,114.2,37.5,32.5,33.5,29.0,4.0,3.5,37.5,32.5,33.5,29.0,4.0,3.5,,22422478712
401827080,2504,2026-02-27T02:30Z,home,,,,,,,,,,,38.33,35.67,37.33,32.33,1.0,3.33,38.33,35.67,37.33,32.33,1.0,3.33,0.667,22422478712
401823951,2506,2026-02-20T00:00Z,home,25.0,47.0,37.0,28.0,-12.0,19.0,77.6,145.9,114.8,86.9,,,,,,,,,,,,,,22422478712
401823955,2506,2026-02-21T22:05Z,away,34.0,40.0,47.0,29.0,-13.0,11.0,106.7,125.5,147.5,91.0,25.0,47.0,37.0,28.0,-12.0,19.0,25.0,47.0,37.0,28.0,-12.0,19.0,,22422478712
401823958,2506,2026-02-27T00:00Z,home,,,,,,,,,,,29.5,43.5,42.0,28.5,-12.5,15.0,29.5,43.5,42.0,28.5,-12.5,15.0,,22422478712
401822955,2507,2026-02-22T01:15Z,away,38.0,33.0,35.0,33.0,3.0,0.0,116.5,101.2,107.3,101.2,,,,,,,,,,,,,,22422478712
401822958,2507,2026-02-26T00:30Z,home,3.0,,2.0,,1.0,,208.3,,138.9,,38.0,33.0,35.0,33.0,3.0,0.0,38.0,33.0,35.0,33.0,3.0,0.0,,22422478712
401825524,2509,2026-02-17T23:30Z,home,32.0,48.0,48.0,43.0,-16.0,5.0,91.7,137.5,137.5,123.2,,,,,,,,,,,,,,22422478712
401825528,2509,2026-02-21T01:00Z,home,46.0,47.0,29.0,35.0,17.0,12.0,146.0,149.2,92.1,111.1,32.0,48.0,48.0,43.0,-16.0,5.0,32.0,48.0,48.0,43.0,-16.0,5.0,,22422478712
401825543,2509,2026-02-27T01:00Z,home,,,,,,,,,,,39.0,47.5,38.5,39.0,0.5,8.5,39.0,47.5,38.5,39.0,0.5,8.5,,22422478712
401808243,251,2026-02-18T02:00Z,home,48.0,40.0,33.0,52.0,15.0,-12.0,143.4,119.5,98.6,155.3,,,,,,,,,,,,,,22422478712
401808251,251,2026-02-21T20:30Z,away,35.0,45.0,45.0,46.0,-10.0,-1.0,111.9,143.9,143.9,147.1,48.0,40.0,33.0,52.0,15.0,-12.0,48.0,40.0,33.0,52.0,15.0,-12.0,,22422478712
401808264,251,2026-02-26T00:00Z,home,31.0,,29.0,,2.0,,244.9,,229.1,,41.5,42.5,39.0,49.0,2.5,-6.5,41.5,42.5,39.0,49.0,2.5,-6.5,,22422478712
401807745,2511,2026-02-19T00:00Z,away,28.0,57.0,33.0,45.0,-5.0,12.0,84.4,171.9,99.5,135.7,,,,,,,,,,,,,,22422478712
401807756,2511,2026-02-21T20:00Z,home,42.0,49.0,39.0,45.0,3.0,4.0,120.3,140.3,111.7,128.9,28.0,57.0,33.0,45.0,-5.0,12.0,28.0,57.0,33.0,45.0,-5.0,12.0,,22422478712
401807757,2511,2026-02-26T00:00Z,away,24.0,,34.0,,-10.0,,214.3,,303.6,,35.0,53.0,36.0,45.0,-1.0,8.0,35.0,53.0,36.0,45.0,-1.0,8.0,,22422478712
401820593,2514,2026-02-22T19:00Z,home,36.0,43.0,39.0,46.0,-3.0,-3.0,107.7,128.6,116.6,137.6,,,,,,,,,,,,,,22422478712
401823950,2515,2026-02-20T00:00Z,home,48.0,34.0,34.0,36.0,14.0,-2.0,140.0,99.2,99.2,105.0,,,,,,,,,,,,,,22422478712
401823956,2515,2026-02-21T21:30Z,away,33.0,33.0,32.0,34.0,1.0,-1.0,92.7,92.7,89.9,95.5,48.0,34.0,34.0,36.0,14.0,-2.0,48.0,34.0,34.0,36.0,14.0,-2.0,,22422478712
401823960,2515,2026-02-27T00:00Z,home,,,,,,,,,,,40.5,33.5,33.0,35.0,7.5,-1.5,40.5,33.5,33.0,35.0,7.5,-1.5,,22422478712
401827689,252,2026-02-19T02:00Z,away,35.0,33.0,42.0,33.0,-7.0,0.0,107.6,101.5,129.2,101.5,,,,,,,,,,,,,,22422478712
401827693,252,2026-02-22T03:38Z,home,39.0,40.0,30.0,39.0,9.0,1.0,118.5,121.6,91.2,118.5,35.0,33.0,42.0,33.0,-7.0,0.0,35.0,33.0,42.0,33.0,-7.0,0.0,,22422478712
401827701,252,2026-02-25T04:00Z,home,28.0,56.0,52.0,45.0,-24.0,11.0,72.9,145.8,135.4,117.2,37.0,36.5,36.0,36.0,1.0,0.5,37.0,36.5,36.0,36.0,1.0,0.5,,22422478712
401813369,2520,2026-02-21T00:00Z,home,30.0,36.0,40.0,32.0,-10.0,4.0,89.7,107.6,119.5,95.6,,,,,,,,,,,,,,22422478712
401813394,2520,2026-02-22T17:00Z,home,27.0,40.0,28.0,34.0,-1.0,6.0,87.2,129.2,90.4,109.8,30.0,36.0,40.0,32.0,-10.0,4.0,30.0,36.0,40.0,32.0,-10.0,4.0,,22422478712
401817679,2523,2026-02-22T19:00Z,away,39.0,42.0,29.0,39.0,10.0,3.0,117.3,126.4,87.2,117.3,,,,,,,,,,,,,,22422478712
401817683,2523,2026-02-26T00:00Z,home,21.0,,24.0,,-3.0,,170.5,,194.8,,39.0,42.0,29.0,39.0,10.0,3.0,39.0,42.0,29.0,39.0,10.0,3.0,,22422478712
401823320,2529,2026-02-21T00:00Z,away,37.0,31.0,32.0,46.0,5.0,-15.0,108.4,90.8,93.7,134.7,,,,,,,,,,,,,,22422478712
401813343,2529,2026-02-22T18:00Z,away,36.0,27.0,33.0,32.0,3.0,-5.0,106.0,79.5,97.2,94.2,37.0,31.0,32.0,46.0,5.0,-15.0,37.0,31.0,32.0,46.0,5.0,-15.0,,22422478712
401805199,253,2026-02-20T01:00Z,away,36.0,38.0,44.0,34.0,-8.0,4.0,109.3,115.4,133.6,103.2,,,,,,,,,,,,,,22422478712
401805202,253,2026-02-21T21:00Z,away,48.0,35.0,38.0,49.0,10.0,-14.0,128.5,93.7,101.8,131.2,36.0,38.0,44.0,34.0,-8.0,4.0,36.0,38.0,44.0,34.0,-8.0,4.0,,22422478712
401804937,2534,2026-02-19T00:30Z,home,44.0,34.0,32.0,38.0,12.0,-4.0,128.3,99.1,93.3,110.8,,,,,,,,,,,,,,22422478712
401804941,2534,2026-02-21T20:30Z,home,36.0,46.0,26.0,52.0,10.0,-6.0,108.6,138.7,78.4,156.8,44.0,34.0,32.0,38.0,12.0,-4.0,44.0,34.0,32.0,38.0,12.0,-4.0,,22422478712
401804947,2534,2026-02-27T02:00Z,home,,,,,,,,,,,40.0,40.0,29.0,45.0,11.0,-5.0,40.0,40.0,29.0,45.0,11.0,-5.0,,22422478712
401809377,2535,2026-02-20T00:00Z,away,31.0,47.0,34.0,41.0,-3.0,6.0,89.4,135.5,98.0,118.2,,,,,,,,,,,,,,22422478712
401809378,2535,2026-02-21T19:00Z,away,41.0,45.0,44.0,45.0,-3.0,0.0,116.9,128.4,125.5,128.4,31.0,47.0,34.0,41.0,-3.0,6.0,31.0,47.0,34.0,41.0,-3.0,6.0,,22422478712
401809387,2535,2026-02-27T01:00Z,home,,,,,,,,,,,36.0,46.0,39.0,43.0,-3.0,3.0,36.0,46.0,39.0,43.0,-3.0,3.0,,22422478712
401829250,2539,2026-02-19T04:00Z,home,29.0,30.0,41.0,39.0,-12.0,-9.0,87.0,90.0,123.0,117.0,,,,,,,,,,,,,,22422478712
401829259,2539,2026-02-22T03:00Z,home,38.0,35.0,44.0,50.0,-6.0,-15.0,102.5,94.4,118.7,134.8,29.0,30.0,41.0,39.0,-12.0,-9.0,29.0,30.0,41.0,39.0,-12.0,-9.0,,22422478712
401827691,254,2026-02-19T01:30Z,away,31.0,30.0,21.0,35.0,10.0,-5.0,101.2,98.0,68.6,114.3,,,,,,,,,,,,,,22422478712
401827699,254,2026-02-22T02:00Z,home,36.0,35.0,41.0,32.0,-5.0,3.0,116.0,112.8,132.1,103.1,31.0,30.0,21.0,35.0,10.0,-5.0,31.0,30.0,21.0,35.0,10.0,-5.0,,22422478712
401827705,254,2026-02-25T02:00Z,home,31.0,28.0,41.0,34.0,-10.0,-6.0,92.5,83.5,122.3,101.4,33.5,32.5,31.0,33.5,2.5,-1.0,33.5,32.5,31.0,33.5,2.5,-1.0,,22422478712
401823268,2540,2026-02-20T02:00Z,home,27.0,49.0,32.0,44.0,-5.0,5.0,65.8,119.4,78.0,107.2,,,,,,,,,,,,,,22422478712
401809149,2540,2026-02-22T03:00Z,away,32.0,36.0,30.0,38.0,2.0,-2.0,87.5,98.5,82.1,103.9,27.0,49.0,32.0,44.0,-5.0,5.0,27.0,49.0,32.0,44.0,-5.0,5.0,,22422478712
401826049,2540,2026-02-27T02:00Z,home,,,,,,,,,,,29.5,42.5,31.0,41.0,-1.5,1.5,29.5,42.5,31.0,41.0,-1.5,1.5,,22422478712
401829259,2541,2026-02-22T03:00Z,away,44.0,50.0,38.0,35.0,6.0,15.0,118.7,134.8,102.5,94.4,,,,,,,,,,,,,,22422478712
401829262,2541,2026-02-26T04:00Z,away,,,,,,,,,,,44.0,50.0,38.0,35.0,6.0,15.0,44.0,50.0,38.0,35.0,6.0,15.0,,22422478712
401808719,2545,2026-02-16T19:00Z,away,20.0,33.0,35.0,35.0,-15.0,-2.0,59.8,98.6,104.6,104.6,,,,,,,,,,,,,,22422478712
401808964,2545,2026-02-21T21:30Z,home,26.0,49.0,46.0,50.0,-20.0,-1.0,84.7,159.6,149.8,162.9,20.0,33.0,35.0,35.0,-15.0,-2.0,20.0,33.0,35.0,35.0,-15.0,-2.0,,22422478712
401808965,2545,2026-02-24T00:00Z,home,32.0,36.0,40.0,33.0,-8.0,3.0,101.8,114.5,127.2,105.0,23.0,41.0,40.5,42.5,-17.5,-1.5,23.0,41.0,40.5,42.5,-17.5,-1.5,,22422478712
401806491,2546,2026-02-18T01:50Z,away,26.0,21.0,16.0,31.0,10.0,-10.0,74.8,60.4,46.0,89.1,,,,,,,,,,,,,,22422478712
401806499,2546,2026-02-21T21:00Z,away,30.0,40.0,32.0,33.0,-2.0,7.0,87.4,116.5,93.2,96.1,26.0,21.0,16.0,31.0,10.0,-10.0,26.0,21.0,16.0,31.0,10.0,-10.0,,22422478712
401806505,2546,2026-02-27T01:30Z,home,,,,,,,,,,,28.0,30.5,24.0,32.0,4.0,-1.5,28.0,30.5,24.0,32.0,4.0,-1.5,,22422478712
401829253,2547,2026-02-19T02:00Z,home,28.0,42.0,35.0,37.0,-7.0,5.0,77.1,115.6,96.3,101.8,,,,,,,,,,,,,,22422478712
401829257,2547,2026-02-22T03:00Z,home,29.0,42.0,20.0,39.0,9.0,3.0,85.7,124.1,59.1,115.2,28.0,42.0,35.0,37.0,-7.0,5.0,28.0,42.0,35.0,37.0,-7.0,5.0,,22422478712
401829263,2547,2026-02-26T02:00Z,away,,,,,,,,,,,28.5,42.0,27.5,38.0,1.0,4.0,28.5,42.0,27.5,38.0,1.0,4.0,,22422478712
401822951,2550,2026-02-19T01:00Z,home,35.0,22.0,33.0,36.0,2.0,-14.0,110.1,69.2,103.8,113.2,,,,,,,,,,,,,,22422478712
401822956,2550,2026-02-21T23:15Z,home,20.0,31.0,27.0,20.0,-7.0,11.0,64.1,99.3,86.5,64.1,35.0,22.0,33.0,36.0,2.0,-14.0,35.0,22.0,33.0,36.0,2.0,-14.0,,22422478712
401808675,256,2026-02-19T00:00Z,away,32.0,35.0,32.0,33.0,0.0,2.0,98.0,107.2,98.0,101.1,,,,,,,,,,,,,,22422478712
401808683,256,2026-02-21T20:55Z,away,40.0,40.0,26.0,39.0,14.0,1.0,123.7,123.7,80.4,120.6,32.0,35.0,32.0,33.0,0.0,2.0,32.0,35.0,32.0,33.0,0.0,2.0,,22422478712
401808692,256,2026-02-26T01:00Z,home,,,,,,,,,,,36.0,37.5,29.0,36.0,7.0,1.5,36.0,37.5,29.0,36.0,7.0,1.5,,22422478712
401813430,2561,2026-02-21T01:00Z,away,37.0,29.0,32.0,34.0,5.0,-5.0,118.3,92.7,102.3,108.7,,,,,,,,,,,,,,22422478712
401813431,2561,2026-02-22T19:00Z,home,37.0,35.0,23.0,40.0,14.0,-5.0,123.4,116.7,76.7,133.4,37.0,29.0,32.0,34.0,5.0,-5.0,37.0,29.0,32.0,34.0,5.0,-5.0,,22422478712
401806495,2565,2026-02-20T01:50Z,away,28.0,24.0,26.0,36.0,2.0,-12.0,82.8,71.0,76.9,106.4,,,,,,,,,,,,,,22422478712
401806501,2565,2026-02-21T19:00Z,away,26.0,27.0,40.0,40.0,-14.0,-13.0,81.5,84.6,125.3,125.3,28.0,24.0,26.0,36.0,2.0,-12.0,28.0,24.0,26.0,36.0,2.0,-12.0,,22422478712
401806506,2565,2026-02-27T01:30Z,home,,,,,,,,,,,27.0,25.5,33.0,38.0,-6.0,-12.5,27.0,25.5,33.0,38.0,-6.0,-12.5,,22422478712
401820749,2567,2026-02-18T00:00Z,home,52.0,43.0,49.0,36.0,3.0,7.0,138.2,114.2,130.2,95.6,,,,,,,,,,,,,,22422478712
401820758,2567,2026-02-21T21:00Z,home,40.0,54.0,36.0,34.0,4.0,20.0,125.0,168.8,112.5,106.2,52.0,43.0,49.0,36.0,3.0,7.0,52.0,43.0,49.0,36.0,3.0,7.0,,22422478712
401820765,2567,2026-02-26T03:00Z,away,,,,,,,,,,,46.0,48.5,42.5,35.0,3.5,13.5,46.0,48.5,42.5,35.0,3.5,13.5,,22422478712
401822776,2569,2026-02-16T21:45Z,home,28.0,29.0,22.0,37.0,6.0,-8.0,82.7,85.6,65.0,109.3,,,,,,,,,,,,,,22422478712
401858787,2569,2026-02-19T01:00Z,home,36.0,49.0,30.0,42.0,6.0,7.0,108.3,147.4,90.3,126.4,28.0,29.0,22.0,37.0,6.0,-8.0,28.0,29.0,22.0,37.0,6.0,-8.0,,22422478712
401828731,2569,2026-02-21T21:00Z,away,35.0,36.0,44.0,46.0,-9.0,-10.0,97.5,100.3,122.6,128.2,32.0,39.0,26.0,39.5,6.0,-0.5,32.0,39.0,26.0,39.5,6.0,-0.5,,22422478712
401861277,2569,2026-02-25T23:00Z,home,40.0,8.0,42.0,11.0,-2.0,-3.0,181.7,36.3,190.7,50.0,33.0,38.0,32.0,41.67,1.0,-3.67,33.0,38.0,32.0,41.67,1.0,-3.67,0.333,22422478712
401828432,257,2026-02-19T00:00Z,away,24.0,39.0,35.0,30.0,-11.0,9.0,76.0,123.5,110.8,95.0,,,,,,,,,,,,,,22422478712
401828442,257,2026-02-21T23:00Z,home,44.0,55.0,46.0,48.0,-2.0,7.0,121.7,152.1,127.2,132.7,24.0,39.0,35.0,30.0,-11.0,9.0,24.0,39.0,35.0,30.0,-11.0,9.0,,22422478712
401818424,2571,2026-02-19T01:00Z,home,34.0,32.0,37.0,37.0,-3.0,-5.0,104.4,98.2,113.6,113.6,,,,,,,,,,,,,,22422478712
401818428,2571,2026-02-21T20:00Z,home,42.0,49.0,44.0,39.0,-2.0,10.0,131.2,153.1,137.5,121.9,34.0,32.0,37.0,37.0,-3.0,-5.0,34.0,32.0,37.0,37.0,-3.0,-5.0,,22422478712
401818433,2571,2026-02-27T01:00Z,away,,,,,,,,,,,38.0,40.5,40.5,38.0,-2.5,2.5,38.0,40.5,40.5,38.0,-2.5,2.5,,22422478712
401808684,2572,2026-02-21T20:00Z,home,40.0,46.0,47.0,34.0,-7.0,12.0,99.8,114.7,117.2,84.8,,,,,,,,,,,,,,22422478712
401808690,2572,2026-02-25T01:30Z,away,44.0,40.0,53.0,36.0,-9.0,4.0,115.4,104.9,139.0,94.4,40.0,46.0,47.0,34.0,-7.0,12.0,40.0,46.0,47.0,34.0,-7.0,12.0,,22422478712
401808241,2579,2026-02-18T00:00Z,away,29.0,33.0,39.0,37.0,-10.0,-4.0,86.8,98.8,116.8,110.8,,,,,,,,,,,,,,22422478712
401808254,2579,2026-02-21T18:00Z,home,46.0,51.0,39.0,50.0,7.0,1.0,131.7,146.0,111.6,143.1,29.0,33.0,39.0,37.0,-10.0,-4.0,29.0,33.0,39.0,37.0,-10.0,-4.0,,22422478712
