event_id,game_datetime_utc,game_datetime_pst,team_id,team,home_away,athlete_id,player,jersey,position,starter,did_not_play,min,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf,plus_minus,FGA,FGM,FTA,FTM,TPA,TPM,ORB,DRB,RB,TO,AST,pulled_at_utc,source,parse_version,pipeline_run_id
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5176212,Evan Ipsaro,2,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5176215,Jackson Kotecki,24,F,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5176216,Blake Anderson,33,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5176313,Almar Atlason,11,F,False,False,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5243053,Brant Byers,22,G,True,False,6.0,4.0,1.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5243054,Ethan Wright,7,F,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5313368,Trey Perry,1,G,False,False,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5313369,Brady Ganley,4,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5313370,Justin Kirby,12,G,False,False,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5313371,Tyler Robbins,20,F,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
