event_id,game_datetime_utc,game_datetime_pst,venue,neutral_site,completed,state,is_ot,num_ot,home_team,away_team,home_team_id,away_team_id,home_conference,away_conference,home_rank,away_rank,spread,over_under,home_ml,away_ml,odds_provider,odds_details,team_id,team,conference,conf_id,home_away,rank,wins,losses,home_wins,home_losses,away_wins,away_losses,conf_wins,conf_losses,win_pct,opponent_id,opponent,opp_conference,opp_rank,opp_wins,opp_losses,points_for,points_against,margin,h1_pts,h2_pts,h1_pts_against,h2_pts_against,fgm,fga,tpm,tpa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf,opp_fgm,opp_fga,opp_tpm,opp_tpa,opp_ftm,opp_fta,opp_orb,opp_drb,opp_tov,opp_pf,FGA,FGM,FTA,FTM,TPA,TPM,ORB,DRB,RB,TO,AST,pulled_at_utc,source,parse_version,home_h1,away_h1,home_h2,away_h2,efg_pct,ts_pct,fg_pct,three_pct,ft_pct,three_par,ftr,orb_pct,drb_pct,poss,ortg,drtg,net_rtg,tov_pct,pace,h1_margin,h2_margin,h1_ortg,h2_ortg,h1_drtg,h2_drtg,dead_spread_flag,win,close_game_flag,blowout_flag,margin_capped,cover_margin,cover,ats_push,pythagorean_win_pct,record,home_win_pct,home_record,away_win_pct,away_record,conf_win_pct,conf_record,conf_rank,actual_win_pct_season,pyth_win_pct_season,luck_score,rest_days,games_l7,games_l14,fatigue_index,win_streak,cover_streak,points_for_l5,points_against_l5,margin_l5,margin_capped_l5,efg_pct_l5,ts_pct_l5,three_par_l5,ftr_l5,fg_pct_l5,three_pct_l5,ft_pct_l5,orb_pct_l5,drb_pct_l5,tov_pct_l5,ortg_l5,drtg_l5,net_rtg_l5,poss_l5,pace_l5,h1_pts_l5,h2_pts_l5,h1_pts_against_l5,h2_pts_against_l5,h1_margin_l5,h2_margin_l5,win_l5,cover_l5,cover_margin_l5,stl_l5,blk_l5,ast_l5,points_for_l10,points_against_l10,margin_l10,margin_capped_l10,efg_pct_l10,ts_pct_l10,three_par_l10,ftr_l10,fg_pct_l10,three_pct_l10,ft_pct_l10,orb_pct_l10,drb_pct_l10,tov_pct_l10,ortg_l10,drtg_l10,net_rtg_l10,poss_l10,pace_l10,h1_pts_l10,h2_pts_l10,h1_pts_against_l10,h2_pts_against_l10,h1_margin_l10,h2_margin_l10,win_l10,cover_l10,cover_margin_l10,stl_l10,blk_l10,ast_l10,efg_std_l10,three_pct_std_l10,net_rtg_std_l10,cover_rate_l10,cover_rate_season,ats_margin_l10,close_win_pct_season,close_game_win_pct,ha_ortg_l10,ha_drtg_l10,ha_net_rtg_l10,ha_efg_pct_l10,ha_tov_pct_l10,ha_pace_l10,home_net_rtg_season,away_net_rtg_season,true_orb_pct,true_drb_pct,_improved,opp_avg_ortg_season,opp_avg_drtg_season,opp_avg_net_rtg_season,opp_avg_efg_season,opp_avg_pace_season,opp_avg_ortg_l5,opp_avg_drtg_l5,opp_avg_net_rtg_l5,opp_avg_efg_l5,opp_avg_pace_l5,opp_avg_ortg_l10,opp_avg_drtg_l10,opp_avg_net_rtg_l10,opp_avg_efg_l10,opp_avg_pace_l10,efg_vs_opp_season,orb_vs_opp_season,drb_vs_opp_season,tov_vs_opp_season,ftr_vs_opp_season,efg_vs_opp_l5,orb_vs_opp_l5,drb_vs_opp_l5,tov_vs_opp_l5,ftr_vs_opp_l5,efg_vs_opp_l10,orb_vs_opp_l10,drb_vs_opp_l10,tov_vs_opp_l10,ftr_vs_opp_l10,adj_pace,adj_ortg,adj_drtg,adj_net_rtg,perf_vs_exp_ortg,perf_vs_exp_drtg,perf_vs_exp_def,perf_vs_exp_net,ortg_wtd_off_l5,efg_pct_wtd_off_l5,ts_pct_wtd_off_l5,fg_pct_wtd_off_l5,three_pct_wtd_off_l5,h1_ortg_wtd_off_l5,h2_ortg_wtd_off_l5,points_for_wtd_off_l5,fgm_wtd_off_l5,fga_wtd_off_l5,tpm_wtd_off_l5,tpa_wtd_off_l5,ftm_wtd_off_l5,fta_wtd_off_l5,ast_wtd_off_l5,three_par_wtd_off_l5,drtg_wtd_def_l5,h1_drtg_wtd_def_l5,h2_drtg_wtd_def_l5,points_against_wtd_def_l5,stl_wtd_def_l5,blk_wtd_def_l5,tov_pct_wtd_def_l5,net_rtg_wtd_qual_l5,margin_wtd_qual_l5,margin_capped_wtd_qual_l5,orb_pct_wtd_qual_l5,drb_pct_wtd_qual_l5,poss_wtd_qual_l5,pace_wtd_qual_l5,h1_margin_wtd_qual_l5,h2_margin_wtd_qual_l5,cover_margin_wtd_qual_l5,win_wtd_qual_l5,cover_wtd_qual_l5,perf_vs_exp_ortg_l5,perf_vs_exp_def_l5,perf_vs_exp_net_l5,ortg_wtd_off_l10,efg_pct_wtd_off_l10,ts_pct_wtd_off_l10,fg_pct_wtd_off_l10,three_pct_wtd_off_l10,h1_ortg_wtd_off_l10,h2_ortg_wtd_off_l10,points_for_wtd_off_l10,fgm_wtd_off_l10,fga_wtd_off_l10,tpm_wtd_off_l10,tpa_wtd_off_l10,ftm_wtd_off_l10,fta_wtd_off_l10,ast_wtd_off_l10,three_par_wtd_off_l10,drtg_wtd_def_l10,h1_drtg_wtd_def_l10,h2_drtg_wtd_def_l10,points_against_wtd_def_l10,stl_wtd_def_l10,blk_wtd_def_l10,tov_pct_wtd_def_l10,net_rtg_wtd_qual_l10,margin_wtd_qual_l10,margin_capped_wtd_qual_l10,orb_pct_wtd_qual_l10,drb_pct_wtd_qual_l10,poss_wtd_qual_l10,pace_wtd_qual_l10,h1_margin_wtd_qual_l10,h2_margin_wtd_qual_l10,cover_margin_wtd_qual_l10,win_wtd_qual_l10,cover_wtd_qual_l10,perf_vs_exp_ortg_l10,perf_vs_exp_def_l10,perf_vs_exp_net_l10,cover_wtd_qual_rate_l5,cover_wtd_qual_rate_l10,momentum_score,form_rating,t_tournament_dna_score,t_dna_efg_diff,t_dna_tov_diff,t_dna_away_win_pct,t_dna_sos_net_rtg,t_suffocation_rating,t_suf_adj_drtg,t_suf_drb_pct,t_suf_tov_forced_vs,t_momentum_quality_rating,t_mom_three_gap,t_mom_opp_q_trend,t_mom_net_rtg_trend,t_mom_tov_trend,t_regression_risk_flag,t_offensive_identity_score,t_offensive_archetype,t_oi_adj_ortg,t_oi_efg_vs_opp,t_oi_efg_std,t_star_reliance_risk,t_star_danger_flag,t_star_entropy,t_star_top_usage,t_star_top_share,t_star_2nd3rd_share,t_readiness_composite,conference_name,pipeline_run_id
401808689,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Marshall Thundering Herd,Old Dominion Monarchs,276,295,Mid-Eastern Athletic Conference,Mid-Eastern Athletic Conference,,,-7.5,159.5,,,Draft Kings,MRSH -7.5,276,Marshall Thundering Herd,Mid-Eastern Athletic Conference,,home,,0,0,0,0,0,0,0,0,,295,Old Dominion Monarchs,,,,,,,,,,,,,,,,,,,,37.4,16.7,6.3,5.0,,,,,,,,,,,,,,,,,,,,,37.4,,16.7,2026-02-24T23:50:31.316630+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401808689,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Marshall Thundering Herd,Old Dominion Monarchs,276,295,Mid-Eastern Athletic Conference,Mid-Eastern Athletic Conference,,,-7.5,159.5,,,Draft Kings,MRSH -7.5,295,Old Dominion Monarchs,Mid-Eastern Athletic Conference,,away,,0,0,0,0,0,0,0,0,,276,Marshall Thundering Herd,,,,,,,,,,,,,,,,,,,,35.1,13.0,5.9,3.3,,,,,,,,,,,,,,,,,,,,,35.1,,13.0,2026-02-24T23:50:31.316630+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401808691,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Troy Trojans,Louisiana Ragin' Cajuns,2653,309,Mid-Eastern Athletic Conference,Mid-Eastern Athletic Conference,,,-11.5,134.5,,,Draft Kings,TROY -11.5,2653,Troy Trojans,Mid-Eastern Athletic Conference,,home,,0,0,0,0,0,0,0,0,,309,Louisiana Ragin' Cajuns,,,,,,,,,,,,,,,,,,,,38.5,15.8,8.2,3.2,,,,,,,,,,,,,,,,,,,,,38.5,,15.8,2026-02-24T23:50:32.420904+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401808691,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Troy Trojans,Louisiana Ragin' Cajuns,2653,309,Mid-Eastern Athletic Conference,Mid-Eastern Athletic Conference,,,-11.5,134.5,,,Draft Kings,TROY -11.5,309,Louisiana Ragin' Cajuns,Mid-Eastern Athletic Conference,,away,,0,0,0,0,0,0,0,0,,2653,Troy Trojans,,,,,,,,,,,,,,,,,,,,30.1,10.6,5.6,3.5,,,,,,,,,,,,,,,,,,,,,30.1,,10.6,2026-02-24T23:50:32.420904+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814580,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Akron Zips,Buffalo Bulls,2006,2084,Mid-American Conference,Mid-American Conference,,,-15.5,160.5,,,Draft Kings,AKR -15.5,2006,Akron Zips,Mid-American Conference,,home,,0,0,0,0,0,0,0,0,,2084,Buffalo Bulls,,,,,,,,,,,,,,,,,,,,38.0,19.0,7.5,3.2,,,,,,,,,,,,,,,,,,,,,38.0,,19.0,2026-02-24T23:50:32.954356+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814580,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Akron Zips,Buffalo Bulls,2006,2084,Mid-American Conference,Mid-American Conference,,,-15.5,160.5,,,Draft Kings,AKR -15.5,2084,Buffalo Bulls,Mid-American Conference,,away,,0,0,0,0,0,0,0,0,,2006,Akron Zips,,,,,,,,,,,,,,,,,,,,31.8,14.8,7.7,2.7,,,,,,,,,,,,,,,,,,,,,31.8,,14.8,2026-02-24T23:50:32.954356+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814581,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Kent State Golden Flashes,Central Michigan Chippewas,2309,2117,Mid-American Conference,Mid-American Conference,,,-11.5,156.5,,,Draft Kings,KENT -11.5,2117,Central Michigan Chippewas,Mid-American Conference,,away,,0,0,0,0,0,0,0,0,,2309,Kent State Golden Flashes,,,,,,,,,,,,,,,,,,,,33.1,15.0,6.8,4.5,,,,,,,,,,,,,,,,,,,,,33.1,,15.0,2026-02-24T23:50:33.280408+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814581,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Kent State Golden Flashes,Central Michigan Chippewas,2309,2117,Mid-American Conference,Mid-American Conference,,,-11.5,156.5,,,Draft Kings,KENT -11.5,2309,Kent State Golden Flashes,Mid-American Conference,,home,,0,0,0,0,0,0,0,0,,2117,Central Michigan Chippewas,,,,,,,,,,,,,,,,,,,,40.4,16.3,6.7,3.7,,,,,,,,,,,,,,,,,,,,,40.4,,16.3,2026-02-24T23:50:33.280408+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814582,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Ball State Cardinals,Massachusetts Minutemen,2050,113,Mid-American Conference,Mid-American Conference,,,4.5,143.5,,,Draft Kings,MASS -4.5,113,Massachusetts Minutemen,Mid-American Conference,,away,,0,0,0,0,0,0,0,0,,2050,Ball State Cardinals,,,,,,,,,,,,,,,,,,,,37.3,17.6,6.8,2.2,,,,,,,,,,,,,,,,,,,,,37.3,,17.6,2026-02-24T23:50:33.617278+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814582,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Ball State Cardinals,Massachusetts Minutemen,2050,113,Mid-American Conference,Mid-American Conference,,,4.5,143.5,,,Draft Kings,MASS -4.5,2050,Ball State Cardinals,Mid-American Conference,,home,,0,0,0,0,0,0,0,0,,113,Massachusetts Minutemen,,,,,,,,,,,,,,,,,,,,31.8,12.0,7.6,2.6,,,,,,,,,,,,,,,,,,,,,31.8,,12.0,2026-02-24T23:50:33.617278+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814584,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Toledo Rockets,Northern Illinois Huskies,2649,2459,Mid-American Conference,Mid-American Conference,,,-12.5,150.5,,,Draft Kings,TOL -12.5,2459,Northern Illinois Huskies,Mid-American Conference,,away,,0,0,0,0,0,0,0,0,,2649,Toledo Rockets,,,,,,,,,,,,,,,,,,,,35.6,13.1,6.2,1.9,,,,,,,,,,,,,,,,,,,,,35.6,,13.1,2026-02-24T23:50:34.227042+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814584,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Toledo Rockets,Northern Illinois Huskies,2649,2459,Mid-American Conference,Mid-American Conference,,,-12.5,150.5,,,Draft Kings,TOL -12.5,2649,Toledo Rockets,Mid-American Conference,,home,,0,0,0,0,0,0,0,0,,2459,Northern Illinois Huskies,,,,,,,,,,,,,,,,,,,,33.9,15.9,7.7,3.1,,,,,,,,,,,,,,,,,,,,,33.9,,15.9,2026-02-24T23:50:34.227042+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814585,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Bowling Green Falcons,Western Michigan Broncos,189,2711,Mid-American Conference,Mid-American Conference,,,-11.5,149.5,,,Draft Kings,BGSU -11.5,189,Bowling Green Falcons,Mid-American Conference,,home,,0,0,0,0,0,0,0,0,,2711,Western Michigan Broncos,,,,,,,,,,,,,,,,,,,,36.1,14.3,10.3,3.7,,,,,,,,,,,,,,,,,,,,,36.1,,14.3,2026-02-24T23:50:34.547472+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401814585,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Bowling Green Falcons,Western Michigan Broncos,189,2711,Mid-American Conference,Mid-American Conference,,,-11.5,149.5,,,Draft Kings,BGSU -11.5,2711,Western Michigan Broncos,Mid-American Conference,,away,,0,0,0,0,0,0,0,0,,189,Bowling Green Falcons,,,,,,,,,,,,,,,,,,,,36.3,13.0,4.8,2.6,,,,,,,,,,,,,,,,,,,,,36.3,,13.0,2026-02-24T23:50:34.547472+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401820763,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Virginia Cavaliers,NC State Wolfpack,258,152,Big East,Big East,11.0,,-5.5,151.5,,,Draft Kings,UVA -5.5,152,NC State Wolfpack,Big East,,away,,0,0,0,0,0,0,0,0,,258,Virginia Cavaliers,,,,,,,,,,,,,,,,,,,,35.2,16.2,8.3,3.2,,,,,,,,,,,,,,,,,,,,,35.2,,16.2,2026-02-24T23:50:35.144459+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401820763,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Virginia Cavaliers,NC State Wolfpack,258,152,Big East,Big East,11.0,,-5.5,151.5,,,Draft Kings,UVA -5.5,258,Virginia Cavaliers,Big East,,home,11.0,0,0,0,0,0,0,0,0,,152,NC State Wolfpack,,,,,,,,,,,,,,,,,,,,41.3,17.0,6.7,6.0,,,,,,,,,,,,,,,,,,,,,41.3,,17.0,2026-02-24T23:50:35.144459+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401820767,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Notre Dame Fighting Irish,Duke Blue Devils,87,150,Big East,Big East,,1.0,17.5,142.5,,,Draft Kings,DUKE -17.5,150,Duke Blue Devils,Big East,,away,1.0,0,0,0,0,0,0,0,0,,87,Notre Dame Fighting Irish,,,,,,,,,,,,,,,,,,,,39.6,17.0,8.0,3.5,,,,,,,,,,,,,,,,,,,,,39.6,,17.0,2026-02-24T23:50:35.768571+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
401820767,2026-02-25T00:00Z,2026-02-24 04:00 PM PST,,False,False,pre,False,0,Notre Dame Fighting Irish,Duke Blue Devils,87,150,Big East,Big East,,1.0,17.5,142.5,,,Draft Kings,DUKE -17.5,87,Notre Dame Fighting Irish,Big East,,home,,0,0,0,0,0,0,0,0,,150,Duke Blue Devils,,,,,,,,,,,,,,,,,,,,37.0,12.4,4.7,2.3,,,,,,,,,,,,,,,,,,,,,37.0,,12.4,2026-02-24T23:50:35.768571+00:00,espn,v1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0-0,,0-0,,0-0,,0-0,1,,,,3.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,balanced,,,,0.0,0,,,,,,,
