rank,team,team_id,conference,conf_rank,record,home_record,away_record,cage_em,cage_o,cage_d,cage_t,barthag,wab,expected_win_pct,actual_win_pct,luck,sos,q1_record,q2_record,q3_record,q4_record,q1_wpct,best_win_net,bad_loss_count,cage_power_index,eff_grade,resume_score,suffocation,momentum,clutch_rating,consistency_score,off_identity,tourney_readiness,star_risk,dna_score,floor_em,ceiling_em,trend_arrow,trend_numeric,offensive_archetype,home_road_delta_pct,regression_risk,star_danger,three_pct_gap,efg_pct,opp_efg_pct,tov_pct,orb_pct,drb_pct,ftr,three_par,three_pct,ft_pct,close_wpct,net_rtg_l5,net_rtg_l10,updated_at,conference_name
11,Texas Tech Red Raiders,2641,Southeastern Conference,3,1-0,1-0,0-0,19.8,131.6,111.8,60.8,0.8671,,0.866,1.0,0.0,-103.0,,,,,,,,75.7,A,50.0,61.9,0.0,0.0,100.0,43.1,51.1,0.0,67.8,-12.0,12.0,→ FLAT,0.0,perimeter,100.0,0,0,,61.5,46.8,19.7,30.0,70.0,38.5,48.1,40.0,80.0,,,,2026-02-25 14:47 PST,Southeastern Conference
12,Oklahoma Sooners,201,Patriot League,1,1-0,1-0,0-0,18.2,137.9,119.7,66.0,0.8359,,0.836,1.0,0.0,-103.0,,,,,,,,60.3,A,50.0,33.7,0.0,0.0,100.0,50.9,51.9,0.0,92.6,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,64.0,54.7,13.6,39.3,60.7,43.9,33.3,68.4,72.0,,,,2026-02-25 14:47 PST,Patriot League
13,Akron Zips,2006,Mid-American Conference,1,1-0,1-0,0-0,17.5,124.1,106.6,79.8,0.8517,,0.852,1.0,0.0,-103.0,,,,,,,,82.0,A-,50.0,77.3,0.0,0.0,100.0,59.7,59.9,0.0,74.2,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,62.9,43.4,21.3,21.1,78.9,50.0,36.2,42.9,89.7,,,,2026-02-25 14:47 PST,Mid-American Conference
14,UCF Knights,2116,Southeastern Conference,4,1-0,0-0,1-0,16.8,125.7,108.9,77.2,0.8389,,0.84,1.0,0.0,-103.0,,,,,,,,79.1,A-,50.0,72.8,0.0,0.0,100.0,19.2,51.1,0.0,69.6,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,67.2,47.2,19.4,20.0,80.0,21.9,37.5,58.3,78.6,,,,2026-02-25 14:47 PST,Southeastern Conference
15,TCU Horned Frogs,2628,Southeastern Conference,4,1-0,1-0,0-0,16.8,125.7,108.9,71.6,0.8389,,0.838,1.0,0.0,-103.0,,,,,,,,56.1,A-,50.0,24.3,0.0,0.0,100.0,77.7,50.1,0.0,82.2,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,48.4,50.0,9.8,42.5,57.5,62.5,35.9,34.8,70.0,,,,2026-02-25 14:47 PST,Southeastern Conference
16,Boise State Broncos,68,Independents,1,1-0,1-0,0-0,15.7,113.6,97.9,63.4,0.8469,,0.848,1.0,0.0,-103.0,,,,,,,,76.3,A-,50.0,66.0,0.0,0.0,100.0,39.2,45.8,0.0,48.1,-12.0,12.0,→ FLAT,0.0,balanced,100.0,0,0,,51.9,48.2,18.9,28.6,71.4,35.8,39.6,23.8,89.5,,,,2026-02-25 14:47 PST,Independents
17,Michigan Wolverines,130,Pac-12,2,1-0,1-0,0-0,15.5,119.9,104.4,64.2,0.8309,,0.832,1.0,0.0,-103.0,,,,,,,,79.3,A-,50.0,74.4,0.0,0.0,100.0,0.0,41.0,0.0,43.9,-12.0,12.0,→ FLAT,0.0,perimeter,100.0,0,0,,62.1,56.4,21.8,25.6,74.4,8.6,56.9,42.4,100.0,,,,2026-02-25 14:47 PST,Pac-12
18,Toledo Rockets,2649,Mid-American Conference,2,1-0,1-0,0-0,14.9,117.6,102.7,67.2,0.8261,,0.826,1.0,0.0,-103.0,,,,,,,,64.4,A-,50.0,43.6,0.0,0.0,100.0,19.2,39.5,0.0,58.0,-12.0,12.0,→ FLAT,0.0,balanced,100.0,0,0,,52.3,51.8,11.9,31.4,68.6,21.9,26.6,41.2,85.7,,,,2026-02-25 14:47 PST,Mid-American Conference
19,Miami Hurricanes,2390,Big East,3,1-0,0-0,1-0,14.5,119.7,105.2,69.4,0.8153,,0.814,1.0,0.0,-103.0,,,,,,,,76.9,A-,50.0,71.4,0.0,0.0,100.0,34.0,45.4,0.0,44.5,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,60.2,52.5,26.0,38.1,61.9,32.2,35.6,42.9,63.2,,,,2026-02-25 14:47 PST,Big East
20,Miami (OH) RedHawks,193,Mid-American Conference,3,1-0,0-0,1-0,14.2,105.2,91.0,70.4,0.8412,,0.842,1.0,0.0,-103.0,,,,,,,,63.6,A-,50.0,39.8,0.0,0.0,100.0,27.2,40.5,0.0,61.0,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,44.2,40.2,5.7,23.9,76.1,27.5,40.6,17.9,68.4,,,,2026-02-25 14:47 PST,Mid-American Conference
21,Marshall Thundering Herd,276,Mid-Eastern Athletic Conference,2,1-0,1-0,0-0,12.8,137.8,125.0,70.4,0.7542,,0.754,1.0,0.0,-103.0,,,,,,,,56.7,A-,50.0,37.0,0.0,0.0,100.0,9.1,45.2,0.0,88.1,-12.0,12.0,→ FLAT,0.0,balanced,100.0,0,0,,66.4,50.0,9.9,25.8,74.2,14.9,41.8,32.1,80.0,,,,2026-02-25 14:47 PST,Mid-Eastern Athletic Conference
22,Kentucky Wildcats,96,Patriot League,2,1-0,0-0,1-0,12.7,101.5,88.8,70.9,0.8231,,0.823,1.0,0.0,-103.0,,,,,,,,74.6,A-,50.0,65.4,0.0,0.0,100.0,26.9,35.8,0.0,21.4,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,44.7,43.9,21.2,37.5,62.5,27.3,37.9,28.0,72.2,,,,2026-02-25 14:47 PST,Patriot League
23,Western Michigan Broncos,2711,Mid-American Conference,4,1-0,0-0,1-0,12.3,121.1,108.8,72.6,0.7741,,0.776,1.0,0.0,-103.0,,,,,,,,68.2,A-,50.0,58.6,0.0,0.0,100.0,67.4,58.6,0.0,83.5,-12.0,12.0,→ FLAT,0.0,interior,-100.0,0,0,,54.5,49.2,12.4,16.7,83.3,55.4,28.6,43.8,87.1,,,,2026-02-25 14:47 PST,Mid-American Conference
24,Arizona Wildcats,12,Southeastern Conference,6,1-0,0-0,1-0,10.7,133.6,122.9,65.1,0.7231,,0.724,1.0,0.0,-103.0,,,,,,,,51.3,B+,50.0,29.7,0.0,0.0,100.0,41.9,45.8,0.0,80.6,-12.0,12.0,→ FLAT,0.0,interior,-100.0,0,0,,56.6,55.1,10.7,35.1,64.9,37.7,34.4,42.9,78.3,,,,2026-02-25 14:47 PST,Southeastern Conference
25,McNeese Cowboys,2377,Horizon League,1,1-0,1-0,0-0,10.3,110.7,100.4,67.8,0.7546,,0.755,1.0,0.0,-103.0,,,,,,,,60.9,B+,50.0,45.7,0.0,0.0,100.0,59.7,45.9,0.0,57.1,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,46.6,58.0,14.8,37.1,62.9,50.0,31.0,22.2,72.4,,,,2026-02-25 14:47 PST,Horizon League
26,Washington Huskies,264,Pac-12,3,1-0,0-0,1-0,10.3,115.8,105.5,68.2,0.7448,,0.744,1.0,0.0,-103.0,,,,,,,,67.7,B+,50.0,61.4,0.0,0.0,100.0,41.6,51.2,0.0,69.2,-12.0,12.0,→ FLAT,0.0,interior,-100.0,0,0,,56.2,42.2,14.7,20.6,79.4,37.5,33.9,36.8,76.2,,,,2026-02-25 14:47 PST,Pac-12
27,Nevada Wolf Pack,2440,Independents,2,1-0,1-0,0-0,10.1,96.2,86.1,69.7,0.7817,,0.781,1.0,0.0,-103.0,,,,,,,,75.7,B+,50.0,73.4,0.0,0.0,100.0,42.2,43.9,0.0,33.5,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,44.0,43.6,18.7,25.0,75.0,37.9,29.3,29.4,72.7,,,,2026-02-25 14:47 PST,Independents
28,Oklahoma State Cowboys,197,Southeastern Conference,7,1-0,1-0,0-0,9.7,126.6,116.9,71.9,0.7144,,0.715,1.0,0.0,-103.0,,,,,,,,56.9,B+,50.0,42.7,0.0,0.0,100.0,49.4,49.4,0.0,76.7,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,57.1,57.4,13.9,32.5,67.5,42.9,36.5,43.5,70.4,,,,2026-02-25 14:47 PST,Southeastern Conference
29,Saint Francis Red Flash,2598,Sun Belt Conference,1,1-0,0-0,1-0,9.6,116.8,107.2,62.5,0.7284,,0.728,1.0,0.0,-103.0,,,,,,,,78.0,B+,50.0,85.4,0.0,0.0,100.0,40.9,55.9,0.0,62.7,-12.0,12.0,→ FLAT,0.0,interior,-100.0,0,0,,60.9,54.7,20.8,12.1,87.9,37.0,34.8,25.0,100.0,,,,2026-02-25 14:47 PST,Sun Belt Conference
30,San José State Spartans,23,Independents,3,1-0,0-0,1-0,9.3,133.6,124.3,64.4,0.6963,,0.697,1.0,0.0,-103.0,,,,,,,,54.6,B+,50.0,40.1,0.0,0.0,100.0,35.6,48.0,0.0,81.4,-12.0,12.0,→ FLAT,0.0,perimeter,-100.0,0,0,,60.5,57.9,12.4,29.0,71.0,33.3,42.1,54.2,89.5,,,,2026-02-25 14:47 PST,Independents
31,UIC Flames,82,Ohio Valley Conference,1,1-0,1-0,0-0,9.1,120.7,111.6,77.1,0.7112,,0.711,1.0,0.0,-103.0,,,,,,,,66.8,B+,50.0,64.0,0.0,0.0,100.0,67.1,61.7,0.0,89.0,-12.0,12.0,→ FLAT,0.0,perimeter,100.0,0,0,,61.2,50.0,15.6,18.4,81.6,55.2,39.7,47.8,68.8,,,,2026-02-25 14:47 PST,Ohio Valley Conference
32,Northwestern State Demons,2466,Horizon League,2,1-0,1-0,0-0,8.5,91.0,82.5,59.4,0.7554,,0.754,1.0,0.0,-103.0,,,,,,,,72.4,B+,50.0,69.8,0.0,0.0,100.0,43.5,44.0,0.0,36.5,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,40.8,38.2,15.2,21.2,78.8,38.8,28.6,28.6,73.7,,,,2026-02-25 14:47 PST,Horizon League
33,Texas A&M-Corpus Christi Islanders,357,Horizon League,3,1-0,0-0,1-0,7.8,112.7,104.9,64.8,0.6953,,0.693,1.0,0.0,-103.0,,,,,,,,71.3,B+,50.0,75.6,0.0,0.0,100.0,45.2,49.5,0.0,48.5,-12.0,12.0,→ FLAT,0.0,interior,-100.0,0,0,,58.0,52.1,24.7,31.2,68.8,40.0,16.0,50.0,75.0,,,,2026-02-25 14:47 PST,Horizon League
34,Coastal Carolina Chanticleers,324,Mid-Eastern Athletic Conference,3,1-0,0-0,1-0,7.5,114.1,106.6,66.6,0.6861,,0.686,1.0,0.0,-103.0,,,,,,,,50.1,B+,50.0,32.0,0.0,0.0,100.0,19.5,35.4,0.0,54.9,-12.0,12.0,→ FLAT,0.0,perimeter,-100.0,0,0,,47.1,45.8,9.0,34.1,65.9,22.1,45.6,32.3,80.0,,,,2026-02-25 14:47 PST,Mid-Eastern Athletic Conference
35,Northwestern Wildcats,77,Pac-12,4,1-0,0-0,1-0,6.7,120.2,113.5,59.9,0.6592,,0.659,1.0,0.0,-103.0,,,,,,,,55.4,B,50.0,46.8,0.0,0.0,100.0,35.6,43.6,0.0,60.4,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,53.7,56.0,15.0,32.4,67.6,33.3,24.1,46.2,77.8,,,,2026-02-25 14:47 PST,Pac-12
36,Arkansas State Red Wolves,2032,Mid-Eastern Athletic Conference,4,1-0,1-0,0-0,6.3,112.3,106.0,79.2,0.6601,,0.66,1.0,0.0,-103.0,,,,,,,,60.1,B,50.0,56.6,0.0,0.0,100.0,100.0,53.3,0.0,51.4,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,44.9,54.5,22.7,43.9,56.1,78.0,33.9,25.0,78.3,,,,2026-02-25 14:47 PST,Mid-Eastern Athletic Conference
37,Missouri Tigers,142,Patriot League,3,1-0,1-0,0-0,6.2,114.6,108.4,63.7,0.6547,,0.657,1.0,0.0,-103.0,,,,,,,,54.2,B,50.0,45.0,0.0,0.0,100.0,45.2,45.9,0.0,65.2,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,50.9,48.4,12.6,30.0,70.0,40.0,30.9,23.5,77.3,,,,2026-02-25 14:47 PST,Patriot League
38,Colorado State Rams,36,Independents,4,1-0,1-0,0-0,6.1,113.0,106.9,65.5,0.6543,,0.655,1.0,0.0,-103.0,,,,,,,,58.8,B,50.0,54.7,0.0,0.0,100.0,29.8,42.0,0.0,50.7,-12.0,12.0,→ FLAT,0.0,balanced,100.0,0,0,,52.6,53.4,16.8,31.4,68.6,29.3,50.0,31.0,76.5,,,,2026-02-25 14:47 PST,Independents
39,New Orleans Privateers,2443,Horizon League,4,1-0,0-0,1-0,5.9,114.0,108.1,67.6,0.6482,,0.649,1.0,0.0,-103.0,,,,,,,,64.2,B,50.0,66.9,0.0,0.0,100.0,51.6,47.0,0.0,45.2,-12.0,12.0,→ FLAT,0.0,interior,-100.0,0,0,,51.9,38.4,22.2,32.4,67.6,44.4,29.6,25.0,87.5,,,,2026-02-25 14:47 PST,Horizon League
40,North Carolina Tar Heels,153,Big East,4,1-0,1-0,0-0,4.5,116.0,111.5,66.4,0.6118,,0.612,1.0,0.0,-103.0,,,,,,,,56.3,B,50.0,55.1,0.0,0.0,100.0,36.5,51.6,0.0,79.1,-12.0,12.0,→ FLAT,0.0,perimeter,100.0,0,0,,60.7,49.3,13.6,21.9,78.1,33.9,39.3,36.4,47.4,,,,2026-02-25 14:47 PST,Big East
41,Kent State Golden Flashes,2309,Mid-American Conference,5,1-0,1-0,0-0,3.1,127.1,124.0,65.3,0.5705,,0.57,1.0,0.0,-103.0,,,,,,,,50.1,B,50.0,47.5,0.0,0.0,100.0,62.4,49.4,0.0,65.7,-12.0,12.0,→ FLAT,0.0,perimeter,100.0,0,0,,56.5,62.3,19.9,40.0,60.0,51.9,44.4,37.5,78.6,,,,2026-02-25 14:47 PST,Mid-American Conference
42,Morehead State Eagles,2413,Southland Conference,1,1-0,1-0,0-0,1.7,109.1,107.4,58.7,0.545,,0.545,1.0,0.0,-103.0,,,,,,,,43.9,B-,50.0,37.7,0.0,0.0,100.0,46.3,40.9,0.0,54.6,-12.0,12.0,→ FLAT,0.0,interior,100.0,0,0,,42.6,46.6,10.2,31.4,68.6,40.7,22.2,33.3,81.8,,,,2026-02-25 14:47 PST,Southland Conference
43,Nicholls Colonels,2447,Horizon League,5,1-0,0-0,1-0,1.6,82.7,81.1,64.1,0.5559,,0.555,1.0,0.0,-103.0,,,,,,,,61.4,B-,50.0,73.2,0.0,0.0,100.0,4.2,28.1,0.0,0.0,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,40.2,39.3,21.8,34.1,65.9,11.5,45.9,17.9,57.1,,,,2026-02-25 14:47 PST,Horizon League
44,Houston Christian Huskies,2277,Horizon League,5,1-0,0-0,1-0,1.6,108.5,106.9,63.6,0.5426,,0.542,1.0,0.0,-103.0,,,,,,,,45.9,B-,50.0,42.3,0.0,0.0,100.0,23.1,33.6,0.0,37.5,-12.0,12.0,→ FLAT,0.0,balanced,-100.0,0,0,,48.4,53.9,17.3,44.1,55.9,24.6,31.1,26.3,66.7,,,,2026-02-25 14:47 PST,Horizon League
45,Ball State Cardinals,2050,Mid-American Conference,6,1-0,1-0,0-0,1.3,100.4,99.1,73.7,0.5374,,0.539,1.0,0.0,-103.0,,,,,,,,44.9,B-,50.0,41.0,0.0,0.0,100.0,32.9,33.7,0.0,34.2,-12.0,12.0,→ FLAT,0.0,balanced,100.0,0,0,,40.0,43.5,13.6,39.0,61.0,31.4,40.0,21.4,81.8,,,,2026-02-25 14:47 PST,Mid-American Conference
46,Boston College Eagles,103,Big East,5,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Big East
47,Boston University Terriers,104,Independent,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Independent
48,Holy Cross Crusaders,107,Independent,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Independent
49,Maryland Terrapins,120,Pac-12,5,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Pac-12
50,Ole Miss Rebels,145,Patriot League,4,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Patriot League
51,East Carolina Pirates,151,Atlantic Coast Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Atlantic Coast Conference
52,Wake Forest Demon Deacons,154,Big East,5,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Big East
53,Creighton Bluejays,156,Big 12,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Big 12
54,Nebraska Cornhuskers,158,Pac-12,5,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Pac-12
55,Ohio State Buckeyes,194,Pac-12,5,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Pac-12
56,Tulsa Golden Hurricane,202,Atlantic Coast Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Atlantic Coast Conference
57,Oregon State Beavers,204,America East Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,America East Conference
58,Austin Peay Governors,2046,Missouri Valley Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Missouri Valley Conference
59,Belmont Bruins,2057,Ohio Valley Conference,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Ohio Valley Conference
60,Bucknell Bison,2083,Independent,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Independent
61,Butler Bulldogs,2086,Big 12,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Big 12
62,San Diego State Aztecs,21,Independents,5,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Independents
63,Central Arkansas Bears,2110,Missouri Valley Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Missouri Valley Conference
64,Colgate Raiders,2142,Independent,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,46.8,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-25 14:47 PST,Independent
