event_id,team_id,game_datetime_utc,points_for_l10,points_against_l10,margin_l10,margin_capped_l10,efg_pct_l10,ts_pct_l10,three_par_l10,ftr_l10,fg_pct_l10,three_pct_l10,ft_pct_l10,orb_pct_l10,drb_pct_l10,tov_pct_l10,ortg_l10,drtg_l10,net_rtg_l10,poss_l10,pace_l10,h1_pts_l10,h2_pts_l10,h1_pts_against_l10,h2_pts_against_l10,h1_margin_l10,h2_margin_l10,win_l10,cover_l10,cover_margin_l10,stl_l10,blk_l10,ast_l10,efg_std_l10,three_pct_std_l10,net_rtg_std_l10,cover_rate_l10,ats_margin_l10,ha_ortg_l10,ha_drtg_l10,ha_net_rtg_l10,ha_efg_pct_l10,ha_tov_pct_l10,ha_pace_l10,pipeline_run_id
401820156,2426,2025-12-04T00:00Z,73.0,69.25,3.75,2.75,50.12,55.25,33.35,41.48,44.38,35.15,78.7,36.15,63.85,17.08,110.55,105.22,5.33,65.88,65.88,34.5,38.5,38.0,31.25,-3.5,7.25,0.5,,,6.25,2.25,13.0,10.61,13.01,41.35,,,,,,,,,22452179870
401820157,2426,2025-12-07T17:00Z,71.6,67.2,4.4,3.6,49.66,55.18,33.64,47.1,44.2,33.12,76.72,33.02,66.98,18.88,107.54,101.26,6.28,66.52,66.52,34.8,36.8,34.6,32.6,0.2,4.2,0.6,,,6.2,2.0,12.2,9.25,12.15,35.87,,,,,,,,,22452179870
401820158,2426,2025-12-19T22:00Z,69.83,65.33,4.5,3.83,48.77,54.52,32.75,43.97,43.43,33.15,79.48,30.3,69.7,17.9,106.12,99.53,6.58,65.7,65.7,33.0,36.83,33.0,32.33,0.0,4.5,0.67,,,6.0,2.33,12.67,8.55,10.87,32.09,,,108.63,100.07,8.57,49.2,14.9,64.8,22452179870
401820159,2426,2025-12-21T17:00Z,72.43,63.86,8.57,5.43,50.11,56.0,33.79,45.21,44.5,33.61,79.96,30.73,69.27,17.94,110.07,97.26,12.81,65.71,65.71,33.43,39.0,31.71,32.14,1.71,6.86,0.71,,,6.57,2.57,13.57,8.58,10.0,33.62,,,114.93,95.95,18.98,51.45,15.72,65.05,22452179870
401820160,2426,2025-12-31T18:00Z,72.12,58.75,13.38,6.62,50.35,56.01,35.45,45.94,44.58,33.06,78.14,31.39,68.61,18.7,111.29,90.02,21.26,64.8,64.8,33.62,38.5,29.25,29.5,4.38,9.0,0.75,,,7.0,2.5,14.12,7.98,9.38,39.24,,,115.9,84.64,31.26,51.56,17.38,63.72,22452179870
401820161,2426,2026-01-03T19:00Z,73.22,60.78,12.44,6.44,51.04,56.67,36.76,47.12,44.87,33.83,77.6,30.9,69.1,18.16,112.9,93.14,19.76,64.84,64.84,33.78,39.44,29.33,31.44,4.44,8.0,0.78,,,6.67,2.56,14.22,7.75,9.08,36.98,,,103.6,99.0,4.6,48.33,20.9,66.6,22452179870
401820162,2426,2026-01-08T00:00Z,72.4,60.5,11.9,6.5,50.94,56.61,35.48,46.01,45.18,32.12,78.17,30.31,69.69,18.01,112.46,93.51,18.95,64.35,64.35,33.2,39.2,28.5,32.0,4.7,7.2,0.8,,,6.6,2.8,14.1,7.31,10.13,34.96,,,117.55,90.22,27.33,52.4,16.78,63.97,22452179870
401820163,2426,2026-01-10T19:00Z,71.4,59.0,12.4,6.5,50.94,56.46,37.3,43.28,44.82,31.85,78.68,30.42,69.58,18.84,111.43,91.61,19.82,64.09,64.09,31.4,40.0,28.1,30.9,3.3,9.1,0.8,,,7.2,2.8,14.9,7.31,9.74,35.2,,,117.49,89.43,28.06,52.97,17.47,64.1,22452179870
401820164,2426,2026-01-13T00:00Z,70.6,58.9,11.7,6.5,51.07,56.03,37.21,45.41,45.02,31.56,75.16,28.88,71.12,18.24,110.23,91.46,18.77,64.09,64.09,31.2,39.4,27.2,31.7,4.0,7.7,0.8,,,7.3,2.8,14.8,7.51,9.31,34.34,,,104.82,98.45,6.38,48.75,19.85,64.92,22452179870
401820165,2426,2026-01-17T19:00Z,70.0,56.7,13.3,6.6,51.1,56.4,37.43,48.91,45.0,31.67,73.15,26.07,73.93,18.97,109.72,88.6,21.12,63.77,63.77,31.0,39.0,26.0,30.7,5.0,8.3,0.8,,,7.0,3.1,14.9,7.44,9.17,29.92,,,100.42,99.88,0.54,46.4,20.42,64.26,22452179870
401820166,2426,2026-01-22T00:00Z,71.7,57.7,14.0,7.3,51.34,56.37,37.32,46.1,45.06,33.02,73.36,26.51,73.49,19.27,110.73,88.6,22.13,64.72,64.72,31.0,38.4,24.4,31.3,6.6,7.1,0.9,,,6.6,3.2,14.8,7.33,9.65,29.05,,,117.22,87.74,29.49,54.08,17.19,64.32,22452179870
401820167,2426,2026-01-24T18:30Z,73.6,58.6,15.0,8.1,52.71,57.53,37.11,44.33,46.29,34.05,74.26,26.38,73.62,17.58,114.28,90.54,23.74,64.3,64.3,31.6,39.7,25.7,30.9,5.9,8.8,0.9,,,6.7,3.1,16.1,7.86,9.24,28.76,,,118.76,89.63,29.12,54.9,16.3,64.39,22452179870
401820168,2426,2026-01-29T00:00Z,75.9,58.6,17.3,9.1,55.18,59.55,38.28,45.5,48.13,36.22,72.43,27.34,72.66,18.38,117.97,90.51,27.46,64.32,64.32,33.8,39.8,26.6,30.0,7.2,9.8,0.9,,,6.9,3.2,16.7,8.75,11.35,28.91,,,101.95,100.83,1.12,46.88,20.58,66.02,22452179870
401820169,2426,2026-01-31T21:00Z,72.9,58.1,14.8,8.4,54.85,58.65,37.81,40.62,47.94,35.91,74.15,26.51,73.49,18.53,114.97,91.1,23.87,63.33,63.33,32.3,38.3,26.9,29.2,5.4,9.1,0.9,,,7.1,3.2,15.8,8.69,11.38,27.99,,,120.47,89.73,30.74,56.31,16.77,64.13,22452179870
401820170,2426,2026-02-05T00:00Z,74.6,62.9,11.7,8.4,56.72,60.01,35.69,37.24,49.98,36.99,72.61,25.69,74.31,17.87,116.71,98.36,18.35,63.83,63.83,33.2,39.1,29.3,31.6,3.9,7.5,0.9,,,6.9,3.3,16.7,9.93,11.19,19.87,,,102.21,99.21,3.0,48.03,20.46,64.57,22452179870
401820171,2426,2026-02-07T21:00Z,72.9,60.2,12.7,9.4,55.72,58.84,33.0,33.78,49.84,33.82,72.97,25.49,74.51,17.88,114.17,94.28,19.89,63.78,63.78,32.3,38.3,28.7,29.5,3.6,8.8,0.9,,,7.5,3.3,16.8,10.43,14.3,19.55,,,121.45,90.56,30.89,57.74,17.18,63.72,22452179870
401820172,2426,2026-02-09T23:00Z,74.6,61.7,12.9,9.6,56.92,59.76,33.2,35.98,50.64,36.77,71.54,25.57,74.43,17.62,116.18,96.05,20.13,64.17,64.17,33.4,38.9,30.1,29.6,3.3,9.3,0.9,,,7.6,3.1,17.6,10.39,13.39,19.45,,,101.99,96.48,5.51,47.85,19.64,64.59,22452179870
401820173,2426,2026-02-14T17:00Z,74.6,62.2,12.4,9.6,56.45,59.31,31.35,35.71,50.74,35.28,71.54,25.6,74.4,17.37,115.66,96.41,19.25,64.47,64.47,33.6,38.7,29.3,30.9,4.3,7.8,0.9,,,7.4,3.3,17.4,10.52,13.39,19.03,,,103.09,95.57,7.52,48.28,19.58,64.96,22452179870
401820174,2426,2026-02-19T00:00Z,75.4,65.2,10.2,8.5,55.88,59.29,30.91,35.51,50.36,34.8,73.63,26.24,73.76,17.24,115.83,99.97,15.86,65.06,65.06,33.7,38.7,30.1,32.8,3.6,5.9,0.9,,,7.8,2.9,17.4,10.36,13.17,18.01,,,124.36,91.45,32.91,59.25,16.75,63.57,22452179870
401820175,2426,2026-02-21T18:30Z,77.5,63.6,13.9,11.4,57.18,60.18,29.73,32.42,51.53,36.58,75.01,26.6,73.4,16.52,118.67,96.98,21.69,65.37,65.37,35.2,39.3,28.8,32.5,6.4,6.8,1.0,,,8.5,3.1,18.2,8.34,12.28,12.78,,,104.49,97.16,7.33,49.06,19.01,65.64,22452179870
401820176,2426,2026-02-26T00:00Z,77.4,62.0,15.4,12.6,57.82,61.48,30.39,38.61,51.95,37.04,76.01,25.86,74.14,16.14,120.65,96.48,24.17,64.15,64.15,36.8,39.9,28.9,32.8,7.9,7.1,1.0,,,8.7,3.4,18.8,7.9,12.59,11.29,,,104.69,99.48,5.21,48.58,18.65,65.31,22452179870
401826751,2427,2025-11-20T00:50Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401829387,2427,2025-11-25T23:30Z,73.0,80.0,-7.0,-7.0,61.0,60.7,44.0,46.0,50.0,50.0,52.2,28.6,71.4,17.4,115.7,126.7,-11.0,63.1,63.1,38.0,35.0,41.0,39.0,-3.0,-4.0,0.0,,,4.0,3.0,14.0,,,,,,,,,,,,22452179870
401826735,2427,2025-11-30T18:30Z,73.0,77.5,-4.5,-4.5,62.5,63.35,32.45,55.55,54.05,52.8,58.25,25.95,74.05,24.8,109.05,115.95,-6.9,67.2,67.2,39.0,34.0,37.5,40.0,1.5,-6.0,0.0,,,6.5,3.0,11.5,,,,,,,,,,,,22452179870
401830118,2427,2025-12-03T00:00Z,71.0,70.0,1.0,1.0,56.67,60.27,33.63,55.03,50.03,40.77,66.0,26.57,73.43,23.2,107.13,105.57,1.57,66.43,66.43,37.0,34.0,33.67,36.33,3.33,-2.33,0.33,,,6.0,2.33,11.0,10.21,21.03,15.23,,,,,,,,,22452179870
401817257,2427,2025-12-06T18:00Z,73.75,71.75,2.0,2.0,57.45,60.9,33.25,50.65,50.48,43.08,67.35,27.62,72.38,20.48,111.78,108.68,3.1,66.12,66.12,36.75,37.0,35.0,36.75,1.75,0.25,0.5,,,6.0,1.75,10.5,8.49,17.78,12.81,,,,,,,,,22452179870
401830422,2427,2025-12-10T23:00Z,71.6,72.4,-0.8,-0.8,55.22,58.96,35.48,46.82,47.78,42.8,69.18,27.72,72.28,20.6,108.38,109.5,-1.12,66.2,66.2,36.0,35.6,35.0,37.4,1.0,-1.8,0.4,,,6.4,1.6,11.0,8.88,15.41,14.56,,,110.47,102.67,7.8,56.27,21.5,67.13,22452179870
401829480,2427,2025-12-13T19:00Z,74.17,75.33,-1.17,-1.17,55.43,59.25,35.48,44.93,47.88,43.25,70.53,24.62,75.38,19.65,108.28,109.85,-1.57,68.62,68.62,35.83,37.83,36.0,38.33,-0.17,-0.5,0.33,,,5.5,1.83,12.5,7.96,13.83,13.07,,,109.8,104.9,4.9,56.32,19.85,70.53,22452179870
401830423,2427,2025-12-16T23:30Z,72.0,76.0,-4.0,-3.14,54.39,57.96,35.0,42.01,47.24,41.27,69.24,25.11,74.89,20.31,105.64,111.54,-5.9,68.2,68.2,34.29,37.29,37.43,37.71,-3.14,-0.43,0.29,,,5.0,1.57,12.0,7.78,13.67,16.55,,,105.8,108.26,-2.46,54.68,20.74,69.56,22452179870
401830424,2427,2025-12-18T23:30Z,73.38,75.62,-2.25,-1.5,55.26,58.55,35.22,41.36,48.35,39.69,68.32,25.02,74.98,21.1,106.22,109.72,-3.5,69.08,69.08,35.75,37.25,37.12,37.75,-1.38,-0.5,0.38,,,4.88,1.88,12.25,7.62,13.42,16.76,,,106.55,106.38,0.17,55.8,21.72,70.5,22452179870
401826878,2427,2025-12-21T20:00Z,75.11,73.44,1.67,0.33,55.44,58.7,37.81,40.36,48.11,39.37,68.67,26.16,73.84,21.0,108.7,106.52,2.18,69.09,69.09,36.33,38.44,35.56,37.22,0.78,1.22,0.44,,,5.22,2.11,13.22,7.14,12.59,23.15,,,,,,,,,22452179870
401823895,2427,2025-12-31T19:00Z,72.3,73.3,-1.0,-1.2,53.7,56.88,36.81,37.99,46.82,37.43,68.47,25.73,74.27,20.93,105.18,107.13,-1.95,68.58,68.58,35.3,36.7,36.2,36.5,-0.9,0.2,0.4,,,5.1,2.6,12.3,8.71,13.36,25.43,,,109.69,102.74,6.94,55.96,21.5,70.31,22452179870
401823900,2427,2026-01-03T19:00Z,71.9,74.0,-2.1,-2.0,52.42,55.99,35.27,37.68,46.28,34.93,69.5,26.07,73.93,20.39,103.98,107.53,-3.55,68.93,68.93,34.9,36.7,37.0,36.4,-2.1,0.3,0.4,,,5.2,2.4,11.6,8.45,13.08,26.54,,,94.67,117.37,-22.7,48.43,19.6,64.53,22452179870
401823904,2427,2026-01-07T23:30Z,72.9,75.1,-2.2,-2.1,50.4,54.5,35.99,37.26,44.38,32.7,69.99,28.74,71.26,18.31,105.57,109.27,-3.7,68.82,68.82,33.8,38.8,37.4,37.1,-3.6,1.7,0.4,,,5.0,2.4,11.6,7.76,10.88,26.54,,,108.94,106.24,2.7,54.99,20.31,69.85,22452179870
401823908,2427,2026-01-10T19:30Z,73.4,75.7,-2.3,-2.2,51.26,54.69,36.03,35.68,44.73,35.53,68.03,29.46,70.54,18.11,107.0,110.75,-3.75,68.45,68.45,34.2,38.9,38.0,37.1,-3.8,1.8,0.4,,,5.0,2.7,11.9,7.57,9.89,26.49,,,100.58,118.68,-18.1,47.28,17.55,65.95,22452179870
401823912,2427,2026-01-15T00:00Z,74.3,75.2,-0.9,-1.2,51.57,54.84,37.13,36.93,44.89,34.93,67.1,28.71,71.29,18.64,106.77,108.71,-1.94,69.31,69.31,35.1,38.9,37.7,36.9,-2.6,2.0,0.4,,,4.9,2.8,12.3,8.01,9.06,27.94,,,105.14,114.46,-9.32,50.4,17.56,67.52,22452179870
401823917,2427,2026-01-17T19:00Z,75.0,74.8,0.2,-0.1,51.49,55.06,35.05,38.14,45.19,35.38,67.78,29.45,70.55,18.08,108.13,108.43,-0.3,69.12,69.12,35.2,39.5,38.2,36.0,-3.0,3.5,0.4,,,4.7,2.9,11.5,8.07,9.54,27.37,,,109.9,105.5,4.4,54.83,20.06,68.89,22452179870
401823921,2427,2026-01-21T23:00Z,73.0,72.7,0.3,0.0,49.79,53.58,35.53,38.62,43.9,32.83,67.25,31.96,68.04,18.02,106.92,107.13,-0.21,68.05,68.05,34.2,38.8,37.4,35.3,-3.2,3.5,0.4,,,5.2,3.2,10.4,8.67,9.93,27.36,,,105.68,113.72,-8.03,49.58,17.22,67.03,22452179870
401823926,2427,2026-01-29T23:30Z,75.4,71.6,3.8,2.9,50.87,54.88,35.0,40.1,44.74,35.22,68.83,31.44,68.56,16.94,110.39,105.31,5.08,68.15,68.15,35.3,40.1,35.8,35.8,-0.5,4.3,0.5,,,5.6,3.5,10.8,9.1,11.73,25.61,,,108.48,104.81,3.67,53.3,19.48,69.0,22452179870
401823933,2427,2026-01-31T17:00Z,74.0,69.3,4.7,3.4,50.01,54.15,35.85,40.38,43.47,36.53,68.83,32.42,67.58,15.83,111.21,104.2,7.01,66.45,66.45,34.8,39.2,35.0,34.3,-0.2,4.9,0.5,,,5.9,3.7,11.0,8.37,11.64,26.99,,,108.37,112.26,-3.89,50.91,16.69,66.99,22452179870
401823936,2427,2026-02-04T23:30Z,72.2,72.1,0.1,0.6,49.04,53.66,33.7,41.59,43.11,35.35,70.02,32.23,67.77,15.07,109.53,109.33,0.2,65.89,65.89,34.0,38.2,37.0,35.1,-3.0,3.1,0.4,,,5.5,3.9,9.7,8.04,12.19,24.04,,,110.09,102.88,7.21,52.18,17.81,67.69,22452179870
401823944,2427,2026-02-13T00:00Z,75.1,71.6,3.5,3.0,51.28,55.8,35.26,43.5,44.87,36.83,69.67,32.04,67.96,14.85,113.63,108.17,5.46,66.13,66.13,34.6,40.5,36.4,35.2,-1.8,5.3,0.5,,,5.4,3.8,10.7,7.73,10.96,19.88,,,108.79,114.75,-5.96,50.45,16.18,66.56,22452179870
401823948,2427,2026-02-14T19:00Z,76.1,70.3,5.8,5.0,51.71,56.28,35.51,42.49,45.0,38.54,70.92,32.77,67.23,14.85,115.09,106.18,8.91,66.15,66.15,34.9,41.2,35.1,35.2,-0.2,6.0,0.6,,,5.5,4.1,10.9,7.66,10.22,16.29,,,111.21,104.5,6.71,53.72,17.62,67.84,22452179870
401823952,2427,2026-02-20T00:00Z,73.5,67.5,6.0,5.2,51.65,55.7,35.24,37.93,45.16,37.21,70.67,30.5,69.5,15.27,112.17,102.99,9.18,65.53,65.53,35.0,38.5,34.0,33.5,1.0,5.0,0.6,,,5.7,4.4,11.0,7.73,11.73,16.07,,,109.84,114.31,-4.47,50.68,15.71,66.59,22452179870
401823956,2427,2026-02-21T21:30Z,71.1,68.8,2.3,2.6,49.89,53.93,35.46,36.39,43.77,34.98,69.86,31.17,68.83,15.98,107.94,104.64,3.3,65.78,65.78,33.2,37.9,34.0,34.8,-0.8,3.1,0.5,,,5.5,5.0,10.6,9.12,12.19,22.1,,,107.55,101.77,5.78,52.06,17.95,67.72,22452179870
401823959,2427,2026-02-27T00:00Z,69.4,68.9,0.5,1.2,48.75,52.7,33.15,33.54,43.2,34.43,68.65,31.47,68.53,15.38,106.3,105.44,0.86,65.32,65.32,31.9,36.7,33.7,34.5,-1.8,2.2,0.5,,,5.8,5.5,10.6,7.95,11.86,20.64,,,106.39,114.49,-8.1,49.21,16.65,66.3,22452179870
401813439,2428,2025-11-22T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401827061,2428,2025-11-26T00:00Z,55.0,74.0,-19.0,-15.0,43.1,48.5,27.5,25.5,37.3,42.9,84.6,25.0,75.0,27.4,83.7,112.6,-28.9,65.7,65.7,20.0,35.0,44.0,30.0,-24.0,5.0,0.0,,,3.0,6.0,9.0,,,,,,,,,,,,22452179870
401828736,2428,2025-11-29T19:00Z,61.0,78.0,-17.0,-15.0,39.45,46.85,27.1,39.4,34.5,37.05,79.8,35.35,64.65,20.4,91.8,117.4,-25.6,66.4,66.4,22.0,39.0,41.5,36.5,-19.5,2.5,0.0,,,5.5,4.0,9.5,,,,,,,,,,,,22452179870
401828737,2428,2025-12-04T00:00Z,77.0,72.33,4.67,-5.0,47.93,53.4,23.47,34.37,44.17,30.27,77.27,32.47,67.53,17.23,105.03,102.8,2.23,71.9,71.9,30.0,47.0,37.0,35.33,-7.0,11.67,0.33,,,10.67,5.33,15.33,15.14,13.12,48.32,,,,,,,,,22452179870
401827528,2428,2025-12-06T21:00Z,73.25,71.0,2.25,-5.0,47.98,53.05,27.5,32.85,43.5,31.02,76.28,30.78,69.22,17.4,103.93,104.3,-0.37,69.32,69.32,28.5,44.75,36.5,34.5,-8.0,10.25,0.25,,,9.5,5.0,14.25,12.36,10.82,39.8,,,,,,,,,22452179870
401828738,2428,2025-12-10T00:00Z,69.4,70.6,-1.2,-7.0,44.1,50.24,28.42,37.0,40.16,27.04,75.68,31.08,68.92,17.06,98.52,103.1,-4.58,69.5,69.5,29.8,39.6,34.4,36.2,-4.6,3.4,0.2,,,10.2,5.2,13.0,13.77,12.93,35.73,,,94.73,114.53,-19.8,42.33,19.57,64.8,22452179870
401828739,2428,2025-12-18T00:00Z,69.0,76.0,-7.0,-8.33,44.65,50.53,29.23,35.8,40.48,27.8,75.82,30.38,69.62,17.28,97.95,110.27,-12.32,69.67,69.67,30.0,39.0,37.33,38.67,-7.33,0.33,0.17,,,9.67,4.33,13.5,12.39,11.72,37.15,,,,,,,,,22452179870
401827056,2428,2025-12-20T19:00Z,72.86,74.0,-1.14,-5.0,46.49,51.73,30.39,37.73,42.37,26.69,73.21,31.51,68.49,17.69,101.2,105.66,-4.46,71.07,71.07,32.14,40.71,36.29,37.71,-4.14,3.0,0.29,,,10.43,4.14,14.0,12.31,11.09,39.78,,,109.7,83.3,26.4,50.33,15.57,77.53,22452179870
401827279,2428,2025-12-29T18:00Z,72.75,74.0,-1.25,-4.62,46.56,52.28,30.75,40.36,42.71,24.82,74.06,30.81,69.19,17.64,101.55,105.81,-4.26,70.84,70.84,32.62,40.12,36.25,37.75,-3.62,2.38,0.25,,,10.5,4.0,13.88,11.4,11.54,36.83,,,94.82,122.42,-27.6,43.6,19.27,66.22,22452179870
401828724,2428,2026-01-03T21:30Z,72.11,75.78,-3.67,-5.78,48.12,53.22,30.53,37.38,44.17,25.77,72.18,30.98,69.02,19.43,101.2,108.74,-7.54,70.53,70.53,32.67,39.44,36.22,39.56,-3.56,-0.11,0.22,,,10.22,3.78,13.78,11.65,11.16,35.83,,,108.28,89.2,19.08,49.53,16.0,75.45,22452179870
401822768,2428,2026-01-10T22:00Z,71.8,74.9,-3.1,-5.0,47.5,52.63,30.87,37.67,43.62,25.09,71.76,32.2,67.8,19.43,101.38,107.87,-6.49,70.18,70.18,33.2,38.6,35.7,39.2,-2.5,-0.6,0.3,,,9.8,3.9,14.1,11.15,10.74,33.95,,,95.54,124.38,-28.84,47.0,22.18,66.6,22452179870
401828689,2428,2026-01-12T23:00Z,75.1,75.2,-0.1,-2.4,49.44,54.67,32.29,42.62,44.89,26.8,71.08,32.56,67.44,18.08,106.58,108.49,-1.91,70.09,70.09,34.3,40.8,35.8,39.4,-1.5,1.4,0.4,,,10.2,3.6,14.9,11.96,14.57,33.68,,,102.23,123.45,-21.22,49.58,20.8,66.3,22452179870
401830240,2428,2026-01-17T21:30Z,77.3,74.8,2.5,0.2,52.67,57.38,31.53,44.31,48.1,28.12,71.16,29.42,70.58,18.09,109.97,108.0,1.97,70.03,70.03,35.4,41.9,35.1,39.7,0.3,2.2,0.5,,,10.0,3.5,16.3,12.23,15.57,33.3,,,107.22,91.36,15.86,48.0,16.68,73.76,22452179870
401830244,2428,2026-01-24T21:30Z,73.3,77.0,-3.7,-2.7,51.35,56.07,34.39,44.47,46.06,30.3,69.94,30.3,69.7,19.07,107.03,112.92,-5.89,68.5,68.5,34.0,39.3,35.8,41.2,-1.8,-1.9,0.4,,,8.4,3.5,15.3,11.45,15.32,27.38,,,106.37,96.6,9.77,48.62,17.35,72.73,22452179870
401829287,2428,2026-01-31T21:30Z,67.1,70.3,-3.2,-2.2,51.71,56.52,33.81,46.27,46.57,29.97,69.57,30.81,69.19,19.2,107.74,113.38,-5.63,69.27,69.27,35.11,39.44,35.89,42.22,-0.78,-2.78,0.4,,,8.67,3.44,15.78,12.08,16.21,29.03,,,106.74,122.57,-15.83,52.23,19.76,66.33,22452179870
401823049,2428,2026-02-02T21:30Z,61.7,63.4,-1.7,-0.7,54.6,58.71,34.02,45.35,49.04,32.32,69.1,30.62,69.38,19.64,111.6,115.26,-3.66,69.15,69.15,35.12,42.0,37.12,42.12,-2.0,-0.12,0.4,,,8.12,3.12,16.75,9.0,15.59,30.39,,,106.37,96.6,9.77,48.62,17.35,72.73,22452179870
401828729,2428,2026-02-07T21:30Z,61.5,59.4,2.1,1.0,55.55,59.34,35.36,45.62,49.78,32.35,67.35,31.81,68.19,19.62,113.25,110.11,3.14,67.84,67.84,34.5,42.38,33.62,40.62,0.88,1.75,0.5,,,8.62,3.25,16.5,8.52,15.59,23.61,,,106.74,122.57,-15.83,52.23,19.76,66.33,22452179870
401858744,2428,2026-02-10T01:00Z,58.7,60.7,-2.0,-1.2,54.84,58.92,34.79,42.65,48.97,33.33,69.97,30.29,69.71,19.92,110.11,113.54,-3.42,66.8,66.8,32.75,40.62,34.38,41.5,-1.62,-0.88,0.4,,,7.88,3.75,15.38,8.57,14.94,17.57,,,106.64,97.79,8.86,49.53,17.49,70.91,22452179870
401822775,2428,2026-02-14T22:00Z,58.7,59.6,-0.9,-0.1,55.91,59.35,32.75,39.31,49.94,36.01,69.54,31.67,68.32,19.29,112.78,113.88,-1.1,65.34,65.34,32.25,41.12,34.0,40.5,-1.75,0.62,0.5,,,7.38,3.75,15.5,7.98,12.2,18.83,,,108.98,99.26,9.71,50.3,16.82,69.24,22452179870
401828694,2428,2026-02-17T00:00Z,57.6,56.4,1.2,1.2,53.41,56.9,34.43,39.39,47.26,35.55,67.95,32.21,67.79,16.88,111.78,109.05,2.73,64.58,64.58,32.25,39.75,32.88,37.62,-0.62,2.12,0.5,,,7.12,4.0,15.12,9.32,12.38,13.63,,,106.91,98.63,8.28,49.22,16.57,68.43,22452179870
401858787,2428,2026-02-19T01:00Z,58.7,57.3,1.4,1.4,54.99,58.56,33.6,40.04,48.34,39.84,69.45,30.64,69.36,17.26,112.99,109.92,3.06,65.08,65.08,33.88,39.5,32.75,38.88,1.12,0.62,0.5,,,7.25,4.75,14.38,8.08,11.76,13.67,,,105.35,120.42,-15.08,52.18,20.1,66.94,22452179870
401830243,2428,2026-02-21T17:00Z,57.1,58.1,-1.0,-1.0,54.15,57.14,33.2,36.44,48.1,37.34,67.01,31.22,68.78,17.81,109.75,111.29,-1.54,65.18,65.18,33.75,37.62,31.62,41.0,2.12,-3.38,0.4,,,7.12,4.5,13.88,7.52,8.54,14.51,,,105.84,121.46,-15.61,52.58,19.9,66.79,22452179870
401820799,2429,2025-11-21T23:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401820800,2429,2025-11-23T19:00Z,63.0,65.0,-2.0,-2.0,48.3,50.1,43.1,19.0,41.4,32.0,63.6,43.2,56.8,17.6,110.8,114.4,-3.6,56.8,56.8,37.0,26.0,30.0,35.0,7.0,-9.0,0.0,,,4.0,2.0,13.0,,,,,,,,,,,,22452179870
401809398,2429,2025-11-27T18:30Z,73.0,72.0,1.0,1.0,53.1,55.95,42.6,29.7,47.0,28.5,68.75,37.8,62.2,19.5,114.6,113.55,1.05,63.45,63.45,38.0,35.0,35.0,37.0,3.0,-2.0,0.5,,,5.0,2.0,15.5,,,,,,,,,,,,22452179870
401830917,2429,2025-11-28T17:30Z,71.67,74.33,-2.67,-2.67,53.03,55.8,40.57,34.53,46.07,34.8,66.13,35.97,64.03,20.07,111.2,115.53,-4.33,64.33,64.33,36.67,35.0,37.67,36.67,-1.0,-1.67,0.33,,,5.0,2.67,14.33,4.8,11.46,10.42,,,,,,,,,22452179870
401820801,2429,2025-12-03T00:00Z,70.25,73.5,-3.25,-3.25,52.02,55.25,43.18,37.67,45.32,31.88,66.28,32.33,67.68,18.52,108.95,114.15,-5.2,64.4,64.4,34.0,36.25,36.25,37.25,-2.25,-1.0,0.25,,,4.75,2.75,12.0,4.41,11.03,8.68,,,,,,,,,22452179870
401820802,2429,2025-12-07T19:00Z,71.0,70.2,0.8,0.4,53.82,56.88,43.34,37.74,46.66,33.68,66.7,31.02,68.98,18.92,110.52,109.32,1.2,64.2,64.2,36.0,35.0,33.4,36.8,2.6,-1.8,0.4,,,5.2,2.8,12.6,5.54,10.37,16.17,,,112.47,104.23,8.23,55.97,18.6,66.03,22452179870
401820803,2429,2025-12-14T21:00Z,68.0,71.67,-3.67,-2.17,51.72,54.78,44.93,37.98,44.77,31.77,64.75,32.52,67.48,20.65,105.73,111.42,-5.68,64.3,64.3,35.0,33.0,35.17,36.5,-0.17,-3.5,0.33,,,4.33,3.0,11.83,7.15,10.4,22.21,,,,,,,,,22452179870
401820804,2429,2025-12-19T00:00Z,67.86,72.0,-4.14,-2.86,51.1,54.41,45.66,36.0,44.29,30.67,67.74,31.89,68.11,20.07,105.1,111.49,-6.39,64.57,64.57,34.71,33.14,35.71,36.29,-1.0,-3.14,0.29,,,5.14,3.14,12.43,6.73,9.92,20.36,,,104.8,108.65,-3.85,52.28,21.28,65.72,22452179870
401820805,2429,2025-12-21T19:00Z,69.5,71.38,-1.88,-0.75,53.16,56.35,47.12,33.59,45.24,33.69,70.39,30.72,69.28,19.08,109.44,112.0,-2.56,63.75,63.75,34.88,34.62,34.0,37.38,0.88,-2.75,0.38,,,5.25,3.5,13.5,8.53,12.54,21.73,,,111.8,110.04,1.76,55.34,19.44,64.18,22452179870
401828151,2429,2025-12-31T00:00Z,71.56,71.89,-0.33,0.67,52.91,56.84,46.18,36.68,45.09,33.99,72.09,31.44,68.56,19.03,111.37,111.72,-0.36,64.38,64.38,34.44,35.22,34.44,36.89,0.0,-1.67,0.44,,,5.56,3.44,13.22,8.02,11.76,21.38,,,114.3,109.95,4.35,54.6,19.32,65.05,22452179870
