event_id,team_id,game_datetime_utc,points_for_l10,points_against_l10,margin_l10,margin_capped_l10,efg_pct_l10,ts_pct_l10,three_par_l10,ftr_l10,fg_pct_l10,three_pct_l10,ft_pct_l10,orb_pct_l10,drb_pct_l10,tov_pct_l10,ortg_l10,drtg_l10,net_rtg_l10,poss_l10,pace_l10,h1_pts_l10,h2_pts_l10,h1_pts_against_l10,h2_pts_against_l10,h1_margin_l10,h2_margin_l10,win_l10,cover_l10,cover_margin_l10,stl_l10,blk_l10,ast_l10,efg_std_l10,three_pct_std_l10,net_rtg_std_l10,cover_rate_l10,ats_margin_l10,ha_ortg_l10,ha_drtg_l10,ha_net_rtg_l10,ha_efg_pct_l10,ha_tov_pct_l10,ha_pace_l10,pipeline_run_id
401826742,1,2025-12-12T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401830740,101,2025-12-03T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401829344,101,2025-12-14T19:00Z,57.0,99.0,-42.0,-15.0,43.4,44.5,41.0,11.5,36.1,36.0,57.1,13.0,87.0,19.7,74.9,130.1,-55.2,76.1,76.1,22.0,35.0,52.0,47.0,-30.0,-12.0,0.0,,,9.0,3.0,13.0,,,,,,,,,,,,22452179870
401809311,103,2025-11-21T20:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401831228,103,2025-11-23T23:30Z,49.0,59.0,-10.0,-10.0,41.8,44.4,42.9,28.6,38.8,14.3,57.1,33.3,66.7,24.5,85.7,103.2,-17.5,57.2,57.2,31.0,18.0,33.0,26.0,-2.0,-8.0,0.0,,,3.0,3.0,9.0,,,,,,,,,,,,22452179870
401812606,103,2025-11-26T21:00Z,69.5,76.0,-6.5,-6.5,45.5,50.75,42.9,42.85,40.05,25.65,67.45,31.5,68.5,18.65,100.65,111.35,-10.7,67.5,67.5,35.5,30.5,36.0,35.0,-0.5,-4.5,0.0,,,3.0,3.5,10.0,,,,,,,,,,,,22452179870
401806378,103,2025-12-04T00:15Z,70.67,70.67,0.0,0.0,48.4,53.03,45.53,34.2,41.4,30.43,74.97,27.87,72.13,16.1,105.47,105.77,-0.3,66.13,66.13,36.33,32.0,34.0,33.33,2.33,-1.33,0.33,,,2.67,4.33,11.33,6.24,14.05,19.25,,,105.47,105.77,-0.3,48.4,16.1,66.13,22452179870
401817215,103,2025-12-06T17:00Z,70.25,72.5,-2.25,-2.25,47.4,51.88,43.82,34.12,40.33,32.2,72.9,27.78,72.22,16.8,102.32,105.6,-3.27,68.15,68.15,33.75,32.75,34.75,31.0,-1.0,1.75,0.25,,,2.75,4.5,11.0,5.47,12.01,16.81,,,102.32,105.6,-3.27,47.4,16.8,68.15,22452179870
401817216,103,2025-12-11T00:00Z,69.6,70.6,-1.0,-1.0,48.34,53.02,45.48,36.88,40.6,33.76,73.1,28.7,71.3,18.26,103.44,104.76,-1.32,66.94,66.94,31.6,35.0,34.4,30.8,-2.8,4.2,0.4,,,2.8,4.4,10.0,5.18,10.97,15.2,,,103.44,104.76,-1.32,48.34,18.26,66.94,22452179870
401812313,103,2025-12-23T00:00Z,70.33,71.5,-1.17,-1.17,47.03,52.58,44.52,40.78,40.15,30.3,73.77,30.4,69.6,17.42,104.23,105.82,-1.58,67.18,67.18,31.83,36.0,34.5,32.5,-2.67,3.5,0.33,,,3.67,4.83,10.33,5.63,12.96,13.61,,,104.23,105.82,-1.58,47.03,17.42,67.18,22452179870
401817217,103,2025-12-28T19:00Z,70.57,70.0,0.57,0.57,47.84,52.86,45.94,41.46,40.64,30.73,71.23,30.81,69.19,16.63,106.77,105.47,1.3,66.01,66.01,30.86,37.57,34.29,31.86,-3.43,5.71,0.43,,,3.43,4.71,10.29,5.57,11.89,14.58,,,106.77,105.47,1.3,47.84,16.63,66.01,22452179870
401820645,103,2026-01-03T19:10Z,70.75,69.25,1.5,1.5,47.8,52.66,44.99,41.06,40.56,31.78,70.47,30.31,69.69,16.51,106.26,103.7,2.56,66.53,66.53,30.75,38.12,33.62,32.25,-2.88,5.88,0.5,,,4.0,4.88,11.0,5.16,11.4,13.96,,,,,,,,,22452179870
401820651,103,2026-01-07T02:00Z,68.78,68.78,0.0,0.0,45.86,50.74,44.87,39.87,39.09,29.78,69.87,31.52,68.48,16.24,102.78,102.38,0.4,67.0,67.0,30.0,37.11,32.89,32.89,-2.89,4.22,0.44,,,4.11,4.78,10.44,7.57,12.23,14.58,,,106.26,103.7,2.56,47.8,16.51,66.53,22452179870
401820659,103,2026-01-10T17:00Z,69.0,69.8,-0.8,-0.8,47.38,52.16,44.38,40.77,40.29,31.8,70.15,31.4,68.6,17.26,104.2,105.16,-0.96,66.37,66.37,30.2,37.3,33.6,33.5,-3.4,3.8,0.4,,,3.9,4.6,10.5,8.61,13.18,14.41,,,,,,,,,22452179870
401820667,103,2026-01-14T00:00Z,70.3,71.4,-1.1,-1.1,47.57,52.15,44.53,40.45,40.06,33.58,68.82,30.33,69.67,15.68,104.61,105.7,-1.09,67.55,67.55,30.5,38.3,33.3,35.4,-2.8,2.9,0.4,,,4.2,4.4,10.9,8.5,11.67,14.58,,,,,,,,,22452179870
401820674,103,2026-01-17T19:00Z,66.3,69.5,-3.2,-2.3,47.44,51.18,43.43,37.51,40.19,33.21,64.89,29.36,70.64,17.29,100.66,105.01,-4.35,66.34,66.34,29.2,36.3,33.1,34.7,-3.9,1.6,0.4,,,4.6,4.8,10.7,8.48,11.61,18.41,,,107.46,106.64,0.81,49.28,17.61,65.88,22452179870
401820684,103,2026-01-22T00:00Z,67.1,70.8,-3.7,-2.8,46.78,50.77,41.52,40.42,39.91,33.21,63.13,29.93,70.07,17.27,100.13,105.45,-5.32,67.38,67.38,28.2,36.4,33.4,34.8,-5.2,1.6,0.4,,,5.5,4.7,10.6,8.14,11.61,17.17,,,107.69,105.88,1.81,49.11,16.93,66.67,22452179870
401820692,103,2026-01-24T23:00Z,66.7,69.2,-2.5,-1.6,47.52,51.28,41.65,39.39,40.75,32.64,62.61,28.85,71.15,16.79,101.04,104.67,-3.63,66.33,66.33,28.4,36.6,31.9,36.4,-3.5,0.2,0.5,,,5.6,4.6,10.9,8.24,11.52,17.25,,,80.27,104.33,-24.07,40.63,17.23,68.5,22452179870
401820705,103,2026-01-31T18:30Z,66.4,69.7,-3.3,-2.4,47.05,50.51,41.96,37.01,40.55,31.45,61.65,28.47,71.53,15.8,100.38,105.3,-4.92,66.44,66.44,29.6,35.1,31.0,37.8,-1.4,-2.7,0.4,,,5.5,4.5,11.7,8.08,11.29,16.89,,,109.32,105.29,4.03,50.11,15.89,67.32,22452179870
401820715,103,2026-02-04T00:00Z,65.6,69.4,-3.8,-2.9,48.0,50.76,40.54,36.08,41.47,32.46,59.71,27.0,73.0,16.03,99.8,105.52,-5.72,66.04,66.04,29.5,34.4,30.2,38.3,-0.7,-3.9,0.4,,,5.1,4.2,11.7,7.78,9.81,16.97,,,85.52,105.18,-19.65,42.32,16.47,67.18,22452179870
401820721,103,2026-02-07T19:00Z,63.3,70.0,-6.7,-5.5,47.06,49.69,38.94,33.26,40.96,31.63,58.55,25.93,74.07,16.81,95.64,106.17,-10.53,66.24,66.24,29.7,31.9,31.1,38.0,-1.4,-6.1,0.3,,,5.1,3.9,11.5,7.72,10.07,16.11,,,108.0,104.67,3.33,50.19,16.16,65.98,22452179870
401820732,103,2026-02-12T02:00Z,62.9,71.0,-8.1,-6.9,47.0,49.46,39.42,30.97,40.96,30.93,59.03,25.51,74.49,16.25,95.17,107.7,-12.53,66.17,66.17,30.0,31.2,31.6,38.5,-1.6,-7.3,0.2,,,5.0,3.6,11.0,7.71,9.74,14.21,,,106.29,105.87,0.42,49.46,16.07,66.58,22452179870
401820739,103,2026-02-14T17:00Z,64.0,71.5,-7.5,-6.3,48.89,51.04,37.74,29.3,42.81,32.05,60.03,23.27,76.73,16.59,97.02,108.74,-11.72,65.94,65.94,31.0,31.3,32.3,38.3,-1.3,-7.0,0.2,,,4.9,3.6,11.1,5.01,8.04,14.17,,,106.34,105.58,0.76,49.94,15.93,66.01,22452179870
401820748,103,2026-02-17T23:00Z,64.4,72.2,-7.8,-6.6,48.28,50.14,37.41,27.08,42.53,30.69,58.38,24.53,75.47,15.82,97.03,109.15,-12.12,66.27,66.27,30.6,32.1,32.6,38.7,-2.0,-6.6,0.2,,,4.9,3.4,11.3,3.5,5.38,14.27,,,84.5,106.12,-21.62,42.52,17.12,65.94,22452179870
401820758,103,2026-02-21T21:00Z,65.4,72.7,-7.3,-6.1,49.39,50.95,36.78,26.6,43.48,32.06,56.31,24.94,75.06,15.98,98.68,110.1,-11.42,66.14,66.14,31.4,32.3,32.8,39.0,-1.4,-6.7,0.2,,,4.7,3.9,11.7,3.65,7.21,14.08,,,88.13,108.12,-19.98,44.57,15.98,66.23,22452179870
401820764,103,2026-02-25T23:00Z,67.4,74.7,-7.3,-6.1,48.73,50.71,38.66,26.73,42.55,31.87,58.96,28.47,71.53,14.46,101.71,113.13,-11.42,66.15,66.15,32.3,33.4,33.1,40.7,-0.8,-7.3,0.2,,,4.4,3.5,12.3,4.45,7.2,14.08,,,107.26,108.87,-1.61,50.23,15.39,66.2,22452179870
401823396,103524,2025-11-28T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401812605,104,2025-11-22T18:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401824359,104,2025-11-26T00:00Z,75.0,74.0,1.0,1.0,74.0,72.8,43.8,16.7,62.5,52.4,50.0,13.6,86.4,23.6,118.1,116.5,1.6,63.5,63.5,32.0,43.0,35.0,39.0,-3.0,4.0,1.0,,,9.0,1.0,20.0,,,,,,,,,,,,22452179870
401823388,104,2025-11-29T18:00Z,81.0,85.0,-4.0,-4.0,73.1,72.8,53.4,20.4,59.95,49.75,59.6,18.35,81.65,18.95,128.4,134.8,-6.4,63.1,63.1,33.5,47.5,43.0,42.0,-9.5,5.5,0.5,,,5.5,3.5,20.0,,,,,,,,,,,,22452179870
401824360,104,2025-12-03T23:00Z,75.67,81.33,-5.67,-5.67,69.47,70.47,46.17,29.03,58.67,46.0,64.3,20.57,79.43,21.63,122.1,131.43,-9.33,61.87,61.87,32.0,43.67,36.67,44.67,-4.67,-1.0,0.33,,,5.0,3.67,17.33,6.36,7.01,9.48,,,,,,,,,22452179870
401824361,104,2025-12-07T00:00Z,82.75,75.25,7.5,-0.5,71.28,71.75,47.55,30.1,59.82,47.4,63.22,20.83,79.18,20.05,127.78,118.42,9.35,64.35,64.35,39.0,43.75,34.25,41.0,4.75,2.75,0.5,,,5.5,3.5,17.5,6.33,6.38,38.16,,,,,,,,,22452179870
401820630,104,2025-12-11T00:00Z,82.6,77.8,4.8,-1.6,67.82,68.5,46.74,32.78,56.56,47.54,61.7,22.06,77.94,19.42,123.56,117.64,5.92,66.86,66.86,38.8,42.2,34.0,41.0,4.8,1.2,0.4,,,5.2,3.6,16.4,9.47,5.53,33.93,,,,,,,,,22452179870
401824362,104,2025-12-13T19:00Z,78.67,76.33,2.33,-3.0,63.82,64.88,49.37,32.08,53.08,43.9,61.83,26.72,73.28,20.22,118.82,116.57,2.25,66.05,66.05,36.33,41.0,33.83,40.17,2.5,0.83,0.33,,,5.5,3.5,15.5,12.96,10.2,31.65,,,118.3,130.77,-12.47,62.8,19.4,66.33,22452179870
401824363,104,2025-12-21T17:00Z,76.57,76.43,0.14,-4.43,60.91,62.2,49.23,31.41,50.8,41.44,61.4,28.54,71.46,20.09,115.39,116.21,-0.83,66.26,66.26,35.71,39.71,35.14,39.29,0.57,0.43,0.29,,,5.57,3.57,15.0,14.1,11.35,30.02,,,119.33,102.37,16.97,64.83,21.03,65.77,22452179870
401820160,104,2025-12-31T18:00Z,78.0,76.38,1.62,-2.38,62.55,63.78,47.32,32.49,52.7,42.15,62.48,27.98,72.03,19.73,118.2,116.58,1.63,65.95,65.95,37.12,39.88,35.5,39.12,1.62,0.75,0.38,,,5.62,3.38,14.75,13.85,10.7,28.64,,,112.42,126.6,-14.18,57.98,19.38,66.62,22452179870
401824364,104,2026-01-03T18:00Z,77.89,77.0,0.89,-2.67,61.91,63.34,46.59,31.13,52.31,41.63,64.79,26.46,73.54,18.83,117.6,116.97,0.63,66.21,66.21,36.33,40.67,35.44,40.0,0.89,0.67,0.33,,,5.33,3.22,14.44,13.1,10.13,26.96,,,123.98,106.55,17.42,67.12,20.08,65.28,22452179870
401824365,104,2026-01-08T00:00Z,76.3,75.7,0.6,-2.6,60.44,62.14,47.21,31.23,50.85,41.04,65.37,26.75,73.25,18.32,116.44,116.21,0.23,65.44,65.44,35.9,39.6,35.7,38.6,0.2,1.0,0.3,,,5.3,3.3,13.8,13.2,9.73,25.45,,,112.5,125.3,-12.8,57.74,17.84,66.96,22452179870
401824366,104,2026-01-10T18:00Z,77.1,75.0,2.1,-1.2,59.25,61.28,46.11,32.15,49.94,41.06,67.7,27.53,72.47,17.35,117.48,114.93,2.55,65.55,65.55,36.9,39.4,35.3,38.3,1.6,1.1,0.3,,,4.5,3.4,13.9,12.35,9.76,26.62,,,120.38,107.12,13.26,63.14,18.8,63.92,22452179870
401824367,104,2026-01-14T23:00Z,78.4,74.5,3.9,0.6,60.17,62.3,44.32,33.86,50.87,42.87,68.88,26.6,73.4,17.56,118.48,113.15,5.33,66.0,66.0,38.5,39.1,34.1,39.0,4.4,0.1,0.4,,,4.7,3.1,14.1,13.69,12.34,26.1,,,125.1,111.82,13.28,66.18,18.4,64.47,22452179870
401820198,104,2026-01-17T18:00Z,81.0,76.4,4.6,1.3,59.78,62.09,43.82,33.56,50.59,42.77,69.59,25.72,74.28,16.3,119.43,112.85,6.58,67.7,67.7,38.6,39.9,35.9,37.2,2.7,2.7,0.4,,,4.4,3.2,14.7,13.68,12.38,25.29,,,115.17,121.7,-6.53,58.47,17.18,66.57,22452179870
401824368,104,2026-01-21T23:00Z,76.3,78.1,-1.8,-1.7,55.93,59.09,43.92,33.32,47.53,39.68,72.41,25.91,74.09,17.04,113.04,115.41,-2.37,67.57,67.57,36.2,37.6,36.6,38.2,-0.4,-0.6,0.3,,,4.2,3.2,13.9,13.81,13.72,16.46,,,124.23,113.23,11.0,65.06,17.83,66.17,22452179870
401824369,104,2026-01-24T19:00Z,75.8,76.6,-0.8,-0.7,56.41,59.55,43.96,31.78,48.27,38.47,73.1,24.83,75.17,17.29,113.06,114.09,-1.03,67.08,67.08,35.4,37.4,37.2,36.6,-1.8,0.8,0.4,,,4.1,3.5,14.3,13.82,13.42,16.51,,,110.27,119.31,-9.04,55.57,17.97,67.13,22452179870
401820168,104,2026-01-29T00:00Z,77.8,77.7,0.1,0.2,57.6,60.96,41.48,34.01,49.79,38.4,74.26,21.75,78.25,16.65,114.39,113.95,0.44,68.17,68.17,36.0,37.5,36.6,36.9,-0.6,0.6,0.4,,,4.3,3.4,14.4,13.1,13.5,15.65,,,122.06,111.74,10.32,64.28,18.02,66.9,22452179870
401824370,104,2026-01-31T19:00Z,76.4,75.8,0.6,0.7,57.65,60.98,40.84,33.07,49.88,38.59,75.05,21.67,78.33,17.22,113.84,112.9,0.94,67.02,67.02,35.5,36.6,34.4,37.2,1.1,-0.6,0.4,,,4.4,3.5,14.1,13.04,13.33,15.02,,,110.04,118.12,-8.09,55.59,17.95,67.85,22452179870
401824371,104,2026-02-03T00:00Z,77.3,78.5,-1.2,-1.1,55.62,59.51,42.0,33.33,47.84,37.43,76.33,22.7,77.3,16.42,112.85,114.59,-1.74,68.22,68.22,33.6,36.4,33.8,36.9,-0.2,-0.5,0.3,,,4.4,3.7,14.5,11.73,13.01,13.82,,,112.03,120.11,-8.08,55.38,16.98,68.73,22452179870
401820203,104,2026-02-07T18:00Z,76.8,76.7,0.1,0.2,56.46,59.99,41.84,36.08,48.35,39.24,73.45,22.83,77.17,16.46,114.05,113.68,0.37,67.16,67.16,33.8,35.7,33.2,35.7,0.6,0.0,0.4,,,4.1,3.9,14.5,12.12,14.22,14.47,,,118.42,110.83,7.59,62.02,18.8,65.69,22452179870
401824372,104,2026-02-11T23:00Z,78.4,77.2,1.2,1.3,57.78,61.26,42.22,36.27,49.49,39.67,74.17,22.57,77.43,17.74,114.93,112.9,2.03,68.1,68.1,34.3,36.8,32.7,36.7,1.6,0.1,0.5,,,4.0,3.6,15.4,11.71,14.17,14.94,,,113.31,119.2,-5.89,56.36,16.49,67.63,22452179870
401824373,104,2026-02-14T18:00Z,78.6,77.3,1.3,1.3,59.07,62.51,42.8,39.59,50.74,39.12,74.15,21.43,78.57,17.81,115.91,113.6,2.31,67.78,67.78,34.1,37.2,32.5,37.0,1.6,0.2,0.5,,,4.5,3.5,15.1,12.89,13.71,15.43,,,118.06,109.91,8.15,61.86,19.57,65.91,22452179870
401824374,104,2026-02-16T23:00Z,76.8,75.1,1.7,1.7,56.28,60.32,43.38,39.51,48.28,37.08,75.18,23.69,76.31,18.2,113.83,110.83,3.0,67.47,67.47,33.2,36.3,31.3,36.0,1.9,0.3,0.5,,,4.6,3.5,14.5,10.27,10.55,16.12,,,119.04,109.02,10.02,59.81,19.24,65.97,22452179870
401824375,104,2026-02-22T17:00Z,76.2,71.6,4.6,3.4,57.35,60.86,45.88,36.56,48.29,39.33,73.35,24.96,75.04,17.98,116.71,108.74,7.97,65.58,65.58,33.8,36.8,29.4,36.3,4.4,0.5,0.6,,,4.8,3.5,14.9,11.04,12.81,21.07,,,113.27,114.96,-1.69,56.64,16.52,67.5,22452179870
401824376,104,2026-02-26T00:00Z,77.2,71.2,6.0,4.6,59.15,62.06,44.36,34.36,50.02,40.59,72.53,25.41,74.59,17.06,119.94,110.06,9.88,64.45,64.45,33.0,38.6,28.9,36.4,4.1,2.2,0.6,,,5.0,3.2,15.0,8.81,11.3,18.55,,,119.34,111.16,8.18,59.04,18.93,64.54,22452179870
401812664,107,2025-11-22T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401812665,107,2025-11-24T23:00Z,66.0,79.0,-13.0,-13.0,53.9,57.3,51.0,29.4,45.1,34.6,73.3,23.5,76.5,24.4,100.6,120.4,-19.8,65.6,65.6,32.0,34.0,43.0,36.0,-11.0,-2.0,0.0,,,4.0,0.0,12.0,,,,,,,,,,,,22452179870
401812666,107,2025-11-26T19:00Z,67.5,76.0,-8.5,-8.5,56.75,59.25,43.75,24.3,49.45,33.1,71.65,18.0,82.0,21.35,103.05,116.0,-12.95,65.5,65.5,35.5,32.0,41.0,35.0,-5.5,-3.0,0.0,,,4.5,1.0,12.5,,,,,,,,,,,,22452179870
401812667,107,2025-12-03T23:00Z,70.67,68.33,2.33,-0.67,54.77,56.97,43.13,30.17,46.93,36.17,65.7,21.93,78.07,20.6,103.63,101.4,2.23,68.13,68.13,33.0,37.67,34.0,34.33,-1.0,3.33,0.33,,,7.33,1.33,13.33,4.46,5.52,27.18,,,,,,,,,22452179870
401812668,107,2025-12-06T19:00Z,72.0,66.0,6.0,3.25,55.58,58.12,39.5,28.42,48.6,34.92,70.42,20.62,79.38,19.25,106.62,98.5,8.12,67.53,67.53,35.25,36.75,31.75,34.25,3.5,2.5,0.5,,,7.75,2.25,13.25,3.99,5.15,25.12,,,,,,,,,22452179870
401812669,107,2025-12-09T23:00Z,71.6,66.6,5.0,2.8,55.06,58.06,42.4,32.34,47.28,36.08,70.5,21.84,78.16,19.12,106.98,100.18,6.8,66.94,66.94,33.8,37.8,32.8,33.8,1.0,4.0,0.6,,,7.6,1.8,13.4,3.64,5.15,21.96,,,108.63,91.2,17.43,56.13,17.53,68.17,22452179870
401812670,107,2025-12-16T23:00Z,71.17,63.33,7.83,4.83,53.07,56.13,41.48,32.33,46.32,31.45,69.07,25.12,74.88,18.2,106.52,95.32,11.2,66.82,66.82,32.5,38.67,29.83,33.5,2.67,5.17,0.67,,,7.5,2.17,13.0,5.87,12.24,22.4,,,107.52,86.15,21.38,52.88,16.55,67.68,22452179870
401812610,107,2025-12-20T19:00Z,70.14,67.0,3.14,2.0,51.59,55.23,40.76,33.17,44.9,31.96,70.77,25.37,74.63,17.36,105.31,101.19,4.13,66.59,66.59,31.57,38.57,30.57,36.43,1.0,2.14,0.57,,,6.86,2.14,12.29,6.64,11.25,27.72,,,,,,,,,22452179870
401824384,107,2025-12-31T19:00Z,68.0,68.75,-0.75,-0.12,49.92,53.5,41.91,30.9,43.45,30.46,71.65,27.7,72.3,16.65,103.2,105.42,-2.22,65.76,65.76,30.62,37.38,31.88,36.88,-1.25,0.5,0.5,,,6.75,2.0,11.88,7.73,11.24,31.33,,,105.64,96.2,9.44,50.84,15.7,67.18,22452179870
401820161,107,2026-01-03T19:00Z,67.67,67.56,0.11,0.67,49.81,53.84,39.43,33.74,43.93,28.31,72.23,27.23,72.77,16.82,103.68,104.38,-0.7,65.17,65.17,31.33,36.33,31.33,36.22,0.0,0.11,0.56,,,6.44,1.89,12.0,7.24,12.34,29.66,,,105.95,96.17,9.78,50.52,16.12,66.05,22452179870
401824385,107,2026-01-07T23:00Z,66.7,67.3,-0.6,-0.1,49.1,53.2,39.85,32.92,43.18,28.4,72.87,28.26,71.74,17.1,102.79,104.57,-1.78,64.77,64.77,30.3,36.4,31.0,36.3,-0.7,0.1,0.5,,,6.3,1.8,12.3,7.19,11.64,28.17,,,99.13,120.8,-21.67,48.4,18.23,63.4,22452179870
401824386,107,2026-01-10T21:00Z,65.9,66.0,-0.1,0.4,48.35,52.35,37.11,31.8,43.03,27.25,72.54,27.76,72.24,16.08,101.88,102.94,-1.06,64.55,64.55,30.1,35.8,30.0,36.0,0.1,-0.2,0.5,,,6.7,1.9,11.9,7.02,11.53,27.75,,,97.22,116.62,-19.4,47.9,17.23,63.4,22452179870
401824387,107,2026-01-14T23:00Z,67.4,66.0,1.4,1.9,48.27,52.64,36.6,36.35,43.14,26.59,72.81,28.12,71.88,15.67,103.24,102.13,1.11,65.06,65.06,30.0,37.4,29.8,36.2,0.2,1.2,0.6,,,6.8,1.9,11.3,6.88,11.44,28.16,,,104.36,97.61,6.74,49.4,16.61,65.36,22452179870
401824388,107,2026-01-17T18:00Z,67.9,68.2,-0.3,1.1,49.17,53.86,36.34,35.2,43.77,28.27,76.25,26.47,73.53,14.95,104.91,106.02,-1.11,64.47,64.47,32.4,35.5,31.7,36.5,0.7,-1.0,0.6,,,6.1,1.8,11.1,7.78,14.75,26.21,,,101.6,114.0,-12.4,50.08,16.62,64.82,22452179870
401820166,107,2026-01-22T00:00Z,65.8,69.7,-3.9,-1.9,47.39,52.3,37.4,36.8,41.94,27.65,74.79,26.74,73.26,15.13,101.84,108.46,-6.62,64.38,64.38,30.9,34.9,32.9,36.8,-2.0,-1.9,0.5,,,5.6,1.5,10.5,7.57,14.75,25.71,,,98.82,114.03,-15.22,48.43,16.68,64.82,22452179870
401824389,107,2026-01-24T17:00Z,65.6,71.3,-5.7,-3.5,47.46,52.26,35.52,34.22,42.55,26.74,76.04,26.93,73.07,15.29,101.58,110.99,-9.41,64.35,64.35,31.5,34.1,33.4,37.9,-1.9,-3.8,0.4,,,5.2,1.6,9.9,7.63,14.12,26.24,,,106.5,99.3,7.2,50.7,16.03,65.62,22452179870
401824390,107,2026-01-29T00:00Z,65.4,74.2,-8.8,-5.9,48.44,53.37,35.68,33.68,42.82,30.41,78.42,25.11,74.89,16.08,101.44,115.55,-14.11,64.25,64.25,31.6,33.8,36.0,38.2,-4.4,-4.4,0.3,,,4.9,1.5,9.8,7.64,13.55,21.54,,,99.81,116.63,-16.81,49.19,17.19,64.74,22452179870
401824391,107,2026-01-31T18:00Z,66.4,73.2,-6.8,-4.9,50.22,54.42,35.72,31.61,44.62,30.24,75.32,23.13,76.87,15.9,102.77,113.81,-11.04,64.37,64.37,32.3,34.1,36.0,37.2,-3.7,-3.1,0.3,,,5.0,1.5,9.9,8.2,13.5,19.83,,,101.26,116.92,-15.66,50.6,16.35,64.95,22452179870
401824371,107,2026-02-03T00:00Z,67.9,72.0,-4.1,-3.5,50.72,55.25,33.72,33.28,44.96,32.68,75.96,21.51,78.49,16.07,104.03,110.54,-6.51,65.11,65.11,33.2,34.7,35.2,36.8,-2.0,-2.1,0.3,,,5.3,1.8,9.9,7.52,13.65,15.48,,,106.09,101.22,4.87,50.94,16.63,65.58,22452179870
401824392,107,2026-02-07T19:00Z,67.8,73.4,-5.6,-5.0,50.66,54.63,35.26,28.96,44.35,35.38,75.77,21.97,78.03,14.77,104.41,113.46,-9.05,64.82,64.82,32.4,35.4,35.7,37.7,-3.3,-2.3,0.2,,,5.4,1.9,9.5,7.54,11.39,14.23,,,106.61,103.62,2.99,50.68,15.49,64.77,22452179870
401824393,107,2026-02-11T23:00Z,69.6,73.6,-4.0,-3.4,51.67,55.82,33.12,30.67,45.52,36.63,76.17,19.93,80.07,13.6,106.97,113.44,-6.47,65.01,65.01,33.2,36.4,35.9,37.7,-2.7,-1.3,0.3,,,5.5,2.0,9.2,7.01,11.32,15.97,,,108.1,103.07,5.03,50.0,14.45,64.54,22452179870
401820205,107,2026-02-15T18:00Z,70.8,74.4,-3.6,-3.0,51.01,55.88,34.83,33.43,44.72,36.4,77.69,21.74,78.26,13.95,108.13,113.93,-5.8,65.46,65.46,32.5,38.3,35.9,38.5,-3.4,-0.2,0.3,,,5.2,2.0,9.4,7.83,11.64,15.82,,,101.23,115.31,-14.08,49.79,16.02,65.22,22452179870
401824394,107,2026-02-18T23:00Z,69.7,75.4,-5.7,-5.1,50.21,54.96,35.25,29.84,43.81,36.76,78.07,22.07,77.93,13.29,107.37,116.26,-8.89,64.96,64.96,31.4,38.3,35.2,40.2,-3.8,-1.9,0.2,,,5.0,2.1,9.6,7.34,11.3,14.1,,,107.93,106.75,1.18,48.9,14.31,63.99,22452179870
401824435,107,2026-02-22T17:00Z,69.8,76.5,-6.7,-6.1,50.46,55.12,34.15,30.95,44.65,34.85,76.98,22.04,77.96,13.54,107.13,117.49,-10.36,65.18,65.18,31.1,38.7,34.6,41.9,-3.5,-3.2,0.1,,,4.9,2.2,9.7,7.73,8.33,12.55,,,102.26,116.46,-14.2,49.89,15.18,65.25,22452179870
401824376,107,2026-02-26T00:00Z,71.5,75.4,-3.9,-3.7,52.03,56.63,33.96,30.56,45.83,37.09,78.31,21.82,78.18,13.53,109.73,115.77,-6.04,65.19,65.19,31.5,40.0,33.9,41.5,-2.4,-1.5,0.2,,,5.1,2.2,10.2,6.97,8.4,12.74,,,103.29,114.12,-10.83,50.09,14.43,65.18,22452179870
401812604,108,2025-11-19T23:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22452179870
401812605,108,2025-11-22T18:30Z,80.0,84.0,-4.0,-4.0,63.2,66.1,47.4,14.0,52.6,44.4,100.0,36.0,64.0,20.1,124.0,130.2,-6.2,64.5,64.5,38.0,42.0,35.0,49.0,3.0,-7.0,0.0,,,4.0,3.0,21.0,,,,,,,,,,,,22452179870
401812606,108,2025-11-26T21:00Z,77.0,79.5,-2.5,-2.5,63.2,65.55,45.4,15.5,53.65,41.75,88.9,29.1,70.9,18.65,119.85,123.75,-3.9,64.25,64.25,36.5,40.5,33.5,46.0,3.0,-5.5,0.0,,,6.5,2.0,21.0,,,,,,,,,,,,22452179870
401812607,108,2025-11-29T19:00Z,71.33,77.33,-6.0,-6.0,57.4,59.67,40.83,13.67,49.67,36.6,87.03,26.47,73.53,17.5,110.37,119.57,-9.2,64.7,64.7,34.33,37.0,35.0,42.33,-0.67,-5.33,0.0,,,6.0,1.67,17.67,10.05,9.31,9.46,,,,,,,,,22452179870
