game_date,game_id,away_team,away_abbr,home_team,home_abbr,tip_time_et,consensus_spread,consensus_total,consensus_ml_away,consensus_ml_home,open_spread,open_total,dk_spread,dk_total,fd_spread,fd_total,caesars_spread,betmgm_spread,away_score,home_score,game_status,scraped_at_utc
2025-11-03,773,Murray State,MURR,Nebraska Omaha,NEOM,18:30,5.0,154.0,-111.0,,3.5,147.5,5.5,154.5,4.5,153.5,5.5,4.5,85.0,77.0,Final,2026-03-12T06:16:19Z
2025-11-03,775,Northern Arizona,NAU,Drake,DRKE,21:15,-8.0,145.0,,-110.0,-8.0,147.0,-8.5,144.5,-8.5,144.5,-8.5,-8.5,71.0,77.0,Final,2026-03-12T06:16:19Z
2025-11-03,777,Southern Miss,USM,Buffalo,BUFF,23:30,-3.5,153.5,,-103.0,1.5,153.5,-3.5,153.5,-3.5,153.5,-3.5,-3.5,79.0,85.0,Final,2026-03-12T06:16:19Z
2025-11-03,779,Georgia State,GSU,Eastern Michigan,EMU,23:30,-3.0,150.0,-113.0,-114.0,-3.0,153.0,-2.5,149.5,-2.5,149.5,-3.0,-3.5,49.0,71.0,Final,2026-03-12T06:16:19Z
2025-11-03,781,Quinnipiac,QUIN,St. John's,SJU,23:30,-26.5,156.5,,-103.0,-24.0,158.5,-25.5,156.5,-26.5,156.5,-26.0,-26.5,74.0,108.0,Final,2026-03-12T06:16:19Z
2025-11-03,783,South Alabama,USA,Toledo,TOL,00:00,-2.5,151.0,-111.0,-112.0,-4.0,151.5,-1.5,150.5,-2.5,151.5,-2.5,-2.5,76.0,74.0,Final,2026-03-12T06:16:19Z
2025-11-03,785,IU Indianapolis,,Ohio State,OSU,23:30,-34.0,172.0,-112.0,-113.0,-29.5,160.0,-33.5,172.5,-34.5,172.5,-33.5,-34.5,102.0,118.0,Final,2026-03-12T06:16:19Z
2025-11-03,787,Canisius,CAN,Dayton,DAY,00:00,-25.5,142.0,,-114.0,-22.0,143.0,-25.5,142.5,-25.5,142.5,-25.5,-25.5,48.0,88.0,Final,2026-03-12T06:16:19Z
2025-11-03,789,Texas State,TXST,Bowling Green,BGSU,00:00,-5.0,146.0,-118.0,-110.0,-3.0,142.5,-5.5,146.5,-4.5,146.5,-5.0,-5.5,48.0,83.0,Final,2026-03-12T06:16:19Z
2025-11-03,791,Mercer,MER,Tennessee,TENN,00:00,-28.0,143.5,-111.0,-112.0,-25.0,142.0,-27.5,143.5,-27.5,144.5,-28.0,-28.5,61.0,76.0,Final,2026-03-12T06:16:19Z
2025-11-03,793,Niagara,NIAG,Duquesne,DUQ,00:00,-17.0,139.0,-118.0,-110.0,-14.0,139.0,-17.5,139.5,-18.5,141.5,-17.0,-16.5,63.0,83.0,Final,2026-03-12T06:16:19Z
2025-11-03,795,Marshall,MRSH,Massachusetts,MASS,00:00,-4.5,152.0,,-112.0,-4.5,149.0,-4.5,152.5,-4.5,152.5,-4.5,-4.5,78.0,72.0,Final,2026-03-12T06:16:19Z
2025-11-03,797,UL Lafayette,ULL,Ball State,BALL,00:00,-3.5,141.5,,-116.0,-1.0,146.5,-3.5,141.5,-3.5,142.5,-3.5,-4.5,64.0,75.0,Final,2026-03-12T06:16:19Z
2025-11-03,799,Troy,TROY,Kent State,KENT,00:00,-3.5,142.5,,-114.0,-3.5,143.0,-4.5,142.5,-3.5,142.5,-3.5,-4.5,103.0,97.0,Final,2026-03-12T06:16:19Z
2025-11-03,801,Arkansas State,ARST,Ohio,OHIO,00:00,-3.5,159.0,-116.0,-110.0,-4.0,156.0,-4.5,158.5,-3.5,159.5,-3.5,-3.5,89.0,85.0,Final,2026-03-12T06:16:19Z
2025-11-03,805,Rider,RID,Virginia,UVA,00:00,-26.5,148.0,-116.0,-112.0,-23.5,143.5,-26.5,148.5,-26.5,147.5,-26.5,-26.5,53.0,87.0,Final,2026-03-12T06:16:19Z
2025-11-03,807,James Madison,JMU,Akron,AKR,00:00,-8.5,153.5,-116.0,-110.0,-6.0,155.5,-8.5,153.5,-7.5,153.5,-8.5,-8.5,71.0,85.0,Final,2026-03-12T06:16:19Z
2025-11-03,809,Old Dominion,ODU,Miami Ohio,M-OH,00:00,-7.5,150.5,-113.0,-112.0,-5.5,147.0,-7.5,151.5,-7.5,,-7.5,-7.5,72.0,87.0,Final,2026-03-12T06:16:19Z
2025-11-03,811,Fairfield,FAIR,Penn State,PSU,00:00,-15.5,150.5,-111.0,-113.0,-14.5,148.5,-15.5,151.5,-16.5,151.5,-15.5,-15.5,68.0,76.0,Final,2026-03-12T06:16:19Z
2025-11-03,813,Boston College,BC,Florida Atlantic,FAU,00:00,-2.0,149.0,,-108.0,1.5,149.5,-2.5,148.5,-1.5,148.5,-2.5,-2.5,78.0,83.0,Final,2026-03-12T06:16:19Z
2025-11-03,815,Coastal Carolina,CC,Western Michigan,WMU,00:00,-2.0,146.0,-112.0,-114.0,0.0,147.0,-2.5,146.5,-2.5,146.5,-2.0,-2.5,71.0,76.0,Final,2026-03-12T06:16:19Z
2025-11-03,817,Youngstown State,YSU,Pittsburgh,PITT,00:00,-14.0,145.5,,-111.0,-13.5,148.5,-15.5,145.5,-12.5,144.5,-14.0,-14.5,59.0,74.0,Final,2026-03-12T06:16:19Z
2025-11-03,819,Appalachian State,APP,Central Michigan,CMU,00:00,-1.0,142.0,,-108.0,2.5,140.5,-1.5,142.5,,142.5,-1.0,-1.5,66.0,82.0,Final,2026-03-12T06:16:19Z
2025-11-03,821,Western Carolina,WCU,Cincinnati,CIN,00:00,-22.0,144.0,,-112.0,-19.0,142.0,-23.5,144.5,-23.5,146.5,-23.0,-23.5,63.0,94.0,Final,2026-03-12T06:16:19Z
2025-11-03,823,Wofford,WOF,George Mason,GMU,00:00,-14.5,139.5,-112.0,-113.0,-13.0,141.0,-14.5,139.5,-14.5,139.5,-14.5,-14.5,46.0,70.0,Final,2026-03-12T06:16:19Z
2025-11-03,827,Air Force,AFA,Belmont,BEL,00:30,-16.0,144.0,-114.0,-110.0,-14.5,144.0,-16.5,144.5,-16.5,145.5,-14.5,-16.5,63.0,79.0,Final,2026-03-12T06:16:19Z
2025-11-03,829,Saint Peter's,SPC,Seton Hall,HALL,00:30,-13.5,129.0,,-110.0,-15.0,129.0,-13.5,128.5,-13.5,129.5,-13.5,-13.5,50.0,77.0,Final,2026-03-12T06:16:19Z
2025-11-03,831,Tennessee Tech,TNTC,Western Kentucky,WKU,00:30,-14.0,153.5,,-114.0,-13.0,154.0,-14.5,152.5,-14.5,153.5,-14.5,-14.5,70.0,82.0,Final,2026-03-12T06:16:19Z
2025-11-03,833,Tarleton State,TARST,SMU,SMU,01:00,-21.5,145.0,,-108.0,-20.5,141.0,-21.5,144.5,-21.5,144.5,-21.0,-12.5,76.0,96.0,Final,2026-03-12T06:16:19Z
2025-11-03,835,Cleveland State,CLEVST,Loyola Chicago,LCI,01:00,-17.5,150.5,,-117.0,-15.0,146.0,-18.5,150.5,-18.5,152.5,-18.0,-18.5,88.0,91.0,Final,2026-03-12T06:16:19Z
2025-11-03,837,Hampton,HAMP,Milwaukee,MILP,01:00,-6.0,146.0,-112.0,-107.0,-5.5,144.0,-6.5,148.5,-6.5,148.5,-5.5,-5.5,86.0,90.0,Final,2026-03-12T06:16:19Z
2025-11-03,839,Indiana State,INST,Charlotte,CHAR,01:27,-4.5,152.5,-112.0,-110.0,-3.0,153.0,-3.5,152.5,-4.5,152.5,-4.5,-4.5,76.0,92.0,Final,2026-03-12T06:16:19Z
2025-11-03,841,Detroit Mercy,DETU,Illinois Chicago,UIC,01:00,-9.5,143.0,-115.0,-106.0,-9.5,144.0,-9.5,142.5,-9.5,143.5,-9.5,-9.5,71.0,91.0,Final,2026-03-12T06:16:19Z
2025-11-03,843,SE Missouri State,SEMO,Saint Louis,SLU,01:00,-19.0,152.5,,-109.0,-18.0,147.0,-17.5,152.5,-18.5,152.5,-19.0,-18.5,67.0,92.0,Final,2026-03-12T06:16:19Z
2025-11-03,845,UL Monroe,ULM,Northern Illinois,NIU,01:00,-7.0,147.5,,-110.0,-4.0,147.0,-7.5,147.5,-5.5,147.5,-7.5,-6.5,82.0,102.0,Final,2026-03-12T06:16:19Z
2025-11-03,847,Texas Rio Grande Valley,UTRGV,Baylor,BAY,01:00,-24.5,154.5,,-110.0,-26.0,152.5,-24.5,154.5,-24.5,154.5,-24.5,-24.5,81.0,96.0,Final,2026-03-12T06:16:19Z
2025-11-03,849,Hofstra,HOF,Central Florida,UCF,01:50,-9.5,140.5,,-108.0,-12.5,143.0,-9.5,140.5,-9.5,140.5,-9.5,-9.5,78.0,82.0,Final,2026-03-12T06:16:19Z
2025-11-03,851,Campbell,CAMP,Wisconsin,WIS,01:00,-21.0,150.5,-111.0,-109.0,-19.5,147.5,-20.5,151.5,-20.5,149.5,-21.0,-21.5,64.0,96.0,Final,2026-03-12T06:16:19Z
2025-11-03,853,North Dakota,UND,Alabama,ALA,01:00,-35.5,170.5,,-110.0,-29.5,167.0,-35.5,171.5,-36.5,170.5,-37.5,-24.5,62.0,91.0,Final,2026-03-12T06:16:19Z
2025-11-03,855,Green Bay,GB,Kansas,KU,01:00,-30.5,152.5,-115.0,-117.0,-27.5,150.5,-28.5,152.5,-30.5,152.5,-31.5,-30.5,51.0,94.0,Final,2026-03-12T06:16:19Z
2025-11-03,857,Utah Tech,UTT,South Dakota,SDAK,01:30,-2.0,164.5,,-109.0,-2.0,162.0,-1.5,164.5,-1.5,164.5,-1.5,-2.5,81.0,79.0,Final,2026-03-12T06:16:19Z
2025-11-03,859,Samford,SAM,Tulane,TULN,01:30,-7.5,154.5,,-109.0,-7.0,155.5,-4.5,154.5,-5.5,153.5,-5.5,-7.5,72.0,85.0,Final,2026-03-12T06:16:19Z
2025-11-03,861,Oakland,OAK,Michigan,MICH,01:40,-24.5,156.5,,-108.0,-22.5,149.5,-24.5,156.5,-24.5,156.5,-24.5,-24.5,78.0,121.0,Final,2026-03-12T06:16:19Z
2025-11-03,863,IPFW,PFW,Grand Canyon,GRC,02:00,-14.5,155.0,-113.0,-109.0,-14.5,154.5,-13.5,155.5,-14.5,155.5,-14.5,-14.5,71.0,90.0,Final,2026-03-12T06:16:19Z
2025-11-03,865,San Jose State,SJSU,Utah,UTAH,02:00,-12.0,146.5,-112.0,-115.0,-12.5,146.5,-13.5,145.5,-11.5,146.5,-12.5,-12.5,75.0,84.0,Final,2026-03-12T06:16:19Z
2025-11-03,867,Montana State,MTST,Colorado,COLO,02:00,-12.0,148.5,-113.0,-110.0,-13.0,143.5,-12.5,147.5,-11.5,148.5,-12.0,-12.5,78.0,84.0,Final,2026-03-12T06:16:19Z
2025-11-03,869,Idaho,IDHO,Washington State,WSU,02:30,-7.0,154.0,-115.0,-111.0,-7.0,156.5,-6.5,153.5,-7.5,153.5,-7.0,-7.5,83.0,81.0,Final,2026-03-12T06:16:19Z
2025-11-03,873,Cal Poly SLO,CP,USC,USC,02:30,-24.5,164.0,-115.0,-110.0,-23.5,161.5,-24.5,164.5,-24.5,163.5,-24.5,-24.5,64.0,94.0,Final,2026-03-12T06:16:19Z
2025-11-03,875,North Dakota State,NDSU,Oregon State,ORST,02:30,-9.0,144.5,-112.0,-117.0,-9.0,148.0,-9.5,143.5,-9.5,144.5,-8.5,-9.5,65.0,67.0,Final,2026-03-12T06:16:19Z
2025-11-03,877,St. Thomas (MN),STM,Saint Mary's CA,SMCA,03:00,-13.5,142.0,-115.0,-113.0,-13.0,139.0,-13.5,142.5,-13.5,143.5,-13.0,-13.5,58.0,84.0,Final,2026-03-12T06:16:19Z
2025-11-03,879,CS Bakersfield,CSB,California,CAL,03:00,-15.5,146.5,-112.0,-111.0,-13.5,145.5,-15.5,151.5,-17.5,150.5,-15.5,-16.5,60.0,87.0,Final,2026-03-12T06:16:19Z
2025-11-03,881,Denver,DEN,Seattle,SEA,03:00,-12.5,136.5,-111.0,-115.0,-12.5,139.5,-13.5,135.5,-13.5,136.5,-12.5,-12.5,73.0,84.0,Final,2026-03-12T06:16:19Z
2025-11-03,883,Eastern Washington,EWU,UCLA,UCLA,03:37,-30.0,149.5,,-115.0,-26.0,146.0,-29.5,149.5,-29.5,150.5,-30.0,-30.5,74.0,80.0,Final,2026-03-12T06:16:19Z
2025-11-03,885,Marist,MRST,Xavier,XAV,00:15,-12.5,139.0,-115.0,-114.0,-11.0,138.5,-13.5,139.5,-12.5,139.5,-13.0,-12.5,62.0,66.0,Final,2026-03-12T06:16:19Z
2025-11-03,306503,Binghamton,BING,Syracuse,SYR,00:00,-21.5,154.0,-115.0,-105.0,-21.0,150.5,-21.5,153.5,-21.5,155.5,-21.5,-21.5,47.0,85.0,Final,2026-03-12T06:16:19Z
2025-11-03,306507,Morgan State,MORG,Georgetown,GTWN,23:30,-28.0,154.5,-113.0,-112.0,-24.0,152.5,-26.5,154.5,-28.5,154.5,-28.0,-27.5,70.0,87.0,Final,2026-03-12T06:16:19Z
2025-11-03,306511,North Carolina Central,NCCU,NC State,NCST,00:00,-31.5,145.5,,-108.0,-29.5,147.0,-31.5,144.5,-32.5,145.5,-31.5,-31.5,66.0,114.0,Final,2026-03-12T06:16:19Z
2025-11-03,306513,Stetson,STET,Rhode Island,URI,00:00,-18.5,152.5,,-107.0,-17.0,152.5,-17.5,152.5,-18.5,152.5,-18.5,-18.5,62.0,93.0,Final,2026-03-12T06:16:19Z
2025-11-03,306515,Colgate,COLG,Michigan State,MSU,00:00,-22.0,144.5,-111.0,-110.0,-20.5,144.5,-22.5,144.5,-19.5,147.5,-22.0,-22.5,69.0,80.0,Final,2026-03-12T06:16:19Z
2025-11-03,306517,Missouri,MIZZ,Howard,HOW,00:00,20.5,158.0,-110.0,-111.0,20.0,159.0,20.5,158.5,20.5,158.5,20.5,19.5,88.0,67.0,Final,2026-03-12T06:16:19Z
2025-11-03,306519,Wagner,WAG,VCU,VCU,00:00,-26.0,133.0,-112.0,-109.0,-25.5,131.5,-26.5,133.5,-26.5,133.5,-26.0,-26.5,74.0,103.0,Final,2026-03-12T06:16:19Z
2025-11-03,306521,New Haven,NWH,Connecticut,CONN,00:00,-42.5,145.5,,-106.0,-40.0,144.0,-41.5,145.5,-42.5,145.5,-41.5,-42.5,55.0,79.0,Final,2026-03-12T06:16:19Z
2025-11-03,306523,Southern,SOUTH,Arkansas,ARK,00:00,-27.0,149.5,,-108.0,-24.0,148.0,-27.5,149.5,-26.5,149.5,-25.5,-27.5,77.0,109.0,Final,2026-03-12T06:16:19Z
2025-11-03,306525,Western Illinois,WIU,Radford,RAD,00:00,-16.0,151.5,-115.0,-113.0,-13.5,145.0,-16.5,151.5,-16.5,150.5,-16.0,-16.5,75.0,80.0,Final,2026-03-12T06:16:19Z
2025-11-03,306527,Lafayette,LAF,St. Joseph's,JOES,00:00,-13.5,139.5,-112.0,-112.0,-14.0,139.5,-13.5,139.5,-13.5,139.5,-11.5,-13.5,76.0,85.0,Final,2026-03-12T06:16:19Z
2025-11-03,306529,Charleston Southern,CHSO,Virginia Tech,VT,00:00,-18.5,146.0,,-115.0,-20.0,142.5,-19.5,145.5,-17.5,147.5,-19.5,-19.5,67.0,98.0,Final,2026-03-12T06:16:19Z
2025-11-03,306531,Central Arkansas,CARK,North Carolina,UNC,00:00,-31.5,157.5,-115.0,-109.0,-29.5,155.0,-31.5,157.5,-30.5,156.5,-31.0,-31.5,54.0,94.0,Final,2026-03-12T06:16:19Z
2025-11-03,306533,Navy,NAVY,Presbyterian,PRE,00:30,3.5,141.5,-107.0,,2.0,141.5,3.5,141.5,3.5,141.5,3.0,3.5,76.0,55.0,Final,2026-03-12T06:16:19Z
2025-11-03,306535,Delaware,DEL,Bucknell,BUCK,00:00,-2.5,148.5,,-110.0,1.0,151.5,-2.5,148.5,-1.5,148.5,-2.5,-2.5,70.0,78.0,Final,2026-03-12T06:16:19Z
2025-11-03,306537,Bryant,BRY,Siena,SIE,00:00,-9.5,151.5,,-117.0,-8.5,151.5,-9.5,151.5,-9.5,151.5,-10.0,-10.5,66.0,82.0,Final,2026-03-12T06:16:19Z
2025-11-03,306539,Long Island,LIU,Notre Dame,ND,00:00,-15.5,136.5,-111.0,-110.0,-19.0,134.5,-15.5,136.5,-15.5,134.5,-15.5,-15.5,67.0,89.0,Final,2026-03-12T06:16:19Z
2025-11-03,306541,Holy Cross,HC,Providence,PROV,00:15,-23.5,152.5,,-105.0,-24.0,150.0,-23.5,152.5,-22.5,152.5,-23.0,-23.5,79.0,89.0,Final,2026-03-12T06:16:19Z
2025-11-03,306543,Maryland E. Shore,UMES,Georgia Tech,GT,00:30,-28.5,139.5,,-110.0,-23.0,142.5,-27.5,139.5,-28.5,140.5,-28.5,-28.5,52.0,56.0,Final,2026-03-12T06:16:19Z
2025-11-03,306545,Boston U,BU,Northeastern,NE,00:30,-2.5,142.5,-112.0,-106.0,-3.0,140.5,-2.5,143.5,-2.5,142.5,-2.5,-1.5,76.0,75.0,Final,2026-03-12T06:16:19Z
2025-11-03,306547,Bellarmine,BLR,Georgia,UGA,00:30,-23.0,150.5,-112.0,-107.0,-22.5,151.5,-22.5,150.5,-23.5,150.5,-23.0,-22.5,59.0,104.0,Final,2026-03-12T06:16:19Z
2025-11-03,306549,Albany NY,ALBY,Marquette,MARQ,01:00,-24.0,149.0,-117.0,-115.0,-22.0,149.0,-23.5,149.5,-24.5,149.5,-24.5,-24.5,53.0,80.0,Final,2026-03-12T06:16:19Z
2025-11-03,306551,Northwestern State,NWST,Texas A&M,TAM,01:00,-21.5,153.0,,-110.0,-19.5,148.5,-21.5,153.5,-21.5,153.5,-21.5,,68.0,98.0,Final,2026-03-12T06:16:19Z
2025-11-03,306553,New Hampshire,UNH,Clemson,CLEM,00:00,-29.0,146.5,-112.0,-118.0,-27.5,146.0,-29.5,146.5,-27.5,146.5,-29.5,-29.5,38.0,88.0,Final,2026-03-12T06:16:19Z
2025-11-03,306555,Fairleigh Dickinson,FDU,Iowa State,ISU,01:00,-37.5,147.0,,-110.0,-35.5,145.5,-37.5,147.5,-37.5,147.5,-37.5,-37.5,50.0,88.0,Final,2026-03-12T06:16:19Z
2025-11-03,306557,Mississippi Valley St.,MVSU,UAB,UAB,00:36,-35.0,146.0,-115.0,-113.0,-33.5,145.0,-34.5,,,,-36.5,,55.0,106.0,Final,2026-03-12T06:16:19Z
2025-11-03,306559,Bethune Cookman,COOK,Auburn,AUB,01:00,-24.5,154.0,,-110.0,-24.5,151.5,-24.5,154.5,-23.5,153.5,-23.5,-24.5,90.0,95.0,Final,2026-03-12T06:16:19Z
2025-11-03,306561,West Georgia,,Nebraska,NEB,01:00,-24.0,153.0,,-107.0,-22.5,153.0,-23.5,153.5,-23.5,153.5,-24.5,-23.5,53.0,86.0,Final,2026-03-12T06:16:19Z
2025-11-03,306563,Mercyhurst,,Northwestern,NW,01:00,-26.0,140.5,,-114.0,-24.5,140.5,-27.5,140.5,-27.5,140.5,-26.5,-26.5,47.0,70.0,Final,2026-03-12T06:16:19Z
2025-11-03,306565,New Orleans,UNO,TCU,TCU,01:00,-21.5,150.0,,-112.0,-20.0,146.0,-21.5,150.5,-21.5,148.5,-21.5,-21.5,78.0,74.0,Final,2026-03-12T06:16:19Z
2025-11-03,306567,Lehigh,LEH,Houston,HOU,01:00,-36.5,136.5,,-115.0,-34.5,136.5,-36.5,135.5,-36.5,136.5,-36.5,-36.5,57.0,75.0,Final,2026-03-12T06:16:19Z
2025-11-03,306569,Gardner Webb,WEBB,Minnesota,MINN,01:00,-25.0,146.0,-111.0,-116.0,-21.5,145.5,-25.5,143.5,-25.5,145.5,-26.5,-25.5,60.0,87.0,Final,2026-03-12T06:16:19Z
2025-11-03,306571,Chicago State,CHS,DePaul,DEP,01:00,-24.5,143.5,,-117.0,-24.5,143.5,-25.5,143.5,-26.5,146.5,-24.5,-24.5,62.0,92.0,Final,2026-03-12T06:16:19Z
2025-11-03,306573,SE Louisiana,SELA,Mississippi,MISS,01:00,-22.0,143.5,-114.0,-111.0,-23.0,144.0,-22.5,143.5,-20.5,146.5,-22.0,-21.5,58.0,88.0,Final,2026-03-12T06:16:19Z
2025-11-03,306575,Lipscomb,LIP,Vanderbilt,VAN,01:00,-26.0,154.5,-112.0,-118.0,-25.5,152.5,-26.5,154.5,-26.5,153.5,-26.5,-26.5,61.0,105.0,Final,2026-03-12T06:16:19Z
2025-11-03,306577,Florida A&M,FAMU,South Florida,USF,01:51,-26.0,153.0,-112.0,-111.0,-20.5,148.5,-25.5,153.5,-25.5,153.5,-26.0,-26.5,67.0,102.0,Final,2026-03-12T06:16:19Z
2025-11-03,306579,Maine,ME,George Washington,GW,01:00,-20.5,144.0,,-108.0,-20.0,146.5,-19.5,144.5,-20.5,143.5,-20.5,-20.5,47.0,67.0,Final,2026-03-12T06:16:19Z
2025-11-03,306581,Jacksonville,JAC,Miami Florida,MIA,01:00,-19.0,142.5,-111.0,-111.0,-19.0,144.0,-19.5,142.5,-19.5,141.5,-18.5,-19.5,69.0,86.0,Final,2026-03-12T06:16:19Z
2025-11-03,306583,American,AMER,Wake Forest,WAKE,01:00,-19.5,140.0,-112.0,-110.0,-20.0,138.0,-19.5,140.5,-20.5,139.5,-20.5,-20.5,74.0,88.0,Final,2026-03-12T06:16:19Z
2025-11-03,306585,St. Francis (PA),SFPA,Oklahoma,OKLA,01:30,-32.5,149.5,-113.0,-108.0,-26.5,147.5,-33.5,149.5,-33.5,151.5,-32.5,-32.5,66.0,102.0,Final,2026-03-12T06:16:19Z
2025-11-03,306587,Jackson State,JKST,Illinois,ILL,01:30,-28.5,157.5,,-110.0,-27.5,157.0,-27.5,156.5,-28.5,156.5,-26.5,-28.5,55.0,113.0,Final,2026-03-12T06:16:19Z
2025-11-03,306589,Incarnate Word,IW,Colorado State,CSU,02:00,-10.5,148.0,,-108.0,-10.5,148.0,-11.5,147.5,-10.5,147.5,-10.5,-10.5,64.0,98.0,Final,2026-03-12T06:16:19Z
2025-11-03,306593,Merrimack,MERR,South Dakota State,SDST,02:00,-6.5,143.5,,-110.0,-5.5,143.5,-6.5,143.5,-6.5,143.5,-7.5,-6.5,66.0,75.0,Final,2026-03-12T06:16:19Z
2025-11-03,306595,South Carolina State,SCST,Louisville,LOU,02:00,-36.5,159.0,-117.0,-114.0,-33.0,156.5,-34.5,159.5,-35.5,158.5,-35.5,-36.5,45.0,104.0,Final,2026-03-12T06:16:19Z
2025-11-03,306597,Texas Southern,TXSO,Gonzaga,GONZ,02:00,-29.5,157.5,-115.0,-110.0,-27.5,156.0,-27.5,155.5,-29.5,157.5,-29.5,-29.5,43.0,98.0,Final,2026-03-12T06:16:19Z
2025-11-03,306599,Arkansas Pine Bluff,ARPB,Washington,WASH,04:00,-34.0,161.0,-115.0,-113.0,-31.0,157.5,-34.5,160.5,-33.5,160.5,-34.0,-34.5,50.0,94.0,Final,2026-03-12T06:16:19Z
2025-11-03,306601,South Carolina Upstate,SCUS,California Baptist,CALBA,03:30,-15.0,152.0,-116.0,-104.0,-10.5,152.0,-14.5,151.5,-14.5,151.5,-14.5,-15.5,75.0,87.0,Final,2026-03-12T06:16:19Z
2025-11-04,601,Evansville,EVAN,Purdue,PUR,23:30,-33.5,149.5,-111.0,-110.0,-28.5,147.0,-35.5,149.5,-33.5,149.5,-34.0,-34.5,51.0,82.0,Final,2026-03-12T06:16:31Z
2025-11-04,603,Mount St. Mary's,MSM,West Virginia,WVU,00:00,-20.0,136.5,,-101.0,-16.0,136.5,-19.5,135.5,-19.5,136.5,-20.0,-19.5,54.0,70.0,Final,2026-03-12T06:16:31Z
2025-11-04,605,Georgia Southern,GASO,East Carolina,ECU,00:00,-5.5,151.0,,-110.0,-8.0,148.0,-6.5,151.5,-5.5,151.5,-5.5,-5.5,89.0,92.0,Final,2026-03-12T06:16:31Z
2025-11-04,607,North Carolina A&T,NCAT,South Carolina,SOCAR,00:00,-22.5,143.5,-113.0,-114.0,-20.5,143.0,-22.5,143.5,-21.5,143.5,-22.5,-22.5,72.0,91.0,Final,2026-03-12T06:16:31Z
2025-11-04,609,Eastern Illinois,EIU,Valparaiso,VALP,01:00,-6.0,144.0,-113.0,-108.0,-7.5,144.5,-5.5,143.5,-6.5,144.5,-6.0,-5.5,63.0,66.0,Final,2026-03-12T06:16:31Z
2025-11-04,611,Oral Roberts,ORU,Oklahoma State,OKST,01:00,-20.5,166.5,-114.0,-113.0,-19.5,157.5,-20.5,166.5,-20.5,166.5,-20.5,-20.5,71.0,95.0,Final,2026-03-12T06:16:31Z
2025-11-04,613,UNC Greensboro,UNCG,Kansas State,KSU,01:00,-19.0,148.5,-115.0,-110.0,-16.0,143.0,-19.5,148.5,-18.5,148.5,-19.0,-19.5,64.0,93.0,Final,2026-03-12T06:16:31Z
2025-11-04,615,Lindenwood,LDW,Texas Tech,TTU,01:00,-30.0,145.0,,-110.0,-31.0,145.0,-29.5,145.5,-30.5,145.5,-29.5,-29.5,60.0,98.0,Final,2026-03-12T06:16:31Z
2025-11-04,617,Robert Morris,RMU,Iowa,IOWA,01:30,-22.0,136.5,-115.0,-112.0,-19.5,144.0,-22.5,137.5,-22.5,137.5,-22.5,-22.5,69.0,101.0,Final,2026-03-12T06:16:31Z
2025-11-04,621,Southern Utah,SUU,Arizona State,ASU,02:00,-17.0,151.5,,-110.0,-17.0,151.0,-16.5,151.5,-17.5,152.5,-17.0,-17.5,64.0,81.0,Final,2026-03-12T06:16:31Z
2025-11-04,623,Portland State,PRST,Stanford,STAN,03:00,-10.5,144.5,,-115.0,-10.0,143.5,-10.5,145.5,-10.5,145.5,-11.5,-10.5,79.0,89.0,Final,2026-03-12T06:16:31Z
2025-11-04,625,UT Martin,UTM,UNLV,UNLV,03:00,-17.0,146.0,-113.0,-109.0,-17.5,145.0,-16.5,147.5,-17.5,146.5,-17.0,-16.5,86.0,81.0,Final,2026-03-12T06:16:31Z
2025-11-04,627,Louisiana Tech,LT,Nevada,NEV,03:00,-9.5,136.5,,-110.0,-11.0,137.0,-9.5,136.5,-9.5,136.5,-9.5,-9.5,50.0,77.0,Final,2026-03-12T06:16:31Z
2025-11-04,629,Hawaii,HAW,Oregon,ORE,03:37,-12.0,144.5,-112.0,-105.0,-11.5,145.0,-11.5,144.5,-11.5,144.5,-13.0,-11.5,59.0,60.0,Final,2026-03-12T06:16:31Z
2025-11-04,631,Long Beach State,LBSU,San Diego State,SDSU,03:00,-25.5,135.5,-111.0,-115.0,-20.0,138.5,-25.5,136.5,-24.5,135.5,-25.5,-25.5,45.0,77.0,Final,2026-03-12T06:16:31Z
2025-11-04,306609,Nicholls State,NICH,Kentucky,UK,00:00,-31.5,158.0,-115.0,-115.0,-28.5,150.5,-31.5,157.5,-31.5,158.5,-32.5,-31.5,51.0,77.0,Final,2026-03-12T06:16:31Z
2025-11-04,306611,Alcorn State,ALCN,Florida State,FSU,00:00,-27.5,157.0,-111.0,-105.0,-18.0,145.5,-26.5,156.5,-27.5,156.5,-27.0,-27.5,76.0,108.0,Final,2026-03-12T06:16:31Z
2025-11-04,306613,New Jersey Tech,NJIT,Fordham,FOR,00:00,-14.5,147.0,-113.0,-111.0,-13.0,145.5,-14.5,147.5,-14.5,147.5,-14.5,-14.5,72.0,61.0,Final,2026-03-12T06:16:31Z
2025-11-04,306615,UNC Asheville,UNCA,Wichita State,WICH,00:30,-6.5,156.5,,-110.0,-7.0,155.5,-5.5,155.5,-6.5,156.5,-5.5,-6.5,58.0,75.0,Final,2026-03-12T06:16:31Z
2025-11-05,637,Rider,RID,Rutgers,RUTG,23:00,-18.5,139.5,,-109.0,-19.0,146.0,-18.5,139.5,-17.5,139.5,-18.5,-18.5,53.0,81.0,Final,2026-03-12T06:16:43Z
