game_date,game_id,away_team,away_abbr,home_team,home_abbr,tip_time_et,consensus_spread,consensus_total,consensus_ml_away,consensus_ml_home,open_spread,open_total,dk_spread,dk_total,fd_spread,fd_total,caesars_spread,betmgm_spread,away_score,home_score,game_status,scraped_at_utc
2026-01-14,709,Mississippi,MISS,Georgia,UGA,00:00,-11.0,159.5,,-111.0,-10.0,157.5,-10.5,158.5,-11.5,159.5,-11.0,-10.5,97.0,95.0,Final,2026-03-12T06:30:24Z
2026-01-14,711,Saint Peter's,SPC,Quinnipiac,QUIN,00:00,-7.0,141.0,,-110.0,-8.0,138.0,-6.5,140.5,-5.5,141.5,-7.0,-7.5,74.0,70.0,Final,2026-03-12T06:30:24Z
2026-01-14,713,Niagara,NIAG,Canisius,CAN,00:00,-2.5,127.0,,-107.0,-3.5,131.0,-2.5,126.5,-2.5,126.5,-2.5,-2.5,59.0,54.0,Final,2026-03-12T06:30:24Z
2026-01-14,715,Coastal Carolina,CC,Marshall,MRSH,00:00,-9.5,150.5,-116.0,-109.0,-8.0,145.5,-9.5,151.5,-9.5,150.5,-9.5,-9.5,85.0,83.0,Final,2026-03-12T06:30:24Z
2026-01-14,717,La Salle,LAS,Richmond,RICH,00:00,-8.0,147.5,,-113.0,-10.0,146.5,-8.5,147.5,-7.5,147.5,-8.0,-8.5,53.0,74.0,Final,2026-03-12T06:30:24Z
2026-01-14,719,Iona,IONA,Rider,RID,00:00,7.0,142.0,-110.0,,8.0,142.5,7.5,141.5,6.5,142.5,7.5,7.5,68.0,72.0,Final,2026-03-12T06:30:24Z
2026-01-14,721,Sacred Heart,SHU,Siena,SIE,00:00,-8.5,140.0,-115.0,-110.0,-8.5,143.0,-8.5,139.5,-7.5,139.5,-8.5,-8.5,86.0,80.0,Final,2026-03-12T06:30:24Z
2026-01-14,723,East Carolina,ECU,South Florida,USF,00:00,-18.5,158.5,-112.0,-111.0,-18.5,155.0,-17.5,158.5,-17.5,160.5,-18.5,-18.5,71.0,82.0,Final,2026-03-12T06:30:24Z
2026-01-14,725,UAB,UAB,Tulane,TULN,00:30,2.0,153.0,-107.0,,2.0,147.5,2.5,152.5,1.5,153.5,1.5,1.5,82.0,69.0,Final,2026-03-12T06:30:24Z
2026-01-14,727,Missouri State,MOSU,Western Kentucky,WKU,00:30,-6.5,148.0,-114.0,-112.0,-7.0,144.0,-6.5,148.5,-6.5,148.5,-6.5,-6.5,72.0,87.0,Final,2026-03-12T06:30:24Z
2026-01-14,729,Middle Tennessee St.,MTU,Louisiana Tech,LT,00:30,3.5,131.5,-110.0,,3.0,127.0,3.5,131.5,2.5,131.5,3.5,3.5,58.0,59.0,Final,2026-03-12T06:30:24Z
2026-01-14,731,San Diego State,SDSU,Wyoming,WYO,01:10,1.0,148.5,-114.0,-114.0,2.0,151.5,,148.5,1.5,148.5,1.0,-1.5,74.0,57.0,Final,2026-03-12T06:30:24Z
2026-01-14,733,Rice,RICE,UTSA,UTSA,01:00,6.0,145.0,-112.0,,4.5,143.5,6.5,144.5,6.5,144.5,6.0,6.5,89.0,73.0,Final,2026-03-12T06:30:24Z
2026-01-14,735,Drake,DRKE,Southern Illinois,SIU,01:00,-6.0,145.0,,-109.0,-6.0,147.5,-5.5,144.5,-5.5,144.5,-5.5,-5.5,76.0,73.0,Final,2026-03-12T06:30:24Z
2026-01-14,737,South Dakota State,SDST,North Dakota State,NDSU,01:00,-5.5,151.5,,-110.0,-5.5,149.5,-5.5,151.5,-5.5,151.5,-5.5,-5.5,65.0,76.0,Final,2026-03-12T06:30:24Z
2026-01-14,739,Central Florida,UCF,Kansas State,KSU,01:00,-2.5,170.5,-112.0,-110.0,-3.0,170.5,-2.5,170.5,-2.5,169.5,-2.5,-2.5,82.0,73.0,Final,2026-03-12T06:30:24Z
2026-01-14,741,Temple,TEM,Memphis,MEM,01:00,-8.0,144.0,-111.0,-110.0,-10.0,144.0,-7.5,143.5,-7.5,143.5,-7.5,-7.5,53.0,55.0,Final,2026-03-12T06:30:24Z
2026-01-14,743,Fordham,FOR,Saint Louis,SLU,01:00,-18.5,154.5,,-108.0,-19.0,147.0,-17.5,151.5,-17.5,153.5,-18.0,-18.5,56.0,78.0,Final,2026-03-12T06:30:24Z
2026-01-14,745,UL Lafayette,ULL,Texas State,TXST,01:00,-8.5,133.5,,-106.0,-9.0,131.0,-8.5,133.5,-8.5,133.5,-8.5,-8.5,54.0,59.0,Final,2026-03-12T06:30:24Z
2026-01-14,747,UCLA,UCLA,Penn State,PSU,01:30,4.5,148.5,-114.0,-114.0,4.0,152.5,4.5,147.5,4.5,148.5,4.5,4.5,71.0,60.0,Final,2026-03-12T06:30:24Z
2026-01-14,749,Illinois,ILL,Northwestern,NW,01:30,9.5,152.5,-107.0,,9.5,148.5,9.5,151.5,9.5,152.5,9.5,9.5,79.0,68.0,Final,2026-03-12T06:30:24Z
2026-01-14,751,Oral Roberts,ORU,Denver,DEN,02:00,-6.5,156.5,-115.0,-110.0,-7.0,157.0,-5.5,156.5,-6.5,157.5,-6.5,-6.5,87.0,98.0,Final,2026-03-12T06:30:24Z
2026-01-14,753,Virginia Tech,VT,SMU,SMU,02:00,-8.5,155.5,-118.0,-110.0,-9.0,158.0,-8.5,154.5,-8.5,155.5,-8.5,-8.5,76.0,77.0,Final,2026-03-12T06:30:24Z
2026-01-14,755,North Carolina,UNC,Stanford,STAN,02:00,4.0,147.5,-110.0,-113.0,3.0,143.0,4.5,147.5,4.5,146.5,4.5,4.5,90.0,95.0,Final,2026-03-12T06:30:24Z
2026-01-14,757,Utah,UTAH,Texas Tech,TTU,02:00,-17.5,159.5,,-110.0,-17.5,160.0,-17.5,159.5,-16.5,159.5,-17.5,-17.5,74.0,88.0,Final,2026-03-12T06:30:24Z
2026-01-14,759,Vanderbilt,VAN,Texas,TEX,02:00,4.0,164.0,-110.0,,5.0,166.0,3.5,163.5,3.5,163.5,3.5,3.5,64.0,80.0,Final,2026-03-12T06:30:24Z
2026-01-14,761,Portland,PORT,Pepperdine,PEPP,02:00,1.5,147.5,-112.0,,2.5,145.5,1.5,147.5,1.5,147.5,1.5,1.5,63.0,67.0,Final,2026-03-12T06:30:24Z
2026-01-14,763,South Carolina,SOCAR,Arkansas,ARK,02:00,-12.0,155.0,-111.0,-110.0,-12.0,157.0,-11.5,155.5,-12.5,155.5,-12.0,-12.5,74.0,108.0,Final,2026-03-12T06:30:24Z
2026-01-14,765,Loyola Marymount,LMU,Oregon State,ORST,03:00,1.5,141.0,-112.0,,0.0,142.0,1.5,140.5,1.5,141.5,1.5,1.5,70.0,76.0,Final,2026-03-12T06:30:24Z
2026-01-14,767,Pacific,PAC,Santa Clara,SCU,03:00,-12.5,154.0,-113.0,-111.0,-11.5,152.0,-12.5,153.5,-12.5,154.5,-12.5,-12.5,69.0,85.0,Final,2026-03-12T06:30:24Z
2026-01-14,769,Nevada,NEV,Utah State,USU,03:00,-13.0,147.5,-111.0,-114.0,-13.0,153.5,-13.5,147.5,-13.5,147.5,-13.5,-13.5,62.0,71.0,Final,2026-03-12T06:30:24Z
2026-01-14,771,Michigan,MICH,Washington,WASH,03:30,12.5,165.5,-110.0,,12.5,164.5,12.5,165.5,12.5,165.5,13.0,12.5,82.0,72.0,Final,2026-03-12T06:30:24Z
2026-01-14,773,Arizona State,ASU,Arizona,ARIZ,03:45,-21.0,168.0,,-115.0,-22.0,167.5,-21.5,167.5,-21.5,168.5,-21.0,-21.5,82.0,89.0,Final,2026-03-12T06:30:24Z
2026-01-14,775,Duke,DUKE,California,CAL,04:10,14.0,149.0,-112.0,-111.0,14.0,152.5,14.5,149.5,,149.5,14.5,14.5,71.0,56.0,Final,2026-03-12T06:30:24Z
2026-01-14,777,TCU,TCU,BYU,BYU,04:10,-13.0,161.5,-114.0,-108.0,-12.0,157.0,-13.5,162.5,-13.5,163.5,-13.0,-13.5,70.0,76.0,Final,2026-03-12T06:30:24Z
2026-01-14,306501,Army,ARMY,Holy Cross,HC,23:00,-4.5,142.5,,-107.0,-4.0,140.0,-4.5,142.5,-4.5,143.5,-4.5,-4.5,75.0,82.0,Final,2026-03-12T06:30:24Z
2026-01-14,306503,Lehigh,LEH,Boston U,BU,23:00,-4.5,143.5,,-110.0,-4.5,147.0,-4.5,144.5,-4.5,143.5,-4.5,-4.5,93.0,91.0,Final,2026-03-12T06:30:24Z
2026-01-14,306505,High Point,HP,Winthrop,WIN,23:30,2.0,162.5,-115.0,-114.0,2.0,166.0,2.5,161.5,2.5,160.5,3.0,2.5,75.0,92.0,Final,2026-03-12T06:30:24Z
2026-01-14,306507,UNC Asheville,UNCA,Presbyterian,PRE,00:00,2.0,137.5,-110.0,,1.5,137.0,2.5,138.5,1.5,137.5,2.0,1.5,70.0,71.0,Final,2026-03-12T06:30:24Z
2026-01-14,306509,South Carolina Upstate,SCUS,Charleston Southern,CHSO,00:00,-6.0,156.0,,-120.0,-6.5,154.0,-6.5,155.5,-6.5,156.5,-6.5,-6.5,86.0,81.0,Final,2026-03-12T06:30:24Z
2026-01-14,306511,Colgate,COLG,Loyola Maryland,L-MD,00:00,9.0,150.5,-109.0,-113.0,8.5,152.0,8.5,150.5,8.5,,9.0,8.5,86.0,80.0,Final,2026-03-12T06:30:24Z
2026-01-14,306513,Radford,RAD,Gardner Webb,WEBB,00:00,13.5,165.5,-107.0,-115.0,10.0,166.0,13.5,167.5,12.5,166.5,13.0,13.5,89.0,80.0,Final,2026-03-12T06:30:24Z
2026-01-14,306515,Lafayette,LAF,Bucknell,BUCK,00:30,-3.0,137.0,-114.0,-109.0,-4.0,140.0,-4.5,141.5,-4.5,140.5,-2.5,-2.5,69.0,76.0,Final,2026-03-12T06:30:24Z
2026-01-15,783,New Mexico State,NMSU,Liberty,LIB,23:00,-8.5,144.5,-114.0,-117.0,-7.5,143.0,-8.5,144.5,-8.5,144.5,-9.0,-8.5,71.0,73.0,Final,2026-03-12T06:30:35Z
2026-01-15,785,Mercer,MER,VMI,VMI,23:00,8.5,153.5,-113.0,-111.0,9.5,157.5,8.5,153.5,8.5,152.5,9.5,8.5,77.0,67.0,Final,2026-03-12T06:30:35Z
2026-01-15,787,James Madison,JMU,Appalachian State,APP,23:30,-2.5,133.5,,-110.0,-1.0,134.0,-2.5,133.5,-2.5,134.5,-2.5,-2.5,65.0,80.0,Final,2026-03-12T06:30:35Z
2026-01-15,789,Robert Morris,RMU,IU Indianapolis,,23:30,5.5,161.0,-110.0,-114.0,7.0,161.5,5.5,160.5,5.5,161.5,5.5,5.5,93.0,96.0,Final,2026-03-12T06:30:35Z
2026-01-15,791,Old Dominion,ODU,Georgia Southern,GASO,00:00,-6.0,162.5,-115.0,-109.0,-6.0,161.0,-5.5,162.5,-5.5,162.5,-6.0,-5.5,84.0,87.0,Final,2026-03-12T06:30:35Z
2026-01-15,793,Hofstra,HOF,Stony Brook,STON,00:00,6.5,136.0,-110.0,-111.0,7.5,136.0,6.5,136.5,6.5,136.5,6.5,6.5,71.0,76.0,Final,2026-03-12T06:30:35Z
2026-01-15,795,Oakland,OAK,Milwaukee,MILP,00:00,2.5,167.0,-110.0,,3.0,165.5,2.5,166.5,2.5,166.5,2.5,2.5,73.0,60.0,Final,2026-03-12T06:30:35Z
2026-01-15,797,UTEP,UTEP,Delaware,DEL,00:00,-2.0,125.5,-111.0,-110.0,0.0,127.0,-2.5,124.5,-2.5,125.5,-2.0,-2.5,70.0,69.0,Final,2026-03-12T06:30:35Z
2026-01-15,799,Drexel,DREX,Monmouth,MONM,00:00,-5.5,127.5,-115.0,-109.0,-6.0,128.0,-5.5,127.5,-5.5,127.5,-5.5,-5.5,73.0,51.0,Final,2026-03-12T06:30:35Z
2026-01-15,801,Detroit Mercy,DETU,Northern Kentucky,NKU,00:00,-10.5,160.5,-116.0,-112.0,-10.0,158.0,-10.5,159.5,-10.5,159.5,-10.5,-10.5,71.0,96.0,Final,2026-03-12T06:30:35Z
2026-01-15,803,Elon University,ELON,Northeastern,NE,00:00,4.0,158.0,-110.0,-115.0,1.5,164.5,3.5,156.5,4.5,160.5,3.5,4.5,78.0,85.0,Final,2026-03-12T06:30:35Z
2026-01-15,805,Youngstown State,YSU,Wright State,WRST,00:00,-4.5,142.0,,-105.0,-7.0,142.0,-4.5,142.5,-4.5,142.5,-4.5,-3.5,83.0,93.0,Final,2026-03-12T06:30:35Z
2026-01-15,807,Green Bay,GB,Cleveland State,CLEVST,00:00,3.5,150.5,-106.0,,2.5,152.0,3.5,150.5,3.5,150.5,3.5,3.5,88.0,73.0,Final,2026-03-12T06:30:35Z
2026-01-15,809,The Citadel,CIT,UNC Greensboro,UNCG,00:00,-9.0,149.0,-115.0,-116.0,-9.5,150.5,-9.5,150.5,-9.5,148.5,-9.5,-9.5,66.0,69.0,Final,2026-03-12T06:30:35Z
2026-01-15,811,North Carolina A&T,NCAT,William & Mary,CWM,00:00,-14.0,162.5,,-110.0,-12.5,155.5,-13.5,162.5,-14.5,162.5,-14.0,-13.5,89.0,97.0,Final,2026-03-12T06:30:35Z
2026-01-15,813,St. Thomas (MN),STM,North Dakota,UND,01:00,10.0,151.0,-113.0,-119.0,9.5,157.0,10.5,151.5,10.5,150.5,10.5,9.5,91.0,80.0,Final,2026-03-12T06:30:35Z
2026-01-15,815,Arkansas State,ARST,South Alabama,USA,01:00,4.0,154.0,-111.0,,3.5,152.5,4.5,154.5,4.5,154.5,4.0,3.5,87.0,91.0,Final,2026-03-12T06:30:35Z
2026-01-15,817,California Baptist,CALBA,Abilene Christian,ACU,01:00,0.0,140.5,-114.0,-108.0,1.0,137.0,-1.5,140.5,,140.5,1.5,1.5,74.0,58.0,Final,2026-03-12T06:30:35Z
2026-01-15,819,Coll Of Charleston,COC,Towson,TOWS,01:00,-3.0,143.5,,-111.0,-2.5,140.5,-3.5,143.5,-2.5,143.5,-3.0,-3.5,52.0,61.0,Final,2026-03-12T06:30:35Z
2026-01-15,821,UMKC,UMKC,South Dakota,SDAK,01:00,-7.5,157.0,,-115.0,-7.0,161.5,-7.5,157.5,-7.5,156.5,-7.5,-4.5,83.0,99.0,Final,2026-03-12T06:30:35Z
2026-01-15,823,Eastern Illinois,EIU,Little Rock,UALR,01:30,-6.5,134.5,,-113.0,-4.5,134.0,-6.5,133.5,-6.5,134.5,-6.5,-6.5,63.0,74.0,Final,2026-03-12T06:30:35Z
2026-01-15,825,Morehead State,MORE,Tennessee State,TNST,01:30,-7.5,148.5,,-105.0,-7.5,149.5,-6.5,149.5,-6.5,148.5,-7.5,-7.5,100.0,105.0,Final,2026-03-12T06:30:35Z
2026-01-15,827,Southern Indiana,SISE,Tennessee Tech,TNTC,02:15,-5.5,143.0,-112.0,-114.0,-5.0,141.5,-5.5,142.5,-5.5,,-5.5,-5.5,71.0,54.0,Final,2026-03-12T06:30:35Z
2026-01-15,829,Tarleton State,TARST,Southern Utah,SUU,01:30,3.5,151.0,-110.0,-111.0,7.0,154.0,3.5,150.5,3.5,150.5,3.5,3.5,105.0,106.0,Final,2026-03-12T06:30:35Z
2026-01-15,831,SIU Edwardsville,SIUE,UT Martin,UTM,01:45,-8.0,131.5,,-110.0,-7.0,129.0,-7.5,131.5,-8.5,131.5,-8.0,-7.5,59.0,65.0,Final,2026-03-12T06:30:35Z
2026-01-15,833,Wichita State,WICH,Florida Atlantic,FAU,02:00,-3.5,155.0,-111.0,-113.0,-3.5,149.0,-4.5,154.5,-3.5,154.5,-3.5,-3.5,67.0,85.0,Final,2026-03-12T06:30:35Z
2026-01-15,835,Lindenwood,LDW,SE Missouri State,SEMO,02:00,-6.5,154.5,,-108.0,-5.5,155.5,-5.5,154.5,-6.5,154.5,-5.5,-6.5,88.0,76.0,Final,2026-03-12T06:30:35Z
2026-01-15,837,Idaho,IDHO,Idaho State,IDST,02:00,-2.0,149.0,,-115.0,-3.0,152.0,-2.5,149.5,-1.5,148.5,-2.5,-2.5,68.0,76.0,Final,2026-03-12T06:30:35Z
2026-01-15,839,UT Arlington,UTA,Utah Tech,UTT,02:00,-1.5,141.5,-114.0,-104.0,1.0,140.0,,141.5,,141.5,-1.5,-1.5,56.0,52.0,Final,2026-03-12T06:30:35Z
2026-01-15,841,CS Fullerton,CSF,UC Davis,UCD,02:00,-3.5,167.5,-115.0,-110.0,-4.5,169.0,-3.5,167.5,-3.5,167.5,-3.5,-3.5,69.0,74.0,Final,2026-03-12T06:30:35Z
2026-01-15,843,Eastern Washington,EWU,Weber State,WEB,02:00,-3.5,158.5,,-111.0,-5.5,159.5,-3.5,158.5,-3.5,158.5,-3.5,-4.5,80.0,91.0,Final,2026-03-12T06:30:35Z
2026-01-15,845,UC Santa Barbara,UCSB,CS Bakersfield,CSB,02:30,6.5,145.5,-119.0,-111.0,5.0,151.0,8.5,143.5,6.5,145.5,7.5,6.5,75.0,69.0,Final,2026-03-12T06:30:35Z
2026-01-15,847,Hawaii,HAW,Cal Poly SLO,CP,03:00,6.5,160.0,-107.0,-115.0,7.0,151.5,5.5,160.5,5.5,159.5,6.0,5.5,86.0,66.0,Final,2026-03-12T06:30:35Z
2026-01-15,849,UC Riverside,UCRV,Long Beach State,LBSU,03:00,-5.5,141.5,,-110.0,-5.5,147.5,-5.5,141.5,-5.5,142.5,-5.5,-5.5,73.0,88.0,Final,2026-03-12T06:30:35Z
2026-01-15,851,Northern Arizona,NAU,Sacramento State,CSUS,03:00,-1.5,153.5,,-110.0,-3.5,148.5,-1.5,153.5,-1.5,151.5,-2.5,-1.5,69.0,83.0,Final,2026-03-12T06:30:35Z
2026-01-15,853,Northern Colorado,UNCO,Portland State,PRST,03:00,-2.5,156.0,-112.0,-113.0,-4.0,150.5,-2.5,156.5,-2.5,155.5,-3.0,-2.5,73.0,76.0,Final,2026-03-12T06:30:35Z
2026-01-15,855,Gonzaga,GONZ,Washington State,WSU,03:15,17.0,155.5,-106.0,-114.0,-2.0,157.0,16.5,155.5,17.5,155.5,17.5,16.5,86.0,65.0,Final,2026-03-12T06:30:35Z
2026-01-15,857,San Diego,SD,Seattle,SEA,03:00,-9.5,147.5,,-106.0,-10.5,143.5,-9.5,146.5,-9.5,147.5,-8.5,-9.5,64.0,75.0,Final,2026-03-12T06:30:35Z
2026-01-15,859,CSU Northridge,CSN,UC San Diego,USD,03:00,-7.5,159.5,,-108.0,-9.0,161.0,-7.5,159.5,-7.5,159.5,-6.5,-7.5,84.0,79.0,Final,2026-03-12T06:30:35Z
2026-01-15,306521,MD Baltimore County,UMBC,Bryant,BRY,23:00,1.5,135.5,-110.0,,1.5,137.0,1.5,135.5,2.5,135.5,1.5,1.5,74.0,79.0,Final,2026-03-12T06:30:35Z
2026-01-15,306523,New Jersey Tech,NJIT,UMass Lowell,UMASS,23:00,-9.0,145.5,-114.0,-108.0,-8.0,149.0,-8.5,146.5,-8.5,146.5,-7.5,-8.5,73.0,64.0,Final,2026-03-12T06:30:35Z
2026-01-15,306525,Binghamton,BING,Albany NY,ALBY,23:30,-8.0,138.5,,-111.0,-9.0,145.0,-7.5,139.5,-7.5,137.5,-7.5,-8.5,53.0,69.0,Final,2026-03-12T06:30:35Z
2026-01-15,306527,West Georgia,,Stetson,STET,00:00,0.0,151.5,-113.0,-109.0,1.0,155.0,1.5,151.5,,150.5,1.5,,86.0,95.0,Final,2026-03-12T06:30:35Z
2026-01-15,306529,Queens NC,QNC,Florida Gulf Coast,FGCU,00:00,-2.0,166.5,-115.0,-110.0,-3.0,170.0,-1.5,166.5,-1.5,166.5,-2.0,-2.5,85.0,74.0,Final,2026-03-12T06:30:35Z
2026-01-15,306531,North Florida,UNF,North Alabama,NOALA,00:00,-9.5,157.5,,-110.0,-9.0,158.0,-9.5,157.5,-9.5,157.5,-9.5,-9.5,105.0,91.0,Final,2026-03-12T06:30:35Z
2026-01-15,306533,Maine,ME,Vermont,UVM,00:00,-14.5,130.0,-115.0,-110.0,-13.5,129.0,-14.5,130.5,-14.5,128.5,-14.5,-14.5,62.0,67.0,Final,2026-03-12T06:30:35Z
2026-01-15,306535,Jacksonville,JAC,Central Arkansas,CARK,00:30,-7.5,136.0,,-110.0,-8.5,138.0,-7.5,136.5,-8.5,135.5,-7.5,-7.5,60.0,62.0,Final,2026-03-12T06:30:35Z
2026-01-15,306537,Bellarmine,BLR,Lipscomb,LIP,01:00,-11.0,154.5,,-115.0,9.5,160.0,-11.5,155.5,-11.5,154.5,-11.0,-11.5,71.0,81.0,Final,2026-03-12T06:30:35Z
2026-01-15,306539,Eastern Kentucky,EKY,Austin Peay,PEAY,01:00,-7.5,154.0,-114.0,-105.0,-7.0,153.0,-7.5,153.5,-7.5,153.5,-7.5,-7.5,72.0,74.0,Final,2026-03-12T06:30:35Z
2026-01-16,881,Creighton,CRE,Providence,PROV,23:30,2.5,161.5,-110.0,,-1.0,163.0,-1.5,162.5,1.5,162.5,1.5,1.5,88.0,93.0,Final,2026-03-12T06:30:47Z
2026-01-16,883,Toledo,TOL,Kent State,KENT,23:30,-5.5,168.0,-112.0,-109.0,-4.0,171.5,-4.5,166.5,-4.5,167.5,-4.5,-5.5,84.0,87.0,Final,2026-03-12T06:30:47Z
2026-01-16,885,Baylor,BAY,Kansas,KU,01:00,-7.5,157.5,,-111.0,-6.5,153.5,-6.5,156.5,-7.5,157.5,-8.5,-7.5,62.0,80.0,Final,2026-03-12T06:30:47Z
2026-01-16,887,Marquette,MARQ,DePaul,DEP,01:42,-2.5,145.0,-114.0,-115.0,-3.5,139.5,-2.5,145.5,-2.5,144.5,-2.0,-2.5,75.0,80.0,Final,2026-03-12T06:30:47Z
2026-01-16,889,Ohio,OHIO,Ball State,BALL,01:40,5.0,147.5,-115.0,,3.5,145.5,5.5,147.5,5.5,147.5,5.0,5.5,71.0,76.0,Final,2026-03-12T06:30:47Z
2026-01-16,891,Loyola Chicago,LCI,Dayton,DAY,01:35,-16.5,141.5,-111.0,-109.0,-18.5,144.0,-16.5,141.5,-16.5,142.5,-15.5,-16.5,51.0,78.0,Final,2026-03-12T06:30:47Z
2026-01-16,893,Colorado State,CSU,Boise State,BSU,03:45,-5.5,140.0,,-114.0,-6.0,142.0,-5.5,140.5,-5.5,139.5,-5.5,-5.5,73.0,79.0,Final,2026-03-12T06:30:47Z
2026-01-17,601,Virginia,UVA,SMU,SMU,17:00,2.0,153.0,-110.0,,1.5,152.5,1.5,154.5,1.5,154.5,1.5,1.5,72.0,68.0,Final,2026-03-12T06:30:59Z
2026-01-17,603,Kentucky,UK,Tennessee,TENN,17:00,-6.0,145.0,,-111.0,-5.5,145.5,-6.5,144.5,-5.5,145.5,-5.5,-6.5,80.0,78.0,Final,2026-03-12T06:30:59Z
2026-01-17,605,Butler,BUT,Seton Hall,HALL,17:00,-6.0,144.5,,-110.0,-6.0,142.5,-6.5,144.5,-6.5,144.5,-5.5,-6.5,77.0,66.0,Final,2026-03-12T06:30:59Z
2026-01-17,607,Notre Dame,ND,Virginia Tech,VT,17:00,-6.5,143.0,-115.0,-110.0,-4.5,138.5,-6.5,143.5,-6.5,143.5,-6.5,-6.5,76.0,89.0,Final,2026-03-12T06:30:59Z
2026-01-17,609,Connecticut,CONN,Georgetown,GTWN,17:00,11.5,141.5,-110.0,,12.0,141.5,11.5,141.5,11.5,141.5,11.5,11.5,64.0,62.0,Final,2026-03-12T06:30:59Z
2026-01-17,611,Elon University,ELON,Hofstra,HOF,17:00,-5.5,149.5,,-110.0,-6.0,153.5,-5.5,149.5,-5.5,149.5,-5.5,-5.5,89.0,85.0,Final,2026-03-12T06:30:59Z
2026-01-17,613,Minnesota,MINN,Illinois,ILL,17:00,-15.0,142.5,,-112.0,-15.5,139.5,-15.5,141.5,-15.5,142.5,-15.5,-15.5,67.0,77.0,Final,2026-03-12T06:30:59Z
2026-01-17,615,Georgia Tech,GT,NC State,NCST,17:00,-17.5,154.5,,-110.0,-14.5,155.5,-17.5,154.5,-16.5,154.5,-17.5,-17.5,78.0,74.0,Final,2026-03-12T06:30:59Z
2026-01-17,617,Mount St. Mary's,MSM,Canisius,CAN,17:00,3.5,134.5,-110.0,,3.0,134.5,2.5,135.5,2.5,133.5,3.5,3.5,78.0,68.0,Final,2026-03-12T06:30:59Z
2026-01-17,619,Duquesne,DUQ,Fordham,FOR,17:30,1.0,146.0,-110.0,-111.0,2.0,147.5,1.5,144.5,,145.5,1.5,,74.0,63.0,Final,2026-03-12T06:30:59Z
2026-01-17,621,Buffalo,BUFF,Miami Ohio,M-OH,18:00,-10.5,162.5,,-110.0,-10.5,161.5,-10.5,162.5,-10.5,162.5,-10.5,-10.5,102.0,105.0,Final,2026-03-12T06:30:59Z
2026-01-17,623,Eastern Michigan,EMU,Bowling Green,BGSU,18:00,-11.5,141.0,,-110.0,-8.0,143.0,-11.5,141.5,-11.5,140.5,-11.5,-11.5,79.0,85.0,Final,2026-03-12T06:30:59Z
2026-01-17,625,UCLA,UCLA,Ohio State,OSU,18:00,-4.5,147.0,,-113.0,-3.0,147.5,-4.5,147.5,-4.5,146.5,-4.5,-5.5,74.0,86.0,Final,2026-03-12T06:30:59Z
2026-01-17,627,Old Dominion,ODU,Appalachian State,APP,18:00,-6.5,140.5,-115.0,-115.0,-3.5,140.0,-7.5,140.5,-6.5,139.5,-6.5,-7.5,75.0,73.0,Final,2026-03-12T06:30:59Z
2026-01-17,629,Chattanooga,CHAT,Western Carolina,WCU,18:00,-1.5,150.5,-115.0,-110.0,-1.5,148.0,-1.5,150.5,-1.5,150.5,-1.5,-1.5,90.0,82.0,Final,2026-03-12T06:30:59Z
2026-01-17,631,Alabama,ALA,Oklahoma,OKLA,18:00,5.5,177.5,-110.0,-115.0,5.0,170.5,5.5,177.5,5.5,178.5,5.5,5.5,83.0,81.0,Final,2026-03-12T06:30:59Z
2026-01-17,633,Belmont,BEL,Southern Illinois,SIU,00:00,4.0,152.0,-110.0,-115.0,3.0,154.5,4.5,151.5,3.5,151.5,4.0,3.5,73.0,68.0,Final,2026-03-12T06:30:59Z
2026-01-17,635,Iowa State,ISU,Cincinnati,CIN,19:00,5.5,142.0,-108.0,,6.5,135.0,5.5,141.5,5.5,141.5,5.0,5.5,70.0,79.0,Final,2026-03-12T06:30:59Z
2026-01-17,637,Columbia,CLMB,Brown,BRWN,19:00,3.0,143.0,-110.0,,3.5,139.0,2.5,143.5,3.5,142.5,3.0,3.5,80.0,86.0,Final,2026-03-12T06:30:59Z
2026-01-17,639,Cornell,COR,Yale,YALE,19:00,-9.5,174.5,,-110.0,-9.5,180.5,-9.5,174.5,-8.5,174.5,-9.5,-9.5,68.0,102.0,Final,2026-03-12T06:30:59Z
2026-01-17,641,Sam Houston St.,SHSU,Florida International,FIU,19:00,-2.5,168.5,-112.0,-105.0,1.0,166.0,-2.5,168.5,-2.5,168.5,-2.5,-2.5,76.0,63.0,Final,2026-03-12T06:30:59Z
2026-01-17,643,South Dakota,SDAK,North Dakota,UND,19:00,-2.0,160.5,-112.0,-113.0,0.0,165.0,-1.5,160.5,-1.5,160.5,-2.5,-2.5,80.0,96.0,Final,2026-03-12T06:30:59Z
2026-01-17,645,New Mexico State,NMSU,Delaware,DEL,19:00,5.0,134.0,-110.0,-111.0,5.0,136.5,4.5,134.5,4.5,134.5,5.0,4.5,97.0,68.0,Final,2026-03-12T06:30:59Z
2026-01-17,647,Detroit Mercy,DETU,IU Indianapolis,,19:00,-2.0,169.5,-112.0,-106.0,1.0,169.0,-1.5,168.5,-1.5,169.5,0.0,-2.5,80.0,77.0,Final,2026-03-12T06:30:59Z
2026-01-17,649,Florida,FLA,Vanderbilt,VAN,19:10,1.5,165.0,-110.0,-119.0,-2.0,160.5,1.5,164.5,1.5,164.5,1.5,1.5,98.0,94.0,Final,2026-03-12T06:30:59Z
