rank,team,team_id,conference,conf_rank,record,home_record,away_record,cage_em,cage_o,cage_d,cage_t,barthag,wab,expected_win_pct,actual_win_pct,luck,sos,q1_record,q2_record,q3_record,q4_record,q1_wpct,best_win_net,bad_loss_count,cage_power_index,eff_grade,resume_score,suffocation,momentum,clutch_rating,consistency_score,off_identity,tourney_readiness,star_risk,dna_score,floor_em,ceiling_em,trend_arrow,trend_numeric,offensive_archetype,home_road_delta_pct,regression_risk,star_danger,three_pct_gap,efg_pct,opp_efg_pct,tov_pct,orb_pct,drb_pct,ftr,three_par,three_pct,ft_pct,close_wpct,net_rtg_l5,net_rtg_l10,updated_at
68,Southern Miss Golden Eagles,2572,Mid-Eastern Athletic Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
69,South Carolina Gamecocks,2579,Patriot League,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
70,Virginia Cavaliers,258,Big East,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
71,Saint Francis Red Flash,2598,Sun Belt Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
72,UCLA Bruins,26,Pac-12,3,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
73,TCU Horned Frogs,2628,Southeastern Conference,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
74,Tennessee Volunteers,2633,Patriot League,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
75,Washington Huskies,264,Pac-12,3,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
76,Texas Tech Red Raiders,2641,Southeastern Conference,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
77,Toledo Rockets,2649,Mid-American Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
78,Troy Trojans,2653,Mid-Eastern Athletic Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
79,Marquette Golden Eagles,269,Big 12,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
80,Western Michigan Broncos,2711,Mid-American Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
81,Wyoming Cowboys,2751,Independents,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
82,Marshall Thundering Herd,276,Mid-Eastern Athletic Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
83,West Virginia Mountaineers,277,Southeastern Conference,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
84,Fresno State Bulldogs,278,Independents,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
85,Old Dominion Monarchs,295,Mid-Eastern Athletic Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
86,USC Trojans,30,Pac-12,3,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
87,Louisiana Ragin' Cajuns,309,Mid-Eastern Athletic Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
88,Coastal Carolina Chanticleers,324,Mid-Eastern Athletic Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
89,Colorado State Rams,36,Independents,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
90,George Washington Revolutionaries,45,3,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
91,Georgetown Hoyas,46,Big 12,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
92,Florida State Seminoles,52,Big East,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
93,Iowa State Cyclones,66,Southeastern Conference,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
94,Boise State Broncos,68,Independents,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
95,Bradley Braves,71,Ohio Valley Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
96,Northwestern Wildcats,77,Pac-12,3,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
97,UIC Flames,82,Ohio Valley Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
98,Indiana Hoosiers,84,Pac-12,3,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
99,Notre Dame Fighting Irish,87,Big East,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
100,Southern Indiana Screaming Eagles,88,Southland Conference,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
101,Arizona State Sun Devils,9,Southeastern Conference,2,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
102,Kentucky Wildcats,96,Patriot League,1,0-0,0-0,0-0,0.0,103.0,103.0,70.0,0.5,,0.5,0.0,0.0,-103.0,,,,,,,,39.7,B-,50.0,,0.0,0.0,100.0,,,0.0,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,,,,,,,,,,,,,2026-02-24 02:53 PST
103,Lamar Cardinals,2320,Horizon League,12,0-0,0-0,0-0,-1.5,80.2,81.7,64.8,0.4469,,0.445,0.0,0.0,-103.0,,,,,,,,51.1,C+,50.0,78.2,0.0,0.0,100.0,15.2,34.1,0.0,9.9,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,39.3,,21.6,27.8,72.2,19.6,41.1,17.4,72.7,,,,2026-02-24 02:53 PST
104,Florida Atlantic Owls,2226,Atlantic Coast Conference,5,0-0,0-0,0-0,-1.6,114.0,115.6,63.2,0.46,,0.46,0.0,0.0,-103.0,,,,,,,,33.1,C+,50.0,43.0,0.0,0.0,100.0,22.4,44.9,0.0,75.0,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,55.3,,9.5,20.7,79.3,24.6,33.3,47.4,64.3,,,,2026-02-24 02:53 PST
105,East Texas A&M Lions,2837,Horizon League,13,0-0,0-0,0-0,-1.6,107.1,108.7,63.5,0.4575,,0.458,0.0,0.0,-103.0,,,,,,,,46.8,C+,50.0,68.9,0.0,0.0,100.0,34.8,44.7,0.0,43.8,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,53.9,,23.6,31.2,68.8,33.3,47.1,37.5,76.5,,,,2026-02-24 02:53 PST
106,Iona Gaels,314,Metro Atlantic Athletic Conference,7,0-0,0-0,0-0,-2.8,117.7,120.5,73.0,0.4328,,0.434,0.0,0.0,-103.0,,,,,,,,32.9,C+,50.0,46.3,0.0,0.0,100.0,20.8,39.9,0.0,56.0,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,54.4,,16.4,31.1,68.9,23.5,50.0,41.2,75.0,,,,2026-02-24 02:53 PST
107,Sacred Heart Pioneers,2529,Metro Atlantic Athletic Conference,8,0-0,0-0,0-0,-2.9,92.8,95.7,67.9,0.4124,,0.411,0.0,0.0,-103.0,,,,,,,,41.5,C+,50.0,65.0,0.0,0.0,100.0,30.1,40.9,0.0,37.3,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,43.3,,16.2,22.9,77.1,30.0,43.3,30.8,61.1,,,,2026-02-24 02:53 PST
108,Louisville Cardinals,97,Big East,8,0-0,0-0,0-0,-4.6,112.4,117.0,65.8,0.3867,,0.388,0.0,0.0,-103.0,,,,,,,,23.7,C,50.0,35.3,0.0,0.0,100.0,10.7,31.7,0.0,43.9,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,49.3,,15.2,39.0,61.0,16.4,58.2,35.9,72.7,,,,2026-02-24 02:53 PST
109,Boston University Terriers,104,22,4,0-0,0-0,0-0,-5.0,113.2,118.2,59.2,0.3782,,0.377,0.0,0.0,-103.0,,,,,,,,27.5,C,50.0,43.5,0.0,0.0,100.0,0.0,36.5,0.0,57.8,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,56.2,,13.5,28.0,72.0,8.9,37.5,33.3,80.0,,,,2026-02-24 02:53 PST
110,Green Bay Phoenix,2739,Horizon League,14,0-0,0-0,0-0,-5.9,103.1,109.0,67.9,0.3453,,0.345,0.0,0.0,-103.0,,,,,,,,41.0,C,50.0,73.1,0.0,0.0,100.0,36.6,48.3,0.0,51.1,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,51.9,,19.1,17.9,82.1,34.6,36.5,42.1,88.9,,,,2026-02-24 02:53 PST
111,Stephen F. Austin Lumberjacks,2617,Horizon League,15,0-0,0-0,0-0,-6.0,109.7,115.7,66.6,0.3515,,0.351,0.0,0.0,-103.0,,,,,,,,2.2,C,50.0,0.0,0.0,0.0,100.0,36.9,27.7,0.0,50.7,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,38.4,,7.5,52.9,47.1,34.8,24.6,17.6,83.3,,,,2026-02-24 02:53 PST
112,Niagara Purple Eagles,315,Metro Atlantic Athletic Conference,9,0-0,0-0,0-0,-7.4,92.8,100.2,66.8,0.2927,,0.291,0.0,0.0,-103.0,,,,,,,,50.9,C-,50.0,98.4,0.0,0.0,100.0,19.9,49.2,0.0,38.8,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,58.3,,26.9,16.0,84.0,22.9,33.3,37.5,54.5,,,,2026-02-24 02:53 PST
113,Cleveland State Vikings,325,Horizon League,16,0-0,0-0,0-0,-7.9,113.5,121.4,75.8,0.3157,,0.315,0.0,0.0,-103.0,,,,,,,,34.6,C-,50.0,65.1,0.0,0.0,100.0,35.6,51.9,0.0,71.1,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,61.0,,18.5,19.4,80.6,33.9,66.1,41.0,70.0,,,,2026-02-24 02:53 PST
114,SE Louisiana Lions,2545,Horizon League,17,0-0,0-0,0-0,-8.0,108.1,116.1,62.9,0.3055,,0.307,0.0,0.0,-103.0,,,,,,,,25.9,C-,50.0,50.2,0.0,0.0,100.0,67.4,49.4,0.0,60.8,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,52.1,,20.7,38.5,61.5,56.2,39.6,21.1,66.7,,,,2026-02-24 02:53 PST
115,Northern Kentucky Norse,94,Horizon League,17,0-0,0-0,0-0,-8.0,77.4,85.4,74.9,0.244,,0.244,0.0,0.0,-103.0,,,,,,,,28.6,C-,50.0,63.5,0.0,0.0,100.0,25.1,28.5,0.0,0.0,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,35.3,,24.0,44.2,55.8,26.5,45.6,25.8,55.6,,,,2026-02-24 02:53 PST
116,Incarnate Word Cardinals,2916,Horizon League,19,0-0,0-0,0-0,-8.4,82.2,90.6,59.6,0.2462,,0.246,0.0,0.0,-103.0,,,,,,,,31.9,C-,50.0,69.4,0.0,0.0,100.0,29.2,37.1,0.0,20.9,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,38.2,,18.5,25.7,74.3,29.4,37.3,26.3,66.7,,,,2026-02-24 02:53 PST
117,Rice Owls,242,Atlantic Coast Conference,6,0-0,0-0,0-0,-8.6,107.4,116.0,69.8,0.292,,0.292,0.0,0.0,-103.0,,,,,,,,28.6,C-,50.0,57.0,0.0,0.0,100.0,38.2,47.1,0.0,61.3,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,52.7,,15.8,22.2,77.8,35.7,48.2,40.7,80.0,,,,2026-02-24 02:53 PST
118,Quinnipiac Bobcats,2514,Metro Atlantic Athletic Conference,10,0-0,0-0,0-0,-9.0,118.1,127.1,66.9,0.3006,,0.301,0.0,0.0,-103.0,,,,,,,,4.2,C-,50.0,10.6,0.0,0.0,100.0,48.4,37.9,0.0,68.8,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,51.6,,13.5,53.1,46.9,42.9,34.9,31.8,51.9,,,,2026-02-24 02:53 PST
119,Towson Tigers,119,Western Athletic Conference,2,0-0,0-0,0-0,-9.4,97.4,106.8,63.7,0.2574,,0.257,0.0,0.0,-103.0,,,,,,,,11.7,C-,50.0,30.2,0.0,0.0,100.0,41.3,37.9,0.0,54.3,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,39.7,,7.9,31.0,69.0,37.9,22.4,30.8,72.7,,,,2026-02-24 02:53 PST
120,Ohio State Buckeyes,194,Pac-12,11,0-0,0-0,0-0,-9.9,99.2,109.1,60.5,0.2509,,0.25,0.0,0.0,-103.0,,,,,,,,21.2,C-,50.0,48.7,0.0,0.0,100.0,33.9,46.0,0.0,67.7,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,48.1,,8.3,15.4,84.6,32.7,42.3,18.2,58.8,,,,2026-02-24 02:53 PST
121,UT Rio Grande Valley Vaqueros,292,Horizon League,20,0-0,0-0,0-0,-10.2,99.3,109.5,68.5,0.2452,,0.245,0.0,0.0,-103.0,,,,,,,,41.3,C-,50.0,87.0,0.0,0.0,100.0,35.8,51.7,0.0,49.9,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,58.0,,24.8,18.2,81.8,34.0,54.0,29.6,58.8,,,,2026-02-24 02:53 PST
122,Bucknell Bison,2083,22,5,0-0,0-0,0-0,-13.8,96.0,109.8,65.6,0.1759,,0.177,0.0,0.0,-103.0,,,,,,,,11.3,D,50.0,40.3,0.0,0.0,100.0,21.8,30.5,0.0,29.9,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,40.3,,15.2,37.1,62.9,24.2,33.9,19.0,86.7,,,,2026-02-24 02:53 PST
123,Saint Peter's Peacocks,2612,Metro Atlantic Athletic Conference,11,0-0,0-0,0-0,-14.8,103.2,118.0,61.0,0.1764,,0.177,0.0,0.0,-103.0,,,,,,,,8.1,D,50.0,34.3,0.0,0.0,100.0,28.8,35.0,0.0,46.8,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,46.4,,14.7,38.5,61.5,29.1,36.4,35.0,75.0,,,,2026-02-24 02:53 PST
124,Memphis Tigers,235,Atlantic Coast Conference,7,0-0,0-0,0-0,-15.4,94.2,109.6,71.2,0.1491,,0.148,0.0,0.0,-103.0,,,,,,,,23.1,D,50.0,65.9,0.0,0.0,100.0,21.1,38.8,0.0,34.1,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,49.2,,21.1,28.1,71.9,23.7,30.5,22.2,64.3,,,,2026-02-24 02:53 PST
125,Milwaukee Panthers,270,Horizon League,21,0-0,0-0,0-0,-16.9,107.8,124.7,65.0,0.1578,,0.157,0.0,0.0,-103.0,,,,,,,,14.0,D,50.0,47.8,0.0,0.0,100.0,7.4,28.6,0.0,23.6,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,49.2,,23.1,42.9,57.1,14.1,45.3,31.0,77.8,,,,2026-02-24 02:53 PST
126,Wright State Raiders,2750,Horizon League,22,0-0,0-0,0-0,-19.2,100.8,120.0,67.5,0.1187,,0.118,0.0,0.0,-103.0,,,,,,,,15.0,F,50.0,54.8,0.0,0.0,100.0,31.3,38.3,0.0,37.4,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,48.2,,20.7,33.3,66.7,30.9,29.1,31.2,88.2,,,,2026-02-24 02:53 PST
127,Houston Cougars,248,Southeastern Conference,14,0-0,0-0,0-0,-20.0,86.2,106.2,65.0,0.0832,,0.083,0.0,0.0,-103.0,,,,,,,,0.0,F,50.0,31.7,0.0,0.0,100.0,6.7,23.1,0.0,20.6,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,35.6,,12.3,39.4,60.6,13.6,36.4,20.8,100.0,,,,2026-02-24 02:53 PST
128,Iowa Hawkeyes,2294,Pac-12,12,0-0,0-0,0-0,-20.4,111.2,131.6,63.8,0.126,,0.126,0.0,0.0,-103.0,,,,,,,,5.6,F,50.0,36.4,0.0,0.0,100.0,13.8,36.2,0.0,56.4,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,53.4,,14.1,31.0,69.0,18.6,44.1,26.9,72.7,,,,2026-02-24 02:53 PST
129,Lafayette Leopards,322,22,6,0-0,0-0,0-0,-24.6,106.9,131.5,57.0,0.0846,,0.085,0.0,0.0,-103.0,,,,,,,,7.2,F,50.0,44.9,0.0,0.0,100.0,34.8,44.9,0.0,66.9,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,52.1,,12.3,20.0,80.0,33.3,25.0,16.7,68.8,,,,2026-02-24 02:53 PST
130,Mississippi Valley State Delta Devils,2400,Southwestern Athletic Conference,2,0-0,0-0,0-0,-27.1,79.9,107.0,77.6,0.0336,,0.034,0.0,0.0,-103.0,,,,,,,,18.6,F,50.0,72.9,0.0,0.0,100.0,21.8,35.0,0.0,14.5,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,43.5,,24.5,30.3,69.7,24.2,38.7,25.0,53.3,,,,2026-02-24 02:53 PST
131,Canisius Golden Griffins,2099,Metro Atlantic Athletic Conference,12,0-0,0-0,0-0,-34.4,76.8,111.2,61.2,0.014,,0.014,0.0,0.0,-103.0,,,,,,,,24.2,F,50.0,85.9,0.0,0.0,100.0,31.6,36.8,0.0,3.5,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,40.0,,27.8,25.0,75.0,31.1,40.0,22.2,78.6,,,,2026-02-24 02:53 PST
132,UTSA Roadrunners,2636,Atlantic Coast Conference,8,0-0,0-0,0-0,-36.2,103.0,139.2,71.8,0.0304,,0.03,0.0,0.0,-103.0,,,,,,,,5.8,F,50.0,49.5,0.0,0.0,100.0,13.0,38.7,0.0,53.0,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,53.3,,15.3,20.0,80.0,18.0,42.6,42.3,81.8,,,,2026-02-24 02:53 PST
