team_id,team,conference,wins,losses,home_wins,home_losses,away_wins,away_losses,neutral_wins,q1_wins,q1_losses,q2_wins,q2_losses,road_wins,q1_win_pct,wab,resume_score,updated_at,sos_rank
2287,Illinois State Redbirds,Missouri Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.71,73.6,2026-03-05T04:55:18Z,21
2294,Iowa Hawkeyes,Big Ten,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.68,53.0,2026-03-05T04:55:18Z,325
2296,Jackson State Tigers,Southwestern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.66,34.3,2026-03-05T04:55:18Z,276
2305,Kansas Jayhawks,Big 12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.53,78.5,2026-03-05T04:55:18Z,235
2306,Kansas State Wildcats,Big 12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.14,61.4,2026-03-05T04:55:18Z,87
2309,Kent State Golden Flashes,Mid-American Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.58,55.2,2026-03-05T04:55:18Z,326
2320,Lamar Cardinals,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.25,39.1,2026-03-05T04:55:18Z,316
2325,La Salle Explorers,Atlantic 10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.94,46.1,2026-03-05T04:55:18Z,149
2329,Lehigh Mountain Hawks,Patriot League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.75,34.3,2026-03-05T04:55:18Z,350
2330,Le Moyne Dolphins,Northeast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.29,38.5,2026-03-05T04:55:18Z,295
2335,Liberty Flames,Conference USA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.53,69.9,2026-03-05T04:55:18Z,135
2344,Longwood Lancers,Big South Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.17,53.1,2026-03-05T04:55:18Z,161
2348,Louisiana Tech Bulldogs,Conference USA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.1,48.5,2026-03-05T04:55:18Z,185
2349,UMass Lowell River Hawks,America East Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.17,25.1,2026-03-05T04:55:18Z,309
2350,Loyola Chicago Ramblers,Atlantic 10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.33,65.1,2026-03-05T04:55:18Z,2
2351,Loyola Marymount Lions,West Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.39,74.8,2026-03-05T04:55:18Z,89
2352,Loyola Maryland Greyhounds,Patriot League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.8,26.0,2026-03-05T04:55:18Z,289
2363,Manhattan Jaspers,Metro Atlantic Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.26,38.9,2026-03-05T04:55:18Z,189
2368,Marist Red Foxes,Metro Atlantic Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.25,54.3,2026-03-05T04:55:18Z,117
2377,McNeese Cowboys,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.59,72.2,2026-03-05T04:55:18Z,247
2378,UMBC Retrievers,America East Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.28,36.5,2026-03-05T04:55:18Z,303
2379,Maryland Eastern Shore Hawks,Mid-Eastern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-8.2,26.3,2026-03-05T04:55:18Z,267
2382,Mercer Bears,Southern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.53,57.9,2026-03-05T04:55:18Z,43
2385,Mercyhurst Lakers,Northeast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.35,35.9,2026-03-05T04:55:18Z,248
2390,Miami Hurricanes,Atlantic Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.6,70.0,2026-03-05T04:55:18Z,69
2393,Middle Tennessee Blue Raiders,Conference USA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.79,66.9,2026-03-05T04:55:18Z,130
2400,Mississippi Valley State Delta Devils,Southwestern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-15.13,0.0,2026-03-05T04:55:18Z,357
2405,Monmouth Hawks,Colonial Athletic Association,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.43,45.0,2026-03-05T04:55:18Z,331
2413,Morehead State Eagles,Ohio Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.25,48.9,2026-03-05T04:55:18Z,304
2415,Morgan State Bears,Mid-Eastern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.77,37.6,2026-03-05T04:55:18Z,204
2426,Navy Midshipmen,Patriot League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.21,50.0,2026-03-05T04:55:18Z,147
2427,UNC Asheville Bulldogs,Big South Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,47.0,2026-03-05T04:55:18Z,145
2428,North Carolina Central Eagles,Mid-Eastern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6.22,23.6,2026-03-05T04:55:18Z,322
2429,Charlotte 49ers,American Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.75,50.9,2026-03-05T04:55:18Z,95
2430,UNC Greensboro Spartans,Southern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.52,47.1,2026-03-05T04:55:18Z,115
2433,UL Monroe Warhawks,Sun Belt Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-11.34,26.5,2026-03-05T04:55:18Z,265
2437,Omaha Mavericks,Summit League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.75,80.0,2026-03-05T04:55:18Z,17
2439,UNLV Rebels,Mountain West,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.96,71.4,2026-03-05T04:55:18Z,15
2440,Nevada Wolf Pack,Mountain West,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.77,64.7,2026-03-05T04:55:18Z,159
2441,New Haven Chargers,Northeast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.15,33.8,2026-03-05T04:55:18Z,228
2443,New Orleans Privateers,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.03,45.2,2026-03-05T04:55:18Z,301
2447,Nicholls Colonels,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,58.6,2026-03-05T04:55:18Z,12
2448,North Carolina A&T Aggies,Colonial Athletic Association,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.32,51.8,2026-03-05T04:55:18Z,183
2449,North Dakota State Bison,Summit League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.65,62.7,2026-03-05T04:55:18Z,197
2450,Norfolk State Spartans,Mid-Eastern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.13,30.7,2026-03-05T04:55:18Z,296
2453,North Alabama Lions,ASUN Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6.65,40.3,2026-03-05T04:55:18Z,202
2454,North Florida Ospreys,ASUN Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-7.73,28.9,2026-03-05T04:55:18Z,285
2458,Northern Colorado Bears,Big Sky Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.69,66.7,2026-03-05T04:55:18Z,178
2459,Northern Illinois Huskies,Mid-American Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.16,41.0,2026-03-05T04:55:18Z,106
2460,Northern Iowa Panthers,Missouri Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.12,68.5,2026-03-05T04:55:18Z,192
2463,Cal State Northridge Matadors,Big West Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.38,52.4,2026-03-05T04:55:18Z,319
2464,Northern Arizona Lumberjacks,Big Sky Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.89,42.8,2026-03-05T04:55:18Z,91
2466,Northwestern State Demons,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.78,45.9,2026-03-05T04:55:18Z,67
2473,Oakland Golden Grizzlies,Horizon League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.63,68.8,2026-03-05T04:55:18Z,77
2483,Oregon Ducks,Big Ten,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.17,55.9,2026-03-05T04:55:18Z,14
2492,Pepperdine Waves,West Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.94,36.5,2026-03-05T04:55:18Z,231
2501,Portland Pilots,West Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.01,49.2,2026-03-05T04:55:18Z,293
2502,Portland State Vikings,Big Sky Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,60.7,2026-03-05T04:55:18Z,162
2504,Prairie View A&M Panthers,Southwestern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.15,27.6,2026-03-05T04:55:18Z,353
2506,Presbyterian Blue Hose,Big South Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.96,51.1,2026-03-05T04:55:18Z,41
2507,Providence Friars,Big East,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.9,51.0,2026-03-05T04:55:18Z,274
2509,Purdue Boilermakers,Big Ten,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.14,84.8,2026-03-05T04:55:18Z,241
2511,Queens University Royals,ASUN Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.91,54.3,2026-03-05T04:55:18Z,70
2514,Quinnipiac Bobcats,Metro Atlantic Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.16,42.9,2026-03-05T04:55:18Z,339
2515,Radford Highlanders,Big South Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.98,42.6,2026-03-05T04:55:18Z,153
2520,Rider Broncs,Metro Atlantic Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-10.2,31.8,2026-03-05T04:55:18Z,125
2523,Robert Morris Colonials,Horizon League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.33,66.3,2026-03-05T04:55:18Z,110
2529,Sacred Heart Pioneers,Metro Atlantic Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.79,36.2,2026-03-05T04:55:18Z,252
2534,Sam Houston Bearkats,Conference USA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.5,64.4,2026-03-05T04:55:18Z,233
2535,Samford Bulldogs,Southern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.27,52.5,2026-03-05T04:55:18Z,254
2539,San Francisco Dons,West Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,60.8,2026-03-05T04:55:18Z,108
2540,UC Santa Barbara Gauchos,Big West Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.06,66.4,2026-03-05T04:55:18Z,68
2541,Santa Clara Broncos,West Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.9,53.2,2026-03-05T04:55:18Z,271
2545,SE Louisiana Lions,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.75,31.4,2026-03-05T04:55:18Z,286
2546,Southeast Missouri State Redhawks,Ohio Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.03,58.8,2026-03-05T04:55:18Z,227
2547,Seattle U Redhawks,West Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.91,55.4,2026-03-05T04:55:18Z,238
2550,Seton Hall Pirates,Big East,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.34,64.7,2026-03-05T04:55:18Z,250
2561,Siena Saints,Metro Atlantic Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.89,53.1,2026-03-05T04:55:18Z,354
2565,SIU Edwardsville Cougars,Ohio Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.76,62.5,2026-03-05T04:55:18Z,292
2567,SMU Mustangs,Atlantic Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.35,76.6,2026-03-05T04:55:18Z,23
2569,South Carolina State Bulldogs,Mid-Eastern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-7.81,23.8,2026-03-05T04:55:18Z,344
2571,South Dakota State Jackrabbits,Summit League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.36,44.8,2026-03-05T04:55:18Z,217
2572,Southern Miss Golden Eagles,Sun Belt Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.17,58.9,2026-03-05T04:55:18Z,111
2579,South Carolina Gamecocks,Southeastern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.77,60.5,2026-03-05T04:55:18Z,37
2582,Southern Jaguars,Southwestern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.84,34.8,2026-03-05T04:55:18Z,284
2598,Saint Francis Red Flash,Northeast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-8.79,32.2,2026-03-05T04:55:18Z,175
2599,St. John's Red Storm,Big East,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.57,66.7,2026-03-05T04:55:18Z,224
2603,Saint Joseph's Hawks,Atlantic 10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.71,61.2,2026-03-05T04:55:18Z,119
2608,Saint Mary's Gaels,West Coast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.68,91.7,2026-03-05T04:55:18Z,3
2612,Saint Peter's Peacocks,Metro Atlantic Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.03,59.9,2026-03-05T04:55:18Z,57
2617,Stephen F. Austin Lumberjacks,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.97,76.7,2026-03-05T04:55:18Z,216
2619,Stony Brook Seawolves,Colonial Athletic Association,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.09,60.7,2026-03-05T04:55:18Z,165
2623,Missouri State Bears,Conference USA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.46,64.5,2026-03-05T04:55:18Z,38
2627,Tarleton State Texans,Western Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.36,51.2,2026-03-05T04:55:18Z,132
2628,TCU Horned Frogs,Big 12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.43,76.5,2026-03-05T04:55:18Z,46
2630,UT Martin Skyhawks,Ohio Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.58,52.3,2026-03-05T04:55:18Z,112
2633,Tennessee Volunteers,Southeastern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.24,70.9,2026-03-05T04:55:18Z,246
2634,Tennessee State Tigers,Ohio Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.75,67.7,2026-03-05T04:55:18Z,45
2635,Tennessee Tech Golden Eagles,Ohio Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.2,53.9,2026-03-05T04:55:18Z,85
2636,UTSA Roadrunners,American Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6.39,43.0,2026-03-05T04:55:18Z,76
2638,UTEP Miners,Conference USA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.6,53.8,2026-03-05T04:55:18Z,128
2640,Texas Southern Tigers,Southwestern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.58,25.0,2026-03-05T04:55:18Z,358
2641,Texas Tech Red Raiders,Big 12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.28,84.6,2026-03-05T04:55:18Z,78
2643,The Citadel Bulldogs,Southern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.58,50.9,2026-03-05T04:55:18Z,150
2649,Toledo Rockets,Mid-American Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.21,78.2,2026-03-05T04:55:18Z,10
2653,Troy Trojans,Sun Belt Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.06,49.4,2026-03-05T04:55:18Z,347
2655,Tulane Green Wave,American Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.57,67.1,2026-03-05T04:55:18Z,33
2670,VCU Rams,Atlantic 10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.65,72.1,2026-03-05T04:55:18Z,81
2674,Valparaiso Beacons,Missouri Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.11,45.5,2026-03-05T04:55:18Z,352
2678,VMI Keydets,Southern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-8.81,37.5,2026-03-05T04:55:18Z,182
2681,Wagner Seahawks,Northeast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.56,39.9,2026-03-05T04:55:18Z,172
2692,Weber State Wildcats,Big Sky Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.15,60.5,2026-03-05T04:55:18Z,88
2698,West Georgia Wolves,ASUN Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.68,55.3,2026-03-05T04:55:18Z,332
2710,Western Illinois Leathernecks,Ohio Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-9.02,36.8,2026-03-05T04:55:18Z,133
2711,Western Michigan Broncos,Mid-American Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.29,72.5,2026-03-05T04:55:18Z,299
2717,Western Carolina Catamounts,Southern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.29,70.0,2026-03-05T04:55:18Z,48
2724,Wichita State Shockers,American Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.47,48.0,2026-03-05T04:55:18Z,360
2729,William & Mary Tribe,Colonial Athletic Association,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.22,60.9,2026-03-05T04:55:18Z,270
2737,Winthrop Eagles,Big South Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.08,61.7,2026-03-05T04:55:18Z,223
2739,Green Bay Phoenix,Horizon League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.44,49.7,2026-03-05T04:55:18Z,176
2747,Wofford Terriers,Southern Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.91,62.2,2026-03-05T04:55:18Z,346
2750,Wright State Raiders,Horizon League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.16,48.6,2026-03-05T04:55:18Z,311
2751,Wyoming Cowboys,Mountain West,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.35,55.5,2026-03-05T04:55:18Z,124
2752,Xavier Musketeers,Big East,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.42,59.9,2026-03-05T04:55:18Z,99
2754,Youngstown State Penguins,Horizon League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.34,55.9,2026-03-05T04:55:18Z,58
2755,Grambling Tigers,Southwestern Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6.61,35.6,2026-03-05T04:55:18Z,212
2771,Merrimack Warriors,Metro Atlantic Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.54,53.4,2026-03-05T04:55:18Z,336
2803,Bryant Bulldogs,America East Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6.84,25.8,2026-03-05T04:55:18Z,327
2815,Lindenwood Lions,Ohio Valley Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.61,45.1,2026-03-05T04:55:18Z,294
2837,East Texas A&M Lions,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.8,38.3,2026-03-05T04:55:18Z,116
2856,California Baptist Lancers,Western Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.93,61.2,2026-03-05T04:55:18Z,134
2870,Purdue Fort Wayne Mastodons,Horizon League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,56.9,2026-03-05T04:55:18Z,167
2885,NJIT Highlanders,America East Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.0,47.6,2026-03-05T04:55:18Z,56
2900,St. Thomas-Minnesota Tommies,Summit League,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.77,75.0,2026-03-05T04:55:18Z,198
2908,South Carolina Upstate Spartans,Big South Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.43,32.8,2026-03-05T04:55:18Z,363
2916,Incarnate Word Cardinals,Southland Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.15,56.6,2026-03-05T04:55:18Z,22
2934,Cal State Bakersfield Roadrunners,Big West Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6.4,37.7,2026-03-05T04:55:18Z,256
3084,Utah Valley Wolverines,Western Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.9,74.6,2026-03-05T04:55:18Z,258
3101,Utah Tech Trailblazers,Western Athletic Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.06,50.6,2026-03-05T04:55:18Z,268
112358,Long Island University Sharks,Northeast Conference,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.5,37.1,2026-03-05T04:55:18Z,345
