run_id,as_of,model_version,feature_version,run_tag,signals,graded_games,spread_mae,total_mae,brier_score,ats_hit_rate,ou_hit_rate,roi_ats,roi_ou,median_clv_spread,median_clv_ml,edge_bucket_performance
0fa1b40e8737b0ba,2026-03-09T15:39:37.024434+00:00,00257ec8,v1,GOOD,"{""roi"": false, ""clv_calibration"": false, ""error"": false}",286,9.594805653710248,13.762946428571428,0.2609090633484163,0.532,0.5089285714285714,0.01563636363636367,-0.028409090909090995,0.655,,"[{'edge_bucket': '0-2', 'ats_hit_rate': nan}, {'edge_bucket': '2-4', 'ats_hit_rate': nan}, {'edge_bucket': '4-6', 'ats_hit_rate': nan}, {'edge_bucket': '6+', 'ats_hit_rate': nan}]"
