event_id,game_datetime_utc,home_team_id,away_team_id,home_team_name,away_team_name,book,opening_spread,closing_spread,spread_line,opening_total,closing_total,total_line,moneyline_home,moneyline_away,source,source_file,source_priority,captured_at_utc,line_timestamp_utc,market_status
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,odds_snapshot.csv,1,2026-03-09 05:49:59.856688+00:00,2026-03-09 05:49:59.856688+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,market_lines.csv,2,2026-03-09 05:49:59.856688+00:00,2026-03-09 05:49:59.856688+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,market_lines_master.csv,4,2026-03-09 05:49:59.856688+00:00,2026-03-09 05:49:59.856688+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,market_lines_latest.csv,0,2026-03-09 05:49:59+00:00,2026-03-09 05:49:59+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,market_lines_closing.csv,3,2026-03-09 05:49:59+00:00,2026-03-09 05:49:59+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,odds_snapshot.csv,1,2026-03-08 17:31:33.311858+00:00,2026-03-08 17:31:33.311858+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,market_lines.csv,2,2026-03-08 17:31:33.311858+00:00,2026-03-08 17:31:33.311858+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,market_lines_master.csv,4,2026-03-08 17:31:33.311858+00:00,2026-03-08 17:31:33.311858+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,odds_snapshot.csv,1,2026-03-08 16:39:50.079597+00:00,2026-03-08 16:39:50.079597+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,market_lines.csv,2,2026-03-08 16:39:50.079597+00:00,2026-03-08 16:39:50.079597+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,,,,,,,,ESPN,market_lines_master.csv,4,2026-03-08 16:39:50.079597+00:00,2026-03-08 16:39:50.079597+00:00,MISSING
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,-4.5,-4.5,,149.5,149.5,,,ESPN,odds_snapshot.csv,1,2026-03-08 15:32:39.439238+00:00,2026-03-08 15:32:39.439238+00:00,OK
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,-4.5,-4.5,,149.5,149.5,,,ESPN,market_lines.csv,2,2026-03-08 15:32:39.439238+00:00,2026-03-08 15:32:39.439238+00:00,OK
401825570,,164,213,Rutgers Scarlet Knights,Penn State Nittany Lions,consensus,,-4.5,-4.5,,149.5,149.5,,,ESPN,market_lines_master.csv,4,2026-03-08 15:32:39.439238+00:00,2026-03-08 15:32:39.439238+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,odds_snapshot.csv,1,2026-03-09 05:50:11.604994+00:00,2026-03-09 05:50:11.604994+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,market_lines.csv,2,2026-03-09 05:50:11.604994+00:00,2026-03-09 05:50:11.604994+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,market_lines_master.csv,4,2026-03-09 05:50:11.604994+00:00,2026-03-09 05:50:11.604994+00:00,MISSING
