event_id,game_date,game_datetime_utc,home_team,away_team,home_team_id,away_team_id,neutral_site,home_score_actual,away_score_actual,actual_margin,actual_total,home_won,pred_spread,pred_total,pred_home_score,pred_away_score,primary_confidence,ens_spread,ens_total,ens_confidence,ens_model_agreement,ens_spread_std,market_spread,market_total,home_ml,away_ml,primary_ats_correct,primary_ou_correct,primary_margin_error,primary_wins_game,primary_edge_flagged,primary_edge_ats,ens_ats_correct,ens_ou_correct,ens_margin_error,ens_wins_game,fourfactors_spread,adjefficiency_spread,pythagorean_spread,momentum_spread,situational_spread,cagerankings_spread,regressedeff_spread,m1_spread,m2_spread,m3_spread,m4_spread,m5_spread,m6_spread,m7_spread,spread_line,fourfactors_ats,adjefficiency_ats,pythagorean_ats,momentum_ats,situational_ats,cagerankings_ats,regressedeff_ats,cage_em_diff,barthag_diff,processed_at,predicted_spread,pipeline_run_id,game_id,home_covered_ats,home_score,away_score,pred_spread_source,clv_vs_consensus,clv_vs_open,clv_vs_pinnacle,clv_vs_dk,beat_consensus,beat_pinnacle,clv_direction,home_spread_current,home_spread_open,ats_correct,cover,ou_correct,actual_spread,team_id,opponent_id,home_away,team_ats_correct,team_ou_correct
401827693,,2026-02-22 03:38:00+00:00,,,252,66,0,79.0,69.0,10.0,148.0,1.0,4.29,,,,,4.29,149.0,0.156,,4.94,,,,,,,-14.29,0.0,0,,,,-14.29,0.0,2.57,6.55,7.84,9.98,6.83,-3.23,-3.2,2.57,6.55,7.84,9.98,6.83,-3.23,-3.2,,,,,,,,,,,2026-02-28T21:42:01.756382-08:00,4.29,,401827693,,,,,,,,,,,,,,,,,10.0,252,66,home,,
401827693,,2026-02-22 03:38:00+00:00,,,252,66,0,79.0,69.0,10.0,148.0,1.0,4.29,,,,,4.29,149.0,0.156,,4.94,,,,,,,-14.29,0.0,0,,,,-14.29,0.0,2.57,6.55,7.84,9.98,6.83,-3.23,-3.2,2.57,6.55,7.84,9.98,6.83,-3.23,-3.2,,,,,,,,,,,2026-02-28T21:42:01.756382-08:00,4.29,,401827693,,,,,,,,,,,,,,,,,10.0,66,252,away,,
401824435,,2026-02-22 17:00:00+00:00,,,2083,107,0,63.0,72.0,-9.0,135.0,0.0,6.77,,,,,6.77,137.3,0.151,,7.45,,,,,,,2.23,1.0,0,,,,2.23,1.0,4.68,17.14,13.12,1.91,11.19,-3.15,-3.2,4.68,17.14,13.12,1.91,11.19,-3.15,-3.2,,,,,,,,,,,2026-02-28T21:42:01.756852-08:00,6.77,,401824435,,,,,,,,,,,,,,,,,-9.0,2083,107,home,,
401824435,,2026-02-22 17:00:00+00:00,,,2083,107,0,63.0,72.0,-9.0,135.0,0.0,6.77,,,,,6.77,137.3,0.151,,7.45,,,,,,,2.23,1.0,0,,,,2.23,1.0,4.68,17.14,13.12,1.91,11.19,-3.15,-3.2,4.68,17.14,13.12,1.91,11.19,-3.15,-3.2,,,,,,,,,,,2026-02-28T21:42:01.756852-08:00,6.77,,401824435,,,,,,,,,,,,,,,,,-9.0,107,2083,away,,
401828679,,2026-02-22 17:00:00+00:00,,,322,44,0,61.0,75.0,-14.0,136.0,0.0,5.49,,,,,5.49,146.6,0.1,,7.89,,,,,,,8.51,1.0,0,,,,8.51,1.0,-3.6,14.8,13.12,2.51,12.67,-3.26,-3.2,-3.6,14.8,13.12,2.51,12.67,-3.26,-3.2,,,,,,,,,,,2026-02-28T21:42:01.757316-08:00,5.49,,401828679,,,,,,,,,,,,,,,,,-14.0,322,44,home,,
401828679,,2026-02-22 17:00:00+00:00,,,322,44,0,61.0,75.0,-14.0,136.0,0.0,5.49,,,,,5.49,146.6,0.1,,7.89,,,,,,,8.51,1.0,0,,,,8.51,1.0,-3.6,14.8,13.12,2.51,12.67,-3.26,-3.2,-3.6,14.8,13.12,2.51,12.67,-3.26,-3.2,,,,,,,,,,,2026-02-28T21:42:01.757316-08:00,5.49,,401828679,,,,,,,,,,,,,,,,,-14.0,44,322,away,,
401824375,,2026-02-22 17:00:00+00:00,,,2329,104,0,70.0,67.0,3.0,137.0,1.0,20.7,,,,,20.7,144.4,0.15,,21.02,,,,,,,-23.7,0.0,0,,,,-23.7,0.0,5.58,45.68,46.46,4.83,35.22,-3.14,-3.2,5.58,45.68,46.46,4.83,35.22,-3.14,-3.2,,,,,,,,,,,2026-02-28T21:42:01.757758-08:00,20.7,,401824375,,,,,,,,,,,,,,,,,3.0,2329,104,home,,
401824375,,2026-02-22 17:00:00+00:00,,,2329,104,0,70.0,67.0,3.0,137.0,1.0,20.7,,,,,20.7,144.4,0.15,,21.02,,,,,,,-23.7,0.0,0,,,,-23.7,0.0,5.58,45.68,46.46,4.83,35.22,-3.14,-3.2,5.58,45.68,46.46,4.83,35.22,-3.14,-3.2,,,,,,,,,,,2026-02-28T21:42:01.757758-08:00,20.7,,401824375,,,,,,,,,,,,,,,,,3.0,104,2329,away,,
401828240,,2026-02-22 17:00:00+00:00,,,235,5,0,67.0,78.0,-11.0,145.0,0.0,9.31,,,,,9.31,137.5,0.102,,12.37,,,,,,,1.69,1.0,0,,,,1.69,1.0,-1.57,25.05,21.39,-1.73,20.86,-3.12,-3.2,-1.57,25.05,21.39,-1.73,20.86,-3.12,-3.2,,,,,,,,,,,2026-02-28T21:42:01.758183-08:00,9.31,,401828240,,,,,,,,,,,,,,,,,-11.0,235,5,home,,
401828240,,2026-02-22 17:00:00+00:00,,,235,5,0,67.0,78.0,-11.0,145.0,0.0,9.31,,,,,9.31,137.5,0.102,,12.37,,,,,,,1.69,1.0,0,,,,1.69,1.0,-1.57,25.05,21.39,-1.73,20.86,-3.12,-3.2,-1.57,25.05,21.39,-1.73,20.86,-3.12,-3.2,,,,,,,,,,,2026-02-28T21:42:01.758183-08:00,9.31,,401828240,,,,,,,,,,,,,,,,,-11.0,5,235,away,,
401813394,,2026-02-22 17:00:00+00:00,,,2520,315,0,67.0,62.0,5.0,129.0,1.0,-5.12,,,,,-5.12,142.6,0.193,,3.32,,,,,,,0.12,1.0,0,,,,0.12,1.0,-3.2,-3.2,-10.28,-9.99,-1.6,-3.2,-3.2,-3.2,-3.2,-10.28,-9.99,-1.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.347897-08:00,-5.12,,401813394,,,,ens_spread,,,,,,,,,,,,,5.0,2520,315,home,,
401813394,,2026-02-22 17:00:00+00:00,,,2520,315,0,67.0,62.0,5.0,129.0,1.0,-5.12,,,,,-5.12,142.6,0.193,,3.32,,,,,,,0.12,1.0,0,,,,0.12,1.0,-3.2,-3.2,-10.28,-9.99,-1.6,-3.2,-3.2,-3.2,-3.2,-10.28,-9.99,-1.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.347897-08:00,-5.12,,401813394,,,,ens_spread,,,,,,,,,,,,,5.0,315,2520,away,,
401824312,,2026-02-22 18:00:00+00:00,,,2771,314,0,88.0,86.0,2.0,174.0,1.0,-3.09,,,,,-3.09,145.8,0.193,,0.77,,,,,,,1.09,1.0,0,,,,1.09,1.0,-3.2,-3.2,-1.35,-3.62,-4.0,-3.2,-3.2,-3.2,-3.2,-1.35,-3.62,-4.0,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.349342-08:00,-3.09,,401824312,,,,ens_spread,,,,,,,,,,,,,2.0,2771,314,home,,
401824312,,2026-02-22 18:00:00+00:00,,,2771,314,0,88.0,86.0,2.0,174.0,1.0,-3.09,,,,,-3.09,145.8,0.193,,0.77,,,,,,,1.09,1.0,0,,,,1.09,1.0,-3.2,-3.2,-1.35,-3.62,-4.0,-3.2,-3.2,-3.2,-3.2,-1.35,-3.62,-4.0,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.349342-08:00,-3.09,,401824312,,,,ens_spread,,,,,,,,,,,,,2.0,314,2771,away,,
401813343,,2026-02-22 18:00:00+00:00,,,2368,2529,0,65.0,63.0,2.0,128.0,1.0,-10.81,,,,,-10.81,146.6,0.193,,11.07,,,,,,,8.81,1.0,0,,,,8.81,1.0,-3.2,-3.2,-27.2,-28.75,-4.8,-3.2,-3.2,-3.2,-3.2,-27.2,-28.75,-4.8,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.348884-08:00,-10.81,,401813343,,,,ens_spread,,,,,,,,,,,,,2.0,2368,2529,home,,
401813343,,2026-02-22 18:00:00+00:00,,,2368,2529,0,65.0,63.0,2.0,128.0,1.0,-10.81,,,,,-10.81,146.6,0.193,,11.07,,,,,,,8.81,1.0,0,,,,8.81,1.0,-3.2,-3.2,-27.2,-28.75,-4.8,-3.2,-3.2,-3.2,-3.2,-27.2,-28.75,-4.8,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.348884-08:00,-10.81,,401813343,,,,ens_spread,,,,,,,,,,,,,2.0,2529,2368,away,,
401817676,,2026-02-22 18:00:00+00:00,,,2174,2739,0,74.0,70.0,4.0,144.0,1.0,-2.8,,,,,-2.8,148.7,0.193,,0.61,,,,,,,-1.2,1.0,0,,,,-1.2,1.0,-3.2,-3.2,-2.1,-2.64,-1.6,-3.2,-3.2,-3.2,-3.2,-2.1,-2.64,-1.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.348378-08:00,-2.8,,401817676,,,,ens_spread,,,,,,,,,,,,,4.0,2174,2739,home,,
401817676,,2026-02-22 18:00:00+00:00,,,2174,2739,0,74.0,70.0,4.0,144.0,1.0,-2.8,,,,,-2.8,148.7,0.193,,0.61,,,,,,,-1.2,1.0,0,,,,-1.2,1.0,-3.2,-3.2,-2.1,-2.64,-1.6,-3.2,-3.2,-3.2,-3.2,-2.1,-2.64,-1.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.348378-08:00,-2.8,,401817676,,,,ens_spread,,,,,,,,,,,,,4.0,2739,2174,away,,
401825534,,2026-02-22 18:00:00+00:00,,,127,194,0,66.0,60.0,6.0,126.0,1.0,-6.5,,,,,-6.5,155.4,0.15,,5.65,,,,,,,0.5,1.0,0,,,,0.5,1.0,0.27,-14.7,-9.44,0.48,-12.24,-3.21,-3.2,0.27,-14.7,-9.44,0.48,-12.24,-3.21,-3.2,,,,,,,,,,,2026-02-28T21:42:01.760353-08:00,-6.5,,401825534,,,,,,,,,,,,,,,,,6.0,127,194,home,,
401825534,,2026-02-22 18:00:00+00:00,,,127,194,0,66.0,60.0,6.0,126.0,1.0,-6.5,,,,,-6.5,155.4,0.15,,5.65,,,,,,,0.5,1.0,0,,,,0.5,1.0,0.27,-14.7,-9.44,0.48,-12.24,-3.21,-3.2,0.27,-14.7,-9.44,0.48,-12.24,-3.21,-3.2,,,,,,,,,,,2026-02-28T21:42:01.760353-08:00,-6.5,,401825534,,,,,,,,,,,,,,,,,6.0,194,127,away,,
401828242,,2026-02-22 19:00:00+00:00,,,2655,242,0,81.0,75.0,6.0,156.0,1.0,-13.06,,,,,-13.06,145.6,0.163,,10.16,,,,,,,7.06,1.0,0,,,,7.06,1.0,-6.99,-29.18,-19.12,-1.19,-20.98,-3.21,-3.2,-6.99,-29.18,-19.12,-1.19,-20.98,-3.21,-3.2,,,,,,,,,,,2026-02-28T21:42:01.762908-08:00,-13.06,,401828242,,,,,,,,,,,,,,,,,6.0,2655,242,home,,
401828242,,2026-02-22 19:00:00+00:00,,,2655,242,0,81.0,75.0,6.0,156.0,1.0,-13.06,,,,,-13.06,145.6,0.163,,10.16,,,,,,,7.06,1.0,0,,,,7.06,1.0,-6.99,-29.18,-19.12,-1.19,-20.98,-3.21,-3.2,-6.99,-29.18,-19.12,-1.19,-20.98,-3.21,-3.2,,,,,,,,,,,2026-02-28T21:42:01.762908-08:00,-13.06,,401828242,,,,,,,,,,,,,,,,,6.0,242,2655,away,,
401817679,,2026-02-22 19:00:00+00:00,,,2750,2523,0,68.0,81.0,-13.0,149.0,0.0,2.01,,,,,2.01,153.8,0.15,,3.51,,,,,,,10.99,1.0,0,,,,10.99,1.0,1.8,5.62,5.83,1.09,3.98,-3.2,-3.2,1.8,5.62,5.83,1.09,3.98,-3.2,-3.2,,,,,,,,,,,2026-02-28T21:42:01.763340-08:00,2.01,,401817679,,,,,,,,,,,,,,,,,-13.0,2750,2523,home,,
401817679,,2026-02-22 19:00:00+00:00,,,2750,2523,0,68.0,81.0,-13.0,149.0,0.0,2.01,,,,,2.01,153.8,0.15,,3.51,,,,,,,10.99,1.0,0,,,,10.99,1.0,1.8,5.62,5.83,1.09,3.98,-3.2,-3.2,1.8,5.62,5.83,1.09,3.98,-3.2,-3.2,,,,,,,,,,,2026-02-28T21:42:01.763340-08:00,2.01,,401817679,,,,,,,,,,,,,,,,,-13.0,2523,2750,away,,
401817680,,2026-02-22 19:00:00+00:00,,,2754,94,0,64.0,58.0,6.0,122.0,1.0,-3.77,,,,,-3.77,162.7,0.15,,5.85,,,,,,,-2.23,1.0,0,,,,-2.23,1.0,-9.0,3.02,-6.41,-13.07,4.73,-3.25,-3.2,-9.0,3.02,-6.41,-13.07,4.73,-3.25,-3.2,,,,,,,,,,,2026-02-28T21:42:01.763754-08:00,-3.77,,401817680,,,,,,,,,,,,,,,,,6.0,2754,94,home,,
401817680,,2026-02-22 19:00:00+00:00,,,2754,94,0,64.0,58.0,6.0,122.0,1.0,-3.77,,,,,-3.77,162.7,0.15,,5.85,,,,,,,-2.23,1.0,0,,,,-2.23,1.0,-9.0,3.02,-6.41,-13.07,4.73,-3.25,-3.2,-9.0,3.02,-6.41,-13.07,4.73,-3.25,-3.2,,,,,,,,,,,2026-02-28T21:42:01.763754-08:00,-3.77,,401817680,,,,,,,,,,,,,,,,,6.0,94,2754,away,,
401820593,,2026-02-22 19:00:00+00:00,,,2514,2217,0,79.0,85.0,-6.0,164.0,0.0,1.55,,,,,1.55,128.6,0.1,,7.99,,,,,,,4.45,1.0,0,,,,4.45,1.0,2.18,4.83,17.45,-10.19,2.38,-3.14,-3.2,2.18,4.83,17.45,-10.19,2.38,-3.14,-3.2,,,,,,,,,,,2026-02-28T21:42:01.762046-08:00,1.55,,401820593,,,,,,,,,,,,,,,,,-6.0,2514,2217,home,,
401820593,,2026-02-22 19:00:00+00:00,,,2514,2217,0,79.0,85.0,-6.0,164.0,0.0,1.55,,,,,1.55,128.6,0.1,,7.99,,,,,,,4.45,1.0,0,,,,4.45,1.0,2.18,4.83,17.45,-10.19,2.38,-3.14,-3.2,2.18,4.83,17.45,-10.19,2.38,-3.14,-3.2,,,,,,,,,,,2026-02-28T21:42:01.762046-08:00,1.55,,401820593,,,,,,,,,,,,,,,,,-6.0,2217,2514,away,,
401813431,,2026-02-22 19:00:00+00:00,,,2561,2612,0,72.0,63.0,9.0,135.0,1.0,-3.49,,,,,-3.49,143.6,0.193,,0.73,,,,,,,-5.51,1.0,0,,,,-5.51,1.0,-3.2,-3.2,-5.05,-2.78,-4.2,-3.2,-3.2,-3.2,-3.2,-5.05,-2.78,-4.2,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.350283-08:00,-3.49,,401813431,,,,ens_spread,,,,,,,,,,,,,9.0,2561,2612,home,,
401813431,,2026-02-22 19:00:00+00:00,,,2561,2612,0,72.0,63.0,9.0,135.0,1.0,-3.49,,,,,-3.49,143.6,0.193,,0.73,,,,,,,-5.51,1.0,0,,,,-5.51,1.0,-3.2,-3.2,-5.05,-2.78,-4.2,-3.2,-3.2,-3.2,-3.2,-5.05,-2.78,-4.2,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.350283-08:00,-3.49,,401813431,,,,ens_spread,,,,,,,,,,,,,9.0,2612,2561,away,,
401813370,,2026-02-22 19:00:00+00:00,,,116,2099,0,68.0,47.0,21.0,115.0,1.0,-5.13,,,,,-5.13,145.4,0.193,,3.34,,,,,,,-15.87,1.0,0,,,,-15.87,1.0,-3.2,-3.2,-10.28,-10.06,-1.6,-3.2,-3.2,-3.2,-3.2,-10.28,-10.06,-1.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.349832-08:00,-5.13,,401813370,,,,ens_spread,,,,,,,,,,,,,21.0,116,2099,home,,
401813370,,2026-02-22 19:00:00+00:00,,,116,2099,0,68.0,47.0,21.0,115.0,1.0,-5.13,,,,,-5.13,145.4,0.193,,3.34,,,,,,,-15.87,1.0,0,,,,-15.87,1.0,-3.2,-3.2,-10.28,-10.06,-1.6,-3.2,-3.2,-3.2,-3.2,-10.28,-10.06,-1.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.349832-08:00,-5.13,,401813370,,,,ens_spread,,,,,,,,,,,,,21.0,2099,116,away,,
401812081,,2026-02-22 19:00:00+00:00,,,2182,119,0,68.0,62.0,6.0,130.0,1.0,-1.22,,,,,-1.22,129.9,0.1,,6.12,,,,,,,-4.78,1.0,0,,,,-4.78,1.0,0.47,2.72,-14.8,5.07,2.28,-3.24,-3.2,0.47,2.72,-14.8,5.07,2.28,-3.24,-3.2,,,,,,,,,,,2026-02-28T21:42:01.761190-08:00,-1.22,,401812081,,,,,,,,,,,,,,,,,6.0,2182,119,home,,
401812081,,2026-02-22 19:00:00+00:00,,,2182,119,0,68.0,62.0,6.0,130.0,1.0,-1.22,,,,,-1.22,129.9,0.1,,6.12,,,,,,,-4.78,1.0,0,,,,-4.78,1.0,0.47,2.72,-14.8,5.07,2.28,-3.24,-3.2,0.47,2.72,-14.8,5.07,2.28,-3.24,-3.2,,,,,,,,,,,2026-02-28T21:42:01.761190-08:00,-1.22,,401812081,,,,,,,,,,,,,,,,,6.0,119,2182,away,,
401817678,,2026-02-22 19:00:00+00:00,,,325,2870,0,86.0,92.0,-6.0,178.0,0.0,-0.63,,,,,-0.63,138.6,0.128,,5.09,,,,,,,6.63,0.0,0,,,,6.63,0.0,-6.1,6.36,0.01,-6.96,6.42,-3.17,-3.2,-6.1,6.36,0.01,-6.96,6.42,-3.17,-3.2,,,,,,,,,,,2026-02-28T21:42:01.760773-08:00,-0.63,,401817678,,,,,,,,,,,,,,,,,-6.0,325,2870,home,,
401817678,,2026-02-22 19:00:00+00:00,,,325,2870,0,86.0,92.0,-6.0,178.0,0.0,-0.63,,,,,-0.63,138.6,0.128,,5.09,,,,,,,6.63,0.0,0,,,,6.63,0.0,-6.1,6.36,0.01,-6.96,6.42,-3.17,-3.2,-6.1,6.36,0.01,-6.96,6.42,-3.17,-3.2,,,,,,,,,,,2026-02-28T21:42:01.760773-08:00,-0.63,,401817678,,,,,,,,,,,,,,,,,-6.0,2870,325,away,,
401817677,,2026-02-22 20:00:00+00:00,,,2473,270,0,81.0,70.0,11.0,151.0,1.0,-2.8,,,,,-2.8,146.5,0.193,,0.61,,,,,,,-8.2,1.0,0,,,,-8.2,1.0,-3.2,-3.2,-2.1,-2.64,-1.6,-3.2,-3.2,-3.2,-3.2,-2.1,-2.64,-1.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.350746-08:00,-2.8,,401817677,,,,ens_spread,,,,,,,,,,,,,11.0,2473,270,home,,
401817677,,2026-02-22 20:00:00+00:00,,,2473,270,0,81.0,70.0,11.0,151.0,1.0,-2.8,,,,,-2.8,146.5,0.193,,0.61,,,,,,,-8.2,1.0,0,,,,-8.2,1.0,-3.2,-3.2,-2.1,-2.64,-1.6,-3.2,-3.2,-3.2,-3.2,-2.1,-2.64,-1.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.350746-08:00,-2.8,,401817677,,,,ens_spread,,,,,,,,,,,,,11.0,270,2473,away,,
401828241,,2026-02-22 21:00:00+00:00,,,249,2226,0,73.0,72.0,1.0,145.0,1.0,-3.0,,,,,-3.0,120.9,0.15,,8.92,,,,,,,2.0,1.0,0,,,,2.0,1.0,-12.81,0.15,13.99,-15.62,-1.22,-3.19,-3.2,-12.81,0.15,13.99,-15.62,-1.22,-3.19,-3.2,,,,,,,,,,,2026-02-28T21:42:01.764598-08:00,-3.0,,401828241,,,,,,,,,,,,,,,,,1.0,249,2226,home,,
401828241,,2026-02-22 21:00:00+00:00,,,249,2226,0,73.0,72.0,1.0,145.0,1.0,-3.0,,,,,-3.0,120.9,0.15,,8.92,,,,,,,2.0,1.0,0,,,,2.0,1.0,-12.81,0.15,13.99,-15.62,-1.22,-3.19,-3.2,-12.81,0.15,13.99,-15.62,-1.22,-3.19,-3.2,,,,,,,,,,,2026-02-28T21:42:01.764598-08:00,-3.0,,401828241,,,,,,,,,,,,,,,,,1.0,2226,249,away,,
401828243,,2026-02-22 21:00:00+00:00,,,202,2636,0,100.0,74.0,26.0,174.0,1.0,-8.24,,,,,-8.24,124.1,0.15,,5.91,,,,,,,-17.76,1.0,0,,,,-17.76,1.0,-10.39,-4.52,-19.19,-13.58,-3.0,-3.26,-3.2,-10.39,-4.52,-19.19,-13.58,-3.0,-3.26,-3.2,,,,,,,,,,,2026-02-28T21:42:01.765104-08:00,-8.24,,401828243,,,,,,,,,,,,,,,,,26.0,202,2636,home,,
401828243,,2026-02-22 21:00:00+00:00,,,202,2636,0,100.0,74.0,26.0,174.0,1.0,-8.24,,,,,-8.24,124.1,0.15,,5.91,,,,,,,-17.76,1.0,0,,,,-17.76,1.0,-10.39,-4.52,-19.19,-13.58,-3.0,-3.26,-3.2,-10.39,-4.52,-19.19,-13.58,-3.0,-3.26,-3.2,,,,,,,,,,,2026-02-28T21:42:01.765104-08:00,-8.24,,401828243,,,,,,,,,,,,,,,,,26.0,2636,202,away,,
401825535,,2026-02-22 21:00:00+00:00,,,275,2294,0,84.0,71.0,13.0,155.0,1.0,8.78,,,,,8.78,131.8,0.114,,14.43,,,,,,,-21.78,0.0,0,,,,-21.78,0.0,-3.28,29.93,19.86,-9.08,20.97,-3.24,-3.2,-3.28,29.93,19.86,-9.08,20.97,-3.24,-3.2,,,,,,,,,,,2026-02-28T21:42:01.765554-08:00,8.78,,401825535,,,,,,,,,,,,,,,,,13.0,275,2294,home,,
401825535,,2026-02-22 21:00:00+00:00,,,275,2294,0,84.0,71.0,13.0,155.0,1.0,8.78,,,,,8.78,131.8,0.114,,14.43,,,,,,,-21.78,0.0,0,,,,-21.78,0.0,-3.28,29.93,19.86,-9.08,20.97,-3.24,-3.2,-3.28,29.93,19.86,-9.08,20.97,-3.24,-3.2,,,,,,,,,,,2026-02-28T21:42:01.765554-08:00,8.78,,401825535,,,,,,,,,,,,,,,,,13.0,2294,275,away,,
401808932,,2026-02-24 00:00:00+00:00,,,2320,2447,0,52.0,53.0,-1.0,105.0,0.0,-2.67,,,,,-2.67,144.2,0.193,,1.16,,,,,,,3.67,0.0,0,,,,3.67,0.0,-3.2,-3.2,0.16,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,0.16,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.351203-08:00,-2.67,,401808932,,,,ens_spread,,,,,,,,,,,,,-1.0,2320,2447,home,,
401808932,,2026-02-24 00:00:00+00:00,,,2320,2447,0,52.0,53.0,-1.0,105.0,0.0,-2.67,,,,,-2.67,144.2,0.193,,1.16,,,,,,,3.67,0.0,0,,,,3.67,0.0,-3.2,-3.2,0.16,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,0.16,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.351203-08:00,-2.67,,401808932,,,,ens_spread,,,,,,,,,,,,,-1.0,2447,2320,away,,
401820762,,2026-02-24 00:00:00+00:00,,,153,97,0,77.0,74.0,3.0,151.0,1.0,-2.85,,,,,-2.85,144.2,0.193,,0.73,,,,,,,-0.15,1.0,0,,,,-0.15,1.0,-3.2,-3.2,-1.11,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,-1.11,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.351674-08:00,-2.85,,401820762,,,,ens_spread,,,,,,,,,,,,,3.0,153,97,home,,
401820762,,2026-02-24 00:00:00+00:00,,,153,97,0,77.0,74.0,3.0,151.0,1.0,-2.85,,,,,-2.85,144.2,0.193,,0.73,,,,,,,-0.15,1.0,0,,,,-0.15,1.0,-3.2,-3.2,-1.11,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,-1.11,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.351674-08:00,-2.85,,401820762,,,,ens_spread,,,,,,,,,,,,,3.0,97,153,away,,
401808965,,2026-02-24 00:00:00+00:00,,,2545,357,0,68.0,73.0,-5.0,141.0,0.0,-3.24,,,,,-3.24,144.2,0.193,,0.36,,,,,,,8.24,0.0,0,,,,8.24,0.0,-3.2,-3.2,-3.93,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,-3.93,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.352119-08:00,-3.24,,401808965,,,,ens_spread,,,,,,,,,,,,,-5.0,2545,357,home,,
401808965,,2026-02-24 00:00:00+00:00,,,2545,357,0,68.0,73.0,-5.0,141.0,0.0,-3.24,,,,,-3.24,144.2,0.193,,0.36,,,,,,,8.24,0.0,0,,,,8.24,0.0,-3.2,-3.2,-3.93,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,-3.93,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.352119-08:00,-3.24,,401808965,,,,ens_spread,,,,,,,,,,,,,-5.0,357,2545,away,,
401808721,,2026-02-24 00:30:00+00:00,,,2837,2277,0,68.0,69.0,-1.0,137.0,0.0,-4.72,,,,,-4.72,144.2,0.193,,3.99,,,,,,,5.72,0.0,0,,,,5.72,0.0,-3.2,-3.2,-14.48,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,-14.48,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.352576-08:00,-4.72,,401808721,,,,ens_spread,,,,,,,,,,,,,-1.0,2837,2277,home,,
401808721,,2026-02-24 00:30:00+00:00,,,2837,2277,0,68.0,69.0,-1.0,137.0,0.0,-4.72,,,,,-4.72,144.2,0.193,,3.99,,,,,,,5.72,0.0,0,,,,5.72,0.0,-3.2,-3.2,-14.48,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,-14.48,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.352576-08:00,-4.72,,401808721,,,,ens_spread,,,,,,,,,,,,,-1.0,2277,2837,away,,
401808887,,2026-02-24 00:30:00+00:00,,,2377,292,0,75.0,68.0,7.0,143.0,1.0,-3.24,,,,,-3.24,144.2,0.193,,0.36,,,,,,,-3.76,1.0,0,,,,-3.76,1.0,-3.2,-3.2,-3.93,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,-3.93,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.353017-08:00,-3.24,,401808887,,,,ens_spread,,,,,,,,,,,,,7.0,2377,292,home,,
401808887,,2026-02-24 00:30:00+00:00,,,2377,292,0,75.0,68.0,7.0,143.0,1.0,-3.24,,,,,-3.24,144.2,0.193,,0.36,,,,,,,-3.76,1.0,0,,,,-3.76,1.0,-3.2,-3.2,-3.93,-3.2,-2.6,-3.2,-3.2,-3.2,-3.2,-3.93,-3.2,-2.6,-3.2,-3.2,,,,,,,,,,,2026-03-04T00:46:10.353017-08:00,-3.24,,401808887,,,,ens_spread,,,,,,,,,,,,,7.0,292,2377,away,,
