rank,team,team_id,conference,conf_rank,record,home_record,away_record,cage_em,cage_o,cage_d,cage_t,barthag,wab,expected_win_pct,actual_win_pct,luck,sos,q1_record,q2_record,q3_record,q4_record,q1_wpct,best_win_net,bad_loss_count,cage_power_index,eff_grade,resume_score,suffocation,momentum,clutch_rating,consistency_score,off_identity,tourney_readiness,star_risk,dna_score,floor_em,ceiling_em,trend_arrow,trend_numeric,offensive_archetype,home_road_delta_pct,regression_risk,star_danger,three_pct_gap,efg_pct,opp_efg_pct,tov_pct,orb_pct,drb_pct,ftr,three_par,three_pct,ft_pct,close_wpct,net_rtg_l5,net_rtg_l10,updated_at
211,Vanderbilt Commodores,238,23,10,0-0,0-0,0-0,-6.4,103.3,109.7,62.9,0.3337,,0.335,0.0,0.0,-103.0,,,,,,,,37.2,C,50.0,64.1,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,50.0,,15.9,26.7,73.3,34.0,43.4,39.1,66.7,,,,2026-02-23 02:56 PST
212,Georgetown Hoyas,46,4,7,0-0,0-0,0-0,-6.4,75.7,82.1,62.1,0.2822,,0.281,0.0,0.0,-103.0,,,,,,,,33.3,C,50.0,74.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,30.9,,20.9,42.1,57.9,41.8,41.8,17.4,56.5,,,,2026-02-23 02:56 PST
213,Oklahoma Sooners,201,23,11,0-0,0-0,0-0,-6.5,115.3,121.8,61.6,0.3474,,0.347,0.0,0.0,-103.0,,,,,,,,38.3,C,50.0,42.5,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,41.8,,13.0,40.9,59.1,39.3,49.2,36.7,83.3,,,,2026-02-23 02:56 PST
214,Jacksonville Dolphins,294,46,9,0-0,0-0,0-0,-6.6,101.5,108.1,60.1,0.3264,,0.325,0.0,0.0,-103.0,,,,,,,,36.7,C,50.0,59.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,40.7,,13.3,34.3,65.7,42.6,24.1,15.4,73.9,,,,2026-02-23 02:56 PST
215,Davidson Wildcats,2166,3,6,0-0,0-0,0-0,-6.6,98.3,104.9,60.0,0.3214,,0.32,0.0,0.0,-103.0,,,,,,,,36.3,C,50.0,62.7,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,54.0,,23.3,33.3,66.7,32.0,44.0,45.5,31.2,,,,2026-02-23 02:56 PST
216,St. Bonaventure Bonnies,179,3,7,0-0,0-0,0-0,-6.8,128.7,135.5,73.0,0.3562,,0.355,0.0,0.0,-103.0,,,,,,,,39.0,C,50.0,39.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,62.1,,13.7,31.2,68.8,24.2,39.4,46.2,75.0,,,,2026-02-23 02:56 PST
217,UAlbany Great Danes,399,1,6,0-0,0-0,0-0,-6.8,105.5,112.3,58.8,0.3278,,0.328,0.0,0.0,-103.0,,,,,,,,36.8,C,50.0,69.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,59.0,,20.4,17.9,82.1,8.0,34.0,41.2,75.0,,,,2026-02-23 02:56 PST
218,South Dakota Coyotes,233,49,6,0-0,0-0,0-0,-6.8,84.4,91.2,73.4,0.2909,,0.291,0.0,0.0,-103.0,,,,,,,,34.0,C,50.0,88.1,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,44.3,,19.1,16.1,83.9,49.1,34.0,16.7,57.7,,,,2026-02-23 02:56 PST
219,UC Riverside Highlanders,27,9,9,0-0,0-0,0-0,-6.9,101.3,108.2,72.1,0.3191,,0.318,0.0,0.0,-103.0,,,,,,,,36.1,C,50.0,61.3,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,44.5,,22.2,31.7,68.3,58.2,43.6,29.2,75.0,,,,2026-02-23 02:56 PST
220,UTEP Miners,2638,11,10,0-0,0-0,0-0,-7.0,111.1,118.1,56.7,0.3312,,0.33,0.0,0.0,-103.0,,,,,,,,37.0,C,50.0,55.6,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,47.3,,10.6,28.6,71.4,23.6,49.1,29.6,84.6,,,,2026-02-23 02:56 PST
221,Washington Huskies,264,7,10,0-0,0-0,0-0,-7.0,105.1,112.1,57.1,0.3227,,0.323,0.0,0.0,-103.0,,,,,,,,36.4,C,50.0,69.8,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,51.0,,10.5,17.4,82.6,13.5,42.3,22.7,100.0,,,,2026-02-23 02:56 PST
222,Campbell Fighting Camels,2097,10,7,0-0,0-0,0-0,-7.3,99.5,106.8,68.4,0.307,,0.307,0.0,0.0,-103.0,,,,,,,,35.2,C-,50.0,74.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,44.9,,10.2,17.6,82.4,32.2,28.8,41.2,78.9,,,,2026-02-23 02:56 PST
223,Grand Canyon Lopes,2253,44,9,0-0,0-0,0-0,-7.4,96.5,103.9,67.4,0.2995,,0.299,0.0,0.0,-103.0,,,,,,,,34.6,C-,50.0,68.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,47.2,,22.3,27.8,72.2,35.2,37.0,35.0,73.7,,,,2026-02-23 02:56 PST
224,Niagara Purple Eagles,315,13,9,0-0,0-0,0-0,-7.4,92.8,100.2,66.8,0.2927,,0.291,0.0,0.0,-103.0,,,,,,,,34.1,C-,50.0,80.8,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,58.3,,26.9,16.0,84.0,22.9,33.3,37.5,54.5,,,,2026-02-23 02:56 PST
225,Xavier Musketeers,2752,4,8,0-0,0-0,0-0,-7.5,112.2,119.7,66.8,0.3221,,0.323,0.0,0.0,-103.0,,,,,,,,36.3,C-,50.0,57.3,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,52.4,,10.5,25.0,75.0,17.5,50.8,31.2,81.8,,,,2026-02-23 02:56 PST
226,Little Rock Trojans,2031,20,7,0-0,0-0,0-0,-7.5,98.0,105.5,66.4,0.2998,,0.299,0.0,0.0,-103.0,,,,,,,,34.6,C-,50.0,65.7,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,41.4,,13.6,29.0,71.0,32.8,25.9,26.7,89.5,,,,2026-02-23 02:56 PST
227,Arizona State Sun Devils,9,8,10,0-0,0-0,0-0,-7.6,104.6,112.2,65.0,0.3086,,0.307,0.0,0.0,-103.0,,,,,,,,35.3,C-,50.0,59.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,50.0,,16.9,30.0,70.0,28.6,35.7,30.0,75.0,,,,2026-02-23 02:56 PST
228,Cleveland State Vikings,325,45,7,0-0,0-0,0-0,-7.9,113.5,121.4,75.8,0.3157,,0.315,0.0,0.0,-103.0,,,,,,,,35.9,C-,50.0,60.5,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,61.0,,18.5,19.4,80.6,33.9,66.1,41.0,70.0,,,,2026-02-23 02:56 PST
229,Notre Dame Fighting Irish,87,2,11,0-0,0-0,0-0,-7.9,107.7,115.6,63.2,0.307,,0.307,0.0,0.0,-103.0,,,,,,,,35.2,C-,50.0,46.6,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,46.9,,12.7,42.1,57.9,21.5,58.5,23.7,50.0,,,,2026-02-23 02:56 PST
230,Northern Kentucky Norse,94,45,8,0-0,0-0,0-0,-8.0,77.4,85.4,74.9,0.244,,0.244,0.0,0.0,-103.0,,,,,,,,30.4,C-,50.0,69.7,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,35.3,,24.0,44.2,55.8,26.5,45.6,25.8,55.6,,,,2026-02-23 02:56 PST
231,North Florida Ospreys,2454,46,10,0-0,0-0,0-0,-8.1,114.2,122.3,62.2,0.3126,,0.314,0.0,0.0,-103.0,,,,,,,,35.6,C-,50.0,47.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,54.4,,16.1,34.4,65.6,24.6,47.4,37.0,64.3,,,,2026-02-23 02:56 PST
232,Michigan Wolverines,130,7,11,0-0,0-0,0-0,-8.1,101.7,109.8,61.9,0.2929,,0.294,0.0,0.0,-103.0,,,,,,,,34.1,C-,50.0,62.5,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,45.5,,11.3,28.6,71.4,32.7,45.5,24.0,72.2,,,,2026-02-23 02:56 PST
233,Maryland Eastern Shore Hawks,2379,16,5,0-0,0-0,0-0,-8.1,87.6,95.7,74.2,0.2656,,0.266,0.0,0.0,-103.0,,,,,,,,32.0,C-,50.0,79.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,45.7,,28.3,22.2,77.8,65.2,45.7,28.6,76.7,,,,2026-02-23 02:56 PST
234,Clemson Tigers,228,2,12,0-0,0-0,0-0,-8.2,107.3,115.5,60.6,0.3001,,0.299,0.0,0.0,-103.0,,,,,,,,34.7,C-,50.0,52.9,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,46.4,,13.2,34.5,65.5,26.8,58.9,30.3,86.7,,,,2026-02-23 02:56 PST
235,Sacramento State Hornets,16,5,7,0-0,0-0,0-0,-8.3,110.3,118.6,72.5,0.3027,,0.303,0.0,0.0,-103.0,,,,,,,,34.9,C-,50.0,64.1,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,47.3,,11.0,17.9,82.1,60.0,34.5,31.6,84.8,,,,2026-02-23 02:56 PST
236,Rice Owls,242,62,8,0-0,0-0,0-0,-8.6,107.4,116.0,69.8,0.292,,0.292,0.0,0.0,-103.0,,,,,,,,34.0,C-,50.0,62.7,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,52.7,,15.8,22.2,77.8,35.7,48.2,40.7,80.0,,,,2026-02-23 02:56 PST
237,Lamar Cardinals,2320,25,8,0-1,0-1,0-0,-8.6,102.1,110.7,69.6,0.2829,,0.282,0.0,0.0,-4.5,,,,,,,,30.3,C-,50.0,25.7,0.0,40.0,100.0,,,23.9,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,0.0,43.2,66.3,18.7,51.3,48.7,36.4,47.0,29.0,58.3,,-8.6,-8.6,2026-02-23 02:56 PST
238,Stanford Cardinal,24,2,13,0-0,0-0,0-0,-8.7,96.0,104.7,68.8,0.2694,,0.269,0.0,0.0,-103.0,,,,,,,,32.3,C-,50.0,61.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,40.0,,14.5,35.0,65.0,48.3,46.7,28.6,62.1,,,,2026-02-23 02:56 PST
239,Quinnipiac Bobcats,2514,13,10,0-0,0-0,0-0,-9.0,118.1,127.1,66.9,0.3006,,0.301,0.0,0.0,-103.0,,,,,,,,34.7,C-,50.0,28.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,51.6,,13.5,53.1,46.9,42.9,34.9,31.8,51.9,,,,2026-02-23 02:56 PST
240,Towson Tigers,119,10,8,0-0,0-0,0-0,-9.4,97.4,106.8,63.7,0.2574,,0.257,0.0,0.0,-103.0,,,,,,,,31.4,C-,50.0,63.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,39.7,,7.9,31.0,69.0,37.9,22.4,30.8,72.7,,,,2026-02-23 02:56 PST
241,West Georgia Wolves,2698,46,11,0-0,0-0,0-0,-9.7,116.1,125.8,72.4,0.2844,,0.285,0.0,0.0,-103.0,,,,,,,,33.5,C-,50.0,45.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,53.0,,13.8,33.3,66.7,28.8,30.3,30.0,73.7,,,,2026-02-23 02:56 PST
242,NJIT Highlanders,2885,1,7,0-0,0-0,0-0,-9.7,102.6,112.3,62.4,0.2614,,0.263,0.0,0.0,-103.0,,,,,,,,31.7,C-,50.0,70.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,45.3,,9.6,16.7,83.3,35.8,30.2,37.5,84.2,,,,2026-02-23 02:56 PST
243,Ohio State Buckeyes,194,7,12,0-0,0-0,0-0,-9.8,97.6,107.4,61.5,0.2497,,0.25,0.0,0.0,-103.0,,,,,,,,30.8,C-,50.0,75.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,48.1,,9.8,15.4,84.6,32.7,42.3,18.2,58.8,,,,2026-02-23 02:56 PST
244,West Virginia Mountaineers,277,8,11,0-0,0-0,0-0,-9.8,88.1,97.9,61.3,0.2292,,0.229,0.0,0.0,-103.0,,,,,,,,29.2,C-,50.0,69.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,45.9,,26.1,32.1,67.9,24.5,42.9,23.8,75.0,,,,2026-02-23 02:56 PST
245,LSU Tigers,99,23,12,0-0,0-0,0-0,-9.9,117.4,127.3,70.7,0.2827,,0.283,0.0,0.0,-103.0,,,,,,,,33.3,C-,50.0,33.6,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,48.6,,14.1,46.2,53.8,31.9,29.0,45.0,72.7,,,,2026-02-23 02:56 PST
246,Hampton Pirates,2261,10,9,0-0,0-0,0-0,-10.3,105.3,115.6,68.4,0.2548,,0.256,0.0,0.0,-103.0,,,,,,,,31.2,C-,50.0,47.8,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,49.2,,20.5,40.6,59.4,32.2,35.6,38.1,73.7,,,,2026-02-23 02:56 PST
247,UL Monroe Warhawks,2433,27,10,0-0,0-0,0-0,-10.4,122.5,132.9,76.8,0.2815,,0.281,0.0,0.0,-103.0,,,,,,,,33.2,C-,50.0,36.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,58.9,,19.5,37.1,62.9,46.8,35.5,40.9,72.4,,,,2026-02-23 02:56 PST
248,Mississippi State Bulldogs,344,23,13,0-0,0-0,0-0,-10.9,121.6,132.5,73.2,0.2715,,0.271,0.0,0.0,-103.0,,,,,,,,32.5,C-,50.0,34.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,52.2,,8.2,40.5,59.5,43.5,47.8,30.3,56.7,,,,2026-02-23 02:56 PST
249,Houston Cougars,248,8,12,0-1,0-1,0-0,-10.9,102.0,112.9,64.7,0.2373,,0.239,0.0,0.0,-23.6,,,,,,,,27.8,C-,50.0,59.4,0.0,43.3,100.0,,,56.3,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,0.0,42.9,47.5,18.6,33.3,66.7,39.3,46.4,30.8,81.8,,-10.9,-10.9,2026-02-23 02:56 PST
250,Fairleigh Dickinson Knights,161,19,6,0-0,0-0,0-0,-11.0,121.1,132.1,63.6,0.269,,0.269,0.0,0.0,-103.0,,,,,,,,32.3,C-,50.0,41.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,58.9,,15.7,32.1,67.9,26.8,39.3,36.4,73.3,,,,2026-02-23 02:56 PST
251,Cal State Bakersfield Roadrunners,2934,9,10,0-0,0-0,0-0,-11.0,109.4,120.4,73.1,0.2494,,0.25,0.0,0.0,-103.0,,,,,,,,30.8,C-,50.0,52.8,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,47.7,,13.7,29.7,70.3,35.9,39.1,28.0,82.6,,,,2026-02-23 02:56 PST
252,Missouri Tigers,142,23,14,0-0,0-0,0-0,-11.6,124.4,136.0,69.1,0.264,,0.264,0.0,0.0,-103.0,,,,,,,,31.9,C-,50.0,42.3,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,61.6,,14.5,26.9,73.1,41.1,37.5,33.3,73.9,,,,2026-02-23 02:56 PST
253,Long Island University Sharks,112358,19,7,0-0,0-0,0-0,-11.7,120.6,132.3,68.8,0.2564,,0.258,0.0,0.0,-103.0,,,,,,,,31.3,C-,50.0,46.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,62.0,,18.9,25.9,74.1,37.0,29.6,31.2,80.0,,,,2026-02-23 02:56 PST
254,North Dakota Fighting Hawks,155,49,7,0-0,0-0,0-0,-12.1,125.2,137.3,66.3,0.2571,,0.258,0.0,0.0,-103.0,,,,,,,,31.4,D,50.0,43.6,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,62.5,,10.6,24.0,76.0,20.0,51.7,41.9,66.7,,,,2026-02-23 02:56 PST
255,Tarleton State Texans,2627,30,5,0-0,0-0,0-0,-12.3,111.5,123.8,64.6,0.2309,,0.229,0.0,0.0,-103.0,,,,,,,,29.4,D,50.0,46.1,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,48.4,,10.8,34.5,65.5,24.6,36.1,31.8,86.7,,,,2026-02-23 02:56 PST
256,Northern Illinois Huskies,2459,14,6,0-0,0-0,0-0,-12.4,102.7,115.1,64.3,0.2123,,0.212,0.0,0.0,-103.0,,,,,,,,27.9,D,50.0,62.5,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,57.7,,21.8,23.3,76.7,23.1,32.7,47.1,50.0,,,,2026-02-23 02:56 PST
257,Le Moyne Dolphins,2330,19,8,0-0,0-0,0-0,-12.7,96.4,109.1,70.6,0.1942,,0.193,0.0,0.0,-103.0,,,,,,,,26.5,D,50.0,66.7,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,48.1,,19.8,24.2,75.8,44.4,50.0,29.6,66.7,,,,2026-02-23 02:56 PST
258,Alabama A&M Bulldogs,2010,26,9,0-0,0-0,0-0,-13.2,111.8,125.0,68.0,0.217,,0.216,0.0,0.0,-103.0,,,,,,,,28.3,D,50.0,37.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,46.0,,13.2,43.8,56.2,40.3,24.2,20.0,76.0,,,,2026-02-23 02:56 PST
259,Charleston Southern Buccaneers,2127,6,8,0-0,0-0,0-0,-13.3,116.1,129.4,82.7,0.2232,,0.223,0.0,0.0,-103.0,,,,,,,,28.8,D,50.0,50.9,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,65.3,,24.2,23.1,76.9,35.5,48.4,43.3,68.2,,,,2026-02-23 02:56 PST
260,San Diego State Aztecs,21,44,10,0-0,0-0,0-0,-13.4,109.5,122.9,67.6,0.2096,,0.211,0.0,0.0,-103.0,,,,,,,,27.7,D,50.0,39.9,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,45.0,,17.8,42.9,57.1,40.0,36.7,36.4,83.3,,,,2026-02-23 02:56 PST
261,Pepperdine Waves,2492,29,7,0-0,0-0,0-0,-13.6,99.4,113.0,73.4,0.1862,,0.186,0.0,0.0,-103.0,,,,,,,,25.9,D,50.0,71.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,50.0,,13.6,14.8,85.2,46.4,42.9,33.3,65.4,,,,2026-02-23 02:56 PST
262,Bucknell Bison,2083,22,8,0-0,0-0,0-0,-13.8,96.0,109.8,65.6,0.1759,,0.177,0.0,0.0,-103.0,,,,,,,,25.1,D,50.0,55.5,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,40.3,,15.2,37.1,62.9,24.2,33.9,19.0,86.7,,,,2026-02-23 02:56 PST
263,Wofford Terriers,2747,24,7,0-0,0-0,0-0,-14.2,105.7,119.9,63.4,0.1901,,0.19,0.0,0.0,-103.0,,,,,,,,26.2,D,50.0,53.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,50.0,,11.0,30.0,70.0,33.3,45.6,26.9,52.6,,,,2026-02-23 02:56 PST
264,Saint Francis Red Flash,2598,19,9,0-0,0-0,0-0,-14.2,88.2,102.4,63.5,0.1523,,0.153,0.0,0.0,-103.0,,,,,,,,23.3,D,50.0,58.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,41.4,,18.9,41.2,58.8,29.3,37.9,27.3,47.1,,,,2026-02-23 02:56 PST
265,Pacific Tigers,279,29,8,0-0,0-0,0-0,-14.7,101.6,116.3,61.0,0.1745,,0.174,0.0,0.0,-103.0,,,,,,,,25.0,D,50.0,57.8,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,52.0,,24.6,27.8,72.2,32.7,26.5,38.5,68.8,,,,2026-02-23 02:56 PST
266,Saint Peter's Peacocks,2612,13,11,0-0,0-0,0-0,-14.8,103.2,118.0,61.0,0.1764,,0.177,0.0,0.0,-103.0,,,,,,,,25.2,D,50.0,47.6,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,46.4,,14.7,38.5,61.5,29.1,36.4,35.0,75.0,,,,2026-02-23 02:56 PST
267,Iowa State Cyclones,66,8,13,0-0,0-0,0-0,-15.0,104.0,119.0,66.4,0.1752,,0.174,0.0,0.0,-103.0,,,,,,,,25.1,D,50.0,60.8,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,50.0,,15.1,21.4,78.6,35.2,44.4,33.3,78.9,,,,2026-02-23 02:56 PST
268,Memphis Tigers,235,62,9,0-0,0-0,0-0,-15.4,94.2,109.6,71.2,0.1491,,0.148,0.0,0.0,-103.0,,,,,,,,23.1,D,50.0,63.1,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,49.2,,21.1,28.1,71.9,23.7,30.5,22.2,64.3,,,,2026-02-23 02:56 PST
269,Villanova Wildcats,222,4,9,0-0,0-0,0-0,-15.6,98.2,113.8,64.2,0.1551,,0.155,0.0,0.0,-103.0,,,,,,,,23.5,D,50.0,45.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,45.8,,15.6,45.8,54.2,23.7,40.7,25.0,64.3,,,,2026-02-23 02:56 PST
270,East Texas A&M Lions,2837,25,9,0-1,0-1,0-0,-15.9,129.2,145.1,56.5,0.2084,,0.208,0.0,0.0,-28.4,,,,,,,,22.5,D,50.0,26.2,0.0,33.3,100.0,,,18.5,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,0.0,57.6,42.5,10.6,48.0,52.0,13.6,47.5,35.7,62.5,,-15.9,-15.9,2026-02-23 02:56 PST
271,Monmouth Hawks,2405,10,10,0-0,0-0,0-0,-16.7,95.5,112.2,66.0,0.1355,,0.136,0.0,0.0,-103.0,,,,,,,,22.0,D,50.0,67.6,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,50.0,,19.7,20.0,80.0,16.1,41.1,34.8,77.8,,,,2026-02-23 02:56 PST
272,Milwaukee Panthers,270,45,9,0-0,0-0,0-0,-16.9,107.8,124.7,65.0,0.1578,,0.157,0.0,0.0,-103.0,,,,,,,,23.7,D,50.0,38.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,49.2,,23.1,42.9,57.1,14.1,45.3,31.0,77.8,,,,2026-02-23 02:56 PST
273,Western Michigan Broncos,2711,14,7,0-0,0-0,0-0,-17.4,93.3,110.7,75.0,0.1228,,0.124,0.0,0.0,-103.0,,,,,,,,21.1,D,50.0,57.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,42.5,,20.0,34.4,65.6,41.7,23.3,21.4,76.0,,,,2026-02-23 02:56 PST
274,Texas Longhorns,251,23,15,0-0,0-0,0-0,-17.6,127.9,145.5,62.6,0.185,,0.185,0.0,0.0,-103.0,,,,,,,,25.8,D,50.0,34.1,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,63.3,,14.4,27.3,72.7,49.0,24.5,50.0,75.0,,,,2026-02-23 02:56 PST
275,UT Arlington Mavericks,250,30,6,0-0,0-0,0-0,-17.6,79.6,97.2,67.9,0.0914,,0.09,0.0,0.0,-103.0,,,,,,,,18.7,D,50.0,69.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,38.0,,25.0,33.3,66.7,54.0,30.0,26.7,59.3,,,,2026-02-23 02:56 PST
276,Portland Pilots,2501,29,9,0-0,0-0,0-0,-17.7,87.1,104.8,67.8,0.1065,,0.106,0.0,0.0,-103.0,,,,,,,,19.8,D,50.0,78.8,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,43.8,,28.0,13.8,86.2,72.5,47.5,26.3,82.8,,,,2026-02-23 02:56 PST
277,Evansville Purple Aces,339,18,8,0-0,0-0,0-0,-17.9,103.2,121.1,72.6,0.1371,,0.137,0.0,0.0,-103.0,,,,,,,,22.2,D,50.0,70.4,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,58.3,,16.5,7.7,92.3,10.0,48.3,41.4,83.3,,,,2026-02-23 02:56 PST
278,UNC Greensboro Spartans,2430,24,8,0-0,0-0,0-0,-18.3,114.3,132.6,65.6,0.1534,,0.154,0.0,0.0,-103.0,,,,,,,,23.4,F,50.0,41.9,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,perimeter,0.0,0,0,,60.2,,19.8,30.8,69.2,27.8,44.4,37.5,66.7,,,,2026-02-23 02:56 PST
279,Portland State Vikings,2502,5,8,0-0,0-0,0-0,-18.3,83.8,102.1,65.6,0.0935,,0.094,0.0,0.0,-103.0,,,,,,,,18.8,F,50.0,68.2,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,balanced,0.0,0,0,,34.4,,12.2,29.4,70.6,24.6,31.1,21.1,86.7,,,,2026-02-23 02:56 PST
280,East Carolina Pirates,151,62,10,0-0,0-0,0-0,-18.4,86.0,104.4,65.1,0.0971,,0.097,0.0,0.0,-103.0,,,,,,,,19.1,F,50.0,64.5,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,38.2,,18.4,31.6,68.4,41.8,36.4,20.0,60.9,,,,2026-02-23 02:56 PST
281,Duquesne Dukes,2184,3,8,0-0,0-0,0-0,-18.9,103.8,122.7,63.6,0.1275,,0.128,0.0,0.0,-103.0,,,,,,,,21.4,F,50.0,43.0,0.0,50.0,100.0,,,,,-12.0,12.0,→ FLAT,0.0,interior,0.0,0,0,,45.3,,20.5,39.4,60.6,45.3,35.8,42.1,75.0,,,,2026-02-23 02:56 PST
