as_of_date,conference,team,conf_w,conf_l,conf_pct,overall_w,overall_l,overall_pct,streak,generated_at,conference_name,pipeline_run_id
20260304,Atlantic Coast Conference,Louisville Cardinals,0,0,0,19,9,0.679,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,Conference USA,Western Kentucky Hilltoppers,0,0,0,17,11,0.607,0,2026-03-04T22:22:32Z,Conference USA,22692149656
20260304,Southeastern Conference,LSU Tigers,0,0,0,14,15,0.483,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,,Eureka Red Devils,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Atlantic Coast Conference,Boston College Eagles,0,0,0,9,19,0.321,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,Patriot League,Boston University Terriers,0,0,0,14,15,0.483,0,2026-03-04T22:22:32Z,Patriot League,22692149656
20260304,Patriot League,Holy Cross Crusaders,0,0,0,11,19,0.367,0,2026-03-04T22:22:32Z,Patriot League,22692149656
20260304,Ivy League,Harvard Crimson,0,0,0,15,11,0.577,0,2026-03-04T22:22:32Z,Ivy League,22692149656
20260304,Colonial Athletic Association,Northeastern Huskies,0,0,0,5,22,0.185,0,2026-03-04T22:22:32Z,Colonial Athletic Association,22692149656
20260304,Mid-American Conference,Massachusetts Minutemen,0,0,0,15,14,0.517,0,2026-03-04T22:22:32Z,Mid-American Conference,22692149656
20260304,Metro Atlantic Athletic Conference,Mount St. Mary's Mountaineers,0,0,0,15,14,0.517,0,2026-03-04T22:22:32Z,Metro Atlantic Athletic Conference,22692149656
20260304,,St. Mary's (MD) Seahawks,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Colonial Athletic Association,Towson Tigers,0,0,0,16,13,0.552,0,2026-03-04T22:22:32Z,Colonial Athletic Association,22692149656
20260304,Big Ten,Maryland Terrapins,0,0,0,10,17,0.37,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Big Ten,Michigan State Spartans,0,0,0,22,5,0.815,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Big Ten,Michigan Wolverines,0,0,0,26,2,0.929,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Big Ten,Minnesota Golden Gophers,0,0,0,12,15,0.444,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Atlantic 10,Saint Louis Billikens,0,0,0,24,3,0.889,0,2026-03-04T22:22:32Z,Atlantic 10,22692149656
20260304,Summit League,Kansas City Roos,0,0,0,3,25,0.107,0,2026-03-04T22:22:32Z,Summit League,22692149656
20260304,Southeastern Conference,Missouri Tigers,0,0,0,18,10,0.643,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,,Franklin Pierce Ravens,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Southeastern Conference,Ole Miss Rebels,0,0,0,10,18,0.357,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,Big Sky Conference,Montana State Bobcats,0,0,0,17,12,0.586,0,2026-03-04T22:22:32Z,Big Sky Conference,22692149656
20260304,,Montana Tech Orediggers,0,0,0,1,0,1.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Big Sky Conference,Montana Grizzlies,0,0,0,14,14,0.5,0,2026-03-04T22:22:32Z,Big Sky Conference,22692149656
20260304,Atlantic Coast Conference,Duke Blue Devils,0,0,0,26,2,0.929,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,American Athletic Conference,East Carolina Pirates,0,0,0,10,17,0.37,0,2026-03-04T22:22:32Z,American Athletic Conference,22692149656
20260304,Atlantic Coast Conference,NC State Wolfpack,0,0,0,17,11,0.607,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,Atlantic Coast Conference,North Carolina Tar Heels,0,0,0,22,6,0.786,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,Atlantic Coast Conference,Wake Forest Demon Deacons,0,0,0,13,15,0.464,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,Summit League,North Dakota Fighting Hawks,0,0,0,16,14,0.533,0,2026-03-04T22:22:32Z,Summit League,22692149656
20260304,Big East,Creighton Bluejays,0,0,0,13,16,0.448,0,2026-03-04T22:22:32Z,Big East,22692149656
20260304,Big Ten,Nebraska Cornhuskers,0,0,0,23,5,0.821,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Ivy League,Dartmouth Big Green,0,0,0,11,15,0.423,0,2026-03-04T22:22:32Z,Ivy League,22692149656
20260304,America East Conference,New Hampshire Wildcats,0,0,0,8,19,0.296,0,2026-03-04T22:22:32Z,America East Conference,22692149656
20260304,Northeast Conference,Fairleigh Dickinson Knights,0,0,0,11,18,0.379,0,2026-03-04T22:22:32Z,Northeast Conference,22692149656
20260304,Ivy League,Princeton Tigers,0,0,0,9,18,0.333,0,2026-03-04T22:22:32Z,Ivy League,22692149656
20260304,Big Ten,Rutgers Scarlet Knights,0,0,0,11,17,0.393,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Conference USA,New Mexico State Aggies,0,0,0,12,15,0.444,0,2026-03-04T22:22:32Z,Conference USA,22692149656
20260304,Mountain West,New Mexico Lobos,0,0,0,20,7,0.741,0,2026-03-04T22:22:32Z,Mountain West,22692149656
20260304,,City College NY Beavers,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Ivy League,Columbia Lions,0,0,0,15,11,0.577,0,2026-03-04T22:22:32Z,Ivy League,22692149656
20260304,Ivy League,Cornell Big Red,0,0,0,14,11,0.56,0,2026-03-04T22:22:32Z,Ivy League,22692149656
20260304,,RIT Tigers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Atlantic 10,St. Bonaventure Bonnies,0,0,0,13,14,0.481,0,2026-03-04T22:22:32Z,Atlantic 10,22692149656
20260304,Atlantic Coast Conference,Syracuse Orange,0,0,0,13,15,0.464,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,,Vassar Brewers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Mid-American Conference,Bowling Green Falcons,0,0,0,15,13,0.536,0,2026-03-04T22:22:32Z,Mid-American Conference,22692149656
20260304,,Defiance Yellow Jackets,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Mid-American Conference,Miami (OH) RedHawks,0,0,0,28,0,1.0,0,2026-03-04T22:22:32Z,Mid-American Conference,22692149656
20260304,Big Ten,Ohio State Buckeyes,0,0,0,16,11,0.593,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Mid-American Conference,Ohio Bobcats,0,0,0,14,14,0.5,0,2026-03-04T22:22:32Z,Mid-American Conference,22692149656
20260304,,Northeastern State RiverHawks,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Big 12,Oklahoma State Cowboys,0,0,0,17,12,0.586,0,2026-03-04T22:22:32Z,Big 12,22692149656
20260304,Summit League,Oral Roberts Golden Eagles,0,0,0,8,21,0.276,0,2026-03-04T22:22:32Z,Summit League,22692149656
20260304,Southeastern Conference,Oklahoma Sooners,0,0,0,15,13,0.536,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,American Athletic Conference,Tulsa Golden Hurricane,0,0,0,21,6,0.778,0,2026-03-04T22:22:32Z,American Athletic Conference,22692149656
20260304,West Coast Conference,Oregon State Beavers,0,0,0,14,15,0.483,0,2026-03-04T22:22:32Z,West Coast Conference,22692149656
20260304,,John Jay College Bloodhounds,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Big Ten,Penn State Nittany Lions,0,0,0,10,17,0.37,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,American Athletic Conference,Temple Owls,0,0,0,14,14,0.5,0,2026-03-04T22:22:32Z,American Athletic Conference,22692149656
20260304,Ivy League,Pennsylvania Quakers,0,0,0,14,11,0.56,0,2026-03-04T22:22:32Z,Ivy League,22692149656
20260304,Atlantic Coast Conference,Pittsburgh Panthers,0,0,0,9,18,0.333,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,Big East,Villanova Wildcats,0,0,0,21,6,0.778,0,2026-03-04T22:22:32Z,Big East,22692149656
20260304,,Westminster (UT) Griffins,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Ivy League,Brown Bears,0,0,0,9,16,0.36,0,2026-03-04T22:22:32Z,Ivy League,22692149656
20260304,Atlantic 10,Rhode Island Rams,0,0,0,14,13,0.519,0,2026-03-04T22:22:32Z,Atlantic 10,22692149656
20260304,Atlantic Coast Conference,Clemson Tigers,0,0,0,19,9,0.679,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,Southern Conference,Furman Paladins,0,0,0,19,10,0.655,0,2026-03-04T22:22:32Z,Southern Conference,22692149656
20260304,Colonial Athletic Association,Charleston Cougars,0,0,0,20,8,0.714,0,2026-03-04T22:22:32Z,Colonial Athletic Association,22692149656
20260304,Summit League,South Dakota Coyotes,0,0,0,16,13,0.552,0,2026-03-04T22:22:32Z,Summit League,22692149656
20260304,American Athletic Conference,Memphis Tigers,0,0,0,11,17,0.393,0,2026-03-04T22:22:32Z,American Athletic Conference,22692149656
20260304,Southern Conference,Chattanooga Mocs,0,0,0,12,16,0.429,0,2026-03-04T22:22:32Z,Southern Conference,22692149656
20260304,Southeastern Conference,Vanderbilt Commodores,0,0,0,21,7,0.75,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,Big 12,Baylor Bears,0,0,0,14,14,0.5,0,2026-03-04T22:22:32Z,Big 12,22692149656
20260304,American Athletic Conference,Rice Owls,0,0,0,11,16,0.407,0,2026-03-04T22:22:32Z,American Athletic Conference,22692149656
20260304,Southeastern Conference,Texas A&M Aggies,0,0,0,18,10,0.643,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,Big 12,Houston Cougars,0,0,0,22,5,0.815,0,2026-03-04T22:22:32Z,Big 12,22692149656
20260304,American Athletic Conference,North Texas Mean Green,0,0,0,15,13,0.536,0,2026-03-04T22:22:32Z,American Athletic Conference,22692149656
20260304,Western Athletic Conference,UT Arlington Mavericks,0,0,0,14,12,0.538,0,2026-03-04T22:22:32Z,Western Athletic Conference,22692149656
20260304,Southeastern Conference,Texas Longhorns,0,0,0,17,10,0.63,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,Big 12,BYU Cougars,0,0,0,18,10,0.643,0,2026-03-04T22:22:32Z,Big 12,22692149656
20260304,Western Athletic Conference,Southern Utah Thunderbirds,0,0,0,10,17,0.37,0,2026-03-04T22:22:32Z,Western Athletic Conference,22692149656
20260304,Big 12,Utah Utes,0,0,0,8,20,0.286,0,2026-03-04T22:22:32Z,Big 12,22692149656
20260304,Sun Belt Conference,James Madison Dukes,0,0,0,16,13,0.552,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,Atlantic 10,Richmond Spiders,0,0,0,13,15,0.464,0,2026-03-04T22:22:32Z,Atlantic 10,22692149656
20260304,Atlantic Coast Conference,Virginia Cavaliers,0,0,0,24,4,0.857,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,Atlantic Coast Conference,Virginia Tech Hokies,0,0,0,17,11,0.607,0,2026-03-04T22:22:32Z,Atlantic Coast Conference,22692149656
20260304,America East Conference,Vermont Catamounts,0,0,0,18,11,0.621,0,2026-03-04T22:22:32Z,America East Conference,22692149656
20260304,,Loras Duhawks,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Big Ten,Washington Huskies,0,0,0,12,15,0.444,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,West Coast Conference,Washington State Cougars,0,0,0,12,17,0.414,0,2026-03-04T22:22:32Z,West Coast Conference,22692149656
20260304,,Lawrence University Vikings,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Big East,Marquette Golden Eagles,0,0,0,8,19,0.296,0,2026-03-04T22:22:32Z,Big East,22692149656
20260304,Horizon League,Milwaukee Panthers,0,0,0,11,18,0.379,0,2026-03-04T22:22:32Z,Horizon League,22692149656
20260304,Big Ten,Wisconsin Badgers,0,0,0,18,9,0.667,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Sun Belt Conference,Marshall Thundering Herd,0,0,0,17,12,0.586,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,Big 12,West Virginia Mountaineers,0,0,0,15,13,0.536,0,2026-03-04T22:22:32Z,Big 12,22692149656
20260304,Mountain West,Fresno State Bulldogs,0,0,0,11,16,0.407,0,2026-03-04T22:22:32Z,Mountain West,22692149656
20260304,West Coast Conference,Pacific Tigers,0,0,0,16,13,0.552,0,2026-03-04T22:22:32Z,West Coast Conference,22692149656
20260304,Missouri Valley Conference,Indiana State Sycamores,0,0,0,10,19,0.345,0,2026-03-04T22:22:32Z,Missouri Valley Conference,22692149656
20260304,Northeast Conference,Stonehill Skyhawks,0,0,0,10,19,0.345,0,2026-03-04T22:22:32Z,Northeast Conference,22692149656
20260304,ASUN Conference,Lipscomb Bisons,0,0,0,19,11,0.633,0,2026-03-04T22:22:32Z,ASUN Conference,22692149656
20260304,Sun Belt Conference,Georgia Southern Eagles,0,0,0,15,14,0.517,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,Southland Conference,UT Rio Grande Valley Vaqueros,0,0,0,17,12,0.586,0,2026-03-04T22:22:32Z,Southland Conference,22692149656
20260304,ASUN Conference,Jacksonville Dolphins,0,0,0,11,19,0.367,0,2026-03-04T22:22:32Z,ASUN Conference,22692149656
20260304,Sun Belt Conference,Old Dominion Monarchs,0,0,0,11,19,0.367,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,Big West Conference,Long Beach State Beach,0,0,0,9,19,0.321,0,2026-03-04T22:22:32Z,Big West Conference,22692149656
20260304,Big West Conference,UC Irvine Anteaters,0,0,0,19,9,0.679,0,2026-03-04T22:22:32Z,Big West Conference,22692149656
20260304,West Coast Conference,San Diego Toreros,0,0,0,10,19,0.345,0,2026-03-04T22:22:32Z,West Coast Conference,22692149656
20260304,Big West Conference,UC Davis Aggies,0,0,0,15,12,0.556,0,2026-03-04T22:22:32Z,Big West Conference,22692149656
20260304,Big Sky Conference,Idaho State Bengals,0,0,0,10,19,0.345,0,2026-03-04T22:22:32Z,Big Sky Conference,22692149656
20260304,Big East,DePaul Blue Demons,0,0,0,14,13,0.519,0,2026-03-04T22:22:32Z,Big East,22692149656
20260304,Sun Belt Conference,Louisiana Ragin' Cajuns,0,0,0,10,20,0.333,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,America East Conference,Maine Black Bears,0,0,0,8,21,0.276,0,2026-03-04T22:22:32Z,America East Conference,22692149656
20260304,Metro Atlantic Athletic Conference,Iona Gaels,0,0,0,17,13,0.567,0,2026-03-04T22:22:32Z,Metro Atlantic Athletic Conference,22692149656
20260304,Metro Atlantic Athletic Conference,Niagara Purple Eagles,0,0,0,7,21,0.25,0,2026-03-04T22:22:32Z,Metro Atlantic Athletic Conference,22692149656
20260304,Patriot League,Lafayette Leopards,0,0,0,10,19,0.345,0,2026-03-04T22:22:32Z,Patriot League,22692149656
20260304,Sun Belt Conference,Coastal Carolina Chanticleers,0,0,0,18,11,0.621,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,Horizon League,Cleveland State Vikings,0,0,0,10,20,0.333,0,2026-03-04T22:22:32Z,Horizon League,22692149656
20260304,Sun Belt Conference,Texas State Bobcats,0,0,0,18,10,0.643,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,Mountain West,Utah State Aggies,0,0,0,22,6,0.786,0,2026-03-04T22:22:32Z,Mountain West,22692149656
20260304,,Virginia St Trojans,0,0,0,1,0,1.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Big Sky Conference,Eastern Washington Eagles,0,0,0,13,15,0.464,0,2026-03-04T22:22:32Z,Big Sky Conference,22692149656
20260304,Southeastern Conference,Alabama Crimson Tide,0,0,0,20,8,0.714,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,Conference USA,Kennesaw State Owls,0,0,0,16,11,0.593,0,2026-03-04T22:22:32Z,Conference USA,22692149656
20260304,Missouri Valley Conference,Evansville Purple Aces,0,0,0,6,23,0.207,0,2026-03-04T22:22:32Z,Missouri Valley Conference,22692149656
20260304,Southeastern Conference,Mississippi State Bulldogs,0,0,0,12,17,0.414,0,2026-03-04T22:22:32Z,Southeastern Conference,22692149656
20260304,,Elmira Soaring Eagles,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Patriot League,Army Black Knights,0,0,0,10,20,0.333,0,2026-03-04T22:22:32Z,Patriot League,22692149656
20260304,Colonial Athletic Association,UNC Wilmington Seahawks,0,0,0,25,5,0.833,0,2026-03-04T22:22:32Z,Colonial Athletic Association,22692149656
20260304,,Johnson & Wales (RI) Griffins,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Olivet Comets,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,SUNY-Oneonta Red Dragons,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Big Ten,Illinois Fighting Illini,0,0,0,21,7,0.75,0,2026-03-04T22:22:32Z,Big Ten,22692149656
20260304,Southland Conference,Texas A&M-Corpus Christi Islanders,0,0,0,16,12,0.571,0,2026-03-04T22:22:32Z,Southland Conference,22692149656
20260304,,Rutgers-Camden Scarlet Raptors,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,St. John Fisher Cardinals,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,St. Scholastica Saints,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,America East Conference,UAlbany Great Danes,0,0,0,11,18,0.379,0,2026-03-04T22:22:32Z,America East Conference,22692149656
20260304,,Worcester State Lancers,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Arcadia ARCADIA,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,George Fox Bruins,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Gallaudet Bison,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Holy Family University Tigers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Gwynedd-Mercy Griffins,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Rosemont Ravens,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Alice Lloyd College Eagles,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Aquinas Saints,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Blue Mountain Toppers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Calumet Crimson Wave,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Concordia-Nebraska Clippers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Crown College Polars,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Culver-Stockton Wildcats,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Cumberland (KY) Patriots,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Dakota State Trojans,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Dakota Wesleyan Tigers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Fisher College Eagles,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,ASUN Conference,Florida Gulf Coast Eagles,0,0,0,13,16,0.448,0,2026-03-04T22:22:32Z,ASUN Conference,22692149656
20260304,,Hannibal-Lagrange Trojans,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Harris-Stowe State Hornets,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Haskell Jayhawks,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Houghton Highlanders,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,LaGrange Panthers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Vermont State - Lyndon Hornets,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Maine-Fort Kent Bengals,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Mayville St Comets,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,McPherson Mcpherson,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Morris College Hornets,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Mount Marty College Lancers,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Pacific Union PACIFIC UNION,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Peru State Bobcats,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Science & Arts (OK) Drovers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Simpson University (CA) Red Hawks,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Western Athletic Conference,Abilene Christian Wildcats,0,0,0,11,16,0.407,0,2026-03-04T22:22:32Z,Western Athletic Conference,22692149656
20260304,,Adrian Bulldogs,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Mountain West,Air Force Falcons,0,0,0,3,25,0.107,0,2026-03-04T22:22:32Z,Mountain West,22692149656
20260304,Mid-American Conference,Akron Zips,0,0,0,23,5,0.821,0,2026-03-04T22:22:32Z,Mid-American Conference,22692149656
20260304,Southwestern Athletic Conference,Alabama A&M Bulldogs,0,0,0,16,12,0.571,0,2026-03-04T22:22:32Z,Southwestern Athletic Conference,22692149656
20260304,Southwestern Athletic Conference,Alabama State Hornets,0,0,0,10,19,0.345,0,2026-03-04T22:22:32Z,Southwestern Athletic Conference,22692149656
20260304,,Albany St (GA) Golden Rams,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Southwestern Athletic Conference,Alcorn State Braves,0,0,0,8,18,0.308,0,2026-03-04T22:22:32Z,Southwestern Athletic Conference,22692149656
20260304,,Angelo State Rams,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Sun Belt Conference,App State Mountaineers,0,0,0,18,11,0.621,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,,Arkansas Baptist Buffaloes,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Southwestern Athletic Conference,Arkansas-Pine Bluff Golden Lions,0,0,0,12,15,0.444,0,2026-03-04T22:22:32Z,Southwestern Athletic Conference,22692149656
20260304,Ohio Valley Conference,Little Rock Trojans,0,0,0,11,19,0.367,0,2026-03-04T22:22:32Z,Ohio Valley Conference,22692149656
20260304,Sun Belt Conference,Arkansas State Red Wolves,0,0,0,19,10,0.655,0,2026-03-04T22:22:32Z,Sun Belt Conference,22692149656
20260304,,Arkansas Tech Wonder Boys,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Auburn-Montgomery Senators,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,ASUN Conference,Austin Peay Governors,0,0,0,19,8,0.704,0,2026-03-04T22:22:32Z,ASUN Conference,22692149656
20260304,,Averett Cougars,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Mid-American Conference,Ball State Cardinals,0,0,0,9,19,0.321,0,2026-03-04T22:22:32Z,Mid-American Conference,22692149656
20260304,Missouri Valley Conference,Belmont Bruins,0,0,0,24,5,0.828,0,2026-03-04T22:22:32Z,Missouri Valley Conference,22692149656
20260304,,Berea Mountaineers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Bethany (WV) Bison,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Bethel (TN) Wildcats,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Southwestern Athletic Conference,Bethune-Cookman Wildcats,0,0,0,17,11,0.607,0,2026-03-04T22:22:32Z,Southwestern Athletic Conference,22692149656
20260304,America East Conference,Binghamton Bearcats,0,0,0,7,21,0.25,0,2026-03-04T22:22:32Z,America East Conference,22692149656
20260304,,Blackburn Beavers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Bloomsburg Huskies,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Bluefield State Big Blues,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Bowie State Bulldogs,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Brewton-Parker Wildcats,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Bryan (TN) Lions,0,0,0,0,3,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Patriot League,Bucknell Bison,0,0,0,8,22,0.267,0,2026-03-04T22:22:32Z,Patriot League,22692149656
20260304,Mid-American Conference,Buffalo Bulls,0,0,0,15,13,0.536,0,2026-03-04T22:22:32Z,Mid-American Conference,22692149656
20260304,Big East,Butler Bulldogs,0,0,0,13,14,0.481,0,2026-03-04T22:22:32Z,Big East,22692149656
20260304,,Cameron Aggies,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Colonial Athletic Association,Campbell Fighting Camels,0,0,0,14,15,0.483,0,2026-03-04T22:22:32Z,Colonial Athletic Association,22692149656
20260304,,Campbellsville Tigers,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Metro Atlantic Athletic Conference,Canisius Golden Griffins,0,0,0,9,19,0.321,0,2026-03-04T22:22:32Z,Metro Atlantic Athletic Conference,22692149656
20260304,,Catawba Chiefs,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,ASUN Conference,Central Arkansas Bears,0,0,0,19,10,0.655,0,2026-03-04T22:22:32Z,ASUN Conference,22692149656
20260304,,Centenary (LA) Gentlemen,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Centenary (NJ) Cyclones,0,0,0,0,1,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,Northeast Conference,Central Connecticut Blue Devils,0,0,0,17,10,0.63,0,2026-03-04T22:22:32Z,Northeast Conference,22692149656
20260304,Big 12,UCF Knights,0,0,0,19,8,0.704,0,2026-03-04T22:22:32Z,Big 12,22692149656
20260304,Mid-American Conference,Central Michigan Chippewas,0,0,0,9,19,0.321,0,2026-03-04T22:22:32Z,Mid-American Conference,22692149656
20260304,,Central State (OH) Marauders,0,0,0,0,2,0.0,0,2026-03-04T22:22:32Z,,22692149656
20260304,,Chaminade Silverswords,0,0,0,0,3,0.0,0,2026-03-04T22:22:32Z,,22692149656
