tweet_id,handicapper_id,text,created_at,tweet_url
1849999999999999999,1,Illinois -3.5 (2u) vs Wisconsin | Gonzaga ML,2026-03-01T14:23:00,https://twitter.com/CBB_Edge/status/184999
1850000000000000000,2,UConn/Kentucky OVER 142.5 (3u) - both teams shoot 40% from 3,2026-03-01T15:10:00,https://twitter.com/HoopsLock/status/185000
