combo_id,combo_type,signals,thresholds,n,fire_rate,hit_rate_su,hit_rate_ats,holdout_su,holdout_ats,p_value,consistent,seasons_passing,lx_days,merged,timestamp
20260306T233109Z_01159,trio,FFC_season_diff|MTI|WL_L7_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""WL_L7_diff"": 0.0}",615,0.1449,0.9415,,0.8444,0.7963,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01160,trio,DPC_season_diff|FFC_season_diff|MTI,"{""DPC_season_diff"": 0.9424185463659166, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",670,0.1579,0.9388,,0.8839,0.8,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01161,trio,FFC_season_diff|MTI|WL_L4_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""WL_L4_diff"": 0.0}",595,0.1402,0.9361,,0.8943,0.8085,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01162,trio,ANE_season_diff|FFC_season_diff|MTI,"{""ANE_season_diff"": 2.2442307692307684, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",872,0.2055,0.9312,,0.8726,0.7742,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01163,trio,FFC_season_diff|MTI|WL_season_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""WL_season_diff"": 0.0083333333333333}",821,0.1934,0.9306,,0.8598,0.7692,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01164,trio,FFC_season_diff|MTI|PEQ_season_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004}",756,0.1781,0.9299,,0.8654,0.7742,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01165,trio,ANE_season_diff|FFC_L7_diff|MTI,"{""ANE_season_diff"": 2.2442307692307684, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",658,0.155,0.9286,,0.8346,0.7451,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01166,trio,ANE_L7_diff|FFC_season_diff|MTI,"{""ANE_L7_diff"": 1.385714285714288, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",656,0.1546,0.9284,,0.8792,0.7895,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01167,trio,FFC_season_diff|MTI|PEQ_L10_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PEQ_L10_diff"": 0.6900000000000013}",500,0.1178,0.928,,0.871,0.7581,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01168,trio,FFC_L7_diff|MTI|WL_L7_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""WL_L7_diff"": 0.0}",633,0.1492,0.9273,,0.7985,0.8,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01169,trio,DPC_L4_diff|FFC_season_diff|MTI,"{""DPC_L4_diff"": 0.5499999999999989, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",548,0.1291,0.927,,0.9352,0.875,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01170,trio,FFC_season_diff|MTI|PEQ_L12_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PEQ_L12_diff"": 0.6263888888888887}",462,0.1089,0.9264,,0.8616,0.7541,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01171,trio,FFC_season_diff|MTI|PEQ_L7_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PEQ_L7_diff"": 0.9642857142857152}",576,0.1357,0.9253,,0.8645,0.7966,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01172,trio,ANE_L4_diff|FFC_season_diff|MTI,"{""ANE_L4_diff"": 1.2999999999999994, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",691,0.1628,0.9247,,0.9048,0.8113,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01173,trio,ANE_season_diff|FFC_L4_diff|MTI,"{""ANE_season_diff"": 2.2442307692307684, ""FFC_L4_diff"": 0.11062499999999935, ""MTI"": 18.950000000000003}",698,0.1645,0.9241,,0.8462,0.74,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01174,trio,DPC_season_diff|FFC_L7_diff|MTI,"{""DPC_season_diff"": 0.9424185463659166, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",510,0.1202,0.9235,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01176,trio,FFC_L7_diff|MTI|WL_L4_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""WL_L4_diff"": 0.0}",534,0.1258,0.9232,,0.8387,0.814,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01177,trio,FFC_season_diff|MTI|PXP_season_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PXP_season_diff"": 0.0022857142857142}",664,0.1565,0.9232,,0.8243,0.7679,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01175,trio,DPC_L7_diff|FFC_season_diff|MTI,"{""DPC_L7_diff"": 0.4999999999999982, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",508,0.1197,0.9232,,0.9027,0.8043,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01178,trio,FFC_season_diff|MTI|WL_L10_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""WL_L10_diff"": 0.0}",559,0.1317,0.9231,,0.8652,0.7895,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01179,trio,FFC_L7_diff|MTI|PEQ_L12_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""PEQ_L12_diff"": 0.6263888888888887}",447,0.1053,0.9217,,0.8289,0.7455,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01180,trio,DPC_season_diff|FFC_L10_diff|MTI,"{""DPC_season_diff"": 0.9424185463659166, ""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003}",446,0.1051,0.9215,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01181,trio,FFC_L7_diff|MTI|PEQ_season_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004}",637,0.1501,0.9215,,0.8358,0.7551,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01182,trio,FFC_L7_diff|MTI|WL_season_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""WL_season_diff"": 0.0083333333333333}",659,0.1553,0.9211,,0.8322,0.7636,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01183,trio,ANE_season_diff|MTI|SCI,"{""ANE_season_diff"": 2.2442307692307684, ""MTI"": 18.950000000000003, ""SCI"": 0.1999999999999999}",645,0.152,0.9209,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01185,trio,FFC_L12_diff|MTI|WL_L7_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003, ""WL_L7_diff"": 0.0}",492,0.1159,0.9207,,0.8209,0.766,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01184,trio,ANE_L12_diff|FFC_season_diff|MTI,"{""ANE_L12_diff"": 1.2083333333333357, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",542,0.1277,0.9207,,0.8679,0.7667,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01186,trio,DPC_L10_diff|FFC_season_diff|MTI,"{""DPC_L10_diff"": 0.6000000000000029, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",439,0.1034,0.9203,,0.9167,0.8222,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01187,trio,FFC_season_diff|MTI|ODI_season_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""ODI_season_diff"": 1.1000000000000014}",708,0.1668,0.9195,,0.8599,0.7778,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01188,trio,FFC_season_diff|MTI|WL_L12_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""WL_L12_diff"": 0.0}",519,0.1223,0.9191,,0.8859,0.8226,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01189,trio,FFC_season_diff|MTI|PEQ_L4_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PEQ_L4_diff"": 0.8000000000000002}",605,0.1426,0.919,,0.9172,0.8235,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01190,trio,FFC_L4_diff|MTI|PEQ_season_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004}",659,0.1553,0.9181,,0.8346,0.75,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01191,trio,FFC_L10_diff|MTI|WL_L7_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""WL_L7_diff"": 0.0}",549,0.1294,0.918,,0.8271,0.78,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01192,trio,FFC_season_diff|MTI|SVI_season_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""SVI_season_diff"": 0.0040350877192982}",597,0.1407,0.9179,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01194,trio,MTI|PEQ_season_diff|SCI,"{""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004, ""SCI"": 0.1999999999999999}",571,0.1345,0.9177,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01193,trio,FFC_L7_diff|MTI|WL_L10_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""WL_L10_diff"": 0.0}",559,0.1317,0.9177,,0.8168,0.7647,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01195,trio,FFC_season_diff|MTI|PXP_L12_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PXP_L12_diff"": 0.0029166666666666}",446,0.1051,0.917,,0.8182,0.8,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01196,trio,ANE_L10_diff|FFC_season_diff|MTI,"{""ANE_L10_diff"": 1.2599999999999998, ""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003}",585,0.1378,0.9162,,0.875,0.7667,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01197,trio,FFC_season_diff|MTI|SCI,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""SCI"": 0.1999999999999999}",642,0.1513,0.9159,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01198,trio,DPC_L7_diff|FFC_L7_diff|MTI,"{""DPC_L7_diff"": 0.4999999999999982, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",510,0.1202,0.9157,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01199,trio,FFC_L4_diff|MTI|WL_L7_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""MTI"": 18.950000000000003, ""WL_L7_diff"": 0.0}",593,0.1397,0.9157,,0.8189,0.7959,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01201,trio,FFC_season_diff|MTI|ODI_L4_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""ODI_L4_diff"": 0.04166666666666825}",568,0.1338,0.9155,,0.8776,0.8,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01200,trio,FFC_L10_diff|MTI|PEQ_season_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004}",568,0.1338,0.9155,,0.869,0.7636,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01202,trio,FFC_L12_diff|MTI|PEQ_season_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004}",519,0.1223,0.9152,,0.8467,0.7547,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01203,trio,FFC_L7_diff|MTI|PEQ_L10_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""PEQ_L10_diff"": 0.6900000000000013}",491,0.1157,0.9145,,0.8411,0.7586,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01204,trio,FFC_L12_diff|MTI|PEQ_L7_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003, ""PEQ_L7_diff"": 0.9642857142857152}",500,0.1178,0.914,,0.8462,0.7778,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01206,trio,FFC_L4_diff|MTI|WL_season_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""MTI"": 18.950000000000003, ""WL_season_diff"": 0.0083333333333333}",697,0.1642,0.9139,,0.8321,0.75,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01205,trio,ANE_season_diff|FFC_L10_diff|MTI,"{""ANE_season_diff"": 2.2442307692307684, ""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003}",581,0.1369,0.9139,,0.8671,0.7407,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01207,trio,FFC_L10_diff|MTI|WL_L4_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""WL_L4_diff"": 0.0}",452,0.1065,0.9137,,0.8525,0.7674,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01208,trio,FFC_L7_diff|MTI|PEQ_L7_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""PEQ_L7_diff"": 0.9642857142857152}",590,0.139,0.9136,,0.8421,0.8,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01209,trio,ANE_season_diff|FFC_L12_diff|MTI,"{""ANE_season_diff"": 2.2442307692307684, ""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003}",532,0.1254,0.9135,,0.8552,0.7255,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01210,trio,ANE_season_diff|MTI|WL_L4_diff,"{""ANE_season_diff"": 2.2442307692307684, ""MTI"": 18.950000000000003, ""WL_L4_diff"": 0.0}",665,0.1567,0.9128,,0.9015,0.7736,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01211,trio,FFC_season_diff|MTI|PXP_L10_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PXP_L10_diff"": 0.0051507936507936}",481,0.1133,0.9127,,0.8217,0.75,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01212,trio,ANE_L7_diff|FFC_L7_diff|MTI,"{""ANE_L7_diff"": 1.385714285714288, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",683,0.1609,0.9122,,0.8503,0.7925,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01213,trio,FFC_L12_diff|MTI|PEQ_L10_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003, ""PEQ_L10_diff"": 0.6900000000000013}",512,0.1206,0.9121,,0.8471,0.7321,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01214,trio,ANE_L12_diff|FFC_L7_diff|MTI,"{""ANE_L12_diff"": 1.2083333333333357, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",533,0.1256,0.9118,,0.8322,0.7593,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01215,trio,FFC_L10_diff|MTI|PEQ_L12_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""PEQ_L12_diff"": 0.6263888888888887}",474,0.1117,0.9114,,0.8509,0.7458,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01216,trio,FFC_season_diff|MTI|PXP_L7_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""PXP_L7_diff"": 0.0002857142857142}",541,0.1275,0.9113,,0.777,0.7358,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01217,trio,ANE_season_diff|MTI|WL_L7_diff,"{""ANE_season_diff"": 2.2442307692307684, ""MTI"": 18.950000000000003, ""WL_L7_diff"": 0.0}",687,0.1619,0.9112,,0.869,0.7759,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01219,trio,FFC_season_diff|MTI|ODI_L12_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""ODI_L12_diff"": 0.6166666666666671}",439,0.1034,0.9112,,0.875,0.7903,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01218,trio,DPC_L4_diff|FFC_L7_diff|MTI,"{""DPC_L4_diff"": 0.5499999999999989, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",484,0.114,0.9112,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01220,trio,DPC_season_diff|FFC_L4_diff|MTI,"{""DPC_season_diff"": 0.9424185463659166, ""FFC_L4_diff"": 0.11062499999999935, ""MTI"": 18.950000000000003}",551,0.1298,0.9111,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01221,trio,ANE_L7_diff|FFC_L12_diff|MTI,"{""ANE_L7_diff"": 1.385714285714288, ""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003}",517,0.1218,0.911,,0.8477,0.7547,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01222,trio,FFC_L10_diff|MTI|WL_L10_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""WL_L10_diff"": 0.0}",583,0.1374,0.9108,,0.8345,0.7547,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01224,trio,MTI|SCI|WL_L7_diff,"{""MTI"": 18.950000000000003, ""SCI"": 0.1999999999999999, ""WL_L7_diff"": 0.0}",436,0.1027,0.9106,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01223,trio,FFC_L10_diff|MTI|PEQ_L7_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""PEQ_L7_diff"": 0.9642857142857152}",559,0.1317,0.9106,,0.8636,0.7895,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01225,trio,ANE_L4_diff|FFC_L7_diff|MTI,"{""ANE_L4_diff"": 1.2999999999999994, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",637,0.1501,0.9105,,0.8716,0.7843,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01226,trio,FFC_L10_diff|MTI|PEQ_L10_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""PEQ_L10_diff"": 0.6900000000000013}",521,0.1228,0.9098,,0.8608,0.7541,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01227,trio,DPC_L10_diff|FFC_L10_diff|MTI,"{""DPC_L10_diff"": 0.6000000000000029, ""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003}",454,0.107,0.9097,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01228,trio,FFC_L7_diff|MTI|WL_L12_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""WL_L12_diff"": 0.0}",516,0.1216,0.9089,,0.8382,0.8077,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01230,trio,ANE_L12_diff|FFC_L12_diff|MTI,"{""ANE_L12_diff"": 1.2083333333333357, ""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003}",559,0.1317,0.9088,,0.8333,0.7273,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01229,trio,ANE_L12_diff|FFC_L10_diff|MTI,"{""ANE_L12_diff"": 1.2083333333333357, ""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003}",559,0.1317,0.9088,,0.8491,0.7368,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_00000,pair,DPC_season_diff|FFC_season_diff,"{""DPC_season_diff"": 0, ""FFC_season_diff"": 3}",438,0.1032,0.9087,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01231,trio,ANE_L10_diff|FFC_L7_diff|MTI,"{""ANE_L10_diff"": 1.2599999999999998, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",579,0.1364,0.9085,,0.8367,0.7679,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01232,trio,FFC_season_diff|MTI|ODI_L7_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""ODI_L7_diff"": 0.3952380952380938}",557,0.1312,0.9084,,0.8627,0.7931,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01233,trio,FFC_L10_diff|MTI|WL_season_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""WL_season_diff"": 0.0083333333333333}",588,0.1385,0.9082,,0.8497,0.7458,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01236,trio,FFC_L12_diff|MTI|PEQ_L12_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003, ""PEQ_L12_diff"": 0.6263888888888887}",479,0.1129,0.9081,,0.8354,0.7321,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01235,trio,DPC_L7_diff|FFC_L10_diff|MTI,"{""DPC_L7_diff"": 0.4999999999999982, ""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003}",446,0.1051,0.9081,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01234,trio,ANE_L7_diff|FFC_L10_diff|MTI,"{""ANE_L7_diff"": 1.385714285714288, ""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003}",577,0.136,0.9081,,0.8658,0.7679,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01237,trio,FFC_L12_diff|MTI|WL_L12_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003, ""WL_L12_diff"": 0.0}",542,0.1277,0.9077,,0.8487,0.7818,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01238,trio,FFC_L7_diff|MTI|ODI_season_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""ODI_season_diff"": 1.1000000000000014}",596,0.1404,0.9077,,0.8284,0.75,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01239,trio,FFC_L7_diff|MTI|ODI_L12_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""ODI_L12_diff"": 0.6166666666666671}",432,0.1018,0.9074,,0.8421,0.7857,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01240,trio,FFC_season_diff|MTI|ODI_L10_diff,"{""FFC_season_diff"": 0.2499444444444448, ""MTI"": 18.950000000000003, ""ODI_L10_diff"": 0.4700000000000024}",474,0.1117,0.9072,,0.8645,0.7627,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01241,trio,FFC_L12_diff|MTI|WL_L10_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003, ""WL_L10_diff"": 0.0}",527,0.1242,0.907,,0.8239,0.7451,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01243,trio,MTI|PEQ_season_diff|WL_season_diff,"{""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004, ""WL_season_diff"": 0.0083333333333333}",824,0.1942,0.9066,,0.8526,0.7606,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01242,trio,MTI|PEQ_season_diff|WL_L7_diff,"{""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004, ""WL_L7_diff"": 0.0}",664,0.1565,0.9066,,0.8592,0.7778,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01244,trio,DPC_L10_diff|FFC_L7_diff|MTI,"{""DPC_L10_diff"": 0.6000000000000029, ""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003}",438,0.1032,0.9064,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01245,trio,FFC_L10_diff|MTI|WL_L12_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003, ""WL_L12_diff"": 0.0}",543,0.1279,0.9061,,0.8562,0.7857,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01246,trio,MTI|PEQ_season_diff|WL_L4_diff,"{""MTI"": 18.950000000000003, ""PEQ_season_diff"": 1.6500000000000004, ""WL_L4_diff"": 0.0}",628,0.148,0.9061,,0.8931,0.7755,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01247,trio,FFC_L4_diff|MTI|PEQ_L12_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""MTI"": 18.950000000000003, ""PEQ_L12_diff"": 0.6263888888888887}",425,0.1001,0.9059,,0.8288,0.7692,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01248,trio,ANE_L12_diff|MTI|WL_L7_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""MTI"": 18.950000000000003, ""WL_L7_diff"": 0.0}",560,0.132,0.9054,,0.8428,0.7778,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01249,trio,FFC_L4_diff|MTI|ODI_season_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""MTI"": 18.950000000000003, ""ODI_season_diff"": 1.1000000000000014}",624,0.147,0.9054,,0.8284,0.75,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01250,trio,ANE_L7_diff|MTI|SCI,"{""ANE_L7_diff"": 1.385714285714288, ""MTI"": 18.950000000000003, ""SCI"": 0.1999999999999999}",453,0.1067,0.9051,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01251,trio,ANE_season_diff|MTI|PXP_season_diff,"{""ANE_season_diff"": 2.2442307692307684, ""MTI"": 18.950000000000003, ""PXP_season_diff"": 0.0022857142857142}",694,0.1635,0.9049,,0.8497,0.7407,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01252,trio,FFC_L7_diff|MTI|PXP_season_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""PXP_season_diff"": 0.0022857142857142}",556,0.131,0.9047,,0.7826,0.72,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01253,trio,ANE_L10_diff|FFC_L12_diff|MTI,"{""ANE_L10_diff"": 1.2599999999999998, ""FFC_L12_diff"": 0.1604166666666673, ""MTI"": 18.950000000000003}",545,0.1284,0.9046,,0.8442,0.7407,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_01254,trio,FFC_L7_diff|MTI|SCI,"{""FFC_L7_diff"": 0.1335714285714271, ""MTI"": 18.950000000000003, ""SCI"": 0.1999999999999999}",439,0.1034,0.9043,,,,0.0,True,1,False,False,20260306T233109Z
20260306T233109Z_01255,trio,ANE_L10_diff|FFC_L10_diff|MTI,"{""ANE_L10_diff"": 1.2599999999999998, ""FFC_L10_diff"": 0.1154999999999996, ""MTI"": 18.950000000000003}",605,0.1426,0.9041,,0.859,0.7627,0.0,True,1,False,True,20260306T233109Z
