combo_id,combo_type,signals,thresholds,n,fire_rate,hit_rate_su,hit_rate_ats,holdout_su,holdout_ats,p_value,consistent,seasons_passing,lx_days,merged,timestamp
20260306T233109Z_06070,trio,ODI_L4_diff|PEQ_L10_diff|PXP_season_diff,"{""ODI_L4_diff"": 0.04166666666666825, ""PEQ_L10_diff"": 0.6900000000000013, ""PXP_season_diff"": 0.0022857142857142}",685,0.1614,0.8102,,0.8085,0.5584,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06071,trio,SCI|WL_season_diff|rest_disadvantage,"{""SCI"": 0.1999999999999999, ""WL_season_diff"": 0.0083333333333333, ""rest_disadvantage"": 0.5}",885,0.2085,0.8102,,0.8,0.6029,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_06051,trio,ANE_L12_diff|ODI_L10_diff|PEQ_L7_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""ODI_L10_diff"": 0.4700000000000024, ""PEQ_L7_diff"": 0.9642857142857152}",943,0.2222,0.8102,,0.7703,0.5887,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06052,trio,ANE_L4_diff|DPC_L4_diff|ODI_L10_diff,"{""ANE_L4_diff"": 1.2999999999999994, ""DPC_L4_diff"": 0.5499999999999989, ""ODI_L10_diff"": 0.4700000000000024}",748,0.1762,0.8102,,0.7949,0.6064,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06069,trio,ODI_L10_diff|WL_L12_diff|WL_season_diff,"{""ODI_L10_diff"": 0.4700000000000024, ""WL_L12_diff"": 0.0, ""WL_season_diff"": 0.0083333333333333}",938,0.221,0.8102,,0.7656,0.5785,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06053,trio,ANE_L4_diff|PEQ_L7_diff|PXP_season_diff,"{""ANE_L4_diff"": 1.2999999999999994, ""PEQ_L7_diff"": 0.9642857142857152, ""PXP_season_diff"": 0.0022857142857142}",822,0.1937,0.8102,,0.8049,0.506,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06054,trio,ANE_L7_diff|ANE_trend_short_diff|ODI_season_diff,"{""ANE_L7_diff"": 1.385714285714288, ""ANE_trend_short_diff"": -0.3499999999999943, ""ODI_season_diff"": 1.1000000000000014}",590,0.139,0.8102,,0.7658,0.6167,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06055,trio,ANE_L7_diff|DPC_L12_diff|PXP_season_diff,"{""ANE_L7_diff"": 1.385714285714288, ""DPC_L12_diff"": 0.3249999999999997, ""PXP_season_diff"": 0.0022857142857142}",727,0.1713,0.8102,,0.7822,0.5833,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06056,trio,ANE_season_diff|DPC_L7_diff|PXP_season_diff,"{""ANE_season_diff"": 2.2442307692307684, ""DPC_L7_diff"": 0.4999999999999982, ""PXP_season_diff"": 0.0022857142857142}",801,0.1887,0.8102,,0.8158,0.5455,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06057,trio,ANE_season_diff|PEQ_L12_diff|PEQ_season_diff,"{""ANE_season_diff"": 2.2442307692307684, ""PEQ_L12_diff"": 0.6263888888888887, ""PEQ_season_diff"": 1.6500000000000004}",980,0.2309,0.8102,,0.7834,0.536,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06058,trio,ANE_season_diff|PXP_L12_diff|PXP_season_diff,"{""ANE_season_diff"": 2.2442307692307684, ""PXP_L12_diff"": 0.0029166666666666, ""PXP_season_diff"": 0.0022857142857142}",843,0.1986,0.8102,,0.7915,0.5474,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06059,trio,ANE_season_diff|PXP_L12_diff|WL_L10_diff,"{""ANE_season_diff"": 2.2442307692307684, ""PXP_L12_diff"": 0.0029166666666666, ""WL_L10_diff"": 0.0}",843,0.1986,0.8102,,0.7897,0.5385,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06067,trio,FFC_season_diff|ODI_season_diff|SVI_L4_diff,"{""FFC_season_diff"": 0.2499444444444448, ""ODI_season_diff"": 1.1000000000000014, ""SVI_L4_diff"": 0.0}",527,0.1242,0.8102,,0.7958,0.5893,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06068,trio,FFC_season_diff|SVI_L10_diff|WL_L10_diff,"{""FFC_season_diff"": 0.2499444444444448, ""SVI_L10_diff"": 0.0019999999999999497, ""WL_L10_diff"": 0.0}",569,0.1341,0.8102,,0.7518,0.5714,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06065,trio,FFC_L4_diff|PEQ_L7_diff|SVI_L10_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""PEQ_L7_diff"": 0.9642857142857152, ""SVI_L10_diff"": 0.0019999999999999497}",548,0.1291,0.8102,,0.7252,0.6,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06066,trio,FFC_L7_diff|PEQ_L10_diff|SVI_L10_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""PEQ_L10_diff"": 0.6900000000000013, ""SVI_L10_diff"": 0.0019999999999999497}",511,0.1204,0.8102,,0.7286,0.5833,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06049,trio,ANE_L10_diff|ANE_L12_diff|PEQ_season_diff,"{""ANE_L10_diff"": 1.2599999999999998, ""ANE_L12_diff"": 1.2083333333333357, ""PEQ_season_diff"": 1.6500000000000004}",1096,0.2582,0.8102,,0.7945,0.5833,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06050,trio,ANE_L12_diff|DPC_L7_diff|ODI_L7_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""DPC_L7_diff"": 0.4999999999999982, ""ODI_L7_diff"": 0.3952380952380938}",827,0.1949,0.8102,,0.7819,0.5943,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06063,trio,DPC_season_diff|ODI_L12_diff|PEQ_season_diff,"{""DPC_season_diff"": 0.9424185463659166, ""ODI_L12_diff"": 0.6166666666666671, ""PEQ_season_diff"": 1.6500000000000004}",785,0.185,0.8102,,0.8021,0.598,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06064,trio,FFC_L10_diff|PEQ_L12_diff|WL_L7_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""PEQ_L12_diff"": 0.6263888888888887, ""WL_L7_diff"": 0.0}",706,0.1664,0.8102,,0.795,0.5698,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06061,trio,ANE_trend_short_diff|DPC_L12_diff|WL_L7_diff,"{""ANE_trend_short_diff"": -0.3499999999999943, ""DPC_L12_diff"": 0.3249999999999997, ""WL_L7_diff"": 0.0}",469,0.1105,0.8102,,0.771,0.66,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06062,trio,DPC_L10_diff|WL_L10_diff|WL_L7_diff,"{""DPC_L10_diff"": 0.6000000000000029, ""WL_L10_diff"": 0.0, ""WL_L7_diff"": 0.0}",943,0.2222,0.8102,,0.7645,0.5851,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06060,trio,ANE_season_diff|PXP_L12_diff|WL_season_diff,"{""ANE_season_diff"": 2.2442307692307684, ""PXP_L12_diff"": 0.0029166666666666, ""WL_season_diff"": 0.0083333333333333}",864,0.2036,0.8102,,0.784,0.5514,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06087,trio,PEQ_season_diff|SVI_L12_diff|WL_L7_diff,"{""PEQ_season_diff"": 1.6500000000000004, ""SVI_L12_diff"": 0.00166666666666665, ""WL_L7_diff"": 0.0}",611,0.144,0.8101,,0.7546,0.5263,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06072,trio,ANE_L10_diff|DPC_L10_diff|WL_L10_diff,"{""ANE_L10_diff"": 1.2599999999999998, ""DPC_L10_diff"": 0.6000000000000029, ""WL_L10_diff"": 0.0}",995,0.2344,0.8101,,0.7661,0.5804,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06073,trio,ANE_L12_diff|DPC_L12_diff|PEQ_L4_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""DPC_L12_diff"": 0.3249999999999997, ""PEQ_L4_diff"": 0.8000000000000002}",832,0.196,0.8101,,0.7895,0.5699,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06075,trio,ANE_season_diff|DPC_L4_diff|DPC_season_diff,"{""ANE_season_diff"": 2.2442307692307684, ""DPC_L4_diff"": 0.5499999999999989, ""DPC_season_diff"": 0.9424185463659166}",1111,0.2618,0.8101,,0.8217,0.5604,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06074,trio,ANE_L4_diff|FFC_L12_diff|PXP_L7_diff,"{""ANE_L4_diff"": 1.2999999999999994, ""FFC_L12_diff"": 0.1604166666666673, ""PXP_L7_diff"": 0.0002857142857142}",616,0.1451,0.8101,,0.8,0.569,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06083,trio,FFC_L4_diff|WL_L12_diff|rest_disadvantage,"{""FFC_L4_diff"": 0.11062499999999935, ""WL_L12_diff"": 0.0, ""rest_disadvantage"": 0.5}",832,0.196,0.8101,,0.744,0.5934,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_06080,trio,FFC_L12_diff|ODI_season_diff|WL_L10_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""ODI_season_diff"": 1.1000000000000014, ""WL_L10_diff"": 0.0}",774,0.1824,0.8101,,0.807,0.5783,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06077,trio,DPC_L10_diff|DPC_season_diff|WL_L12_diff,"{""DPC_L10_diff"": 0.6000000000000029, ""DPC_season_diff"": 0.9424185463659166, ""WL_L12_diff"": 0.0}",890,0.2097,0.8101,,0.7873,0.6162,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06078,trio,DPC_L7_diff|ODI_L12_diff|WL_season_diff,"{""DPC_L7_diff"": 0.4999999999999982, ""ODI_L12_diff"": 0.6166666666666671, ""WL_season_diff"": 0.0083333333333333}",716,0.1687,0.8101,,0.8027,0.6,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06081,trio,FFC_L12_diff|PEQ_L12_diff|PEQ_L4_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""PEQ_L12_diff"": 0.6263888888888887, ""PEQ_L4_diff"": 0.8000000000000002}",711,0.1675,0.8101,,0.8238,0.5443,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06084,trio,ODI_L12_diff|ODI_L4_diff|WL_L7_diff,"{""ODI_L12_diff"": 0.6166666666666671, ""ODI_L4_diff"": 0.04166666666666825, ""WL_L7_diff"": 0.0}",711,0.1675,0.8101,,0.7778,0.5604,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06085,trio,PEQ_L10_diff|PEQ_L4_diff|WL_L7_diff,"{""PEQ_L10_diff"": 0.6900000000000013, ""PEQ_L4_diff"": 0.8000000000000002, ""WL_L7_diff"": 0.0}",832,0.196,0.8101,,0.8046,0.5714,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06086,trio,PEQ_L4_diff|PEQ_L7_diff|WL_L10_diff,"{""PEQ_L4_diff"": 0.8000000000000002, ""PEQ_L7_diff"": 0.9642857142857152, ""WL_L10_diff"": 0.0}",974,0.2295,0.8101,,0.7782,0.5294,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06082,trio,FFC_L12_diff|PEQ_season_diff|PXP_L4_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""PEQ_season_diff"": 1.6500000000000004, ""PXP_L4_diff"": 0.0009999999999999501}",611,0.144,0.8101,,0.7978,0.5738,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_00550,pair,WL_L4_diff|extended_rest_B,"{""WL_L4_diff"": 0.25, ""extended_rest_B"": 0.5}",616,0.1451,0.8101,,0.8,0.6122,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_06076,trio,ANE_trend_short_diff|DPC_L10_diff|PEQ_season_diff,"{""ANE_trend_short_diff"": -0.3499999999999943, ""DPC_L10_diff"": 0.6000000000000029, ""PEQ_season_diff"": 1.6500000000000004}",537,0.1265,0.8101,,0.7972,0.6316,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_00548,pair,PEQ_L7_diff|DPC_L10_diff,"{""PEQ_L7_diff"": 5, ""DPC_L10_diff"": 2}",874,0.2059,0.8101,,0.7829,0.6,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_00549,pair,PXP_L12_diff|ODI_L12_diff,"{""PXP_L12_diff"": 0, ""ODI_L12_diff"": 10}",537,0.1265,0.8101,,0.8242,0.5161,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06079,trio,DPC_season_diff|PEQ_L10_diff|PEQ_L7_diff,"{""DPC_season_diff"": 0.9424185463659166, ""PEQ_L10_diff"": 0.6900000000000013, ""PEQ_L7_diff"": 0.9642857142857152}",869,0.2048,0.8101,,0.7631,0.5876,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06089,trio,ANE_L10_diff|WL_L4_diff|rest_disadvantage,"{""ANE_L10_diff"": 1.2599999999999998, ""WL_L4_diff"": 0.0, ""rest_disadvantage"": 0.5}",879,0.2071,0.81,,0.7715,0.5833,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_06090,trio,ANE_L12_diff|DPC_season_diff|PEQ_L10_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""DPC_season_diff"": 0.9424185463659166, ""PEQ_L10_diff"": 0.6900000000000013}",884,0.2083,0.81,,0.7744,0.6154,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06095,trio,ANE_L7_diff|PEQ_L7_diff|PXP_season_diff,"{""ANE_L7_diff"": 1.385714285714288, ""PEQ_L7_diff"": 0.9642857142857152, ""PXP_season_diff"": 0.0022857142857142}",916,0.2158,0.81,,0.7695,0.5714,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06096,trio,ANE_season_diff|PXP_L10_diff|PXP_season_diff,"{""ANE_season_diff"": 2.2442307692307684, ""PXP_L10_diff"": 0.0051507936507936, ""PXP_season_diff"": 0.0022857142857142}",879,0.2071,0.81,,0.7941,0.5287,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06098,trio,FFC_L12_diff|PEQ_L10_diff|PEQ_L4_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""PEQ_L10_diff"": 0.6900000000000013, ""PEQ_L4_diff"": 0.8000000000000002}",763,0.1798,0.81,,0.8189,0.5556,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06097,trio,FFC_L10_diff|ODI_L10_diff|PXP_L10_diff,"{""FFC_L10_diff"": 0.1154999999999996, ""ODI_L10_diff"": 0.4700000000000024, ""PXP_L10_diff"": 0.0051507936507936}",658,0.155,0.81,,0.7679,0.6026,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06100,trio,FFC_season_diff|PEQ_L7_diff|extended_rest_B,"{""FFC_season_diff"": 0.2499444444444448, ""PEQ_L7_diff"": 0.9642857142857152, ""extended_rest_B"": 0.5}",884,0.2083,0.81,,0.7711,0.5243,0.0,True,1,True,True,20260306T233109Z
20260306T233109Z_06099,trio,FFC_L12_diff|PXP_season_diff|WL_L7_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""PXP_season_diff"": 0.0022857142857142, ""WL_L7_diff"": 0.0}",721,0.1699,0.81,,0.7807,0.5479,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06101,trio,ODI_L12_diff|PEQ_season_diff|WL_L12_diff,"{""ODI_L12_diff"": 0.6166666666666671, ""PEQ_season_diff"": 1.6500000000000004, ""WL_L12_diff"": 0.0}",842,0.1984,0.81,,0.7921,0.5804,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06094,trio,ANE_L4_diff|FFC_season_diff|ODI_L4_diff,"{""ANE_L4_diff"": 1.2999999999999994, ""FFC_season_diff"": 0.2499444444444448, ""ODI_L4_diff"": 0.04166666666666825}",921,0.217,0.81,,0.815,0.5761,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06093,trio,ANE_L12_diff|PEQ_L10_diff|PXP_L7_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""PEQ_L10_diff"": 0.6900000000000013, ""PXP_L7_diff"": 0.0002857142857142}",763,0.1798,0.81,,0.7625,0.6279,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06092,trio,ANE_L12_diff|FFC_L7_diff|ODI_L12_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""FFC_L7_diff"": 0.1335714285714271, ""ODI_L12_diff"": 0.6166666666666671}",779,0.1836,0.81,,0.7636,0.5699,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06091,trio,ANE_L12_diff|FFC_L4_diff|SVI_season_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""FFC_L4_diff"": 0.11062499999999935, ""SVI_season_diff"": 0.0040350877192982}",558,0.1315,0.81,,0.7671,0.6957,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_00551,pair,FFC_L12_diff|MTI,"{""FFC_L12_diff"": 1, ""MTI"": 10}",937,0.2208,0.81,,0.7379,0.6,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06102,trio,PEQ_L10_diff|PEQ_season_diff|WL_L10_diff,"{""PEQ_L10_diff"": 0.6900000000000013, ""PEQ_season_diff"": 1.6500000000000004, ""WL_L10_diff"": 0.0}",963,0.2269,0.81,,0.7838,0.5517,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06103,trio,PEQ_L12_diff|PEQ_L7_diff|WL_L12_diff,"{""PEQ_L12_diff"": 0.6263888888888887, ""PEQ_L7_diff"": 0.9642857142857152, ""WL_L12_diff"": 0.0}",884,0.2083,0.81,,0.7791,0.5841,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06088,trio,ANE_L10_diff|DPC_L4_diff|PEQ_L12_diff,"{""ANE_L10_diff"": 1.2599999999999998, ""DPC_L4_diff"": 0.5499999999999989, ""PEQ_L12_diff"": 0.6263888888888887}",737,0.1737,0.81,,0.8123,0.6082,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06104,trio,PEQ_L4_diff|PEQ_season_diff|PXP_L12_diff,"{""PEQ_L4_diff"": 0.8000000000000002, ""PEQ_season_diff"": 1.6500000000000004, ""PXP_L12_diff"": 0.0029166666666666}",721,0.1699,0.81,,0.8309,0.5467,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06113,trio,ANE_L4_diff|DPC_L10_diff|ODI_L10_diff,"{""ANE_L4_diff"": 1.2999999999999994, ""DPC_L10_diff"": 0.6000000000000029, ""ODI_L10_diff"": 0.4700000000000024}",768,0.181,0.8099,,0.7828,0.5745,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06112,trio,ANE_L12_diff|PXP_L12_diff|WL_L7_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""PXP_L12_diff"": 0.0029166666666666, ""WL_L7_diff"": 0.0}",826,0.1946,0.8099,,0.7873,0.5979,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_00552,pair,SVI_season_diff|ODI_L10_diff,"{""SVI_season_diff"": 0, ""ODI_L10_diff"": 10}",505,0.119,0.8099,,0.8141,0.566,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06111,trio,ANE_L12_diff|FFC_season_diff|PEQ_L12_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""FFC_season_diff"": 0.2499444444444448, ""PEQ_L12_diff"": 0.6263888888888887}",826,0.1946,0.8099,,0.785,0.5385,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06114,trio,ANE_L4_diff|PEQ_season_diff|SVI_L7_diff,"{""ANE_L4_diff"": 1.2999999999999994, ""PEQ_season_diff"": 1.6500000000000004, ""SVI_L7_diff"": 0.0}",668,0.1574,0.8099,,0.8231,0.549,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06110,trio,ANE_L12_diff|FFC_L12_diff|PXP_L4_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""FFC_L12_diff"": 0.1604166666666673, ""PXP_L4_diff"": 0.0009999999999999501}",668,0.1574,0.8099,,0.7778,0.5692,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06128,trio,FFC_L4_diff|WL_L4_diff|WL_L7_diff,"{""FFC_L4_diff"": 0.11062499999999935, ""WL_L4_diff"": 0.0, ""WL_L7_diff"": 0.0}",889,0.2095,0.8099,,0.74,0.6027,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06105,trio,ANE_L10_diff|FFC_L12_diff|PEQ_L10_diff,"{""ANE_L10_diff"": 1.2599999999999998, ""FFC_L12_diff"": 0.1604166666666673, ""PEQ_L10_diff"": 0.6900000000000013}",889,0.2095,0.8099,,0.7597,0.5619,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06119,trio,ANE_trend_short_diff|FFC_L12_diff|ODI_season_diff,"{""ANE_trend_short_diff"": -0.3499999999999943, ""FFC_L12_diff"": 0.1604166666666673, ""ODI_season_diff"": 1.1000000000000014}",463,0.1091,0.8099,,0.8189,0.62,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06123,trio,DPC_L7_diff|PEQ_L10_diff|PXP_season_diff,"{""DPC_L7_diff"": 0.4999999999999982, ""PEQ_L10_diff"": 0.6900000000000013, ""PXP_season_diff"": 0.0022857142857142}",668,0.1574,0.8099,,0.7884,0.5875,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06122,trio,DPC_L7_diff|ODI_L4_diff|WL_L10_diff,"{""DPC_L7_diff"": 0.4999999999999982, ""ODI_L4_diff"": 0.04166666666666825, ""WL_L10_diff"": 0.0}",789,0.1859,0.8099,,0.7826,0.5604,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06125,trio,FFC_L12_diff|ODI_L4_diff|PEQ_L10_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""ODI_L4_diff"": 0.04166666666666825, ""PEQ_L10_diff"": 0.6900000000000013}",726,0.1711,0.8099,,0.8033,0.5696,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06107,trio,ANE_L12_diff|ANE_L7_diff|PXP_L7_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""ANE_L7_diff"": 1.385714285714288, ""PXP_L7_diff"": 0.0002857142857142}",805,0.1897,0.8099,,0.7755,0.622,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06127,trio,FFC_L12_diff|SVI_L12_diff|WL_L4_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""SVI_L12_diff"": 0.00166666666666665, ""WL_L4_diff"": 0.0}",426,0.1004,0.8099,,0.7661,0.5526,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06126,trio,FFC_L12_diff|PEQ_L12_diff|SVI_L10_diff,"{""FFC_L12_diff"": 0.1604166666666673, ""PEQ_L12_diff"": 0.6263888888888887, ""SVI_L10_diff"": 0.0019999999999999497}",463,0.1091,0.8099,,0.7887,0.6222,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06129,trio,FFC_season_diff|PEQ_L10_diff|SVI_L7_diff,"{""FFC_season_diff"": 0.2499444444444448, ""PEQ_L10_diff"": 0.6900000000000013, ""SVI_L7_diff"": 0.0}",426,0.1004,0.8099,,0.7687,0.5577,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06130,trio,ODI_L12_diff|PEQ_L10_diff|WL_season_diff,"{""ODI_L12_diff"": 0.6166666666666671, ""PEQ_L10_diff"": 0.6900000000000013, ""WL_season_diff"": 0.0083333333333333}",868,0.2045,0.8099,,0.7826,0.6,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06108,trio,ANE_L12_diff|ANE_season_diff|PEQ_L10_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""ANE_season_diff"": 2.2442307692307684, ""PEQ_L10_diff"": 0.6900000000000013}",1047,0.2467,0.8099,,0.7958,0.5738,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06109,trio,ANE_L12_diff|ANE_trend_med_diff|ODI_season_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""ANE_trend_med_diff"": 0.0, ""ODI_season_diff"": 1.1000000000000014}",484,0.114,0.8099,,0.7791,0.6094,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06116,trio,ANE_L7_diff|ANE_season_diff|SVI_season_diff,"{""ANE_L7_diff"": 1.385714285714288, ""ANE_season_diff"": 2.2442307692307684, ""SVI_season_diff"": 0.0040350877192982}",847,0.1996,0.8099,,0.7889,0.5758,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06115,trio,ANE_L4_diff|WL_L12_diff|WL_season_diff,"{""ANE_L4_diff"": 1.2999999999999994, ""WL_L12_diff"": 0.0, ""WL_season_diff"": 0.0083333333333333}",931,0.2194,0.8099,,0.7921,0.52,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06124,trio,DPC_trend_diff|FFC_L7_diff|WL_season_diff,"{""DPC_trend_diff"": -0.1666666666666652, ""FFC_L7_diff"": 0.1335714285714271, ""WL_season_diff"": 0.0083333333333333}",484,0.114,0.8099,,0.8043,0.6122,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06117,trio,ANE_L7_diff|PEQ_season_diff|PXP_L4_diff,"{""ANE_L7_diff"": 1.385714285714288, ""PEQ_season_diff"": 1.6500000000000004, ""PXP_L4_diff"": 0.0009999999999999501}",831,0.1958,0.8099,,0.7816,0.5811,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06118,trio,ANE_season_diff|SVI_L12_diff|WL_L7_diff,"{""ANE_season_diff"": 2.2442307692307684, ""SVI_L12_diff"": 0.00166666666666665, ""WL_L7_diff"": 0.0}",626,0.1475,0.8099,,0.7636,0.5088,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06120,trio,DPC_L10_diff|ODI_L12_diff|WL_L12_diff,"{""DPC_L10_diff"": 0.6000000000000029, ""ODI_L12_diff"": 0.6166666666666671, ""WL_L12_diff"": 0.0}",747,0.176,0.8099,,0.7797,0.619,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06106,trio,ANE_L10_diff|FFC_L12_diff|SVI_L7_diff,"{""ANE_L10_diff"": 1.2599999999999998, ""FFC_L12_diff"": 0.1604166666666673, ""SVI_L7_diff"": 0.0}",484,0.114,0.8099,,0.7718,0.6,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06121,trio,DPC_L10_diff|PEQ_L12_diff|WL_L10_diff,"{""DPC_L10_diff"": 0.6000000000000029, ""PEQ_L12_diff"": 0.6263888888888887, ""WL_L10_diff"": 0.0}",789,0.1859,0.8099,,0.7821,0.5849,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06148,trio,FFC_L7_diff|WL_L12_diff|WL_season_diff,"{""FFC_L7_diff"": 0.1335714285714271, ""WL_L12_diff"": 0.0, ""WL_season_diff"": 0.0083333333333333}",915,0.2156,0.8098,,0.7695,0.5909,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_00553,pair,FFC_L7_diff|PXP_L10_diff,"{""FFC_L7_diff"": 2, ""PXP_L10_diff"": 0}",531,0.1251,0.8098,,0.7829,0.549,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_06132,trio,ANE_L12_diff|ANE_L7_diff|PEQ_L4_diff,"{""ANE_L12_diff"": 1.2083333333333357, ""ANE_L7_diff"": 1.385714285714288, ""PEQ_L4_diff"": 0.8000000000000002}",941,0.2217,0.8098,,0.7908,0.566,0.0,True,1,False,True,20260306T233109Z
20260306T233109Z_00555,pair,ANE_trend_med_diff|ODI_L12_diff,"{""ANE_trend_med_diff"": -3, ""ODI_L12_diff"": 10}",468,0.1103,0.8098,,0.8121,0.4902,0.0,True,1,False,True,20260306T233109Z
