team_id,season,date,efg_home,efg_away,orb_home,orb_away,tov_home,tov_away,pace_home,pace_away,netrtg_home,netrtg_away,ftr_home,ftr_away
2,2026,2026-01-03,62.228571428571435,44.9,31.75714285714286,43.06,17.228571428571428,14.48,69.14285714285714,71.28,30.41428571428571,-23.1,46.58571428571429,40.78
2,2026,2026-01-07,60.7,44.9,33.725,43.06,17.3125,14.48,69.575,71.28,26.2625,-23.1,46.725,40.78
2,2026,2026-01-10,61.17777777777778,44.9,32.67777777777778,43.06,16.944444444444443,14.48,69.80000000000001,71.28,26.766666666666666,-23.1,45.97777777777778,40.78
2,2026,2026-01-15,61.17777777777778,45.050000000000004,32.67777777777778,43.23333333333333,16.944444444444443,14.783333333333333,69.80000000000001,70.61666666666666,26.766666666666666,-21.733333333333334,45.97777777777778,41.9
2,2026,2026-01-17,59.35,45.050000000000004,32.55,43.23333333333333,16.84,14.783333333333333,69.74,70.61666666666666,24.669999999999998,-21.733333333333334,46.739999999999995,41.9
2,2026,2026-01-21,59.35,45.05714285714286,32.55,41.371428571428574,16.84,14.671428571428573,69.74,69.7,24.669999999999998,-15.957142857142859,46.739999999999995,46.84285714285714
2,2026,2026-01-24,59.35,46.025,32.55,39.325,16.84,14.5875,69.74,69.0125,24.669999999999998,-12.212500000000002,46.739999999999995,45.85
2,2026,2026-01-29,59.66363636363636,46.025,31.963636363636365,39.325,15.754545454545456,14.5875,68.96363636363637,69.0125,23.318181818181817,-12.212500000000002,50.03636363636363,45.85
2,2026,2026-02-01,59.66363636363636,45.766666666666666,31.963636363636365,39.400000000000006,15.754545454545456,14.555555555555555,68.96363636363637,69.1,23.318181818181817,-12.122222222222224,50.03636363636363,44.27777777777778
2,2026,2026-02-07,59.09166666666667,45.766666666666666,32.63333333333333,39.400000000000006,15.025,14.555555555555555,69.19166666666666,69.1,20.908333333333335,-12.122222222222224,48.449999999999996,44.27777777777778
2,2026,2026-02-11,58.06923076923077,45.766666666666666,33.96923076923077,39.400000000000006,14.86153846153846,14.555555555555555,68.63076923076923,69.1,18.307692307692307,-12.122222222222224,48.184615384615384,44.27777777777778
2,2026,2026-02-15,58.06923076923077,45.739999999999995,33.96923076923077,39.87,14.86153846153846,14.15,68.63076923076923,68.87,18.307692307692307,-12.85,48.184615384615384,42.88
2,2026,2026-02-19,58.06923076923077,45.981818181818184,33.96923076923077,40.018181818181816,14.86153846153846,13.954545454545455,68.63076923076923,68.66363636363636,18.307692307692307,-12.5,48.184615384615384,43.52727272727273
2,2026,2026-02-22,57.09285714285714,45.981818181818184,34.357142857142854,40.018181818181816,14.914285714285715,13.954545454545455,68.77142857142857,68.66363636363636,17.1,-12.5,47.50714285714286,43.52727272727273
2,2026,2026-02-25,57.09285714285714,46.708333333333336,34.357142857142854,40.016666666666666,14.914285714285715,14.591666666666667,68.77142857142857,68.35000000000001,17.1,-13.0,47.50714285714286,44.14166666666667
2,2026,2026-03-01,57.20666666666667,46.708333333333336,34.36,40.016666666666666,15.34,14.591666666666667,68.58,68.35000000000001,15.353333333333332,-13.0,47.86666666666667,44.14166666666667
2,2026,2026-03-04,57.58125,46.708333333333336,34.29375,40.016666666666666,15.225,14.591666666666667,68.4625,68.35000000000001,15.706249999999999,-13.0,47.2875,44.14166666666667
5,2026,2026-01-11,51.010000000000005,46.239999999999995,32.160000000000004,31.939999999999998,12.48,12.86,70.31,76.08,17.910000000000004,0.3,39.25,36.18
5,2026,2026-01-15,51.010000000000005,46.86666666666667,32.160000000000004,32.166666666666664,12.48,13.166666666666666,70.31,74.71666666666667,17.910000000000004,3.4333333333333336,39.25,34.766666666666666
5,2026,2026-01-18,50.709090909090904,46.86666666666667,32.154545454545456,32.166666666666664,12.0,13.166666666666666,70.25454545454545,74.71666666666667,13.409090909090908,3.4333333333333336,38.809090909090905,34.766666666666666
5,2026,2026-01-23,49.15,46.86666666666667,33.1,32.166666666666664,12.1,13.166666666666666,70.73333333333333,74.71666666666667,10.866666666666667,3.4333333333333336,38.35,34.766666666666666
5,2026,2026-01-29,49.15,47.94285714285714,33.1,31.057142857142857,12.1,12.757142857142856,70.73333333333333,73.77142857142857,10.866666666666667,5.042857142857143,38.35,37.81428571428571
5,2026,2026-02-01,49.15,48.8875,33.1,30.0375,12.1,13.4,70.73333333333333,72.9125,10.866666666666667,5.1625,38.35,37.175
5,2026,2026-02-06,48.80769230769231,48.8875,33.707692307692305,30.0375,12.446153846153846,13.4,71.32307692307693,72.9125,9.046153846153846,5.1625,39.47692307692308,37.175
5,2026,2026-02-08,48.607142857142854,48.8875,33.628571428571426,30.0375,12.321428571428571,13.4,70.88571428571429,72.9125,9.057142857142859,5.1625,39.035714285714285,37.175
5,2026,2026-02-12,48.607142857142854,48.422222222222224,33.628571428571426,30.400000000000002,12.321428571428571,12.922222222222222,70.88571428571429,72.11111111111111,9.057142857142859,5.433333333333334,39.035714285714285,35.233333333333334
5,2026,2026-02-15,47.693333333333335,48.422222222222224,33.8,30.400000000000002,12.366666666666667,12.922222222222222,70.26,72.11111111111111,8.34,5.433333333333334,38.233333333333334,35.233333333333334
5,2026,2026-02-19,47.693333333333335,49.03,33.8,28.97,12.366666666666667,12.55,70.26,71.44,8.34,5.66,38.233333333333334,35.1
5,2026,2026-02-22,47.693333333333335,49.190909090909095,33.8,29.281818181818185,12.366666666666667,12.945454545454545,70.26,71.39999999999999,8.34,6.554545454545454,38.233333333333334,35.76363636363636
5,2026,2026-03-01,47.46875,49.190909090909095,33.11875,29.281818181818185,12.76875,12.945454545454545,69.85625,71.39999999999999,7.425000000000001,6.554545454545454,38.29375,35.76363636363636
5,2026,2026-03-05,47.46875,49.190909090909095,33.11875,29.281818181818185,12.76875,12.945454545454545,69.85625,71.39999999999999,7.425000000000001,6.554545454545454,38.29375,35.76363636363636
6,2026,2026-01-10,52.220000000000006,50.15555555555555,21.48,24.700000000000003,14.819999999999999,15.333333333333334,66.06,66.06666666666666,14.440000000000001,0.22222222222222182,53.760000000000005,37.266666666666666
6,2026,2026-01-16,51.96666666666667,50.15555555555555,20.933333333333334,24.700000000000003,13.383333333333333,15.333333333333334,68.58333333333333,66.06666666666666,12.866666666666667,0.22222222222222182,52.050000000000004,37.266666666666666
6,2026,2026-01-17,51.68571428571429,50.15555555555555,21.8,24.700000000000003,13.528571428571428,15.333333333333334,66.7,66.06666666666666,10.257142857142856,0.22222222222222182,47.31428571428571,37.266666666666666
6,2026,2026-01-23,51.68571428571429,50.38,21.8,24.86,13.528571428571428,14.209999999999999,66.7,66.78,10.257142857142856,1.1599999999999997,47.31428571428571,39.73
6,2026,2026-01-30,50.6625,50.38,20.5,24.86,12.6875,14.209999999999999,65.6625,66.78,10.05,1.1599999999999997,43.7125,39.73
6,2026,2026-02-01,51.099999999999994,50.38,21.255555555555556,24.86,12.233333333333333,14.209999999999999,64.85555555555555,66.78,9.31111111111111,1.1599999999999997,42.766666666666666,39.73
6,2026,2026-02-04,51.099999999999994,49.83636363636364,21.255555555555556,24.363636363636363,12.233333333333333,13.69090909090909,64.85555555555555,66.04545454545455,9.31111111111111,-0.18181818181818213,42.766666666666666,38.309090909090905
6,2026,2026-02-07,52.220000000000006,49.83636363636364,20.520000000000003,24.363636363636363,12.47,13.69090909090909,65.22999999999999,66.04545454545455,10.129999999999999,-0.18181818181818213,43.019999999999996,38.309090909090905
6,2026,2026-02-13,52.220000000000006,50.93333333333334,20.520000000000003,23.616666666666664,12.47,13.700000000000001,65.22999999999999,66.56666666666666,10.129999999999999,0.5249999999999998,43.019999999999996,41.28333333333333
6,2026,2026-02-14,52.220000000000006,50.861538461538466,20.520000000000003,24.5,12.47,13.153846153846153,65.22999999999999,67.24615384615385,10.129999999999999,0.8999999999999998,43.019999999999996,40.88461538461539
6,2026,2026-02-17,52.220000000000006,51.32142857142857,20.520000000000003,25.25714285714286,12.47,13.321428571428571,65.22999999999999,67.06428571428572,10.129999999999999,0.3928571428571427,43.019999999999996,39.464285714285715
6,2026,2026-02-20,53.17272727272727,51.32142857142857,19.354545454545455,25.25714285714286,12.609090909090908,13.321428571428571,65.7909090909091,67.06428571428572,8.19090909090909,0.3928571428571427,42.24545454545454,39.464285714285715
6,2026,2026-02-21,52.98333333333333,51.32142857142857,19.883333333333333,25.25714285714286,12.549999999999999,13.321428571428571,65.2,67.06428571428572,9.066666666666666,0.3928571428571427,40.69166666666667,39.464285714285715
6,2026,2026-02-26,54.38461538461539,51.32142857142857,19.292307692307695,25.25714285714286,12.846153846153847,13.321428571428571,65.35384615384615,67.06428571428572,12.376923076923077,0.3928571428571427,40.66923076923077,39.464285714285715
6,2026,2026-02-28,53.1,51.32142857142857,19.821428571428573,25.25714285714286,12.6,13.321428571428571,65.25714285714285,67.06428571428572,10.042857142857143,0.3928571428571427,41.01428571428572,39.464285714285715
8,2026,2026-02-07,58.075,53.779999999999994,29.84375,31.02,12.0,14.5,71.21875,71.88,20.7375,-0.8799999999999997,39.34375,29.28
8,2026,2026-02-11,58.075,54.63333333333333,29.84375,29.55,12.0,14.316666666666668,71.21875,72.33333333333333,20.7375,5.733333333333333,39.34375,30.850000000000005
8,2026,2026-02-15,58.41764705882353,54.63333333333333,29.41764705882353,29.55,11.741176470588234,14.316666666666668,70.88823529411764,72.33333333333333,20.68235294117647,5.733333333333333,38.476470588235294,30.850000000000005
8,2026,2026-02-19,58.41764705882353,54.957142857142856,29.41764705882353,31.285714285714285,11.741176470588234,13.414285714285715,70.88823529411764,74.48571428571428,20.68235294117647,4.585714285714286,38.476470588235294,29.557142857142857
8,2026,2026-02-21,58.449999999999996,54.957142857142856,29.755555555555556,31.285714285714285,11.511111111111111,13.414285714285715,70.61666666666666,74.48571428571428,20.205555555555556,4.585714285714286,38.61666666666667,29.557142857142857
8,2026,2026-02-26,58.20526315789474,54.957142857142856,30.089473684210528,31.285714285714285,11.531578947368422,13.414285714285715,70.8736842105263,74.48571428571428,20.189473684210526,4.585714285714286,39.257894736842104,29.557142857142857
8,2026,2026-03-01,58.20526315789474,53.425,30.089473684210528,33.025,11.531578947368422,13.1375,70.8736842105263,75.25,20.189473684210526,-1.2625000000000002,39.257894736842104,29.8625
8,2026,2026-03-05,58.20526315789474,53.425,30.089473684210528,33.025,11.531578947368422,13.1375,70.8736842105263,75.25,20.189473684210526,-1.2625000000000002,39.257894736842104,29.8625
9,2026,2026-01-08,53.25555555555556,50.88,29.84444444444445,34.06,15.399999999999999,16.7,69.98888888888888,73.16,6.733333333333334,-7.9399999999999995,42.855555555555554,46.46
9,2026,2026-01-10,52.85,50.88,30.610000000000003,34.06,15.86,16.7,70.5,73.16,6.460000000000001,-7.9399999999999995,43.57,46.46
9,2026,2026-01-15,52.85,51.73333333333333,30.610000000000003,34.333333333333336,15.86,16.033333333333335,70.5,72.76666666666667,6.460000000000001,-8.25,43.57,41.449999999999996
9,2026,2026-01-18,52.85,51.357142857142854,30.610000000000003,35.614285714285714,15.86,17.285714285714285,70.5,72.17142857142856,6.460000000000001,-13.314285714285715,43.57,41.871428571428574
9,2026,2026-01-22,52.77272727272727,51.357142857142854,30.254545454545454,35.614285714285714,16.263636363636365,17.285714285714285,69.89999999999999,72.17142857142856,4.172727272727273,-13.314285714285715,42.81818181818182,41.871428571428574
9,2026,2026-01-25,53.275,51.357142857142854,29.883333333333336,35.614285714285714,16.233333333333334,17.285714285714285,69.84166666666667,72.17142857142856,5.508333333333334,-13.314285714285715,42.31666666666667,41.871428571428574
9,2026,2026-01-28,53.275,51.9875,29.883333333333336,33.4,16.233333333333334,16.9375,69.84166666666667,71.75,5.508333333333334,-12.1875,42.31666666666667,41.1875
