combo_id,combo_type,signals,thresholds,hit_rate_su,hit_rate_ats,holdout_su,holdout_ats,p_value,n,fire_rate,seasons_passing,lx_days_flag,season_hit_rates,date_added,auto_merged,stale
20260306T233109Z_000,pair,WL_season_diff|FFC_L10_diff,"{""WL_season_diff"": 0.2, ""FFC_L10_diff"": 1}",0.8764,,0.8618,0.5333,0.0,542,0.1277,1,False,"{""2025"": 0.8764}",2026-03-06,True,False
20260306T233109Z_001,pair,WL_L10_diff|FFC_season_diff,"{""WL_L10_diff"": 0.2, ""FFC_season_diff"": 1}",0.875,,0.8595,0.4865,0.0,512,0.1206,1,False,"{""2025"": 0.875}",2026-03-06,True,False
20260306T233109Z_002,pair,WL_L7_diff|FFC_L4_diff,"{""WL_L7_diff"": 0.25, ""FFC_L4_diff"": 2}",0.8727,,0.8482,0.6,0.0,487,0.1148,1,False,"{""2025"": 0.8727}",2026-03-06,True,False
20260306T233109Z_003,pair,DPC_L12_diff|FFC_season_diff,"{""DPC_L12_diff"": 2, ""FFC_season_diff"": 1}",0.8705,,0.85,0.56,0.0,525,0.1237,1,False,"{""2025"": 0.8705}",2026-03-06,True,False
20260306T233109Z_004,pair,WL_season_diff|ODI_L12_diff,"{""WL_season_diff"": 0.2, ""ODI_L12_diff"": 10}",0.8687,,0.8897,0.5294,0.0,434,0.1023,1,False,"{""2025"": 0.8687}",2026-03-06,True,False
20260306T233109Z_005,pair,ANE_L10_diff|WL_season_diff,"{""ANE_L10_diff"": 5, ""WL_season_diff"": 0.2}",0.8684,,0.8509,0.5,0.0,684,0.1612,1,False,"{""2025"": 0.8684}",2026-03-06,True,False
20260306T233109Z_006,pair,WL_L7_diff|FFC_season_diff,"{""WL_L7_diff"": 0.25, ""FFC_season_diff"": 1}",0.8681,,0.8767,0.5106,0.0,599,0.1411,1,False,"{""2025"": 0.8681}",2026-03-06,True,False
20260306T233109Z_007,pair,WL_L10_diff|FFC_L4_diff,"{""WL_L10_diff"": 0.2, ""FFC_L4_diff"": 0}",0.8674,,0.8054,0.5208,0.0,558,0.1315,1,False,"{""2025"": 0.8674}",2026-03-06,True,False
20260306T233109Z_008,pair,WL_season_diff|MTI,"{""WL_season_diff"": 0.2, ""MTI"": 10}",0.867,,0.8514,0.5224,0.0,1000,0.2356,1,False,"{""2025"": 0.867}",2026-03-06,True,False
20260306T233109Z_009,pair,WL_L10_diff|ODI_L7_diff,"{""WL_L10_diff"": 0.2, ""ODI_L7_diff"": 15}",0.867,,0.8611,0.4545,0.0,436,0.1027,1,False,"{""2025"": 0.867}",2026-03-06,True,False
20260306T233109Z_010,pair,WL_L12_diff|FFC_season_diff,"{""WL_L12_diff"": 0.2, ""FFC_season_diff"": 1}",0.8668,,0.8732,0.4783,0.0,518,0.1221,1,False,"{""2025"": 0.8668}",2026-03-06,True,False
20260306T233109Z_011,pair,WL_L10_diff|FFC_L10_diff,"{""WL_L10_diff"": 0.2, ""FFC_L10_diff"": 1}",0.8665,,0.8069,0.5532,0.0,532,0.1254,1,False,"{""2025"": 0.8665}",2026-03-06,True,False
20260306T233109Z_012,pair,WL_L7_diff|FFC_L7_diff,"{""WL_L7_diff"": 0.25, ""FFC_L7_diff"": 2}",0.8664,,0.8372,0.5909,0.0,494,0.1164,1,False,"{""2025"": 0.8664}",2026-03-06,True,False
20260306T233109Z_013,pair,DPC_L4_diff|FFC_L10_diff,"{""DPC_L4_diff"": 3, ""FFC_L10_diff"": 1}",0.8655,,0.8603,0.6042,0.0,498,0.1173,1,False,"{""2025"": 0.8655}",2026-03-06,True,False
20260306T233109Z_014,pair,WL_season_diff|FFC_L12_diff,"{""WL_season_diff"": 0.2, ""FFC_L12_diff"": 1}",0.8655,,0.8729,0.5581,0.0,513,0.1209,1,False,"{""2025"": 0.8655}",2026-03-06,True,False
20260306T233109Z_015,pair,WL_L10_diff|FFC_L12_diff,"{""WL_L10_diff"": 0.2, ""FFC_L12_diff"": 1}",0.8651,,0.8195,0.5455,0.0,482,0.1136,1,False,"{""2025"": 0.8651}",2026-03-06,True,False
20260306T233109Z_016,pair,FFC_season_diff|ODI_L10_diff,"{""FFC_season_diff"": 1, ""ODI_L10_diff"": 10}",0.8647,,0.8623,0.5,0.0,510,0.1202,1,False,"{""2025"": 0.8647}",2026-03-06,True,False
20260306T233109Z_017,pair,WL_L12_diff|FFC_L4_diff,"{""WL_L12_diff"": 0.2, ""FFC_L4_diff"": 0}",0.8646,,0.811,0.5439,0.0,554,0.1305,1,False,"{""2025"": 0.8646}",2026-03-06,True,False
20260306T233109Z_018,pair,WL_L10_diff|MTI,"{""WL_L10_diff"": 0.2, ""MTI"": 10}",0.8643,,0.8201,0.5588,0.0,656,0.1546,1,False,"{""2025"": 0.8643}",2026-03-06,True,False
20260306T233109Z_019,pair,ANE_L4_diff|WL_season_diff,"{""ANE_L4_diff"": 5, ""WL_season_diff"": 0.2}",0.8642,,0.8944,0.4528,0.0,795,0.1873,1,False,"{""2025"": 0.8642}",2026-03-06,True,False
20260306T233109Z_020,pair,DPC_L10_diff|FFC_season_diff,"{""DPC_L10_diff"": 2, ""FFC_season_diff"": 1}",0.8639,,0.8696,0.5741,0.0,573,0.135,1,False,"{""2025"": 0.8639}",2026-03-06,True,False
20260306T233109Z_021,pair,ANE_L4_diff|WL_L12_diff,"{""ANE_L4_diff"": 5, ""WL_L12_diff"": 0.2}",0.8638,,0.8555,0.4833,0.0,580,0.1367,1,False,"{""2025"": 0.8638}",2026-03-06,True,False
20260306T233109Z_022,pair,WL_season_diff|ODI_L10_diff,"{""WL_season_diff"": 0.2, ""ODI_L10_diff"": 10}",0.8637,,0.8955,0.4902,0.0,477,0.1124,1,False,"{""2025"": 0.8637}",2026-03-06,True,False
20260306T233109Z_023,pair,PEQ_L4_diff|WL_L12_diff,"{""PEQ_L4_diff"": 5, ""WL_L12_diff"": 0.2}",0.863,,0.8528,0.5,0.0,562,0.1324,1,False,"{""2025"": 0.863}",2026-03-06,True,False
20260306T233109Z_024,pair,ANE_L4_diff|WL_L10_diff,"{""ANE_L4_diff"": 5, ""WL_L10_diff"": 0.2}",0.8624,,0.8447,0.5,0.0,596,0.1404,1,False,"{""2025"": 0.8624}",2026-03-06,True,False
20260306T233109Z_025,pair,WL_L10_diff|FFC_L7_diff,"{""WL_L10_diff"": 0.2, ""FFC_L7_diff"": 0}",0.8623,,0.8049,0.537,0.0,610,0.1437,1,False,"{""2025"": 0.8623}",2026-03-06,True,False
20260306T233109Z_026,pair,WL_L12_diff|FFC_L10_diff,"{""WL_L12_diff"": 0.2, ""FFC_L10_diff"": 1}",0.8621,,0.8224,0.5294,0.0,522,0.123,1,False,"{""2025"": 0.8621}",2026-03-06,True,False
20260306T233109Z_027,pair,PEQ_L12_diff|WL_season_diff,"{""PEQ_L12_diff"": 5, ""WL_season_diff"": 0.2}",0.8621,,0.8537,0.5246,0.0,551,0.1298,1,False,"{""2025"": 0.8621}",2026-03-06,True,False
20260306T233109Z_028,pair,DPC_L7_diff|FFC_L10_diff,"{""DPC_L7_diff"": 3, ""FFC_L10_diff"": 1}",0.862,,0.8134,0.5,0.0,500,0.1178,1,False,"{""2025"": 0.862}",2026-03-06,True,False
20260306T233109Z_029,pair,DPC_L7_diff|FFC_season_diff,"{""DPC_L7_diff"": 3, ""FFC_season_diff"": 1}",0.8618,,0.8561,0.5208,0.0,608,0.1433,1,False,"{""2025"": 0.8618}",2026-03-06,True,False
20260306T233109Z_030,pair,PEQ_L7_diff|WL_season_diff,"{""PEQ_L7_diff"": 5, ""WL_season_diff"": 0.2}",0.8616,,0.8654,0.5085,0.0,672,0.1583,1,False,"{""2025"": 0.8616}",2026-03-06,True,False
20260306T233109Z_031,pair,ANE_L7_diff|WL_season_diff,"{""ANE_L7_diff"": 5, ""WL_season_diff"": 0.2}",0.8615,,0.8671,0.4828,0.0,780,0.1838,1,False,"{""2025"": 0.8615}",2026-03-06,True,False
20260306T233109Z_032,pair,ANE_L12_diff|WL_season_diff,"{""ANE_L12_diff"": 5, ""WL_season_diff"": 0.2}",0.8614,,0.8589,0.5333,0.0,642,0.1513,1,False,"{""2025"": 0.8614}",2026-03-06,True,False
20260306T233109Z_033,pair,PEQ_L4_diff|WL_L10_diff,"{""PEQ_L4_diff"": 5, ""WL_L10_diff"": 0.2}",0.8611,,0.8322,0.5106,0.0,576,0.1357,1,False,"{""2025"": 0.8611}",2026-03-06,True,False
20260306T233109Z_034,pair,WL_season_diff|ODI_season_diff,"{""WL_season_diff"": 0.2, ""ODI_season_diff"": 10}",0.861,,0.8786,0.5179,0.0,698,0.1645,1,False,"{""2025"": 0.861}",2026-03-06,True,False
20260306T233109Z_035,pair,ANE_L7_diff|WL_L12_diff,"{""ANE_L7_diff"": 5, ""WL_L12_diff"": 0.2}",0.8598,,0.8384,0.5294,0.0,649,0.1529,1,False,"{""2025"": 0.8598}",2026-03-06,True,False
20260306T233109Z_036,pair,WL_L10_diff|DPC_L4_diff,"{""WL_L10_diff"": 0.2, ""DPC_L4_diff"": 1}",0.8598,,0.8521,0.5833,0.0,542,0.1277,1,False,"{""2025"": 0.8598}",2026-03-06,True,False
20260306T233109Z_037,pair,PEQ_L4_diff|WL_season_diff,"{""PEQ_L4_diff"": 5, ""WL_season_diff"": 0.2}",0.8592,,0.9015,0.4792,0.0,682,0.1607,1,False,"{""2025"": 0.8592}",2026-03-06,True,False
20260306T233109Z_038,pair,ANE_L10_diff|WL_L4_diff,"{""ANE_L10_diff"": 5, ""WL_L4_diff"": 0.25}",0.8591,,0.8346,0.625,0.0,447,0.1053,1,False,"{""2025"": 0.8591}",2026-03-06,True,False
20260306T233109Z_039,pair,WL_L12_diff|DPC_L4_diff,"{""WL_L12_diff"": 0.2, ""DPC_L4_diff"": 3}",0.8586,,0.8452,0.5192,0.0,502,0.1183,1,False,"{""2025"": 0.8586}",2026-03-06,True,False
20260306T233109Z_040,pair,ANE_L10_diff|WL_L12_diff,"{""ANE_L10_diff"": 5, ""WL_L12_diff"": 0.2}",0.8582,,0.8284,0.5278,0.0,670,0.1579,1,False,"{""2025"": 0.8582}",2026-03-06,True,False
20260306T233109Z_041,pair,WL_L12_diff|FFC_L12_diff,"{""WL_L12_diff"": 0.2, ""FFC_L12_diff"": 1}",0.8582,,0.8322,0.5294,0.0,529,0.1246,1,False,"{""2025"": 0.8582}",2026-03-06,True,False
20260306T233109Z_042,pair,ANE_L10_diff|WL_L10_diff,"{""ANE_L10_diff"": 5, ""WL_L10_diff"": 0.2}",0.8578,,0.8172,0.5469,0.0,682,0.1607,1,False,"{""2025"": 0.8578}",2026-03-06,True,False
20260306T233109Z_043,pair,ANE_season_diff|WL_season_diff,"{""ANE_season_diff"": 5, ""WL_season_diff"": 0.2}",0.8577,,0.8362,0.5,0.0,1012,0.2385,1,False,"{""2025"": 0.8577}",2026-03-06,True,False
20260306T233109Z_044,pair,FFC_L10_diff|ODI_L4_diff,"{""FFC_L10_diff"": 1, ""ODI_L4_diff"": 15}",0.8575,,0.8532,0.5294,0.0,442,0.1041,1,False,"{""2025"": 0.8575}",2026-03-06,True,False
20260306T233109Z_045,pair,DPC_L10_diff|FFC_L10_diff,"{""DPC_L10_diff"": 2, ""FFC_L10_diff"": 1}",0.8571,,0.8273,0.5882,0.0,567,0.1336,1,False,"{""2025"": 0.8571}",2026-03-06,True,False
20260306T233109Z_046,pair,WL_L12_diff|MTI,"{""WL_L12_diff"": 0.2, ""MTI"": 10}",0.8569,,0.8341,0.5679,0.0,664,0.1565,1,False,"{""2025"": 0.8569}",2026-03-06,True,False
20260306T233109Z_047,pair,FFC_L10_diff|ODI_L10_diff,"{""FFC_L10_diff"": 1, ""ODI_L10_diff"": 10}",0.8569,,0.8377,0.5357,0.0,524,0.1235,1,False,"{""2025"": 0.8569}",2026-03-06,True,False
20260306T233109Z_048,pair,PEQ_season_diff|WL_season_diff,"{""PEQ_season_diff"": 2, ""WL_season_diff"": 0.2}",0.8567,,0.838,0.5075,0.0,907,0.2137,1,False,"{""2025"": 0.8567}",2026-03-06,True,False
20260306T233109Z_049,pair,ANE_L7_diff|WL_L10_diff,"{""ANE_L7_diff"": 5, ""WL_L10_diff"": 0.2}",0.8567,,0.8278,0.5254,0.0,656,0.1546,1,False,"{""2025"": 0.8567}",2026-03-06,True,False
20260306T233109Z_050,pair,WL_season_diff|DPC_L10_diff,"{""WL_season_diff"": 0.2, ""DPC_L10_diff"": 2}",0.856,,0.875,0.5294,0.0,611,0.144,1,False,"{""2025"": 0.856}",2026-03-06,True,False
20260306T233109Z_051,pair,FFC_L12_diff|ODI_L10_diff,"{""FFC_L12_diff"": 1, ""ODI_L10_diff"": 10}",0.856,,0.8542,0.5926,0.0,521,0.1228,1,False,"{""2025"": 0.856}",2026-03-06,True,False
20260306T233109Z_052,pair,PEQ_L10_diff|WL_season_diff,"{""PEQ_L10_diff"": 5, ""WL_season_diff"": 0.2}",0.8559,,0.8608,0.4915,0.0,597,0.1407,1,False,"{""2025"": 0.8559}",2026-03-06,True,False
20260306T233109Z_053,pair,ANE_L12_diff|WL_L10_diff,"{""ANE_L12_diff"": 5, ""WL_L10_diff"": 0.2}",0.8558,,0.8212,0.5484,0.0,617,0.1454,1,False,"{""2025"": 0.8558}",2026-03-06,True,False
20260306T233109Z_054,pair,ANE_season_diff|WL_L10_diff,"{""ANE_season_diff"": 5, ""WL_L10_diff"": 0.2}",0.8556,,0.85,0.5,0.0,665,0.1567,1,False,"{""2025"": 0.8556}",2026-03-06,True,False
20260306T233109Z_055,pair,WL_season_diff|DPC_L12_diff,"{""WL_season_diff"": 0.2, ""DPC_L12_diff"": 2}",0.8556,,0.8592,0.5636,0.0,568,0.1338,1,False,"{""2025"": 0.8556}",2026-03-06,True,False
20260306T233109Z_056,pair,ANE_trend_med_diff|WL_season_diff,"{""ANE_trend_med_diff"": -3, ""WL_season_diff"": 0.2}",0.8556,,0.8584,0.4419,0.0,471,0.111,1,False,"{""2025"": 0.8556}",2026-03-06,True,False
20260306T233109Z_057,pair,ANE_season_diff|FFC_L4_diff,"{""ANE_season_diff"": 5, ""FFC_L4_diff"": 2}",0.8554,,0.7846,0.4889,0.0,733,0.1727,1,False,"{""2025"": 0.8554}",2026-03-06,True,False
20260306T233109Z_058,pair,WL_season_diff|WL_L10_diff,"{""WL_season_diff"": 0.2, ""WL_L10_diff"": 0.2}",0.855,,0.881,0.4634,0.0,662,0.156,1,False,"{""2025"": 0.855}",2026-03-06,True,False
20260306T233109Z_059,pair,ANE_season_diff|WL_L4_diff,"{""ANE_season_diff"": 5, ""WL_L4_diff"": 0.25}",0.8549,,0.8696,0.6,0.0,586,0.1381,1,False,"{""2025"": 0.8549}",2026-03-06,True,False
20260306T233109Z_060,pair,DPC_L4_diff|FFC_season_diff,"{""DPC_L4_diff"": 3, ""FFC_season_diff"": 1}",0.8546,,0.8824,0.5745,0.0,674,0.1588,1,False,"{""2025"": 0.8546}",2026-03-06,True,False
20260306T233109Z_061,pair,WL_L7_diff|FFC_L12_diff,"{""WL_L7_diff"": 0.25, ""FFC_L12_diff"": 1}",0.8545,,0.8258,0.6,0.0,495,0.1166,1,False,"{""2025"": 0.8545}",2026-03-06,True,False
20260306T233109Z_062,pair,FFC_season_diff|ODI_L12_diff,"{""FFC_season_diff"": 1, ""ODI_L12_diff"": 10}",0.8545,,0.85,0.5,0.0,488,0.115,1,False,"{""2025"": 0.8545}",2026-03-06,True,False
20260306T233109Z_063,pair,PEQ_season_diff|FFC_L7_diff,"{""PEQ_season_diff"": 5, ""FFC_L7_diff"": 2}",0.8541,,0.872,0.5814,0.0,603,0.1421,1,False,"{""2025"": 0.8541}",2026-03-06,True,False
20260306T233109Z_064,pair,DPC_season_diff|FFC_L10_diff,"{""DPC_season_diff"": 2, ""FFC_L10_diff"": 1}",0.8539,,0.78,0.56,0.0,575,0.1355,1,False,"{""2025"": 0.8539}",2026-03-06,True,False
20260306T233109Z_065,pair,PEQ_L7_diff|WL_L12_diff,"{""PEQ_L7_diff"": 5, ""WL_L12_diff"": 0.2}",0.8539,,0.8342,0.5493,0.0,623,0.1468,1,False,"{""2025"": 0.8539}",2026-03-06,True,False
20260306T233109Z_066,pair,WL_L12_diff|DPC_L7_diff,"{""WL_L12_diff"": 0.2, ""DPC_L7_diff"": 3}",0.8537,,0.8372,0.5172,0.0,540,0.1272,1,False,"{""2025"": 0.8537}",2026-03-06,True,False
20260306T233109Z_067,pair,WL_season_diff|DPC_season_diff,"{""WL_season_diff"": 0.2, ""DPC_season_diff"": 2}",0.8537,,0.8452,0.5345,0.0,909,0.2142,1,False,"{""2025"": 0.8537}",2026-03-06,True,False
20260306T233109Z_068,pair,WL_season_diff|DPC_L4_diff,"{""WL_season_diff"": 0.2, ""DPC_L4_diff"": 3}",0.8537,,0.916,0.5,0.0,697,0.1642,1,False,"{""2025"": 0.8537}",2026-03-06,True,False
20260306T233109Z_069,pair,PEQ_L12_diff|WL_L12_diff,"{""PEQ_L12_diff"": 5, ""WL_L12_diff"": 0.2}",0.8537,,0.8309,0.5479,0.0,588,0.1385,1,False,"{""2025"": 0.8537}",2026-03-06,True,False
20260306T233109Z_070,pair,WL_L4_diff|FFC_L7_diff,"{""WL_L4_diff"": 0.25, ""FFC_L7_diff"": 0}",0.8536,,0.8618,0.6579,0.0,519,0.1223,1,False,"{""2025"": 0.8536}",2026-03-06,True,False
20260306T233109Z_071,pair,WL_L7_diff|ODI_L7_diff,"{""WL_L7_diff"": 0.25, ""ODI_L7_diff"": 15}",0.8535,,0.8605,0.5116,0.0,505,0.119,1,False,"{""2025"": 0.8535}",2026-03-06,True,False
20260306T233109Z_072,pair,WL_L10_diff|ODI_L4_diff,"{""WL_L10_diff"": 0.2, ""ODI_L4_diff"": 5}",0.8532,,0.8311,0.5102,0.0,545,0.1284,1,False,"{""2025"": 0.8532}",2026-03-06,True,False
20260306T233109Z_073,pair,WL_season_diff|DPC_L7_diff,"{""WL_season_diff"": 0.2, ""DPC_L7_diff"": 3}",0.8532,,0.8846,0.4894,0.0,654,0.1541,1,False,"{""2025"": 0.8532}",2026-03-06,True,False
20260306T233109Z_074,pair,ANE_season_diff|ODI_L7_diff,"{""ANE_season_diff"": 5, ""ODI_L7_diff"": 15}",0.8531,,0.8777,0.4792,0.0,606,0.1428,1,False,"{""2025"": 0.8531}",2026-03-06,True,False
20260306T233109Z_075,pair,DPC_L7_diff|FFC_L12_diff,"{""DPC_L7_diff"": 3, ""FFC_L12_diff"": 1}",0.8529,,0.8359,0.5778,0.0,476,0.1122,1,False,"{""2025"": 0.8529}",2026-03-06,True,False
20260306T233109Z_076,pair,WL_L12_diff|ODI_L12_diff,"{""WL_L12_diff"": 0.2, ""ODI_L12_diff"": 10}",0.8528,,0.8588,0.5088,0.0,462,0.1089,1,False,"{""2025"": 0.8528}",2026-03-06,True,False
20260306T233109Z_077,pair,PEQ_L12_diff|WL_L10_diff,"{""PEQ_L12_diff"": 5, ""WL_L10_diff"": 0.2}",0.8526,,0.8212,0.5484,0.0,529,0.1246,1,False,"{""2025"": 0.8526}",2026-03-06,True,False
20260306T233109Z_078,pair,ANE_season_diff|FFC_L7_diff,"{""ANE_season_diff"": 5, ""FFC_L7_diff"": 2}",0.8525,,0.8209,0.54,0.0,651,0.1534,1,False,"{""2025"": 0.8525}",2026-03-06,True,False
20260306T233109Z_079,pair,ANE_L12_diff|WL_L12_diff,"{""ANE_L12_diff"": 5, ""WL_L12_diff"": 0.2}",0.8525,,0.8301,0.5342,0.0,678,0.1598,1,False,"{""2025"": 0.8525}",2026-03-06,True,False
20260306T233109Z_080,pair,DPC_L4_diff|FFC_L12_diff,"{""DPC_L4_diff"": 1, ""FFC_L12_diff"": 1}",0.8523,,0.8571,0.6038,0.0,528,0.1244,1,False,"{""2025"": 0.8523}",2026-03-06,True,False
20260306T233109Z_081,pair,PEQ_L7_diff|FFC_L7_diff,"{""PEQ_L7_diff"": 5, ""FFC_L7_diff"": 2}",0.8523,,0.8176,0.5769,0.0,562,0.1324,1,False,"{""2025"": 0.8523}",2026-03-06,True,False
20260306T233109Z_082,pair,FFC_L10_diff|ODI_L7_diff,"{""FFC_L10_diff"": 1, ""ODI_L7_diff"": 15}",0.8519,,0.8632,0.5122,0.0,459,0.1082,1,False,"{""2025"": 0.8519}",2026-03-06,True,False
20260306T233109Z_083,pair,PEQ_L12_diff|ODI_L4_diff,"{""PEQ_L12_diff"": 5, ""ODI_L4_diff"": 15}",0.8518,,0.8414,0.5745,0.0,479,0.1129,1,False,"{""2025"": 0.8518}",2026-03-06,True,False
20260306T233109Z_084,pair,ANE_L12_diff|ODI_L4_diff,"{""ANE_L12_diff"": 5, ""ODI_L4_diff"": 15}",0.8517,,0.8356,0.5833,0.0,526,0.1239,1,False,"{""2025"": 0.8517}",2026-03-06,True,False
20260306T233109Z_085,pair,DPC_season_diff|FFC_L12_diff,"{""DPC_season_diff"": 2, ""FFC_L12_diff"": 1}",0.8516,,0.8248,0.6304,0.0,546,0.1287,1,False,"{""2025"": 0.8516}",2026-03-06,True,False
20260306T233109Z_086,pair,PEQ_L7_diff|FFC_season_diff,"{""PEQ_L7_diff"": 5, ""FFC_season_diff"": 1}",0.8516,,0.8197,0.5224,0.0,728,0.1715,1,False,"{""2025"": 0.8516}",2026-03-06,True,False
20260306T233109Z_087,pair,WL_L12_diff|DPC_L10_diff,"{""WL_L12_diff"": 0.2, ""DPC_L10_diff"": 2}",0.8516,,0.8427,0.5538,0.0,593,0.1397,1,False,"{""2025"": 0.8516}",2026-03-06,True,False
20260306T233109Z_088,pair,PEQ_season_diff|WL_L4_diff,"{""PEQ_season_diff"": 5, ""WL_L4_diff"": 0.25}",0.8514,,0.875,0.6176,0.0,545,0.1284,1,False,"{""2025"": 0.8514}",2026-03-06,True,False
20260306T233109Z_089,pair,WL_L12_diff|ODI_L10_diff,"{""WL_L12_diff"": 0.2, ""ODI_L10_diff"": 10}",0.8513,,0.8523,0.5,0.0,491,0.1157,1,False,"{""2025"": 0.8513}",2026-03-06,True,False
20260306T233109Z_090,pair,WL_L10_diff|ODI_season_diff,"{""WL_L10_diff"": 0.2, ""ODI_season_diff"": 10}",0.8513,,0.8824,0.5128,0.0,511,0.1204,1,False,"{""2025"": 0.8513}",2026-03-06,True,False
20260306T233109Z_091,pair,DPC_L12_diff|FFC_L10_diff,"{""DPC_L12_diff"": 2, ""FFC_L10_diff"": 1}",0.8509,,0.8085,0.58,0.0,523,0.1232,1,False,"{""2025"": 0.8509}",2026-03-06,True,False
20260306T233109Z_092,pair,DPC_L12_diff|FFC_L12_diff,"{""DPC_L12_diff"": 2, ""FFC_L12_diff"": 1}",0.8507,,0.8372,0.6383,0.0,536,0.1263,1,False,"{""2025"": 0.8507}",2026-03-06,True,False
20260306T233109Z_093,pair,WL_L7_diff|FFC_L10_diff,"{""WL_L7_diff"": 0.25, ""FFC_L10_diff"": 1}",0.8507,,0.8133,0.6,0.0,536,0.1263,1,False,"{""2025"": 0.8507}",2026-03-06,True,False
20260306T233109Z_094,pair,WL_L10_diff|DPC_L10_diff,"{""WL_L10_diff"": 0.2, ""DPC_L10_diff"": 2}",0.8507,,0.8389,0.5882,0.0,603,0.1421,1,False,"{""2025"": 0.8507}",2026-03-06,True,False
20260306T233109Z_095,pair,ANE_L10_diff|ODI_L4_diff,"{""ANE_L10_diff"": 5, ""ODI_L4_diff"": 15}",0.8507,,0.8146,0.6,0.0,576,0.1357,1,False,"{""2025"": 0.8507}",2026-03-06,True,False
20260306T233109Z_096,pair,WL_L12_diff|ODI_L4_diff,"{""WL_L12_diff"": 0.2, ""ODI_L4_diff"": 5}",0.8507,,0.8282,0.4912,0.0,536,0.1263,1,False,"{""2025"": 0.8507}",2026-03-06,True,False
20260306T233109Z_097,pair,PEQ_L7_diff|WL_L10_diff,"{""PEQ_L7_diff"": 5, ""WL_L10_diff"": 0.2}",0.8506,,0.8239,0.541,0.0,629,0.1482,1,False,"{""2025"": 0.8506}",2026-03-06,True,False
20260306T233109Z_098,pair,WL_L7_diff|ODI_L4_diff,"{""WL_L7_diff"": 0.25, ""ODI_L4_diff"": 15}",0.8505,,0.8534,0.5833,0.0,515,0.1213,1,False,"{""2025"": 0.8505}",2026-03-06,True,False
20260306T233109Z_099,pair,PEQ_L10_diff|WL_L12_diff,"{""PEQ_L10_diff"": 5, ""WL_L12_diff"": 0.2}",0.85,,0.8252,0.5278,0.0,620,0.1461,1,False,"{""2025"": 0.85}",2026-03-06,True,False
20260306T233109Z_100,pair,ANE_season_diff|WL_L7_diff,"{""ANE_season_diff"": 5, ""WL_L7_diff"": 0.25}",0.8498,,0.8424,0.5,0.0,779,0.1836,1,False,"{""2025"": 0.8498}",2026-03-06,True,False
20260306T233109Z_101,pair,ANE_L12_diff|ODI_L7_diff,"{""ANE_L12_diff"": 5, ""ODI_L7_diff"": 15}",0.8498,,0.8571,0.5,0.0,546,0.1287,1,False,"{""2025"": 0.8498}",2026-03-06,True,False
20260306T233109Z_102,pair,PEQ_L12_diff|FFC_L4_diff,"{""PEQ_L12_diff"": 5, ""FFC_L4_diff"": 2}",0.8497,,0.8106,0.525,0.0,459,0.1082,1,False,"{""2025"": 0.8497}",2026-03-06,True,False
20260306T233109Z_103,pair,PEQ_season_diff|WL_L10_diff,"{""PEQ_season_diff"": 5, ""WL_L10_diff"": 0.2}",0.8495,,0.8599,0.5283,0.0,638,0.1503,1,False,"{""2025"": 0.8495}",2026-03-06,True,False
20260306T233109Z_104,pair,ANE_L12_diff|WL_L4_diff,"{""ANE_L12_diff"": 2, ""WL_L4_diff"": 0.25}",0.8492,,0.8473,0.619,0.0,431,0.1016,1,False,"{""2025"": 0.8492}",2026-03-06,True,False
20260306T233109Z_105,pair,WL_L10_diff|DPC_L7_diff,"{""WL_L10_diff"": 0.2, ""DPC_L7_diff"": 3}",0.8491,,0.8392,0.5652,0.0,550,0.1296,1,False,"{""2025"": 0.8491}",2026-03-06,True,False
20260306T233109Z_106,pair,PEQ_season_diff|FFC_L4_diff,"{""PEQ_season_diff"": 5, ""FFC_L4_diff"": 2}",0.849,,0.8347,0.5526,0.0,682,0.1607,1,False,"{""2025"": 0.849}",2026-03-06,True,False
20260306T233109Z_107,pair,PEQ_L4_diff|FFC_L7_diff,"{""PEQ_L4_diff"": 5, ""FFC_L7_diff"": 2}",0.849,,0.837,0.5455,0.0,563,0.1327,1,False,"{""2025"": 0.849}",2026-03-06,True,False
20260306T233109Z_108,pair,WL_L12_diff|FFC_L7_diff,"{""WL_L12_diff"": 0.2, ""FFC_L7_diff"": 0}",0.8488,,0.8136,0.5484,0.0,602,0.1418,1,False,"{""2025"": 0.8488}",2026-03-06,True,False
20260306T233109Z_109,pair,ANE_season_diff|WL_L12_diff,"{""ANE_season_diff"": 5, ""WL_L12_diff"": 0.2}",0.8486,,0.8579,0.4848,0.0,667,0.1572,1,False,"{""2025"": 0.8486}",2026-03-06,True,False
20260306T233109Z_110,pair,WL_L12_diff|ODI_season_diff,"{""WL_L12_diff"": 0.2, ""ODI_season_diff"": 10}",0.8485,,0.8881,0.48,0.0,495,0.1166,1,False,"{""2025"": 0.8485}",2026-03-06,True,False
20260306T233109Z_111,pair,FFC_L10_diff|ODI_season_diff,"{""FFC_L10_diff"": 1, ""ODI_season_diff"": 10}",0.8485,,0.8548,0.5581,0.0,581,0.1369,1,False,"{""2025"": 0.8485}",2026-03-06,True,False
20260306T233109Z_112,pair,FFC_L12_diff|ODI_L12_diff,"{""FFC_L12_diff"": 1, ""ODI_L12_diff"": 10}",0.848,,0.8435,0.566,0.0,513,0.1209,1,False,"{""2025"": 0.848}",2026-03-06,True,False
